Strategy report
Symbol: /ES:XCME
Work Time: 10/6/24, 6:05 PM - 10/20/24, 10:00 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
138;_calendar_(1,728,272,400,000|1,420|1|0|dn|up|-0.75|0.5|nm|nm|0.958|0.4928);Buy to Open;1;50.0;$5,794.50;10/6/24, 11:45 PM;;$7,725.00;0.0;
139;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,796.00;10/6/24, 11:50 PM;$62.50;$7,750.00;-50.0;
140;_calendar_(1,728,272,700,000|1,425|1|0|up|up|0.75|1.75|nm|mv|1|1.7019);Buy to Open;1;50.0;$5,794.75;10/6/24, 11:50 PM;;$7,787.50;0.0;
141;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,796.00;10/6/24, 11:55 PM;$62.50;$7,787.50;-50.0;
142;_calendar_(1,728,273,000,000|1,430|1|0|up|up|0.5|1|nm|nm|0.8729|1.1517);Buy to Open;1;50.0;$5,794.75;10/6/24, 11:55 PM;;$7,850.00;0.0;
143;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,796.75;10/7/24, 12:00 AM;$75.00;$7,862.50;-50.0;
144;_calendar_(1,728,273,300,000|1,435|1|0|up|dn|0.5|0|nm|nm|0.8485|0);Buy to Open;1;50.0;$5,795.25;10/7/24, 12:00 AM;;$7,925.00;0.0;
145;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,796.75;10/7/24, 12:05 AM;$62.50;$7,937.50;-50.0;
146;_calendar_(1,728,273,600,000|0|1|0|dn|dn|0|-0.25|nm|nm|0|0.2501);Buy to Open;1;50.0;$5,795.50;10/7/24, 12:05 AM;;$7,987.50;0.0;
147;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,797.25;10/7/24, 12:10 AM;$37.50;$8,050.00;-50.0;
148;_calendar_(1,728,273,900,000|5|1|0|dn|up|-0.5|1|nm|nm|1.0252|0.96);Buy to Open;1;50.0;$5,796.50;10/7/24, 12:10 AM;;$8,025.00;0.0;
