Strategy report
Symbol: /ES:XCME
Work Time: 5/24/24, 8:50 AM - 10/3/24, 10:20 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
112;_trend_(1,716,571,200,000,1.0004,0.5001,0.3337,0.1666,0.0833,1.0006,0.4998,0.3341,0.1667,0.0833,66.6667,6.1751,3.2275,-0.4064,-0.0003,0.0001);Buy to Open;1;50.0;$5,320.50;5/24/24, 1:25 PM;;$11,875.00;0.0;
113;_trend_(SellClose);Sell to Close;-1;-50.0;$5,325.50;5/24/24, 1:30 PM;$150.00;$12,150.00;-50.0;
114;_trend_(1,716,571,500,000,0.9999,0.5001,0.3334,0.1668,0.0833,0.9994,0.4998,0.3332,0.167,0.0833,67.6471,4.3765,3.8111,0.5835,-0.0002,0.0001);Buy to Open;1;50.0;$5,322.50;5/24/24, 1:30 PM;;$12,025.00;0.0;
115;_trend_(SellClose);Sell to Close;-1;-50.0;$5,323.00;5/24/24, 1:35 PM;$212.50;$12,075.00;-50.0;
116;_trend_(1,716,571,800,000,0.9995,0.4997,0.3333,0.1667,0.0833,0.9996,0.4995,0.3331,0.1669,0.0833,35.2941,-2.9346,-1.8084,-5.6195,0.0001,-0.0002);Buy to Open;1;50.0;$5,318.75;5/24/24, 1:35 PM;;$12,237.50;0.0;
117;_trend_(SellClose);Sell to Close;-1;-50.0;$5,322.00;5/24/24, 1:40 PM;$87.50;$12,312.50;-50.0;
118;_trend_(1,716,572,100,000,1.0004,0.4999,0.3332,0.1668,0.0834,1.0009,0.4998,0.3329,0.1669,0.0833,58.8235,2.5753,5.2276,7.036,-0.0002,0.0001);Buy to Open;1;50.0;$5,320.25;5/24/24, 1:40 PM;;$12,325.00;0.0;
119;_trend_(SellClose);Sell to Close;-1;-50.0;$5,322.00;5/24/24, 1:45 PM;$162.50;$12,375.00;-50.0;
120;_trend_(1,716,572,400,000,0.9997,0.5,0.3332,0.1666,0.0833,0.9993,0.5004,0.3331,0.1666,0.0833,41.1765,-1.5175,0.6931,-4.5345,-0,0);Buy to Open;1;50.0;$5,318.75;5/24/24, 1:45 PM;;$12,487.50;0.0;
121;_trend_(SellClose);Sell to Close;-1;-50.0;$5,321.00;5/24/24, 1:50 PM;$100.00;$12,425.00;-50.0;
122;_trend_(1,716,572,700,000,1.0001,0.4999,0.3334,0.1667,0.0833,1.0004,0.5,0.3335,0.1667,0.0833,47.0588,-0.0539,4.3728,3.6798,-0.0001,0);Buy to Open;1;50.0;$5,319.00;5/24/24, 1:50 PM;;$12,587.50;0.0;
123;_trend_(SellClose);Sell to Close;-1;-50.0;$5,322.50;5/24/24, 1:55 PM;$87.50;$12,600.00;-50.0;
124;_trend_(1,716,573,000,000,1.0002,0.5002,0.3333,0.1666,0.0833,1.0001,0.5001,0.3334,0.1667,0.0832,61.7647,4.1211,4.6874,0.3146,-0.0002,0.0003);Buy to Open;1;50.0;$5,320.75;5/24/24, 1:55 PM;;$12,675.00;0.0;
125;_trend_(SellClose);Sell to Close;-1;-50.0;$5,324.25;5/24/24, 2:00 PM;$125.00;$12,612.50;-50.0;
126;_trend_(1,716,573,300,000,1,0.5001,0.3334,0.1667,0.0834,0.9998,0.5002,0.3336,0.1665,0.0834,61.7647,3.2939,2.3379,-2.3496,0.0001,0.0002);Buy to Open;1;50.0;$5,321.75;5/24/24, 2:00 PM;;$12,800.00;0.0;
127;_trend_(SellClose);Sell to Close;-1;-50.0;$5,326.00;5/24/24, 2:05 PM;$212.50;$12,737.50;-50.0;
128;_trend_(1,716,573,600,000,1.0006,0.5003,0.3336,0.1668,0.0835,1.0006,0.5001,0.3336,0.1668,0.0835,94.4444,10.9221,-2.1339,-4.4718,-0.0002,0);Buy to Open;1;50.0;$5,321.75;5/24/24, 2:05 PM;;$13,012.50;0.0;
