Strategy report
Symbol: /ES:XCME
Work Time: 10/17/24, 6:05 PM - 10/22/24, 8:50 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
72;_calendar_(1,729,212,900,000|1,255|5|0|dn|dn|-0.25|0|nm|nm|0.2629|0);Buy to Open;1;50.0;$5,884.25;10/17/24, 9:00 PM;;$3,300.00;0.0;
73;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.00;10/17/24, 9:05 PM;$87.50;$3,312.50;-50.0;
74;_calendar_(1,729,213,200,000|1,260|5|0|up|dn|0.75|-0.25|nm|nm|1.2027|0.0749);Buy to Open;1;50.0;$5,883.25;10/17/24, 9:05 PM;;$3,387.50;0.0;
75;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.00;10/17/24, 9:10 PM;$75.00;$3,425.00;-50.0;
76;_calendar_(1,729,213,500,000|1,265|5|0|dn|dn|-0.5|-1|nm|nm|0.8072|0.3016);Buy to Open;1;50.0;$5,883.50;10/17/24, 9:10 PM;;$3,462.50;0.0;
77;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,884.50;10/17/24, 9:15 PM;$62.50;$3,500.00;-50.0;
78;_calendar_(1,729,213,800,000|1,270|5|0|dn|up|-0.5|0.5|nm|nm|0.8485|0.1508);Buy to Open;1;50.0;$5,883.25;10/17/24, 9:15 PM;;$3,525.00;0.0;
79;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.00;10/17/24, 9:20 PM;$62.50;$3,587.50;-50.0;
80;_calendar_(1,729,214,100,000|1,275|5|0|dn|dn|0|-0.25|nm|nm|0|0.0754);Buy to Open;1;50.0;$5,883.75;10/17/24, 9:20 PM;;$3,587.50;0.0;
81;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,884.75;10/17/24, 9:25 PM;$62.50;$3,587.50;-50.0;
82;_calendar_(1,729,214,400,000|1,280|5|0|up|up|1|1|mv|nm|2.2283|0.302);Buy to Open;1;50.0;$5,883.50;10/17/24, 9:25 PM;;$3,650.00;0.0;
83;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.00;10/17/24, 9:30 PM;$75.00;$3,725.00;-50.0;
84;_calendar_(1,729,214,700,000|1,285|5|0|dn|up|-1.25|3|mv|mv|2.1213|0.9041);Buy to Open;1;50.0;$5,883.50;10/17/24, 9:30 PM;;$3,725.00;0.0;
85;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.50;10/17/24, 9:35 PM;$125.00;$3,762.50;-50.0;
86;_calendar_(1,729,215,000,000|1,290|5|0|up|up|1.25|4.75|mv|mv|1.6175|1.4288);Buy to Open;1;50.0;$5,883.00;10/17/24, 9:35 PM;;$3,850.00;0.0;
87;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,884.75;10/17/24, 9:40 PM;$100.00;$3,700.00;-50.0;
88;_calendar_(1,729,215,300,000|1,295|5|0|up|up|3|2.75|mv|mv|3.417|0.8216);Buy to Open;1;50.0;$5,882.75;10/17/24, 9:40 PM;;$3,950.00;0.0;
89;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,888.25;10/17/24, 9:45 PM;$175.00;$3,950.00;-50.0;
90;_calendar_(1,729,215,600,000|1,300|5|0|up|dn|0.5|-0.5|nm|nm|0.3638|0.144);Buy to Open;1;50.0;$5,884.75;10/17/24, 9:45 PM;;$4,125.00;0.0;
91;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,888.25;10/17/24, 9:50 PM;$75.00;$4,162.50;-50.0;
