FT,vol,vol10,vol15,vol30,vol60,volD10,volD15,volD30,volD60,volNQdiff,volYMdiff,vpm5,vpm10,vpm15,vpm30,vpm60
1729282200000,3073,4932.5,11665.3333,19116.3333,12657.8333,-37.6989,-73.657,-83.9247,-75.7225,4.2714,2.2264,0.0002,0,0,0,-0
1729282500000,1591,2332,3818.6667,18136.6667,12375.75,-31.7753,-58.3362,-91.2277,-87.1442,-5.1835,0.6894,-0.0005,-0.0001,-0.0001,0,0
1729282800000,1678,1634.5,2114,16428.5,11886,2.6614,-20.6244,-89.786,-85.8826,-0.4497,-2.552,0.0004,0,0.0001,0,0
1729283100000,979,1328.5,1416,6540.6667,11521.6667,-26.3079,-30.8616,-85.0321,-91.503,-1.8761,-22.3017,0.0003,0.0004,0.0001,0,0
1729283400000,1064,1021.5,1240.3333,2529.5,11148.4167,4.1605,-14.2166,-57.9364,-90.456,-30.7843,-50.7398,-0.0002,0,0.0002,0,0
1729283700000,430,747,824.3333,1469.1667,10737.9167,-42.4364,-47.8366,-70.7317,-95.9955,-36.6207,-45.993,0.0006,0,0.0001,0.0001,0
1729284000000,1368,899,954,1185,10150.6667,52.1691,43.3962,15.443,-86.5231,11.1388,36.2843,0.0004,0.0004,0.0002,0.0001,0
1729284300000,1267,1317.5,1021.6667,1131,9633.8333,-3.833,24.0131,12.0248,-86.8484,-9.2768,-48.9976,-0.0006,-0.0001,0,0.0001,0
1729284600000,769,1018,1134.6667,979.5,8704,-24.4597,-32.2268,-21.4906,-91.165,-77.9634,8.3796,0,-0.0004,-0.0001,0,0
1729284900000,11986,6377.5,4674,2814,4677.3333,87.942,156.4399,325.9417,156.2571,351.9482,336.4766,-0,-0,-0.0001,-0,0
1729461600000,1590,6788,4781.6667,2901.6667,2715.5833,-76.5763,-66.748,-45.2039,-41.449,-135.3474,-188.2228,0.0028,0.0003,0.0003,0.0002,0.0001
1729461900000,361,975.5,4645.6667,2890.1667,2179.6667,-62.9933,-92.2293,-87.5094,-83.4378,-72.0436,-48.6274,0.0014,0.0026,0.0003,0.0003,0.0002
1729462200000,428,394.5,793,2733.5,1959.25,8.4918,-46.0277,-84.3424,-78.1549,-40.7341,-50.3642,-0.0012,0,0.0019,0.0002,0.0002
1729462500000,173,300.5,320.6667,2551.1667,1841.0833,-42.4293,-46.0499,-93.2188,-90.6034,-16.7402,-27.5536,-0.0014,-0.0012,-0.0003,0.0003,0.0002
1729462800000,167,170,256,2450.8333,1715.1667,-1.7647,-34.7656,-93.186,-90.2633,-30.4685,-25.7652,0.003,0.0007,-0.0003,0.0003,0.0002
1729463100000,112,139.5,150.6667,471.8333,1642.9167,-19.7133,-25.6637,-76.2628,-93.1829,-10.8834,-5.2628,0.0022,0.0027,0.0011,0.0018,0.0002
1729463400000,187,149.5,155.3333,238,1569.8333,25.0836,20.3863,-21.4286,-88.0879,-8.4416,13.1868,0,0.0008,0.0016,0.0004,0.0003
1729463700000,158,172.5,152.3333,204.1667,1547.1667,-8.4058,3.7199,-22.6122,-89.7878,7.6612,38.3634,0,0,0.0005,0,0.0002
1729464000000,323,240.5,222.6667,186.6667,1460.0833,34.3035,45.0599,73.0357,-77.878,-11.6245,22.3111,0.0062,0.0042,0.003,0.0022,0.0003
1729464300000,261,292,247.3333,201.3333,1376.25,-10.6164,5.5256,29.6358,-81.0354,8.1698,35.6964,-0.0029,0.0021,0.0017,0.0017,0.0004
1729464600000,223,242,269,210.6667,1330.75,-7.8512,-17.1004,5.8544,-83.2425,13.1549,-56.3077,-0.0034,-0.0031,0.0006,0.0006,0.0003
1729464900000,124,173.5,202.6667,212.6667,342.25,-28.5303,-38.8158,-41.6928,-63.7692,-37.6161,1.9692,0.006,0,-0.0012,0.001,0.0015
1729465200000,177,150.5,174.6667,211,224.5,17.608,1.3359,-16.1137,-21.1581,-5.1648,-68.6137,0.0042,0.005,0.0014,0.0016,0.0009
1729465500000,173,175,158,213.5,208.8333,-1.1429,9.4937,-18.9696,-17.1588,3.2179,-24.8519,-0.0014,0.0014,0.0026,0.0014,0.0007
1729465800000,75,124,141.6667,172.1667,179.4167,-39.5161,-47.0588,-56.4376,-58.1979,-7.198,-26.3171,0,-0.001,0.0012,-0.0002,0.001
1729466100000,245,160,164.3333,169.5,185.4167,53.125,49.0872,44.5428,32.1348,-2.4186,45.6922,0.0031,0.0023,0.001,0.0012,0.0015
1729466400000,338,291.5,219.3333,188.6667,199.6667,15.952,54.1033,79.1519,69.2821,45.1313,-21.5103,-0.0007,0.0009,0.0008,0.0015,0.001
1729466700000,69,203.5,217.3333,179.5,196.0833,-66.0934,-68.2515,-61.5599,-64.8109,-12.2721,-44.1287,-0.0036,-0.0012,0.0004,0.0007,0.0008
1729467000000,181,125,196,180.1667,195.5833,44.8,-7.6531,0.4625,-7.4563,-30.113,52.7117,0,-0.001,-0.0009,0,0.0009
1729467300000,185,183,145,182.1667,197.8333,1.0929,27.5862,1.5554,-6.4869,4.3011,-9.9311,-0.0054,-0.0027,-0.0029,-0.0007,0.0004
1729467600000,251,218,205.6667,211.5,191.8333,15.1376,22.0421,18.6761,30.8427,-16.6925,20.8705,0.001,-0.0017,-0.0012,-0.0004,-0.0003
1729467900000,469,360,301.6667,248.8333,209.1667,30.2778,55.4696,88.4796,124.2231,-11.6442,32.4474,-0.0037,-0.0021,-0.0028,-0.002,-0.0007
1729468200000,269,369,329.6667,237.3333,213,-27.1003,-18.4024,13.3427,26.2911,16.1857,57.3427,0.0056,-0.0003,0,-0.0009,0.0002
1729468500000,179,224,305.6667,255.6667,217.5833,-20.0893,-41.4395,-29.987,-17.7327,21.6667,30.4526,0,0.0033,-0.0003,-0.0007,-0.0001
1729468800000,292,235.5,246.6667,274.1667,227.1667,23.9915,18.3784,6.5046,28.54,26.0658,-24.7454,-0.0026,-0.0016,0.001,-0.0011,-0.0006
1729469100000,228,260,233,281.3333,231.75,-12.3077,-2.1459,-18.9573,-1.6181,18.3891,-2.7236,0,-0.0014,-0.0011,-0.0004,-0.0005
1729469400000,504,366,341.3333,323.5,267.5,37.7049,47.6562,55.796,88.4112,27.0467,81.8234,-0.002,-0.0014,-0.0017,-0.001,-0.0008
1729469700000,368,436,366.6667,306.6667,277.75,-15.5963,0.3636,20,32.4932,5.4123,17.8723,-0.0007,-0.0014,-0.0011,-0.0003,-0.0011
1729470000000,236,302,369.3333,301.1667,269.25,-21.8543,-36.1011,-21.6381,-12.3491,-37.5377,6.8726,0.0011,0,-0.0009,-0.001,-0.0009
1729470300000,221,228.5,275,308.1667,281.9167,-3.2823,-19.6364,-28.2856,-21.608,-1.2585,-17.6973,-0.0011,0,-0.0003,-0.0011,-0.0009
1729470600000,270,245.5,242.3333,304.5,289.3333,9.9796,11.4168,-11.33,-6.682,-3.2655,-26.6139,0.0046,0.002,0.0017,0,-0.0005
1729470900000,219,244.5,236.6667,303,292.1667,-10.4294,-7.4648,-27.7228,-25.0428,-1.9249,-42.5054,-0.0011,0.002,0.0011,-0.0001,-0.0003
1729471200000,169,194,219.3333,247.1667,285.3333,-12.8866,-22.9483,-31.6251,-40.771,-16.0495,14.8538,0,-0.0006,0.0015,0.0005,-0.0004
1729471500000,227,198,205,223.6667,265.1667,14.6465,10.7317,1.4903,-14.3935,13.839,17.9082,0.0044,0.0025,0.0012,0.0015,0.0005
1729471800000,306,266.5,234,235.3333,268.25,14.8218,30.7692,30.0283,14.0727,-21.1381,-39.2663,-0.0008,0.0014,0.0011,0.0011,-0.0001
1729472100000,192,249,241.6667,230.5,269.3333,-22.8916,-20.5517,-16.7028,-28.7129,-1.8851,-53.5849,-0.0026,-0.0015,0.0003,0.0009,-0.0002
1729472400000,232,212,243.3333,224.1667,264.3333,9.434,-4.6575,3.4944,-12.232,26.1545,18.7885,-0.0011,-0.0018,-0.0014,-0.0002,-0.0001
1729472700000,256,244,226.6667,230.3333,266.6667,4.918,12.9412,11.1433,-4,44.0176,45.3205,-0.001,-0.001,-0.0015,-0.0002,-0.0002
1729473000000,181,218.5,223,232.3333,239.75,-17.1625,-18.8341,-22.0947,-24.5047,-12.0685,25.1856,0.0014,0,-0.0004,0,0.0003
1729473300000,239,210,225.3333,234.3333,229,13.8095,6.0651,1.9915,4.3668,36.6778,29.4915,0.0021,0.0018,0.0007,-0.0004,0.0005
1729473600000,225,232,215,220.8333,228.0833,-3.0172,4.6512,1.8868,-1.3518,-38.8987,10.2612,0.0033,0.0027,0.0023,0.0004,0.0007
1729473900000,213,219,225.6667,224.3333,227.4167,-2.7397,-5.613,-5.052,-6.3393,10.8716,8.7204,-0.0035,0,0.0007,0.0002,0.0005
1729474200000,501,357,313,269.1667,246.6667,40.3361,60.0639,86.13,103.1081,33.8487,43.1068,0.0025,0.0007,0.0013,0.0011,0.0005
1729474500000,368,434.5,360.6667,287.8333,259.0833,-15.3049,2.0333,27.8518,42.0392,-15.7126,-13.5095,-0.0048,-0.0006,-0.0012,0.0001,0
1729474800000,295,331.5,388,306.8333,269.5833,-11.0106,-23.9691,-3.8566,9.4281,-11.743,11.2949,0.0051,-0.0004,0.0009,0.0008,0.0005
1729475100000,244,269.5,302.3333,307.6667,271,-9.462,-19.2944,-20.6934,-9.9631,-4.9983,24.4679,-0.002,0.0019,-0.0008,0.0003,0
1729475400000,177,210.5,238.6667,299.6667,260.25,-15.9145,-25.838,-40.9344,-31.9885,-56.6393,-24.2677,-0.0028,-0.0024,0.0007,-0.0004,-0.0001
1729475700000,338,257.5,253,320.5,272.4167,31.2621,33.5968,5.4602,24.0746,18.7382,-24.188,-0.003,-0.0029,-0.0026,-0.0005,-0.0002
1729476000000,171,254.5,228.6667,265.5,267.3333,-32.8094,-25.2187,-35.5932,-36.0349,-6.4982,12.3837,0,-0.002,-0.0022,-0.0014,-0.0002
1729476300000,356,263.5,288.3333,263.5,275.6667,35.1044,23.4682,35.1044,29.1415,50.0224,21.1803,-0.0014,-0.0009,-0.0017,-0.0006,-0.0002
1729476600000,441,398.5,322.6667,287.8333,297.3333,10.665,36.6736,53.2137,48.3184,-22.25,25.9409,-0.0011,-0.0013,-0.001,-0.0017,-0.0004
1729476900000,492,466.5,429.6667,329.1667,318.4167,5.4662,14.5074,49.4684,54.5145,-1.7331,21.8088,0.0005,-0.0003,-0.0006,-0.0011,-0.0005
1729477200000,181,336.5,371.3333,329.8333,314.75,-46.211,-51.2567,-45.1238,-42.494,-7.6156,-79.4095,0.0014,0.0007,0,-0.0008,-0.0006
1729477500000,341,261,338,330.3333,325.4167,30.6513,0.8876,3.2291,4.7887,24.3446,39.0579,0.0007,0.001,0.0007,-0.0001,-0.0003
1729477800000,88,214.5,203.3333,316.5,291,-58.9744,-56.7213,-72.1959,-69.7595,-7.7856,-31.8818,-0.0028,0,0.0004,-0.0003,-0.0008
1729478100000,65,76.5,164.6667,268,265.75,-15.0327,-60.5263,-75.7463,-75.5409,-19.4549,-61.9165,0,-0.0016,0,0,-0.0003
1729478400000,170,117.5,107.6667,222.8333,255.3333,44.6809,57.8947,-23.7098,-33.4204,-89.7159,-45.5848,-0.0059,-0.0043,-0.0039,-0.0004,-0.0011
1729478700000,289,229.5,174.6667,189,259.0833,25.9259,65.458,52.9101,11.5471,-27.4153,27.9101,-0.0026,-0.0038,-0.0033,-0.0013,-0.0012
1729479000000,354,321.5,271,217.8333,273.8333,10.1089,30.6273,62.5096,29.2757,-5.5972,32.7798,-0.0014,-0.0019,-0.0028,-0.0017,-0.0011
