FT,ToD,DoW,MO,Dc1,Dc3,Dr1,Dr3,Mc1,Mc3,Mr1,Mr3
1728355200000,1360,2,0,dn,up,-1,0.5,nm,nm,0.5283,0.1477
1728355500000,1365,2,0,up,up,1.75,1.5,mv,nm,1.0043,0.4899
1728355800000,1370,2,0,dn,up,-0.25,0.75,nm,nm,0.1382,0.2431
1728356100000,1375,2,0,dn,up,0,0.5,nm,nm,0,0.1657
1728356400000,1380,2,0,up,dn,1,-1.5,nm,nm,0.7047,0.5065
1728356700000,1385,2,0,dn,dn,-0.5,-1.75,nm,nm,0.3735,0.6134
1728357000000,1390,2,0,dn,dn,-2,-2.25,mv,mv,2.1466,0.8196
1728357300000,1395,2,0,up,dn,0.75,-0.5,nm,nm,0.6348,0.2057
1728357600000,1400,2,0,dn,dn,-1,-0.5,nm,nm,1.0252,0.2137
1728357900000,1405,2,0,dn,up,-0.25,1,nm,nm,0.2439,0.433
1728358200000,1410,2,0,up,dn,0.75,-0.5,nm,nm,0.7373,0.2335
1728358500000,1415,2,0,up,dn,0.5,-2,nm,mv,0.5178,0.9464
1728358800000,1420,2,0,dn,dn,-1.75,-2.5,mv,mv,1.7247,1.2944
1728359100000,1425,2,0,dn,up,-0.75,0.25,nm,nm,0.7955,0.129
1728359400000,1430,2,0,dn,up,0,1,nm,nm,0,0.4998
1728359700000,1435,2,0,up,up,1,0.75,nm,nm,1.206,0.3616
1728360000000,0,2,0,dn,up,0,0.5,nm,nm,0,0.2604
1728360300000,5,2,0,dn,dn,-0.25,0,nm,nm,0.2822,0
1728360600000,10,2,0,up,up,0.75,0.5,nm,nm,0.8989,0.2809
1728360900000,15,2,0,dn,up,-0.5,0.25,nm,nm,0.8464,0.1645
1728361200000,20,2,0,up,dn,0.25,0,nm,nm,0.4685,0
1728361500000,25,2,0,up,up,0.5,0.5,nm,nm,0.9457,0.4136
1728361800000,30,2,0,dn,up,-0.75,1.75,nm,mv,1.7566,1.5357
1728362100000,35,2,0,up,up,0.75,2.75,nm,mv,1.3887,2.4717
1728362400000,40,2,0,up,up,1.75,1.5,mv,mv,2.9698,1.3482
1728362700000,45,2,0,up,dn,0.25,-1.75,nm,mv,0.303,1.4866
1728363000000,50,2,0,dn,dn,-0.5,-6,nm,mv,0.674,4.6422
1728363300000,55,2,0,dn,dn,-1.5,-5,mv,mv,1.8183,4.1555
1728363600000,60,2,0,dn,dn,-4,-2,mv,mv,3.7712,1.5637
1728363900000,65,2,0,up,up,0.5,0.75,nm,nm,0.271,0.3927
1728364200000,70,2,0,up,dn,1.5,0,mv,nm,0.825,0
1728364500000,75,2,0,dn,dn,-1.25,-0.75,mv,nm,0.7077,0.338
1728364800000,80,2,0,dn,up,-0.25,2,nm,mv,0.1445,0.9063
1728365100000,85,2,0,up,up,0.75,4,nm,mv,0.4305,1.8635
1728365400000,90,2,0,up,dn,1.5,-0.25,mv,nm,0.8336,0.1165
1728365700000,95,2,0,up,dn,1.75,-3.5,mv,mv,1.7991,1.5972
1728366000000,100,2,0,dn,dn,-3.5,-2.5,mv,mv,3.2213,1.046
1728366300000,105,2,0,dn,up,-1.75,1.25,mv,nm,0.9687,0.5238
1728366600000,110,2,0,up,up,2.75,3,mv,mv,1.4743,1.1952
1728366900000,115,2,0,up,dn,0.25,-0.25,nm,nm,0.115,0.098
1728367200000,120,2,0,dn,dn,0,-2.25,nm,mv,0,0.8732
1728367500000,125,2,0,dn,dn,-0.5,-3.5,nm,mv,0.2404,1.3002
1728367800000,130,2,0,dn,dn,-1.75,-2.5,mv,mv,0.9154,0.9308
1728368100000,135,2,0,dn,up,-1.25,2,mv,mv,0.8232,0.7478
1728368400000,140,2,0,up,up,0.5,4,nm,mv,0.347,1.5178
1728368700000,145,2,0,up,up,2.75,3.5,mv,mv,3.3992,1.348
1728369000000,150,2,0,up,dn,0.75,0,nm,nm,0.516,0
1728369300000,155,2,0,dn,up,0,0.25,nm,nm,0,0.0963
1728369600000,160,2,0,dn,up,-0.75,0.75,nm,nm,0.5128,0.3039
1728369900000,165,2,0,up,dn,1,-2.25,mv,mv,0.7811,0.9328
1728370200000,170,2,0,up,up,0.5,1.25,nm,mv,0.4653,0.5188
1728370500000,175,2,0,dn,dn,-3.75,-1.5,mv,mv,3.4901,0.6221
1728370800000,180,2,0,up,dn,4.5,-3,mv,mv,2.7913,1.2141
1728371100000,185,2,0,dn,dn,-2.25,-7.5,mv,mv,0.9218,3.0654
1728371400000,190,2,0,dn,dn,-5.25,-1,mv,nm,2.0061,0.4372
1728371700000,195,2,0,dn,up,0,7.25,nm,mv,0,3.047
1728372000000,200,2,0,up,up,4.25,10,mv,mv,1.3364,3.5518
1728372300000,205,2,0,up,up,3,9,mv,mv,0.802,3.2404
1728372600000,210,2,0,up,up,2.75,3.25,mv,mv,0.768,0.9925
1728372900000,215,2,0,up,dn,3.25,-1,mv,nm,0.9784,0.2524
1728373200000,220,2,0,dn,dn,-2.75,-3.25,mv,mv,0.8549,0.7334
1728373500000,225,2,0,dn,up,-1.5,0.25,mv,nm,0.6267,0.0568
1728373800000,230,2,0,up,up,1,0.75,nm,nm,0.3802,0.1748
1728374100000,235,2,0,up,dn,0.75,-0.75,nm,nm,0.3226,0.1732
1728374400000,240,2,0,dn,up,-1,2.5,nm,mv,0.4675,0.5773
1728374700000,245,2,0,dn,up,-0.5,0.25,nm,nm,0.2558,0.0585
1728375000000,250,2,0,up,dn,4,-0.5,mv,nm,3.1049,0.1179
1728375300000,255,2,0,dn,dn,-3.25,-2.5,mv,mv,1.789,0.5871
1728375600000,260,2,0,dn,up,-1.25,2,mv,mv,0.5665,0.4697
1728375900000,265,2,0,up,up,2,3.25,mv,mv,0.8993,0.7613
1728376200000,270,2,0,up,up,1.25,2.75,nm,mv,0.53,0.6426
1728376500000,275,2,0,dn,up,0,2.5,nm,mv,0,0.5831
1728376800000,280,2,0,up,up,1.5,2.75,mv,mv,0.6452,0.6418
1728377100000,285,2,0,up,up,1,7.25,nm,mv,0.5487,1.733
1728377400000,290,2,0,up,up,0.25,6.25,nm,mv,0.2315,1.741
1728377700000,295,2,0,up,up,6,5.5,mv,mv,8.6678,1.5616
1728378000000,300,2,0,dn,up,0,3.5,nm,mv,0,0.9938
1728378300000,305,2,0,dn,up,-0.5,6.75,nm,mv,0.2377,2.1489
1728378600000,310,2,0,up,up,4,7.5,mv,mv,1.8444,2.6923
1728378900000,315,2,0,up,up,3.25,2.5,mv,mv,1.3642,0.8948
1728379200000,320,2,0,up,dn,0.25,-1.75,nm,nm,0.1039,0.5971
1728379500000,325,2,0,dn,up,-1,0.25,nm,nm,0.4158,0.0875
1728379800000,330,2,0,dn,up,-1,0.75,nm,nm,0.5237,0.2686
1728380100000,335,2,0,up,up,2.25,3,mv,mv,1.1088,1.0156
1728380400000,340,2,0,dn,dn,-0.5,-1.5,nm,nm,0.2517,0.5179
1728380700000,345,2,0,up,dn,1.25,0,nm,nm,0.7613,0
1728381000000,350,2,0,dn,up,-2.25,0.25,mv,nm,1.871,0.087
1728381300000,355,2,0,up,up,1,2.5,nm,mv,0.6623,0.8486
1728381600000,360,2,0,up,up,1.5,2,mv,nm,0.9875,0.7289
1728381900000,365,2,0,dn,dn,0,-1.75,nm,nm,0,0.6235
1728382200000,370,2,0,up,dn,0.5,-0.25,nm,nm,0.3881,0.0891
1728382500000,375,2,0,dn,dn,-2.25,-4.5,mv,mv,1.7921,1.6001
1728382800000,380,2,0,up,dn,1.5,-2.5,mv,mv,1.0094,0.8339
1728383100000,385,2,0,dn,dn,-3.75,-4.25,mv,mv,2.9093,1.3869
1728383400000,390,2,0,dn,up,-0.25,3,nm,mv,0.1282,0.9361
1728383700000,395,2,0,dn,up,-0.25,4.5,nm,mv,0.1417,1.4313
1728384000000,400,2,0,up,up,3.5,6.25,mv,mv,2,1.9518
1728384300000,405,2,0,up,up,1.25,2,nm,nm,0.53,0.629
1728384600000,410,2,0,up,dn,1.5,0,mv,nm,0.6755,0
1728384900000,415,2,0,dn,dn,-0.75,-4.25,nm,mv,0.3378,1.5053
1728385200000,420,2,0,dn,dn,-0.75,-1,nm,nm,0.5179,0.3564
1728385500000,425,2,0,dn,dn,-2.75,-2.75,mv,mv,1.8084,0.9971
1728385800000,430,2,0,up,up,2.5,1.75,mv,nm,1.2478,0.5894
1728386100000,435,2,0,dn,up,-2.5,2.75,mv,mv,1.4205,0.9225
1728386400000,440,2,0,up,up,1.75,3.25,mv,mv,0.9103,1.0938
1728386700000,445,2,0,up,up,3.5,0.75,mv,nm,1.7796,0.2516
1728387000000,450,2,0,dn,dn,-2,-1.25,mv,nm,0.8231,0.4107
1728387300000,455,2,0,dn,up,-0.75,0.5,nm,nm,0.2929,0.1601
1728387600000,460,2,0,up,up,1.5,1.25,mv,nm,0.6564,0.4056
1728387900000,465,2,0,dn,dn,-0.25,-0.5,nm,nm,0.1157,0.1628
1728388200000,470,2,0,dn,dn,0,-2,nm,mv,0,0.6581
1728388500000,475,2,0,dn,dn,-0.25,-2.5,nm,mv,0.1425,0.8209
1728388800000,480,2,0,dn,dn,-1.75,-2.75,mv,mv,1.6909,0.9736
1728389100000,485,2,0,dn,dn,-0.5,-1,nm,nm,0.5164,0.3575
1728389400000,490,2,0,dn,dn,-0.5,-0.5,nm,nm,0.5257,0.1883
1728389700000,495,2,0,dn,up,0,0.75,nm,nm,0,0.2779
1728390000000,500,2,0,dn,up,0,1.75,nm,nm,0,0.6958
1728390300000,505,2,0,up,dn,0.75,-0.25,nm,nm,1.2603,0.1242
1728390600000,510,2,0,up,dn,1,-1,nm,nm,1.3172,0.5126
1728390900000,515,2,0,dn,dn,-2,-1,mv,nm,3.4915,0.4971
1728391200000,520,2,0,dn,up,0,0.75,nm,nm,0,0.4233
1728391500000,525,2,1,up,up,1,1.5,nm,nm,1.0396,0.8465
1728391800000,530,2,1,dn,up,-0.25,0.25,nm,nm,0.2408,0.1498
1728392100000,535,2,1,up,up,0.75,2,nm,mv,0.716,1.2303
1728392400000,540,2,1,dn,up,-0.25,2.5,nm,mv,0.2387,1.636
1728392700000,545,2,1,up,up,1.5,1.75,mv,mv,1.5535,1.3492
1728393000000,550,2,1,up,up,1.25,4.75,mv,mv,1.8713,3.4379
1728393300000,555,2,1,dn,dn,-1,-3.25,mv,mv,1.4552,2.182
1728393600000,560,2,1,up,dn,4.5,-2.75,mv,mv,5.0138,1.7856
1728393900000,565,2,1,dn,dn,-6.75,-4.25,mv,mv,3.887,2.2785
1728394200000,570,2,1,dn,up,-0.5,3.5,nm,mv,0.1458,1.7274
1728394500000,575,2,1,up,up,3,7.5,mv,mv,0.8739,3.6129
1728394800000,580,2,1,up,up,1,8,nm,mv,0.2781,3.5896
1728395100000,585,2,1,up,up,3.5,12,mv,mv,0.9767,5.2951
1728395400000,590,2,1,up,up,3.5,6.5,mv,mv,0.9324,2.3434
1728395700000,595,2,1,up,dn,5,-1,mv,nm,1.387,0.3119
1728396000000,600,2,1,dn,dn,-2,-4.75,mv,mv,1.1035,1.1768
1728396300000,605,2,1,dn,dn,-4,-4.5,mv,mv,1.7645,1.0784
1728396600000,610,2,1,up,up,1.25,2.25,nm,mv,0.3878,0.5357
1728396900000,615,2,1,dn,up,-1.75,3.5,mv,mv,0.5431,0.7892
1728397200000,620,2,1,up,up,2.75,5.25,mv,mv,0.861,1.134
1728397500000,625,2,1,up,up,2.5,10.75,mv,mv,0.8116,2.3241
1728397800000,630,2,1,dn,up,0,9,nm,mv,0,1.939
1728398100000,635,2,1,up,up,8.25,6.75,mv,mv,3.4483,1.4409
1728398400000,640,2,1,up,dn,0.75,-1,nm,nm,0.2405,0.1969
1728398700000,645,2,1,dn,up,-2.25,0.25,mv,nm,0.7147,0.0473
1728399000000,650,2,1,up,up,0.5,1,nm,nm,0.1537,0.1873
1728399300000,655,2,1,up,dn,2,-2.75,mv,mv,0.6107,0.5079
1728399600000,660,2,1,dn,dn,-1.5,-4.25,mv,mv,0.4604,0.8098
1728399900000,665,2,1,dn,dn,-3.25,-3,mv,mv,0.9503,0.5905
1728400200000,670,2,1,up,up,0.5,3.25,nm,mv,0.2715,0.6544
1728400500000,675,2,1,dn,up,-0.25,1.75,nm,nm,0.1379,0.332
1728400800000,680,2,1,up,up,3,3,mv,mv,1.7978,0.5635
1728401100000,685,2,1,dn,up,-1,0.75,nm,nm,0.4796,0.1454
1728401400000,690,2,1,up,up,1,1.75,nm,nm,0.5212,0.3826
1728401700000,695,2,1,up,up,0.75,4.25,nm,mv,0.3928,0.9583
1728402000000,700,2,1,dn,up,0,3.75,nm,mv,0,0.8523
1728402300000,705,2,1,up,dn,3.5,-1,mv,nm,2.7694,0.2422
1728402600000,710,2,1,up,dn,0.25,-5.75,nm,mv,0.1578,1.4911
1728402900000,715,2,1,dn,dn,-4.75,-5.75,mv,mv,3.431,1.4862
1728403200000,720,2,1,dn,dn,-1.25,0,nm,nm,0.5079,0
1728403500000,725,2,1,up,dn,0.25,0,nm,nm,0.1012,0
1728403800000,730,2,1,up,up,1,3.25,nm,mv,0.4092,0.8229
1728404100000,735,2,1,dn,up,-1.25,1.75,nm,nm,0.5011,0.5157
1728404400000,740,2,1,up,up,3.5,4,mv,mv,1.8575,1.3358
1728404700000,745,2,1,dn,up,-0.5,0.25,nm,nm,0.1988,0.0809
1728405000000,750,2,1,up,dn,1,-2.75,nm,mv,0.609,0.8832
1728405300000,755,2,1,dn,dn,-0.25,-2,nm,nm,0.1669,0.6183
1728405600000,760,2,1,dn,dn,-3.5,-1.75,mv,nm,2.2845,0.5554
1728405900000,765,2,1,up,dn,1.75,-2.25,mv,nm,0.8218,0.7393
1728406200000,770,2,1,dn,dn,0,-11.25,nm,mv,0,3.766
1728406500000,775,2,1,dn,dn,-4,-6.75,mv,mv,2.4306,2.2814
1728406800000,780,2,1,dn,dn,-7.25,-5.75,mv,mv,3.3437,1.9219
1728407100000,785,2,1,up,up,4.5,4,mv,mv,1.4907,1.0332
1728407400000,790,2,1,dn,dn,-3,-0.75,mv,nm,0.7658,0.1834
1728407700000,795,2,1,up,up,2.5,3.75,mv,mv,0.6448,0.9021
1728408000000,800,2,1,dn,up,-0.25,0.5,nm,nm,0.0627,0.1208
1728408300000,805,2,1,up,up,1.5,2.5,nm,nm,0.3775,0.6344
1728408600000,810,2,1,dn,dn,-0.75,0,nm,nm,0.194,0
1728408900000,815,2,1,up,up,1.75,2.25,mv,nm,0.7246,0.5579
1728409200000,820,2,1,dn,up,-1,3.25,nm,mv,0.5387,0.8212
1728409500000,825,2,1,up,up,1.5,5.75,nm,mv,1.1158,1.4529
1728409800000,830,2,1,up,up,2.75,3,mv,mv,2.3925,0.7474
1728410100000,835,2,1,up,up,1.5,1.75,nm,nm,1.099,0.436
1728410400000,840,2,1,dn,up,-1.25,0.25,nm,nm,0.9158,0.0589
1728410700000,845,2,1,up,up,1.5,1.25,nm,nm,1.0154,0.2982
1728411000000,850,2,1,dn,up,0,0.5,nm,nm,0,0.1185
1728411300000,855,2,1,dn,up,-0.25,0.75,nm,nm,0.1949,0.1794
1728411600000,860,2,1,up,up,0.75,6.75,nm,mv,0.5622,1.6192
1728411900000,865,2,1,up,up,0.25,4,nm,mv,0.2533,0.9642
1728412200000,870,2,1,up,up,5.75,4.75,mv,mv,6.766,1.1556
1728412500000,875,2,1,dn,up,-2,0.5,mv,nm,0.9733,0.1519
1728412800000,880,2,1,up,up,1,3.5,nm,mv,0.4178,1.2941
1728413100000,885,2,1,up,up,1.5,0.75,mv,nm,0.6328,0.3658
1728413400000,890,2,1,up,dn,1,-1.25,nm,nm,0.4318,0.6066
1728413700000,895,2,1,dn,dn,-1.75,-1.75,mv,nm,0.7578,0.9012
1728414000000,900,2,1,dn,up,-0.5,3.25,nm,mv,0.1953,1.6615
1728414300000,905,2,1,up,up,0.5,3.5,nm,mv,0.3616,1.6794
1728414600000,910,2,1,up,up,3.25,3,mv,mv,2.946,1.3198
1728414900000,915,2,1,dn,up,-0.25,4,nm,mv,0.1597,1.7891
1728415200000,920,2,1,dn,up,0,7.5,nm,mv,0,3.3242
1728415500000,925,2,1,up,up,4.25,5.5,mv,mv,2.7896,2.4437
1728415800000,930,2,1,up,up,3.25,1.25,mv,nm,1.7614,0.5864
1728416100000,935,2,1,dn,dn,-2,-1,mv,nm,1.1142,0.407
1728416400000,940,2,1,dn,dn,0,-2.5,nm,mv,0,0.98
1728416700000,945,2,0,up,dn,1,-6.5,nm,mv,0.4621,2.5897
1728417000000,950,2,0,dn,dn,-3.5,-4.75,mv,mv,1.6628,1.8062
1728417300000,955,2,0,dn,dn,-4,-0.75,mv,nm,1.4708,0.2641
1728417600000,960,2,0,up,up,2.75,2,mv,nm,1.0756,0.5745
1728417900000,965,2,0,up,dn,0.5,-1.25,nm,nm,0.2061,0.3475
1728418200000,970,2,0,dn,dn,-1.25,-0.25,nm,nm,0.5153,0.0701
1728418500000,975,2,0,dn,up,-0.5,0.25,nm,nm,0.2063,0.0722
1728418800000,980,2,0,up,up,1.5,2,mv,nm,0.6508,0.5723
1728419100000,985,2,0,dn,up,-0.75,1,nm,nm,0.349,0.2908
1728419400000,990,2,0,up,up,1.25,1.5,nm,nm,0.8992,0.4361
1728419700000,995,2,0,up,dn,0.5,-0.25,nm,nm,0.4863,0.073
1728420000000,1000,2,0,dn,dn,-0.25,-2.5,nm,mv,0.2431,0.7417
1728420300000,1005,2,0,dn,dn,-0.5,-3.25,nm,mv,0.5821,0.977
1728420600000,1010,2,0,dn,dn,-1.75,-2.5,mv,mv,2.0373,0.7649
1728420900000,1015,2,0,dn,dn,-1,-0.5,nm,nm,1.0565,0.1521
1728424800000,1080,3,0,up,up,0.25,0.5,nm,nm,0.257,0.1538
1728425100000,1085,3,0,up,up,0.25,0.25,nm,nm,0.3308,0.0921
1728425400000,1090,3,0,dn,dn,0,-0.5,nm,nm,0,0.2206
1728425700000,1095,3,0,dn,dn,0,-1.5,nm,nm,0,0.6721
1728426000000,1100,3,0,dn,dn,-0.5,-1.5,nm,nm,0.6698,0.6663
1728426300000,1105,3,0,dn,dn,-1,-1,nm,nm,2.2283,0.45
1728426600000,1110,3,0,dn,up,0,0.25,nm,nm,0,0.1416
1728426900000,1115,3,0,dn,up,0,0.75,nm,nm,0,0.5094
1728427200000,1120,3,0,up,up,0.25,2.5,nm,mv,0.6547,1.693
1728427500000,1125,3,0,up,up,0.5,1.75,nm,mv,1.194,1.2793
1728427800000,1130,3,0,up,up,1.75,1,mv,nm,3.537,0.7221
1728428100000,1135,3,0,dn,dn,-0.5,-2,nm,mv,0.6124,1.3016
1728428400000,1140,3,0,dn,dn,-0.25,-1.5,nm,nm,0.356,0.937
1728428700000,1145,3,0,dn,dn,-1.25,-1.75,mv,mv,1.7178,1.1357
1728429000000,1150,3,0,dn,dn,0,-0.75,nm,nm,0,0.4802
1728429300000,1155,3,0,dn,dn,-0.5,-0.5,nm,nm,0.5383,0.331
1728429600000,1160,3,0,dn,up,-0.25,0.25,nm,nm,0.2713,0.1631
1728429900000,1165,3,0,up,up,0.25,0.5,nm,nm,0.636,0.3412
1728430200000,1170,3,0,up,dn,0.25,-0.5,nm,nm,0.5303,0.3816
1728430500000,1175,3,0,dn,dn,0,-0.5,nm,nm,0,0.4126
1728430800000,1180,3,0,dn,dn,-0.75,-1,nm,nm,2.8111,0.8188
1728431100000,1185,3,0,up,dn,0.25,0,nm,nm,0.6708,0
1728431400000,1190,3,0,dn,dn,-0.5,-1.25,nm,nm,1.3675,1.0354
1728431700000,1195,3,0,up,dn,0.25,-0.75,nm,nm,0.6255,0.6159
1728432000000,1200,3,0,dn,up,-1,0.25,mv,nm,2.5022,0.2111
1728432300000,1205,3,0,dn,up,0,0.75,nm,nm,0,0.6408
1728432600000,1210,3,0,up,up,1.25,1,mv,nm,2.5631,0.8603
1728432900000,1215,3,0,dn,dn,-0.5,0,nm,nm,0.7159,0
1728433200000,1220,3,0,up,dn,0.25,-1,nm,nm,0.3487,0.8603
1728433500000,1225,3,0,up,up,0.25,0.25,nm,nm,0.3579,0.2475
1728433800000,1230,3,0,dn,dn,-1.5,-0.25,mv,nm,2.1476,0.2819
1728434100000,1235,3,0,up,up,1.5,0.5,mv,nm,1.7978,0.6016
1728434400000,1240,3,0,dn,dn,-0.25,-0.75,nm,nm,0.2464,0.9866
1728434700000,1245,3,0,dn,up,-0.75,0.75,mv,nm,0.8276,1.0588
1728435000000,1250,3,0,up,up,0.25,0.25,nm,nm,0.2683,0.3939
1728435300000,1255,3,0,up,up,1.25,0.25,mv,nm,1.3416,0.3939
1728435600000,1260,3,0,dn,dn,-1.25,-0.25,mv,nm,1.1822,0.3775
1728435900000,1265,3,0,up,up,0.25,0.5,nm,nm,0.2507,0.7551
1728436200000,1270,3,0,up,up,0.75,1,mv,mv,0.9383,1.5337
1728436500000,1275,3,0,dn,dn,-0.5,-0.25,mv,nm,0.5883,0.3869
1728436800000,1280,3,0,up,up,0.75,1,mv,mv,0.9222,1.5333
1728437100000,1285,3,0,dn,up,-0.5,0.25,mv,nm,0.5905,0.3847
1728437400000,1290,3,0,up,dn,0.75,0,mv,nm,1.0256,0
1728437700000,1295,3,0,dn,dn,0,-1,nm,mv,0,1.6514
1728438000000,1300,3,0,dn,dn,-0.75,-1.25,mv,mv,1.3234,2.2244
1728438300000,1305,3,0,dn,dn,-0.25,-3.5,nm,mv,0.415,6.2001
1728438600000,1310,3,0,dn,dn,-0.25,-5.75,nm,mv,0.433,9.3681
1728438900000,1315,3,0,dn,dn,-3,-3.75,mv,mv,6.364,5.7617
1728439200000,1320,3,0,dn,dn,-2.5,-0.25,mv,nm,2.1374,0.2421
1728439500000,1325,3,0,up,up,1.75,3.25,mv,mv,1.484,1.987
1728439800000,1330,3,0,up,up,0.5,0.75,nm,nm,0.318,0.4193
1728440100000,1335,3,0,up,dn,1,-1,mv,mv,0.6059,0.559
1728440400000,1340,3,0,dn,dn,-0.75,-3.5,mv,mv,0.4262,1.7594
1728440700000,1345,3,0,dn,dn,-1.25,-1.5,mv,mv,0.7095,0.7464
1728441000000,1350,3,0,dn,dn,-1.5,-0.25,mv,nm,1.0423,0.1255
1728441300000,1355,3,0,up,up,1.25,0.5,mv,nm,1.0394,0.239
1728441600000,1360,3,0,dn,dn,0,-0.5,nm,nm,0,0.24
1728441900000,1365,3,0,dn,dn,-0.75,-1,mv,mv,0.711,0.4799
1728442200000,1370,3,0,up,dn,0.25,-0.25,nm,nm,0.2739,0.12
1728442500000,1375,3,0,dn,dn,-0.5,0,nm,nm,0.5303,0
1728442800000,1380,3,0,dn,up,0,0.25,nm,nm,0,0.1231
1728443100000,1385,3,0,up,up,0.5,1.25,nm,mv,0.7861,0.6304
1728443400000,1390,3,0,dn,up,-0.25,1.25,nm,mv,0.5883,0.633
1728443700000,1395,3,0,up,up,1,1,mv,mv,2.3422,0.5043
1728444000000,1400,3,0,up,dn,0.5,-0.25,nm,nm,1.0142,0.1219
1728444300000,1405,3,0,dn,dn,-0.5,-0.5,nm,nm,0.9831,0.2372
1728444600000,1410,3,0,dn,dn,-0.25,-1,nm,mv,0.4915,0.4912
1728444900000,1415,3,0,up,dn,0.25,0,nm,nm,0.4685,0
1728445200000,1420,3,0,dn,dn,-1,-1,mv,mv,1.9403,0.741
1728445500000,1425,3,0,up,up,0.75,0.25,mv,nm,1.1339,0.1829
1728445800000,1430,3,0,dn,dn,-0.75,0,mv,nm,1.2451,0
1728446100000,1435,3,0,up,up,0.25,0.25,nm,nm,0.4201,0.2299
1728446400000,0,3,0,up,up,0.5,0.5,nm,nm,0.8222,0.4612
1728446700000,5,3,0,dn,dn,-0.5,0,nm,nm,0.7746,0
1728447000000,10,3,0,up,dn,0.5,0,nm,nm,0.7605,0
1728447300000,15,3,0,dn,dn,0,-0.25,nm,nm,0,0.3658
1728447600000,20,3,0,dn,dn,-0.5,-1,nm,mv,1.0445,1.483
1728447900000,25,3,0,up,dn,0.25,-0.75,nm,nm,0.597,1.1317
1728448200000,30,3,0,dn,dn,-0.75,-1.75,mv,mv,1.7911,2.8316
1728448500000,35,3,0,dn,dn,-0.25,-1.75,nm,mv,0.5571,2.6405
1728448800000,40,3,0,dn,dn,-0.75,-1,mv,mv,1.7566,1.4552
1728449100000,45,3,0,dn,up,-0.75,3.5,mv,mv,2.0125,4.4217
1728449400000,50,3,0,up,up,0.5,2.25,nm,mv,1.3675,2.8014
1728449700000,55,3,0,up,dn,3.75,0,mv,nm,7.3731,0
1728450000000,60,3,0,dn,dn,-2,-3.25,mv,mv,1.2423,2.9112
1728450300000,65,3,0,dn,dn,-1.75,0,mv,nm,0.9718,0
1728450600000,70,3,0,up,dn,0.5,-0.5,nm,nm,0.2592,0.399
1728450900000,75,3,0,up,up,1.25,0.25,mv,nm,0.6502,0.1741
1728451200000,80,3,0,dn,dn,-2.25,-1,mv,mv,1.166,0.6964
1728451500000,85,3,0,up,up,1.25,2.25,mv,mv,0.5791,1.5786
1728451800000,90,3,0,dn,dn,0,-0.25,nm,nm,0,0.1754
1728452100000,95,3,0,up,dn,1,-0.5,mv,nm,0.7276,0.3482
1728452400000,100,3,0,dn,dn,-1.25,-2.25,mv,mv,1.0248,1.4574
1728452700000,105,3,0,dn,dn,-0.25,-0.25,nm,nm,0.1868,0.1627
1728453000000,110,3,0,dn,dn,-0.75,-1.5,mv,mv,0.6167,0.9758
1728453300000,115,3,0,up,dn,0.75,-1.25,mv,mv,0.8429,0.7788
1728453600000,120,3,0,dn,dn,-1.5,-3,mv,mv,1.908,1.869
1728453900000,125,3,0,dn,dn,-0.5,-1.25,nm,mv,0.5303,0.7713
1728454200000,130,3,0,dn,dn,-1,-1,mv,mv,1.3675,0.613
1728454500000,135,3,0,up,dn,0.25,-1,nm,mv,0.3579,0.584
1728454800000,140,3,0,dn,dn,-0.25,-1.75,nm,mv,0.3308,1.0323
1728455100000,145,3,0,dn,dn,-1,-0.75,mv,mv,1.3395,0.4424
1728455400000,150,3,0,dn,up,-0.5,1.75,nm,mv,0.8752,1.2465
1728455700000,155,3,0,up,up,0.75,2,mv,mv,1.7321,1.6287
1728456000000,160,3,0,up,up,1.5,1.25,mv,mv,2.3584,1.0337
1728456300000,165,3,0,dn,dn,-0.25,-0.5,nm,nm,0.3027,0.4092
1728456600000,170,3,0,dn,dn,0,-3,nm,mv,0,2.205
1728456900000,175,3,0,dn,dn,-0.25,-3.75,nm,mv,0.303,2.6368
1728457200000,180,3,0,dn,dn,-2.75,-3.5,mv,mv,3.9372,2.4792
1728457500000,185,3,0,dn,dn,-0.75,-1.5,mv,mv,0.5715,0.9861
1728457800000,190,3,0,dn,up,0,1.75,nm,mv,0,1.155
1728458100000,195,3,0,dn,up,-0.75,3.25,mv,mv,0.7775,2.016
1728458400000,200,3,0,up,up,2.5,2.75,mv,mv,2.6414,1.7114
1728458700000,205,3,0,up,dn,1.5,-1.25,mv,mv,0.9705,0.7282
1728459000000,210,3,0,dn,dn,-1.25,-2.25,mv,mv,0.7388,1.1446
1728459300000,215,3,0,dn,dn,-1.5,-0.25,mv,nm,1.1115,0.1183
1728459600000,220,3,0,up,up,0.5,3.25,nm,mv,0.3419,1.5381
1728459900000,225,3,0,up,up,0.75,5.25,mv,mv,0.5103,2.5353
1728460200000,230,3,0,up,up,2,2.5,mv,mv,1.4093,1.2119
1728460500000,235,3,0,up,up,2.5,1,mv,nm,1.9166,0.4502
1728460800000,240,3,0,dn,dn,-2,-5,mv,mv,1.3395,1.9726
1728461100000,245,3,0,up,dn,0.5,-3.75,nm,mv,0.3018,1.4738
1728461400000,250,3,0,dn,dn,-3.5,-4.75,mv,mv,2.4443,1.8757
1728461700000,255,3,0,dn,dn,-0.75,-0.25,nm,nm,0.3516,0.0892
