FT,ToD,DoW,MO,Dc1,Dc3,Dr1,Dr3,Mc1,Mc3,Mr1,Mr3
1706539500000,585,1,1,up,dn,2,-1.75,mv,mv,2.0889,0.955
1706539800000,590,1,1,dn,dn,0,0,nm,nm,0,0
1706540100000,595,1,1,dn,up,-3.75,0.75,mv,nm,4.2474,0.4721
1706540400000,600,1,1,up,up,3.75,6,mv,mv,2.1899,3.6875
1706540700000,605,1,1,up,dn,0.75,-3.75,mv,mv,0.3239,2.3047
1706541000000,610,1,1,up,dn,1.5,-4.25,mv,mv,0.6525,2.8545
1706541300000,615,1,1,dn,dn,-6,-8.25,mv,mv,2.601,4.5594
1706541600000,620,1,1,up,up,0.25,0.75,nm,nm,0.0762,0.352
1706541900000,625,1,1,dn,dn,-2.5,-1.25,mv,mv,0.7598,0.5108
1706542200000,630,1,1,up,dn,3,0,mv,nm,0.9621,0
1706542500000,635,1,1,dn,dn,-1.75,-2,mv,mv,0.5909,0.6296
1706542800000,640,1,1,dn,dn,-1.25,-2.75,mv,mv,0.4263,0.8615
1706543100000,645,1,1,up,dn,1,-0.75,mv,nm,0.3668,0.2351
1706543400000,650,1,1,dn,dn,-2.5,-0.75,mv,nm,1.3467,0.2326
1706543700000,655,1,1,up,up,0.75,2.75,nm,mv,0.3715,0.8605
1706544000000,660,1,1,up,up,1,3.5,mv,mv,0.5302,1.1441
1706544300000,665,1,1,up,up,1,1,mv,nm,0.7019,0.3478
1706544600000,670,1,1,up,up,1.5,1.75,mv,mv,1.0894,0.5906
1706544900000,675,1,1,dn,up,-1.5,0.75,mv,nm,1.1179,0.2407
1706545200000,680,1,1,up,up,1.75,3.25,mv,mv,1.1753,1.0453
1706545500000,685,1,1,up,up,0.5,2.25,nm,mv,0.4714,0.7237
1706545800000,690,1,1,up,up,1,2.5,mv,mv,0.9392,0.8049
1706546100000,695,1,1,up,up,0.75,2,nm,mv,0.7044,0.6222
1706546400000,700,1,1,up,up,0.75,1.5,nm,mv,0.7093,0.4606
1706546700000,705,1,1,up,dn,0.5,-0.25,nm,nm,0.5031,0.0839
1706547000000,710,1,1,up,dn,0.25,-0.5,nm,nm,0.5855,0.1725
1706547300000,715,1,1,dn,dn,-1,-0.5,mv,nm,4.1779,0.1838
1706547600000,720,1,1,up,up,0.25,0.25,nm,nm,0.3802,0.1415
1706547900000,725,1,1,up,up,0.25,2.75,nm,mv,0.4201,1.5355
1706548200000,730,1,1,dn,up,-0.25,1.75,nm,mv,0.4523,0.9983
1706548500000,735,1,1,up,up,2.75,3,mv,mv,5.5,1.7164
1706548800000,740,1,1,dn,up,-0.75,2,nm,mv,0.6508,1.2011
1706549100000,745,1,1,up,up,1,0.75,mv,nm,0.8141,0.5386
1706549400000,750,1,1,up,dn,1.75,-3.5,mv,mv,1.5598,2.5898
1706549700000,755,1,1,dn,dn,-2,-4.75,mv,mv,1.6752,3.833
1706550000000,760,1,1,dn,dn,-3.25,-1.5,mv,mv,2.0414,1.224
1706550300000,765,1,1,up,dn,0.5,0,nm,nm,0.237,0
1706550600000,770,1,1,up,up,1.25,0.75,mv,nm,0.7182,0.3583
1706550900000,775,1,1,dn,dn,-1.75,-1,mv,nm,0.9504,0.466
1706551200000,780,1,1,up,up,1.25,1.75,mv,mv,0.6769,0.8136
1706551500000,785,1,1,dn,up,-0.5,1.75,nm,mv,0.286,0.8517
1706551800000,790,1,1,up,up,1,3.75,nm,mv,0.6084,1.8444
1706552100000,795,1,1,up,up,1.25,2.25,mv,mv,1.1429,1.1279
1706552400000,800,1,1,up,up,1.5,0.75,mv,nm,1.3024,0.3781
1706552700000,805,1,1,dn,up,-0.5,0.25,nm,nm,0.4219,0.1176
1706553000000,810,1,1,dn,up,-0.25,0.5,nm,nm,0.2985,0.2313
1706553300000,815,1,1,up,dn,1,-1.25,nm,nm,1.1767,0.5818
1706553600000,820,1,1,dn,dn,-0.25,-2.25,nm,mv,0.3293,1.054
1706553900000,825,1,1,dn,dn,-2,-1.5,mv,mv,2.4721,0.7032
1706554200000,830,1,1,dn,up,0,2.75,nm,mv,0,1.3043
1706554500000,835,1,1,up,up,0.5,4.75,nm,mv,0.5644,2.1942
1706554800000,840,1,1,up,up,2.25,3.5,mv,mv,2.415,1.6803
1706555100000,845,1,1,up,up,2,2,mv,mv,1.5492,0.9386
1706555400000,850,1,1,dn,up,-0.75,1,nm,nm,0.5231,0.4179
1706555700000,855,1,1,up,up,0.75,2.5,nm,mv,0.5055,1.0735
1706556000000,860,1,1,up,up,1,2.5,mv,mv,0.9479,1.2801
1706556300000,865,1,1,up,up,0.75,1.75,nm,mv,0.7546,0.9409
1706556600000,870,1,1,up,dn,0.75,-1.5,nm,mv,0.7661,0.8038
1706556900000,875,1,1,up,dn,0.25,-1,nm,nm,0.3111,0.5308
1706557200000,880,1,1,dn,dn,-2.5,-1,mv,nm,4.2748,0.5562
1706557500000,885,1,1,up,up,1.25,11.5,mv,mv,1.0302,5.9856
1706557800000,890,1,1,up,up,0.25,11.75,nm,mv,0.1974,5.9103
1706558100000,895,1,1,up,up,10,11.75,mv,mv,8.1792,6.0552
1706558400000,900,1,1,up,up,1.5,9.5,mv,mv,0.3834,3.0576
1706558700000,905,1,1,up,up,0.25,10.5,nm,mv,0.0642,2.6928
1706559000000,910,1,1,up,up,7.75,9,mv,mv,1.9908,2.018
1706559300000,915,1,1,up,up,2.5,2.75,mv,mv,0.6437,0.5865
1706559600000,920,1,1,dn,dn,-1.25,-2.25,mv,mv,0.3298,0.4643
1706559900000,925,1,1,up,dn,1.5,-2.75,mv,mv,0.3703,0.5791
1706560200000,930,1,1,dn,dn,-2.5,-5.75,mv,mv,0.8892,1.2638
1706560500000,935,1,1,dn,dn,-1.75,-2,mv,nm,0.5313,0.4163
1706560800000,940,1,1,dn,up,-1.5,6.5,mv,mv,0.4303,1.2815
1706561100000,945,1,0,up,up,1.25,2.75,nm,mv,0.6825,0.4963
1706561400000,950,1,0,up,up,6.75,1,mv,nm,4.4305,0.1763
1706561700000,955,1,0,dn,dn,-5.25,-3.75,mv,mv,1.68,0.6587
1706562000000,960,1,0,dn,up,-0.5,3.25,nm,mv,0.133,0.5711
1706562300000,965,1,0,up,up,2,4,mv,mv,0.5474,0.6997
1706562600000,970,1,0,up,up,1.75,2,mv,nm,0.4795,0.3365
1706562900000,975,1,0,up,up,0.25,1,nm,nm,0.0702,0.1714
1706563200000,980,1,0,dn,up,0,0.25,nm,nm,0,0.0436
1706563500000,985,1,0,up,up,0.75,0.5,nm,nm,0.3131,0.0887
1706563800000,990,1,0,dn,dn,-0.5,-0.5,nm,nm,0.5518,0.0934
1706564100000,995,1,0,up,dn,0.25,-0.75,nm,nm,0.2759,0.1506
1706564400000,1000,1,0,dn,dn,-0.25,-3.25,nm,mv,0.356,0.7252
1706564700000,1005,1,0,dn,up,-0.75,0.25,nm,nm,1.8766,0.0606
1706565000000,1010,1,0,dn,up,-2.25,1.25,mv,nm,4.5638,0.3552
1706565300000,1015,1,0,up,up,3.25,2,mv,nm,3.4573,0.6608
1706569200000,1080,2,0,up,dn,0.25,-1.25,nm,nm,0.1505,0.4221
1706569500000,1085,2,0,dn,dn,-1.5,-0.75,mv,nm,0.9091,0.2568
1706569800000,1090,2,0,dn,up,0,1.25,nm,nm,0,0.4381
1706570100000,1095,2,0,up,up,0.75,0.75,nm,nm,0.4291,0.304
1706570400000,1100,2,0,up,dn,0.5,-0.25,nm,nm,0.2851,0.1039
1706570700000,1105,2,0,dn,dn,-0.5,-1.5,nm,nm,0.3546,0.7583
1706571000000,1110,2,0,dn,dn,-0.25,-0.75,nm,nm,0.3354,0.3939
1706571300000,1115,2,0,dn,dn,-0.75,-0.75,nm,nm,1.0256,0.3939
1706571600000,1120,2,0,up,up,0.25,0.75,nm,nm,0.4729,0.4427
1706571900000,1125,2,0,dn,dn,-0.25,0,nm,nm,0.4629,0
1706572200000,1130,2,0,up,dn,0.75,-0.5,nm,nm,1.765,0.3874
1706572500000,1135,2,0,dn,dn,-0.5,-0.75,nm,nm,1.0106,0.6194
1706572800000,1140,2,0,dn,up,-0.75,0.5,nm,nm,1.5159,0.4231
1706573100000,1145,2,0,up,up,0.5,3.25,nm,mv,0.9123,2.7539
1706573400000,1150,2,0,up,up,0.75,3.5,nm,mv,1.3887,2.9813
1706573700000,1155,2,0,up,up,2,2.5,mv,mv,3.2967,2.1095
1706574000000,1160,2,0,up,up,0.75,0.25,nm,nm,0.8276,0.1766
1706574300000,1165,2,0,dn,dn,-0.25,-0.75,nm,nm,0.2759,0.5376
1706574600000,1170,2,0,dn,dn,-0.25,-0.5,nm,nm,0.2887,0.3389
1706574900000,1175,2,0,dn,dn,-0.25,0,nm,nm,0.3293,0
1706575200000,1180,2,0,dn,dn,0,0,nm,nm,0,0
1706575500000,1185,2,0,up,dn,0.25,-0.25,nm,nm,0.303,0.178
1706575800000,1190,2,0,dn,up,-0.25,0.5,nm,nm,0.6838,0.3617
1706576100000,1195,2,0,dn,up,-0.25,2,nm,nm,1.3093,1.4611
1706576400000,1200,2,0,up,up,1,0.5,nm,nm,5.2372,0.3648
1706576700000,1205,2,0,up,dn,1.25,-0.75,mv,nm,2.7854,0.5492
1706577000000,1210,2,0,dn,dn,-1.75,-2,mv,mv,2.9698,1.4884
1706577300000,1215,2,0,dn,dn,-0.25,-0.75,nm,nm,0.2542,0.5729
1706577600000,1220,2,0,dn,dn,0,-0.25,nm,nm,0,0.191
1706577900000,1225,2,0,dn,dn,-0.5,-1,nm,nm,0.5108,0.6975
1706578200000,1230,2,0,up,up,0.25,0.25,nm,nm,0.2515,0.1717
1706578500000,1235,2,0,dn,up,-0.75,0.5,nm,nm,0.8356,0.3451
1706578800000,1240,2,0,up,up,0.75,0.5,nm,nm,1.1619,0.3423
1706579100000,1245,2,0,up,dn,0.5,-0.75,nm,nm,1.0142,0.5135
1706579400000,1250,2,0,dn,dn,-0.75,-1.25,nm,mv,1.4186,0.9738
1706579700000,1255,2,0,dn,dn,-0.5,-0.25,nm,nm,0.8242,0.2472
1706580000000,1260,2,0,dn,dn,0,-0.25,nm,nm,0,0.3012
1706580300000,1265,2,0,up,dn,0.25,0,nm,nm,0.4232,0
1706580600000,1270,2,0,dn,dn,-0.5,-0.5,nm,nm,0.9457,0.5868
1706580900000,1275,2,0,up,up,0.25,0.75,nm,nm,0.5571,0.8833
1706581200000,1280,2,0,dn,up,-0.25,0.5,nm,nm,0.636,0.5889
1706581500000,1285,2,0,up,up,0.75,1,mv,mv,2.3842,1.1753
1706581800000,1290,2,0,dn,up,0,0.5,nm,nm,0,0.5691
1706582100000,1295,2,0,up,up,0.25,0.75,nm,mv,0.6255,0.8537
1706582400000,1300,2,0,up,up,0.25,0.5,nm,nm,0.6255,0.6537
1706582700000,1305,2,0,up,up,0.25,0.5,nm,nm,0.8242,0.6537
1706583000000,1310,2,0,dn,dn,0,0,nm,nm,0,0
1706583300000,1315,2,0,up,dn,0.25,-0.5,nm,nm,1,0.7716
1706583600000,1320,2,0,dn,dn,-0.25,-0.5,nm,nm,2.1213,0.7947
1706583900000,1325,2,0,dn,dn,-0.5,0,mv,nm,2.6186,0
1706584200000,1330,2,0,up,up,0.25,0.5,nm,nm,0.866,0.855
1706584500000,1335,2,0,up,up,0.25,0.25,nm,nm,0.866,0.416
1706584800000,1340,2,0,dn,dn,0,-0.5,nm,nm,0,0.8439
1706585100000,1345,2,0,dn,dn,0,-0.25,nm,nm,0,0.4219
1706585400000,1350,2,0,dn,dn,-0.5,-1,mv,mv,1.8741,1.7845
1706585700000,1355,2,0,up,dn,0.25,-0.75,nm,mv,0.8018,1.5634
1706586000000,1360,2,0,dn,dn,-0.75,-2,mv,mv,2.8111,4.1691
1706586300000,1365,2,0,dn,dn,-0.25,-0.75,nm,mv,0.6667,1.3851
1706586600000,1370,2,0,dn,dn,-1,-0.75,mv,mv,2.9768,1.3017
1706586900000,1375,2,0,up,up,0.5,1,mv,mv,1.1711,1.3546
1706587200000,1380,2,0,dn,up,-0.25,0.25,nm,nm,0.4729,0.3416
1706587500000,1385,2,0,up,up,0.75,0.75,mv,mv,1.4412,1.0256
1706587800000,1390,2,0,dn,up,-0.25,0.25,nm,nm,0.4009,0.3419
1706588100000,1395,2,0,up,up,0.25,0.5,nm,nm,0.4376,0.6937
1706588400000,1400,2,0,up,dn,0.25,-0.5,nm,nm,0.433,0.6937
1706588700000,1405,2,0,dn,dn,0,-1,nm,mv,0,1.4088
1706589000000,1410,2,0,dn,dn,-0.75,-1,mv,mv,2.1669,1.4088
1706589300000,1415,2,0,dn,dn,-0.25,-0.25,nm,nm,0.5367,0.3514
1706589600000,1420,2,0,dn,dn,0,-0.25,nm,nm,0,0.3419
1706589900000,1425,2,0,dn,up,0,0.5,nm,mv,0,0.6671
1706590200000,1430,2,0,dn,up,-0.25,0.5,nm,mv,0.7947,0.6698
1706590500000,1435,2,0,up,up,0.75,0.25,mv,nm,2.8111,0.3464
1706590800000,0,2,0,dn,dn,0,-0.5,nm,mv,0,0.6802
1706591100000,5,2,0,dn,up,-0.5,0.25,mv,nm,1.4884,0.3303
1706591400000,10,2,0,dn,up,0,1.75,nm,mv,0,2.2849
1706591700000,15,2,0,up,up,0.75,1.75,mv,mv,1.964,2.3442
1706592000000,20,2,0,up,up,1,1.5,mv,mv,2.1131,2.0234
1706592300000,25,2,0,dn,dn,0,0,nm,nm,0,0
1706592600000,30,2,0,up,up,0.5,0.25,mv,nm,0.9831,0.317
1706592900000,35,2,0,dn,dn,-0.5,-1,mv,mv,0.9831,1.239
1706593200000,40,2,0,up,dn,0.25,-0.75,nm,mv,0.4915,0.9462
1706593500000,45,2,0,dn,dn,-0.75,-0.75,mv,mv,1.5213,0.9462
1706593800000,50,2,0,dn,dn,-0.25,0,nm,nm,0.4243,0
1706594100000,55,2,0,up,dn,0.25,0,nm,nm,0.5855,0
1706594400000,60,2,0,dn,dn,0,-1,nm,mv,0,1.1429
1706594700000,65,2,0,dn,dn,-0.25,-1.5,nm,mv,0.6708,1.7336
1706595000000,70,2,0,dn,dn,-0.75,-0.75,mv,mv,2.1669,0.908
1706595300000,75,2,0,dn,dn,-0.5,-0.5,mv,mv,1.3675,0.6053
1706595600000,80,2,0,up,dn,0.5,-0.25,mv,nm,1.5492,0.2767
1706595900000,85,2,0,dn,dn,-0.5,-1,mv,mv,1.1711,1.0869
1706596200000,90,2,0,dn,dn,-0.25,-0.75,nm,mv,0.6124,0.8152
1706596500000,95,2,0,dn,dn,-0.25,-0.75,nm,mv,0.636,0.8223
1706596800000,100,2,0,dn,dn,-0.25,-1.25,nm,mv,0.636,1.3404
1706597100000,105,2,0,dn,dn,-0.25,-2,nm,mv,0.7442,2.1285
1706597400000,110,2,0,dn,dn,-0.75,-3.25,mv,mv,2.4054,3.4438
1706597700000,115,2,0,dn,dn,-1,-4,mv,mv,5.2372,4.7469
1706598000000,120,2,0,dn,dn,-1.5,-3,mv,mv,4.945,4
1706598300000,125,2,0,dn,dn,-1.5,-0.25,mv,nm,3.182,0.3109
1706598600000,130,2,0,dn,up,0,1.5,nm,mv,0,1.4239
1706598900000,135,2,0,up,up,1.25,1.5,mv,mv,2.188,1.3765
1706599200000,140,2,0,up,dn,0.25,-0.75,nm,mv,0.2592,0.6741
1706599500000,145,2,0,dn,dn,0,-1,nm,mv,0,0.7861
1706599800000,150,2,0,dn,dn,-1,-0.25,mv,nm,1.0215,0.1783
1706600100000,155,2,0,dn,up,0,1.75,nm,mv,0,1.2641
1706600400000,160,2,0,up,up,0.75,1.75,mv,mv,1.143,1.2838
1706600700000,165,2,0,up,up,1,0.25,mv,nm,1.4317,0.1817
1706601000000,170,2,0,dn,up,0,0.5,nm,nm,0,0.3318
1706601300000,175,2,0,dn,dn,-0.75,-1.75,mv,mv,1.1692,1.0808
1706601600000,180,2,0,up,up,1.25,1.25,mv,mv,1.7321,0.7653
1706601900000,185,2,0,dn,up,-2.25,0.75,mv,mv,3.2682,0.4539
1706602200000,190,2,0,up,up,2.25,4,mv,mv,1.8632,2.3936
1706602500000,195,2,0,up,up,0.75,3,mv,mv,0.512,1.7376
1706602800000,200,2,0,up,up,1,2.25,mv,mv,0.6914,1.2854
1706603100000,205,2,0,up,up,1.25,1.5,mv,mv,0.8502,0.7455
1706603400000,210,2,0,dn,dn,0,-2,nm,mv,0,0.9598
1706603700000,215,2,0,up,dn,0.25,-1.5,nm,mv,0.1786,0.762
1706604000000,220,2,0,dn,dn,-2.25,-0.25,mv,nm,3.0769,0.1504
1706604300000,225,2,0,up,up,0.5,1.5,nm,mv,0.4308,0.9678
1706604600000,230,2,0,up,up,1.5,2,mv,mv,1.3119,1.234
1706604900000,235,2,0,dn,dn,-0.5,-1,nm,mv,0.4099,0.6162
1706605200000,240,2,0,up,dn,1,-2.5,mv,mv,0.8752,1.5405
1706605500000,245,2,0,dn,dn,-1.5,-3.5,mv,mv,1.2362,2.1646
1706605800000,250,2,0,dn,dn,-2,-3,mv,mv,1.4906,1.8554
1706606100000,255,2,0,dn,dn,0,-0.25,nm,nm,0,0.1412
1706606400000,260,2,0,dn,dn,-1,-2,mv,mv,0.8,1.0087
1706606700000,265,2,0,up,up,0.75,0.5,mv,nm,0.7606,0.239
1706607000000,270,2,0,dn,dn,-1.75,0,mv,nm,1.5598,0
1706607300000,275,2,0,up,up,1.5,1,mv,mv,1.5213,0.4671
1706607600000,280,2,0,up,up,0.25,0.25,nm,nm,0.1953,0.1187
1706607900000,285,2,0,dn,up,-0.75,0.25,mv,nm,0.698,0.1199
1706608200000,290,2,0,up,up,0.75,0.5,mv,nm,0.6784,0.2391
1706608500000,295,2,0,up,up,0.25,1.25,nm,mv,0.232,0.6743
1706608800000,300,2,0,dn,up,-0.5,2.25,nm,mv,0.4785,1.333
1706609100000,305,2,0,up,up,1.5,1.5,mv,mv,2,0.9488
1706609400000,310,2,0,up,up,1.25,0.75,mv,nm,1.6667,0.4794
1706609700000,315,2,0,dn,up,-1.25,0.25,mv,nm,1.4926,0.1527
1706610000000,320,2,0,up,up,0.75,1,mv,nm,0.7775,0.6046
1706610300000,325,2,0,up,dn,0.75,-0.5,mv,nm,0.7775,0.3004
1706610600000,330,2,0,dn,dn,-0.5,-1.75,nm,mv,0.5126,1.0771
1706610900000,335,2,0,dn,dn,-0.75,-1.5,mv,mv,0.7689,0.9565
1706611200000,340,2,0,dn,dn,-0.5,-1.25,nm,mv,0.5449,0.8026
1706611500000,345,2,0,dn,dn,-0.25,-1.25,nm,mv,0.3333,0.8321
1706611800000,350,2,0,dn,dn,-0.5,-2.25,nm,mv,0.8242,1.7218
1706612100000,355,2,0,dn,dn,-0.5,-2,nm,mv,1.0252,1.7681
1706612400000,360,2,0,dn,dn,-1.25,-2.5,mv,mv,8.6603,2.1331
1706612700000,365,2,0,dn,dn,-0.25,-1,nm,nm,0.7947,0.835
1706613000000,370,2,0,dn,up,-1,0.75,mv,nm,2.9768,0.5859
1706613300000,375,2,0,up,up,0.25,1.25,nm,mv,0.6667,0.8966
1706613600000,380,2,0,up,up,1.5,1.5,mv,mv,3.0757,1.0934
1706613900000,385,2,0,dn,dn,-0.5,-0.75,nm,nm,0.5518,0.5402
1706614200000,390,2,0,up,dn,0.5,0,nm,nm,0.5518,0
1706614500000,395,2,0,dn,up,-0.75,0.5,mv,nm,0.9383,0.3388
1706614800000,400,2,0,up,up,0.25,1.25,nm,mv,0.2928,0.8696
1706615100000,405,2,0,up,up,1,1,mv,mv,1.3742,0.7685
1706615400000,410,2,0,dn,dn,0,-0.75,nm,nm,0,0.6061
1706615700000,415,2,0,dn,dn,0,0,nm,nm,0,0
1706616000000,420,2,0,dn,up,-0.75,0.75,mv,nm,1.4056,0.575
1706616300000,425,2,0,up,up,0.75,1,mv,mv,1.2451,0.7939
1706616600000,430,2,0,up,up,0.75,0.75,mv,nm,1.3234,0.5928
1706616900000,435,2,0,dn,dn,-0.5,-1,nm,mv,0.8301,0.7962
1706617200000,440,2,0,up,dn,0.5,-2.5,nm,mv,0.8823,1.9857
1706617500000,445,2,0,dn,dn,-1,-3.75,mv,mv,1.6928,2.9991
1706617800000,450,2,0,dn,dn,-2,-1.75,mv,mv,2.7485,1.4126
1706618100000,455,2,0,dn,dn,-0.75,0,mv,nm,0.7348,0
1706618400000,460,2,0,up,up,1,0.5,mv,nm,1.082,0.3427
1706618700000,465,2,0,dn,dn,-0.25,-2.5,nm,mv,0.2542,1.7829
1706619000000,470,2,0,dn,dn,-0.25,-2.25,nm,mv,0.2535,1.6219
1706619300000,475,2,0,dn,dn,-2,-3.5,mv,mv,2.207,2.5363
1706619600000,480,2,0,dn,dn,0,-2.75,nm,mv,0,1.9091
1706619900000,485,2,0,dn,dn,-1.5,-2.25,mv,mv,1.6695,1.5696
1706620200000,490,2,0,dn,up,-1.25,0.75,mv,nm,1.2632,0.4725
1706620500000,495,2,0,up,up,0.5,2.25,nm,mv,0.6698,1.3672
1706620800000,500,2,0,up,up,1.5,1.5,mv,mv,1.6859,0.9133
1706621100000,505,2,0,up,dn,0.25,-0.5,nm,nm,0.2035,0.3109
1706621400000,510,2,0,dn,dn,-0.25,-0.75,nm,nm,0.2433,0.4368
1706621700000,515,2,0,dn,dn,-0.5,-0.25,nm,nm,0.4863,0.1384
1706622000000,520,2,0,dn,dn,0,0,nm,nm,0,0
1706622300000,525,2,1,up,up,0.25,0.75,nm,nm,0.3873,0.4272
1706622600000,530,2,1,dn,up,-0.25,0.5,nm,nm,0.3931,0.2938
1706622900000,535,2,1,up,up,0.75,0.25,mv,nm,2.7136,0.15
1706623200000,540,2,1,dn,dn,0,-1.25,nm,mv,0,0.728
1706623500000,545,2,1,dn,up,-0.5,1.75,mv,mv,1.272,1.0273
1706623800000,550,2,1,dn,up,-0.75,2.75,mv,mv,1.908,1.7676
1706624100000,555,2,1,up,up,3,8,mv,mv,6.0851,5.1995
1706624400000,560,2,1,up,up,0.5,5,nm,mv,0.3954,3.0828
1706624700000,565,2,1,up,up,4.5,5,mv,mv,3.649,2.8267
1706625000000,570,2,1,dn,up,0,1.25,nm,mv,0,0.4959
1706625300000,575,2,1,up,up,0.5,2.5,nm,mv,0.257,0.9399
1706625600000,580,2,1,up,up,0.75,2,mv,mv,0.4077,0.7604
1706625900000,585,2,1,up,dn,1.25,-4,mv,mv,0.7642,1.6299
1706626200000,590,2,1,dn,dn,0,-3,nm,mv,0,1.304
1706626500000,595,2,1,dn,dn,-5.25,-4.5,mv,mv,3.382,1.9636
1706626800000,600,2,1,up,up,2.25,1.75,mv,mv,1.0292,0.665
1706627100000,605,2,1,dn,dn,-1.5,-1.75,mv,mv,0.6214,0.6219
1706627400000,610,2,1,up,dn,1,-0.5,mv,nm,0.4085,0.1624
1706627700000,615,2,1,dn,dn,-1.25,-0.5,mv,nm,0.5062,0.1635
1706628000000,620,2,1,dn,dn,-0.25,-0.5,nm,nm,0.1055,0.1607
1706628300000,625,2,1,up,dn,1,-1.5,mv,mv,0.4243,0.4806
1706628600000,630,2,1,dn,dn,-1.25,-1.75,mv,mv,0.937,0.5576
1706628900000,635,2,1,dn,dn,-1.25,-3.25,mv,mv,1.1924,1.0309
1706629200000,640,2,1,up,up,0.75,0.5,nm,nm,0.7448,0.1565
1706629500000,645,2,1,dn,dn,-2.75,-0.25,mv,nm,2.8805,0.0778
1706629800000,650,2,1,up,up,2.5,2.25,mv,mv,1.9395,0.6773
1706630100000,655,2,1,dn,up,0,0.5,nm,nm,0,0.1528
1706630400000,660,2,1,dn,up,-0.25,0.75,nm,nm,0.1493,0.2797
1706630700000,665,2,1,up,up,0.75,3,nm,mv,0.4617,1.2246
1706631000000,670,2,1,up,up,0.25,3.75,nm,mv,0.159,1.7898
1706631300000,675,2,1,up,up,2,4,mv,mv,1.2884,1.9289
1706631600000,680,2,1,up,up,1.5,3.25,mv,mv,1.4588,1.5343
1706631900000,685,2,1,up,up,0.5,0.75,nm,nm,0.618,0.3304
1706632200000,690,2,1,up,up,1.25,2.5,mv,mv,1.654,1.0759
1706632500000,695,2,1,dn,up,-1,0.5,mv,nm,1.6601,0.2151
1706632800000,700,2,1,up,up,2.25,1.75,mv,mv,2.2984,0.869
1706633100000,705,2,1,dn,dn,-0.75,-0.25,nm,nm,0.6903,0.1222
1706633400000,710,2,1,up,up,0.25,1,nm,nm,0.212,0.5094
1706633700000,715,2,1,up,dn,0.25,0,nm,nm,0.2242,0
1706634000000,720,2,1,up,dn,0.5,-3,nm,mv,0.4481,1.5446
1706634300000,725,2,1,dn,dn,-0.75,-4.75,nm,mv,0.7137,2.4832
1706634600000,730,2,1,dn,dn,-2.75,-7.75,mv,mv,2.7381,4.2248
1706634900000,735,2,1,dn,dn,-1.25,-7.75,mv,mv,1.1331,3.9567
1706635200000,740,2,1,dn,dn,-3.75,-5,mv,mv,3.3062,2.316
1706635500000,745,2,1,dn,dn,-2.75,-1.5,mv,nm,1.797,0.5115
1706635800000,750,2,1,up,up,1.5,3,mv,mv,1.0476,0.8613
1706636100000,755,2,1,dn,up,-0.25,1,nm,nm,0.1455,0.2763
1706636400000,760,2,1,up,dn,1.75,-0.25,mv,nm,0.9886,0.069
1706636700000,765,2,1,dn,dn,-0.5,-3.75,nm,mv,0.2459,1.0135
1706637000000,770,2,1,dn,dn,-1.5,-1.5,mv,nm,0.741,0.4136
1706637300000,775,2,1,dn,up,-1.75,1.5,mv,nm,1.1095,0.431
1706637600000,780,2,1,up,up,1.75,4.75,mv,mv,1.3017,1.4178
1706637900000,785,2,1,up,up,1.5,3,mv,mv,1.0738,0.944
1706638200000,790,2,1,up,up,1.5,4,mv,mv,0.9935,1.246
1706638500000,795,2,1,dn,up,0,3,nm,mv,0,0.8833
1706638800000,800,2,1,up,up,2.5,2.25,mv,mv,1.7321,0.6405
1706639100000,805,2,1,up,dn,0.5,-1.25,nm,nm,0.356,0.3426
1706639400000,810,2,1,dn,dn,-0.75,-3.5,nm,mv,0.9126,0.9313
1706639700000,815,2,1,dn,dn,-1,-2.5,mv,mv,0.9279,0.6576
1706640000000,820,2,1,dn,dn,-1.75,-0.5,mv,nm,1.4248,0.1316
1706640300000,825,2,1,up,up,0.25,0.75,nm,nm,0.1839,0.1965
1706640600000,830,2,1,up,dn,1,-0.5,mv,nm,0.7327,0.1343
1706640900000,835,2,1,dn,up,-0.5,1.75,nm,mv,0.5257,0.5297
1706641200000,840,2,1,dn,up,-1,1.75,mv,mv,1.1326,0.6327
1706641500000,845,2,1,up,up,3.25,5.5,mv,mv,3.6056,2.2242
1706641800000,850,2,1,dn,up,-0.5,3,nm,mv,0.3093,1.2281
1706642100000,855,2,1,up,up,2.75,4.5,mv,mv,1.9378,1.8817
1706642400000,860,2,1,up,up,0.75,0.5,nm,nm,0.4528,0.1889
1706642700000,865,2,1,up,up,1,1,mv,nm,0.6044,0.3733
1706643000000,870,2,1,dn,dn,-1.25,0,mv,nm,0.8061,0
1706643300000,875,2,1,up,up,1.25,1.75,mv,mv,0.7777,0.7167
1706643600000,880,2,1,dn,up,0,0.5,nm,nm,0,0.2045
1706643900000,885,2,1,up,dn,0.5,-1.5,nm,nm,0.4111,0.6418
1706644200000,890,2,1,dn,dn,0,-3.75,nm,mv,0,1.6285
1706644500000,895,2,1,dn,dn,-2,-2.75,mv,mv,2.4495,1.2482
1706644800000,900,2,1,dn,up,-1.75,0.25,mv,nm,1.6202,0.1127
1706645100000,905,2,1,up,up,1,2,mv,mv,0.855,0.8301
1706645400000,910,2,1,up,up,1,3,mv,mv,0.8963,1.2047
1706645700000,915,2,1,dn,dn,0,-2,nm,mv,0,0.8653
1706646000000,920,2,1,up,dn,2,-2,mv,mv,1.6752,0.905
1706646300000,925,2,1,dn,dn,-4,-3.5,mv,mv,2.712,1.5615
