FT,ToD,DoW,MO,Dc1,Dc3,Dr1,Dr3,Mc1,Mc3,Mr1,Mr3
1729505700000,375,1,0,dn,up,-0.25,0.5,nm,nm,0.2187,0.1801
1729506000000,380,1,0,dn,dn,0,-2.25,nm,mv,0,0.8351
1729506300000,385,1,0,up,dn,0.75,-5.5,nm,mv,1.0047,2.0473
1729506600000,390,1,0,dn,dn,-3,-7.25,mv,mv,3.7082,2.6728
1729506900000,395,1,0,dn,dn,-3.25,-4.75,mv,mv,2.5702,1.7719
1729507200000,400,1,0,dn,dn,-1,-3.75,mv,mv,0.6623,1.3138
1729507500000,405,1,0,dn,dn,-0.5,-1.25,nm,nm,0.3322,0.396
1729507800000,410,1,0,dn,dn,-2.25,-1,mv,nm,1.5165,0.3104
1729508100000,415,1,0,up,up,1.5,1,mv,nm,1.0529,0.3112
1729508400000,420,1,0,dn,dn,-0.25,-3,nm,mv,0.1527,1.0583
1729508700000,425,1,0,dn,dn,-0.25,-4,nm,mv,0.1656,1.4104
1729509000000,430,1,0,dn,dn,-2.5,-3.75,mv,mv,2.247,1.328
1729509300000,435,1,0,dn,up,-1.25,0.5,mv,nm,0.9263,0.218
1729509600000,440,1,0,dn,up,0,0.5,nm,nm,0,0.231
1729509900000,445,1,0,up,up,1.75,1.75,mv,mv,1.4347,0.7978
1729510200000,450,1,0,dn,up,-1.25,1.5,mv,mv,0.9703,0.6567
1729510500000,455,1,0,up,up,1.25,1,mv,nm,0.9468,0.4238
1729510800000,460,1,0,up,dn,1.5,-0.75,mv,nm,1.0062,0.3101
1729511100000,465,1,0,dn,dn,-1.75,-2.5,mv,mv,1.4031,0.9922
1729511400000,470,1,0,dn,up,-0.5,0.75,nm,nm,0.3672,0.2879
1729511700000,475,1,0,dn,up,-0.25,1.75,nm,mv,0.1799,0.6693
1729512000000,480,1,0,up,up,1.5,3,mv,mv,1.2541,1.1697
1729512300000,485,1,0,up,up,0.5,2.25,nm,mv,0.4099,0.8553
1729512600000,490,1,0,up,up,1,3,mv,mv,0.8683,1.1666
1729512900000,495,1,0,up,up,0.75,3.5,nm,mv,0.7028,1.5147
1729513200000,500,1,0,up,up,1.25,1.75,mv,mv,1.8058,0.8006
1729513500000,505,1,0,up,up,1.5,1.25,mv,nm,2.6468,0.5824
1729513800000,510,1,0,dn,up,-1,1.5,mv,nm,2.6833,0.6637
1729514100000,515,1,0,up,up,0.75,2.5,nm,mv,0.9234,1.1064
1729514400000,520,1,0,up,up,1.75,1.25,mv,nm,2.1631,0.5522
1729514700000,525,1,1,dn,up,0,0.75,nm,nm,0,0.3555
1729515000000,530,1,1,dn,up,-0.5,1,nm,nm,0.5257,0.5541
1729515300000,535,1,1,up,up,1.25,2,mv,mv,1.2414,1.4573
1729515600000,540,1,1,up,up,0.25,2.25,nm,mv,0.2589,1.6485
1729515900000,545,1,1,up,up,0.5,2.75,nm,mv,0.6586,2.0343
1729516200000,550,1,1,up,up,1.5,4,mv,mv,1.9847,2.9486
1729516500000,555,1,1,up,up,0.75,3,nm,mv,1.0835,2.1899
1729516800000,560,1,1,up,up,1.75,3,mv,mv,2.6616,2.1493
1729517100000,565,1,1,up,up,0.5,1.5,nm,nm,0.9258,1.0839
1729517400000,570,1,1,up,up,0.75,3.75,nm,mv,1.353,4.0371
1729517700000,575,1,1,up,up,0.25,3.5,nm,mv,0.5126,3.951
1729518000000,580,1,1,up,dn,2.75,0,mv,nm,5.1537,0
1729518300000,585,1,1,up,dn,0.5,-1.5,nm,nm,0.5794,1.5855
1729518600000,590,1,1,dn,up,-3.25,0.75,mv,nm,3.6688,0.7603
1729518900000,595,1,1,up,up,1.25,6,mv,mv,0.7048,5.4148
1729519200000,600,1,1,up,up,2.75,4.75,mv,mv,1.5169,3.534
1729519500000,605,1,1,up,dn,2,-0.75,mv,nm,0.9887,0.5476
1729519800000,610,1,1,dn,dn,0,-7,nm,mv,0,4.2253
1729520100000,615,1,1,dn,dn,-2.75,-10.5,mv,mv,1.4304,5.9848
1729520400000,620,1,1,dn,dn,-4.25,-11,mv,mv,1.8623,5.8324
1729520700000,625,1,1,dn,dn,-3.5,-8.75,mv,mv,1.3802,3.1096
1729521000000,630,1,1,dn,dn,-3.25,-10.25,mv,mv,1.2011,2.588
1729521300000,635,1,1,dn,dn,-2,-7.5,mv,mv,0.9031,1.5544
1729521600000,640,1,1,dn,dn,-5,-5.25,mv,mv,3.6771,1.0032
1729521900000,645,1,1,dn,dn,-0.5,-7.75,nm,mv,0.514,1.3672
1729522200000,650,1,1,up,dn,0.25,-16.25,nm,mv,0.1693,2.8096
1729522500000,655,1,1,dn,dn,-7.5,-11.5,mv,mv,4.1647,2.0238
1729522800000,660,1,1,dn,dn,-9,-6,mv,mv,3.3966,1.0547
1729523100000,665,1,1,up,dn,5,0,mv,nm,1.4379,0
1729523400000,670,1,1,dn,dn,-2,-6.5,mv,mv,0.4129,1.0128
1729523700000,675,1,1,dn,dn,-3,-2.5,mv,nm,0.6323,0.4091
1729524000000,680,1,1,dn,up,-1.5,3,mv,mv,0.3206,0.5093
1729524300000,685,1,1,up,up,2,8,mv,mv,0.4408,1.3882
1729524600000,690,1,1,up,up,2.5,9.5,mv,mv,0.5755,1.6584
1729524900000,695,1,1,up,up,3.5,6.75,mv,mv,1.2247,1.1466
1729525200000,700,1,1,up,up,3.5,7.5,mv,mv,1.4023,1.2262
1729525500000,705,1,1,dn,up,-0.25,3.5,nm,mv,0.0996,0.5282
1729525800000,710,1,1,up,up,4.25,3.5,mv,mv,2.26,0.4928
1729526100000,715,1,1,dn,dn,-0.5,-2.75,nm,nm,0.3419,0.3621
1729526400000,720,1,1,dn,dn,-0.25,-1.75,nm,nm,0.1338,0.2306
1729526700000,725,1,1,dn,dn,-2,-0.25,mv,nm,0.9715,0.0335
1729527000000,730,1,1,up,up,0.5,1.25,nm,nm,0.2202,0.1711
1729527300000,735,1,1,up,up,1.25,2.25,nm,nm,0.6502,0.3205
1729527600000,740,1,1,dn,dn,-0.5,-2,nm,nm,0.2586,0.2912
1729527900000,745,1,1,up,dn,1.5,-0.25,nm,nm,1.5,0.0367
1729528200000,750,1,1,dn,dn,-3,-0.75,mv,nm,2.5456,0.1134
1729528500000,755,1,1,up,up,1.25,7,nm,mv,0.7545,1.3028
1729528800000,760,1,1,up,up,1,6.75,nm,mv,0.6387,1.4981
1729529100000,765,1,1,up,up,4.75,6,mv,mv,2.9794,1.4346
1729529400000,770,1,1,up,up,1,3.25,nm,nm,0.4299,0.7489
1729529700000,775,1,1,up,up,0.25,3.5,nm,mv,0.1112,0.887
1729530000000,780,1,1,up,dn,2,0,mv,nm,0.8857,0
1729530300000,785,1,1,up,dn,1.25,-0.25,nm,nm,0.86,0.0658
1729530600000,790,1,1,dn,dn,-3.25,-2.5,mv,nm,2.2359,0.6907
