Strategy report
Symbol: /ES:XCME
Work Time: 10/6/24, 6:05 PM - 10/20/24, 10:00 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
26;_participation_(1,728,255,600,000|922|621.5|569|539.8333|716.25|48.3508|62.0387|70.7935|28.726|-1.2088|46.2901|0.003|0.0032|0.0019|0.0013|0.0003);Buy to Open;1;50.0;$5,804.75;10/6/24, 7:05 PM;;$1,787.50;0.0;
27;_participation_;Sell to Close;-1;-50.0;$5,807.75;10/6/24, 7:10 PM;$75.00;$1,825.00;-50.0;
28;_participation_(1,728,255,900,000|492|707|578.3333|501.1667|665.9167|-30.4102|-14.928|-1.8291|-26.1169|0.8344|44.3451|-0.002|0.0012|0.0017|0.0006|0);Buy to Open;1;50.0;$5,806.25;10/6/24, 7:10 PM;;$1,862.50;0.0;
29;_participation_;Sell to Close;-1;-50.0;$5,807.50;10/6/24, 7:15 PM;$62.50;$1,925.00;-50.0;
30;_participation_(1,728,256,200,000|258|375|557.3333|474.8333|614.4167|-31.2|-53.7081|-45.6651|-58.009|-2.3668|21.8508|0.0019|-0.0007|0.0013|0.0007|-0.0001);Buy to Open;1;50.0;$5,806.25;10/6/24, 7:15 PM;;$1,925.00;0.0;
31;_participation_;Sell to Close;-1;-50.0;$5,807.00;10/6/24, 7:20 PM;$75.00;$2,087.50;-50.0;
32;_participation_(1,728,256,500,000|266|262|338.6667|453.8333|554.4167|1.5267|-21.4567|-41.3882|-52.0216|8.1301|23.6604|-0.0028|-0.0005|-0.0012|0.0007|-0.0002);Buy to Open;1;50.0;$5,805.50;10/6/24, 7:20 PM;;$2,000.00;0.0;
33;_participation_;Sell to Close;-1;-50.0;$5,806.25;10/6/24, 7:25 PM;$137.50;$2,100.00;-50.0;
34;_participation_(1,728,256,800,000|387|326.5|303.6667|441|540.9167|18.5299|27.4424|-12.2449|-28.4548|-55.2889|23.1086|-0.0065|-0.005|-0.003|0.0001|-0.0002);Buy to Open;1;50.0;$5,803.50;10/6/24, 7:25 PM;;$2,137.50;0.0;
35;_participation_;Sell to Close;-1;-50.0;$5,804.25;10/6/24, 7:30 PM;$62.50;$2,125.00;-50.0;
36;_participation_(1,728,257,100,000|334|360.5|329|443.1667|537.5|-7.3509|1.5198|-24.6333|-37.8605|-33.9979|-2.3119|0.0015|-0.0028|-0.0028|-0.0002|-0.0005);Buy to Open;1;50.0;$5,803.00;10/6/24, 7:30 PM;;$2,200.00;0.0;
37;_participation_;Sell to Close;-1;-50.0;$5,804.75;10/6/24, 7:35 PM;$75.00;$2,225.00;-50.0;
38;_participation_(1,728,257,400,000|296|315|339|338.8333|439.3333|-6.0317|-12.6844|-12.6414|-32.6252|-0.2999|-9.4156|0.0008|0.0012|-0.0017|-0.0015|0.0002);Buy to Open;1;50.0;$5,803.25;10/6/24, 7:35 PM;;$2,275.00;0.0;
39;_participation_;Sell to Close;-1;-50.0;$5,804.50;10/6/24, 7:40 PM;$75.00;$2,325.00;-50.0;
40;_participation_(1,728,257,700,000|195|245.5|275|289.3333|395.25|-20.5703|-29.0909|-32.6037|-50.6641|-0.0875|-6.5167|-0.0013|0|0.0006|-0.0013|-0.0001);Buy to Open;1;50.0;$5,803.00;10/6/24, 7:40 PM;;$2,350.00;0.0;
41;_participation_;Sell to Close;-1;-50.0;$5,804.50;10/6/24, 7:45 PM;$75.00;$2,462.50;-50.0;
42;_participation_(1,728,258,000,000|260|227.5|250.3333|289.6667|382.25|14.2857|3.8615|-10.2417|-31.9817|27.8397|-9.552|-0.0029|-0.0022|-0.001|-0.002|-0.0003);Buy to Open;1;50.0;$5,803.00;10/6/24, 7:45 PM;;$2,425.00;0.0;
43;_participation_;Sell to Close;-1;-50.0;$5,804.00;10/6/24, 7:50 PM;$125.00;$2,487.50;-50.0;
44;_participation_(1,728,258,300,000|600|430|351.6667|345.3333|399.5833|39.5349|70.6161|73.7452|50.1564|-12.8625|-0.5565|-0.0021|-0.0023|-0.0021|-0.0019|-0.0004);Buy to Open;1;50.0;$5,801.50;10/6/24, 7:50 PM;;$2,550.00;0.0;
45;_participation_;Sell to Close;-1;-50.0;$5,803.00;10/6/24, 7:55 PM;$75.00;$2,600.00;-50.0;
46;_participation_(1,728,258,600,000|237|418.5|365.6667|320.3333|380.6667|-43.3692|-35.1869|-26.0146|-37.7408|-11.9378|-27.7095|0.0021|-0.0009|-0.0014|-0.0005|-0.0002);Buy to Open;1;50.0;$5,801.50;10/6/24, 7:55 PM;;$2,625.00;0.0;
47;_participation_;Sell to Close;-1;-50.0;$5,804.00;10/6/24, 8:00 PM;$100.00;$2,812.50;-50.0;
48;_participation_(1,728,258,900,000|486|361.5|441|345.6667|394.4167|34.4398|10.2041|40.5979|23.2199|31.2015|62.9508|-0.0015|-0.0003|-0.0011|-0.0011|-0.0006);Buy to Open;1;50.0;$5,802.00;10/6/24, 8:00 PM;;$2,725.00;0.0;
49;_participation_;Sell to Close;-1;-50.0;$5,803.00;10/6/24, 8:05 PM;$200.00;$2,987.50;-50.0;
50;_participation_(1,728,259,200,000|1,604|1,045|775.6667|563.6667|451.25|53.4928|106.7899|184.5653|255.4571|71.7341|36.7921|-0.0011|-0.0012|-0.0009|-0.0013|-0.0013);Buy to Open;1;50.0;$5,799.00;10/6/24, 8:05 PM;;$2,925.00;0.0;
51;_participation_;Sell to Close;-1;-50.0;$5,800.25;10/6/24, 8:10 PM;$150.00;$3,112.50;-50.0;
52;_participation_(1,728,259,500,000|1,322|1,463|1,137.3333|751.5|520.4167|-9.6377|16.2368|75.9148|154.0272|17.7753|-82.501|-0.0019|-0.0015|-0.0015|-0.0014|-0.0014);Buy to Open;1;50.0;$5,797.25;10/6/24, 8:10 PM;;$3,075.00;0.0;
53;_participation_;Sell to Close;-1;-50.0;$5,798.25;10/6/24, 8:15 PM;$100.00;$3,150.00;-50.0;
54;_participation_(1,728,259,800,000|823|1,072.5|1,249.6667|845.3333|567.5|-23.2634|-34.1424|-2.642|45.022|-8.8298|32.5693|-0.0015|-0.0017|-0.0015|-0.0014|-0.0015);Buy to Open;1;50.0;$5,796.25;10/6/24, 8:15 PM;;$3,175.00;0.0;
55;_participation_;Sell to Close;-1;-50.0;$5,798.00;10/6/24, 8:20 PM;$112.50;$3,275.00;-50.0;
56;_participation_(1,728,260,100,000|904|863.5|1,016.3333|896|620.6667|4.6902|-11.0528|0.8929|45.6498|-14.6739|-28.6669|0.0003|-0.0006|-0.0011|-0.001|-0.0013);Buy to Open;1;50.0;$5,795.75;10/6/24, 8:20 PM;;$3,287.50;0.0;
57;_participation_;Sell to Close;-1;-50.0;$5,797.75;10/6/24, 8:25 PM;$100.00;$3,375.00;-50.0;
58;_participation_(1,728,260,400,000|548|726|758.3333|947.8333|634.0833|-24.5179|-27.7363|-42.1839|-13.576|-2.3864|-50.9751|-0.0014|-0.0003|-0.0008|-0.0012|-0.001);Buy to Open;1;50.0;$5,795.75;10/6/24, 8:25 PM;;$3,387.50;0.0;
59;_participation_;Sell to Close;-1;-50.0;$5,797.25;10/6/24, 8:30 PM;$75.00;$3,450.00;-50.0;
60;_participation_(1,728,260,700,000|414|481|622|935.8333|640.75|-13.9293|-33.4405|-55.7614|-35.3882|-19.5758|20.0628|0|-0.0008|-0.0003|-0.0011|-0.0011);Buy to Open;1;50.0;$5,795.75;10/6/24, 8:30 PM;;$3,462.50;0.0;
61;_participation_;Sell to Close;-1;-50.0;$5,797.75;10/6/24, 8:35 PM;$112.50;$3,512.50;-50.0;
62;_participation_(1,728,261,000,000|579|496.5|513.6667|765|664.3333|16.6163|12.719|-24.3137|-12.845|-0.1852|26.0995|0|0|-0.0005|-0.0009|-0.0011);Buy to Open;1;50.0;$5,795.50;10/6/24, 8:35 PM;;$3,575.00;0.0;
63;_participation_;Sell to Close;-1;-50.0;$5,797.50;10/6/24, 8:40 PM;$100.00;$3,562.50;-50.0;
64;_participation_(1,728,261,300,000|455|517|482.6667|620.5|686|-11.9923|-5.732|-26.672|-33.6735|7.6275|-89.025|0.0016|0.0007|0.0005|-0.0003|-0.0009);Buy to Open;1;50.0;$5,795.50;10/6/24, 8:40 PM;;$3,675.00;0.0;
65;_participation_;Sell to Close;-1;-50.0;$5,798.00;10/6/24, 8:45 PM;$62.50;$3,787.50;-50.0;
66;_participation_(1,728,261,600,000|360|407.5|464.6667|543.3333|694.3333|-11.6564|-22.5251|-33.7423|-48.1517|-5.8735|-36.1493|0.0028|0.0021|0.0013|0.0004|-0.0007);Buy to Open;1;50.0;$5,796.75;10/6/24, 8:45 PM;;$3,737.50;0.0;
67;_participation_;Sell to Close;-1;-50.0;$5,797.50;10/6/24, 8:50 PM;$112.50;$3,775.00;-50.0;
68;_participation_(1,728,261,900,000|418|389|411|462.3333|679.1667|7.455|1.7032|-9.589|-38.454|-13.4472|42.0993|-0.0048|-0.0013|-0.0002|-0.0004|-0.0008);Buy to Open;1;50.0;$5,795.25;10/6/24, 8:50 PM;;$3,850.00;0.0;
69;_participation_;Sell to Close;-1;-50.0;$5,797.00;10/6/24, 8:55 PM;$62.50;$3,825.00;-50.0;
70;_participation_(1,728,262,200,000|338|378|372|427.3333|687.5833|-10.582|-9.1398|-20.9048|-50.8423|15.9906|-68.1344|0.003|-0.0013|0|0.0003|-0.0007);Buy to Open;1;50.0;$5,795.75;10/6/24, 8:55 PM;;$3,912.50;0.0;
71;_participation_;Sell to Close;-1;-50.0;$5,798.50;10/6/24, 9:00 PM;$87.50;$3,862.50;-50.0;
72;_participation_(1,728,262,500,000|456|397|404|434.3333|685.0833|14.8615|12.8713|4.9885|-33.4388|-26.2615|33.8774|0.0016|0.0022|-0.0002|0.0006|-0.0005);Buy to Open;1;50.0;$5,796.75;10/6/24, 9:00 PM;;$4,000.00;0.0;
73;_participation_;Sell to Close;-1;-50.0;$5,799.75;10/6/24, 9:05 PM;$150.00;$4,050.00;-50.0;
74;_participation_(1,728,262,800,000|618|537|470.6667|440.8333|602.9167|15.0838|31.3031|40.189|2.5017|-25.1323|74.3354|0.0032|0.0026|0.0027|0.0013|-0.0001);Buy to Open;1;50.0;$5,796.75;10/6/24, 9:05 PM;;$4,150.00;0.0;
75;_participation_;Sell to Close;-1;-50.0;$5,800.75;10/6/24, 9:10 PM;$100.00;$4,175.00;-50.0;
76;_participation_(1,728,263,100,000|697|657.5|590.3333|481.1667|550.8333|6.0076|18.0689|44.8563|26.5356|41.0431|35.161|-0.0011|0.001|0.0011|0.0007|0.0002);Buy to Open;1;50.0;$5,798.75;10/6/24, 9:10 PM;;$4,250.00;0.0;
77;_participation_;Sell to Close;-1;-50.0;$5,800.50;10/6/24, 9:15 PM;$112.50;$4,175.00;-50.0;
78;_participation_(1,728,263,400,000|552|624.5|622.3333|513.1667|528.25|-11.6093|-11.3016|7.5674|4.496|13.4984|26.8334|0.0027|0.0006|0.0015|0.0008|0.0006);Buy to Open;1;50.0;$5,798.25;10/6/24, 9:15 PM;;$4,362.50;0.0;
79;_participation_;Sell to Close;-1;-50.0;$5,802.00;10/6/24, 9:20 PM;$100.00;$4,337.50;-50.0;
80;_participation_(1,728,263,700,000|863|707.5|704|587.3333|524.8333|21.9788|22.5852|46.9353|64.4332|32.1481|4.6673|0.002|0.0023|0.0012|0.0018|0.0008);Buy to Open;1;50.0;$5,800.00;10/6/24, 9:20 PM;;$4,462.50;0.0;
81;_participation_;Sell to Close;-1;-50.0;$5,804.50;10/6/24, 9:25 PM;$162.50;$4,650.00;-50.0;
82;_participation_(1,728,264,000,000|1,376|1,119.5|930.3333|760.3333|593.8333|22.912|47.904|80.9733|131.7148|49.1568|-56.3218|0.0004|0.001|0.0013|0.0013|0.0009);Buy to Open;1;50.0;$5,801.25;10/6/24, 9:25 PM;;$4,625.00;0.0;
83;_participation_;Sell to Close;-1;-50.0;$5,802.50;10/6/24, 9:30 PM;$112.50;$4,562.50;-50.0;
84;_participation_(1,728,264,300,000|593|984.5|944|783.1667|608.75|-39.7664|-37.1822|-24.2818|-2.5873|-15.6636|-2.5426|-0.003|-0.0006|0.0002|0.0007|0.0007);Buy to Open;1;50.0;$5,800.25;10/6/24, 9:30 PM;;$4,737.50;0.0;
85;_participation_;Sell to Close;-1;-50.0;$5,804.50;10/6/24, 9:35 PM;$175.00;$4,725.00;-50.0;
86;_participation_(1,728,264,600,000|931|762|966.6667|835.3333|638.0833|22.1785|-3.6897|11.4525|45.9057|19.7297|26.5363|0.0032|0.0008|0.0006|0.0008|0.001);Buy to Open;1;50.0;$5,801.00;10/6/24, 9:35 PM;;$4,912.50;0.0;
87;_participation_;Sell to Close;-1;-50.0;$5,805.50;10/6/24, 9:40 PM;$100.00;$5,012.50;-50.0;
88;_participation_(1,728,264,900,000|1,189|1,060|904.3333|917.3333|699.25|12.1698|31.4781|29.6148|70.0393|-15.2273|51.9808|0.0008|0.0019|0.0008|0.0011|0.001);Buy to Open;1;50.0;$5,803.50;10/6/24, 9:40 PM;;$5,012.50;0.0;
89;_participation_;Sell to Close;-1;-50.0;$5,805.75;10/6/24, 9:45 PM;$125.00;$5,375.00;-50.0;
90;_participation_(1,728,265,200,000|1,071|1,130|1,063.6667|1,003.8333|758.5|-5.2212|0.6894|6.691|41.1997|-5.3349|35.4144|-0.0012|-0.0001|0.0009|0.0005|0.0006);Buy to Open;1;50.0;$5,803.25;10/6/24, 9:45 PM;;$5,137.50;0.0;
91;_participation_;Sell to Close;-1;-50.0;$5,804.25;10/6/24, 9:50 PM;$312.50;$5,475.00;-50.0;
92;_participation_(1,728,265,500,000|1,534|1,302.5|1,264.6667|1,115.6667|851.5|17.7735|21.2968|37.4963|80.1527|-3.1396|32.6012|-0.0033|-0.0024|-0.0014|-0.0005|0.0003);Buy to Open;1;50.0;$5,798.00;10/6/24, 9:50 PM;;$5,450.00;0.0;
93;_participation_;Sell to Close;-1;-50.0;$5,799.25;10/6/24, 9:55 PM;$175.00;$5,525.00;-50.0;
94;_participation_(1,728,265,800,000|1,735|1,634.5|1,446.6667|1,175.5|967.9167|6.1487|19.9309|47.5968|79.251|-38.4162|-1.2128|-0.0006|-0.0018|-0.0017|-0.0007|0.0001);Buy to Open;1;50.0;$5,795.75;10/6/24, 9:55 PM;;$5,625.00;0.0;
95;_participation_;Sell to Close;-1;-50.0;$5,799.25;10/6/24, 10:00 PM;$112.50;$5,600.00;-50.0;
96;_participation_(1,728,266,100,000|800|1,267.5|1,356.3333|1,210|996.5833|-36.8836|-41.0174|-33.8843|-19.7257|-0.5668|10.2151|0.0003|-0.0003|-0.0014|-0.0004|0);Buy to Open;1;50.0;$5,797.00;10/6/24, 10:00 PM;;$5,737.50;0.0;
97;_participation_;Sell to Close;-1;-50.0;$5,800.25;10/6/24, 10:05 PM;$137.50;$5,725.00;-50.0;
98;_participation_(1,728,266,400,000|793|796.5|1,109.3333|1,187|1,011.1667|-0.4394|-28.5156|-33.1929|-21.5757|19.5221|20.5486|0.0025|0.0014|0.0004|-0.0006|0);Buy to Open;1;50.0;$5,797.50;10/6/24, 10:05 PM;;$5,875.00;0.0;
99;_participation_;Sell to Close;-1;-50.0;$5,801.25;10/6/24, 10:10 PM;$87.50;$6,050.00;-50.0;
100;_participation_(1,728,266,700,000|735|764|776|1,111.3333|1,014.3333|-3.7958|-5.2835|-33.8632|-27.5386|-0.9049|2.5223|0.001|0.0018|0.0013|-0.0006|0.0001);Buy to Open;1;50.0;$5,799.50;10/6/24, 10:10 PM;;$5,962.50;0.0;
101;_participation_;Sell to Close;-1;-50.0;$5,801.50;10/6/24, 10:15 PM;$200.00;$6,112.50;-50.0;
102;_participation_(1,728,267,000,000|857|796|795|1,075.6667|1,039.75|7.6633|7.7987|-20.3285|-17.5763|3.3564|-24.3665|-0.0032|-0.0013|0|-0.0009|-0.0002);Buy to Open;1;50.0;$5,797.50;10/6/24, 10:15 PM;;$6,162.50;0.0;
103;_participation_;Sell to Close;-1;-50.0;$5,799.25;10/6/24, 10:20 PM;$125.00;$6,250.00;-50.0;
104;_participation_(1,728,267,300,000|694|775.5|762|935.6667|1,025.6667|-10.5093|-8.9239|-25.8283|-32.3367|17.9838|16.7069|0.0011|-0.0013|-0.0005|0|-0.0003);Buy to Open;1;50.0;$5,796.75;10/6/24, 10:20 PM;;$6,287.50;0.0;
105;_participation_;Sell to Close;-1;-50.0;$5,798.75;10/6/24, 10:25 PM;$75.00;$6,387.50;-50.0;
106;_participation_(1,728,267,600,000|631|662.5|727.3333|751.6667|963.5833|-4.7547|-13.2447|-16.0532|-34.5153|36.8506|-10.5587|-0.0016|-0.0002|-0.0014|0|-0.0004);Buy to Open;1;50.0;$5,797.25;10/6/24, 10:25 PM;;$6,362.50;0.0;
107;_participation_;Sell to Close;-1;-50.0;$5,797.75;10/6/24, 10:30 PM;$75.00;$6,312.50;-50.0;
108;_participation_(1,728,267,900,000|513|572|612.6667|703.8333|956.9167|-10.3147|-16.2677|-27.1134|-46.3903|7.83|28.9841|-0.0015|-0.0015|-0.0005|-0.0002|-0.0003);Buy to Open;1;50.0;$5,796.25;10/6/24, 10:30 PM;;$6,437.50;0.0;
109;_participation_;Sell to Close;-1;-50.0;$5,799.00;10/6/24, 10:35 PM;$100.00;$6,525.00;-50.0;
110;_participation_(1,728,268,200,000|341|427|495|628.5|907.75|-20.1405|-31.1111|-45.7438|-62.4346|-30.1836|-20.124|0.0059|0.0015|0.0002|-0.0003|-0.0005);Buy to Open;1;50.0;$5,797.00;10/6/24, 10:35 PM;;$6,537.50;0.0;
111;_participation_;Sell to Close;-1;-50.0;$5,798.75;10/6/24, 10:40 PM;$100.00;$6,650.00;-50.0;
112;_participation_(1,728,268,500,000|228|284.5|360.6667|544|827.6667|-19.8594|-36.7837|-58.0882|-72.4527|-48.0353|-46.0193|-0.0066|0.0009|-0.0002|-0.001|-0.0008);Buy to Open;1;50.0;$5,796.75;10/6/24, 10:40 PM;;$6,637.50;0.0;
113;_participation_;Sell to Close;-1;-50.0;$5,797.75;10/6/24, 10:45 PM;$75.00;$6,637.50;-50.0;
114;_participation_(1,728,268,800,000|558|393|375.6667|494.1667|784.9167|41.9847|48.5359|12.9174|-28.9097|13.2605|45.8783|-0.0013|-0.0029|-0.0002|-0.0004|-0.0007);Buy to Open;1;50.0;$5,796.25;10/6/24, 10:45 PM;;$6,712.50;0.0;
115;_participation_;Sell to Close;-1;-50.0;$5,797.75;10/6/24, 10:50 PM;$100.00;$6,750.00;-50.0;
116;_participation_(1,728,269,100,000|623|590.5|469.6667|482.3333|709|5.5038|32.6473|29.1638|-12.1298|43.0651|29.1638|0.002|0.0004|-0.0007|-0.0003|-0.0001);Buy to Open;1;50.0;$5,795.75;10/6/24, 10:50 PM;;$6,812.50;0.0;
117;_participation_;Sell to Close;-1;-50.0;$5,797.75;10/6/24, 10:55 PM;$62.50;$6,875.00;-50.0;
118;_participation_(1,728,269,400,000|520|571.5|567|463.8333|607.75|-9.0114|-8.2892|12.1092|-14.4385|9.9725|12.7462|-0.0014|0.0004|-0.0001|-0.0002|-0.0001);Buy to Open;1;50.0;$5,796.50;10/6/24, 10:55 PM;;$6,875.00;0.0;
119;_participation_;Sell to Close;-1;-50.0;$5,797.50;10/6/24, 11:00 PM;$87.50;$6,862.50;-50.0;
120;_participation_(1,728,269,700,000|490|505|544.3333|460|581.9167|-2.9703|-9.9816|6.5217|-15.7955|43.506|15.0583|-0.001|-0.0012|0|-0.0001|-0.0002);Buy to Open;1;50.0;$5,795.75;10/6/24, 11:00 PM;;$6,962.50;0.0;
121;_participation_;Sell to Close;-1;-50.0;$5,798.25;10/6/24, 11:05 PM;$100.00;$7,050.00;-50.0;
122;_participation_(1,728,270,000,000|479|484.5|496.3333|483|555.75|-1.1352|-3.4923|-0.8282|-13.8102|-30.3436|-51.6661|0.0026|0.0008|0|-0.0003|-0.0003);Buy to Open;1;50.0;$5,796.25;10/6/24, 11:05 PM;;$7,062.50;0.0;
123;_participation_;Sell to Close;-1;-50.0;$5,798.50;10/6/24, 11:10 PM;$112.50;$7,125.00;-50.0;
124;_participation_(1,728,270,300,000|399|439|456|511.5|527.75|-9.1116|-12.5|-21.9941|-24.396|13.2194|-51.7239|-0.0031|0|-0.0004|-0.0002|-0.0006);Buy to Open;1;50.0;$5,796.25;10/6/24, 11:10 PM;;$7,175.00;0.0;
125;_participation_;Sell to Close;-1;-50.0;$5,798.00;10/6/24, 11:15 PM;$75.00;$7,262.50;-50.0;
126;_participation_(1,728,270,600,000|407|403|428.3333|486.3333|490.25|0.9926|-4.9805|-16.3125|-16.9811|13.1928|-8.6202|0.0018|-0.0006|0.0006|0.0003|-0.0001);Buy to Open;1;50.0;$5,796.50;10/6/24, 11:15 PM;;$7,250.00;0.0;
127;_participation_;Sell to Close;-1;-50.0;$5,797.00;10/6/24, 11:20 PM;$62.50;$7,362.50;-50.0;
128;_participation_(1,728,270,900,000|342|374.5|382.6667|439.5|460.9167|-8.6782|-10.6272|-22.1843|-25.8|-21.7406|-50.1464|-0.0029|-0.0003|-0.0013|-0.0006|-0.0004);Buy to Open;1;50.0;$5,795.75;10/6/24, 11:20 PM;;$7,312.50;0.0;
129;_participation_;Sell to Close;-1;-50.0;$5,796.00;10/6/24, 11:25 PM;$87.50;$7,362.50;-50.0;
130;_participation_(1,728,271,200,000|681|511.5|476.6667|466.3333|465.0833|33.1378|42.8671|46.0329|46.4254|-44.436|41.5686|-0.0022|-0.0024|-0.0012|-0.0008|-0.0005);Buy to Open;1;50.0;$5,794.25;10/6/24, 11:25 PM;;$7,400.00;0.0;
131;_participation_;Sell to Close;-1;-50.0;$5,795.75;10/6/24, 11:30 PM;$62.50;$7,462.50;-50.0;
132;_participation_(1,728,271,500,000|353|517|458.6667|443.5|451.75|-31.7215|-23.0378|-20.4059|-21.8594|1.3919|-52.1706|0.0007|-0.0012|-0.0016|-0.0006|-0.0003);Buy to Open;1;50.0;$5,794.50;10/6/24, 11:30 PM;;$7,462.50;0.0;
133;_participation_;Sell to Close;-1;-50.0;$5,795.50;10/6/24, 11:35 PM;$100.00;$7,475.00;-50.0;
134;_participation_(1,728,271,800,000|577|465|537|459.8333|471.4167|24.086|7.4488|25.4802|22.397|15.7471|54.892|-0.0009|-0.0003|-0.0011|-0.0012|-0.0008);Buy to Open;1;50.0;$5,793.50;10/6/24, 11:35 PM;;$7,562.50;0.0;
135;_participation_;Sell to Close;-1;-50.0;$5,795.50;10/6/24, 11:40 PM;$100.00;$7,562.50;-50.0;
