FT,vel5,vel10,vel15,vel30,vel60,acc5,acc10,acc15,acc30,acc60,stoch12,stochDiff6012,RSIhl_diff,RSIhl_diffROC,YM_diff,NQ_diff
1729527900000,-0.0085,0.0064,0.0071,-0.0042,0.0199,-0.0298,0.0191,0.0227,-0.0483,0.0651,79.2683,5.9387,1.4046,-2.5772,0.0039,-0.0477
1729528200000,0.0255,0.0085,0.0128,0.0014,0.0192,0.034,-0.0064,0.0227,-0.0355,0.0566,85.5263,6.8008,4.4876,3.083,-0.0024,0.0234
1729528500000,-0.051,-0.0128,-0.0113,-0.0064,0.0114,-0.0765,-0.0191,-0.0099,-0.0355,0.0407,62.9032,-1.6284,-1.0448,-5.5324,0.0186,-0.048
1729528800000,0.0213,-0.0149,-0.0014,0.0028,0.0082,0.0723,-0.0234,-0.0085,-0.0106,0.0297,57.1429,0.1437,6.3729,7.4176,-0.0236,0.0093
1729529100000,0.017,0.0191,-0.0042,0.0043,0.0046,-0.0043,0.0319,-0.017,-0.0007,0.0142,57.5758,1.8199,5.6671,-0.7058,-0.0147,0.0124
1729529400000,0.0808,0.0489,0.0397,0.0142,0.0117,0.0638,0.0638,0.051,0.005,0.0209,90.4762,11.159,-4.0488,-9.7158,0.0026,0.0146
1729529700000,0.017,0.0489,0.0383,0.0184,0.0071,-0.0638,0.0297,0.0397,0.0227,0.0106,93.3333,12.5,2.8582,6.907,0.0085,0.0136
1729530000000,0.0042,0.0106,0.034,0.0149,0.0081,-0.0127,-0.0383,0.0383,0.0135,0.0018,89.5833,11.9732,1.762,-1.0963,-0.0227,-0.0018
1729530300000,0.034,0.0191,0.0184,0.0291,0.0113,0.0297,-0.0298,-0.0213,0.0354,-0.0075,98.0769,15.0383,1.004,-0.7579,-0.0131,-0.0132
1729530600000,0.0212,0.0276,0.0198,0.029,0.0159,-0.0127,0.017,-0.0184,0.0262,0.0071,100,15.7567,1.8109,0.8068,-0.042,0.0227
1729530900000,-0.0552,-0.017,0,0.017,0.0106,-0.0764,-0.0361,-0.034,0.0127,-0.0018,72.2222,6.8487,-9.9803,-11.7912,0.002,-0.0278
1729531200000,0.0297,-0.0127,-0.0014,0.0085,0.0113,0.0849,-0.0403,-0.0198,-0.0057,-0.0071,85.1852,9.3391,-0.9618,9.0185,0.0235,-0.009
1729531500000,-0.017,0.0064,-0.0141,0.0028,0.0106,-0.0467,0.0233,-0.034,-0.0156,-0.0093,77.7778,5.6034,2.4347,3.3965,-0.027,0.017
1729531800000,0.017,0,0.0099,0.005,0.0099,0.034,0.0127,0.0099,-0.0099,-0.0093,85.1852,6.5613,1.6908,-0.7439,-0.017,0.0197
1729532100000,0.0085,0.0127,0.0028,0.0007,0.0149,-0.0085,0.0064,0.0042,-0.0283,0.0035,87.7551,5.6992,1.0788,-0.612,-0.0501,0.0147
1729532400000,-0.0042,0.0021,0.0071,-0.0035,0.0128,-0.0127,0.0021,0.0212,-0.0326,0.0046,84.7826,3.4004,0.4012,-0.6775,0.0019,-0.0263
1729532700000,0.0212,0.0085,0.0085,0.0092,0.0131,0.0255,-0.0042,-0.0014,-0.0078,0.0085,92.6829,4.5019,-0.764,-1.1652,-0.005,0.0203
1729533000000,0.0212,0.0212,0.0127,0.0078,0.0081,-0,0.0191,0.0099,-0.0007,-0.0036,87.5,6.2739,-1.4858,-0.7218,-0.0212,0.0032
1729533300000,-0.0042,0.0085,0.0127,0.0099,0.0064,-0.0255,-0,0.0057,0.0071,-0.0007,84.375,4.8372,1.623,3.1087,-0.012,0.0067
1729533600000,-0.0042,-0.0042,0.0042,0.0064,0.0057,-0,-0.0255,-0.0042,0.0014,-0.0025,81.25,3.4962,-2.2646,-3.8875,0.0228,-0.0031
1729533900000,-0.0467,-0.0255,-0.0184,-0.0028,-0.0011,-0.0424,-0.0339,-0.0311,-0.0035,-0.0124,46.875,-2.682,-3.9573,-1.6928,0.0096,-0.029
1729534200000,-0.0212,-0.0339,-0.024,-0.0057,-0.0046,0.0254,-0.0297,-0.0368,-0.0021,-0.0205,31.25,-4.933,-0.4388,3.5185,-0.0552,0.0615
1729534500000,0.0382,0.0085,-0.0099,-0.0028,0.0032,0.0594,0.0339,-0.0141,-0.012,-0.0074,55.1724,-0.1916,0.7592,1.1981,0.0545,-0.026
1729534800000,-0.0552,-0.0085,-0.0127,-0.0156,-0.0039,-0.0934,0.0255,0.0056,-0.0233,-0.0152,36.5854,-7.136,-15.732,-16.4912,-0.0004,-0.0119
1729535100000,-0.0085,-0.0318,-0.0085,-0.0163,-0.0032,0.0467,-0.0403,0.0156,-0.0262,-0.0138,31.7073,-7.8544,4.6706,20.4026,0.0085,-0.0098
1729535400000,0.0042,-0.0021,-0.0198,-0.0149,-0.0042,0.0127,0.0064,-0.0099,-0.0212,-0.0142,34.1463,-6.705,3.1519,-1.5187,-0.0135,0.0202
1729535700000,-0.0127,-0.0042,-0.0057,-0.0092,-0.006,-0.017,0.0276,0.0071,-0.0064,-0.0209,26.8293,-7.6149,3.4634,0.3115,0.0058,-0.0117
1729536000000,-0.0425,-0.0276,-0.017,-0.0127,-0.0092,-0.0297,-0.0255,-0.0085,-0.0071,-0.0219,4.7619,-12.1169,4.3624,0.8989,-0.0016,-0.0223
1729536300000,0.034,-0.0042,-0.0071,-0.0134,-0.0081,0.0765,-0,0.0127,-0.0106,-0.0212,25.5814,-6.4176,3.8149,-0.5475,-0.0154,0.0198
1729536600000,-0.0255,0.0042,-0.0113,-0.0085,-0.012,-0.0595,0.0319,-0.0057,0.0071,-0.0202,12.1951,-8.2375,6.1528,2.3379,0.0069,0.0011
1729536900000,-0.0085,-0.017,0,-0.0085,-0.0124,0.017,-0.0127,0.017,0.0078,-0.0187,15.9091,-7.7107,3.7139,-2.4389,0.0108,-0.0062
1729537200000,-0.0212,-0.0149,-0.0184,-0.0127,-0.0138,-0.0127,-0.0191,-0.0113,0.0021,-0.0195,9.3023,-8.7165,5.804,2.0901,0.005,-0.0142
1729537500000,0.051,0.0149,0.0071,-0.0021,-0.0057,0.0722,0.0319,0.0184,0.0071,-0.0046,41.0256,-1.0536,0.0758,-5.7283,-0.0185,0.0138
1729537800000,0.0765,0.0638,0.0354,0.0177,0.0025,0.0255,0.0786,0.0354,0.0304,0.0071,82.9268,8.9559,-9.4252,-9.501,0.0047,0.0127
1729538100000,0.0255,0.051,0.051,0.0163,0.0014,-0.051,0.0361,0.0694,0.0297,-0.0018,93.0233,13.5142,-0.7159,8.7093,0.0023,0.0234
1729538400000,-0.0297,-0.0021,0.0241,0.0156,0.0035,-0.0552,-0.0659,0.017,0.0241,0.0074,76.7442,14.2974,-3.2821,-2.5662,0.0112,-0.0228
1729538700000,-0.0042,-0.017,-0.0028,0.0163,0.0039,0.0255,-0.0679,-0.0382,0.0248,0.0071,74.4186,18.7486,-4.021,-0.739,-0.0444,-0.0067
1729539000000,-0.0764,-0.0403,-0.0368,0.0071,-0.0028,-0.0722,-0.0382,-0.0878,0.0198,0.0014,32.5581,10.1521,-6.1139,-2.0929,0.0278,0.008
1729539300000,-0.0127,-0.0446,-0.0311,-0.0035,-0.0028,0.0637,-0.0276,-0.0552,-0.0014,0.0032,25.5814,13.0815,6.5791,12.693,-0.0035,0.014
1729539600000,0.0127,0,-0.0255,-0.0141,0.0018,0.0255,0.0403,-0.0226,-0.0319,0.011,32.5581,13.4823,4.7298,-1.8493,0.0151,0.0178
1729539900000,0.0637,0.0382,0.0212,-0.0078,0.0042,0.051,0.0828,0.058,-0.0241,0.0124,67.4419,23.696,-2.974,-7.7038,-0.0429,0.0279
1729540200000,0.0255,0.0446,0.034,0.0014,0.0085,-0.0383,0.0446,0.0651,-0.0142,0.0205,81.3953,25.2891,-5.5144,-2.5404,-0.051,0.0587
1729540500000,0.1188,0.0722,0.0694,0.0219,0.0191,0.0934,0.0339,0.0949,0.0056,0.0315,95.4545,30.6813,-9.3073,-3.7929,-0.0377,-0.0555
1729540800000,-0.0042,0.0573,0.0467,0.034,0.0205,-0.1231,0.0127,0.0255,0.0269,0.0343,93.6508,25.1436,-0.459,8.8483,-0.0189,0.0323
1729541100000,0.0042,0,0.0396,0.0368,0.0166,0.0085,-0.0722,0.0056,0.0404,0.0223,95,21.6438,2.3276,2.7866,0.0236,-0.0091
1729541400000,0.0127,0.0085,0.0042,0.0368,0.0113,0.0085,-0.0488,-0.0651,0.051,0.0088,95.2381,18.2897,1.3372,-0.9903,-0.0359,-0.0018
1729541700000,-0.0042,0.0042,0.0042,0.0255,0.0088,-0.017,0.0042,-0.0425,0.0333,0.0074,93.6508,14.6059,1.6762,0.339,0.0297,0.0213
1729542000000,0.0297,0.0127,0.0127,0.0262,0.0138,0.0339,0.0042,-0.0269,0.0248,0.0103,98.5075,13.8964,0.9947,-0.6816,-0.0111,0.0129
1729542300000,0,0.0148,0.0085,0.0064,0.0142,-0.0297,0.0106,0.0042,-0.0156,0.0103,98.5075,11.4388,2.3974,1.4027,0.0046,0.0061
1729542600000,0.0042,0.0021,0.0113,0.0078,0.0209,0.0042,-0.0106,0.0071,-0.0262,0.0237,98.4375,8.3246,0.8973,-1.5001,-0.0042,-0.0225
1729542900000,0.017,0.0106,0.0071,0.0099,0.0234,0.0127,-0.0042,-0.0057,-0.0269,0.0262,97.1014,4.8203,-0.2888,-1.186,-0.01,0.0232
1729543200000,-0.0042,0.0064,0.0057,0.0071,0.0219,-0.0212,0.0042,-0.0028,-0.0298,0.0202,95.5224,1.2304,2.2185,2.5073,-0.0143,0.0018
1729543500000,-0.0042,-0.0042,0.0028,0.0071,0.0163,-0,-0.0148,-0.0085,-0.0184,0.012,93.4426,-1.2066,1.0054,-1.2131,-0.012,0.0067
1729543800000,-0.0169,-0.0106,-0.0085,-0.0007,0.0127,-0.0127,-0.0169,-0.0155,-0.0269,0.0042,82.9787,-5.7387,-0.8448,-1.8502,0.0216,-0.0281
1729544100000,-0.0042,-0.0106,-0.0085,-0.0014,0.0025,0.0127,-0.0064,-0.0141,-0.0078,-0.0166,64,-6.1927,-2.7205,-1.8757,0.0019,0.0164
1729548000000,-0.0085,-0.0064,-0.0099,-0.0035,0.0021,-0.0042,0.0042,-0.0127,-0.0113,-0.0184,42.1053,-7.5875,-7.1092,-4.3887,-0.0031,-0.0232
