FT,vel5,vel10,vel15,vel30,vel60,acc5,acc10,acc15,acc30,acc60,stoch12,stochDiff6012,RSIhl_diff,RSIhl_diffROC,YM_diff,NQ_diff,FT,vol,vol10,vol15,vol30,vol60,volD10,volD15,volD30,volD60,volNQdiff,volYMdiff,vpm5,vpm10,vpm15,vpm30,vpm60,FT,ToD,DoW,MO,Dc1,Dc3,Dr1,Dr3,Mc1,Mc3,Mr1,Mr3
1728338400000,-0.0217,-0.0261,-0.0174,-0.0036,0.0011,0.0087,-0.0261,-0.0275,-0.0094,-0.0105,22.2222,0.1704,-5.2419,-9.8811,-0.0067,0.0242,1728338400000,1110,1142.5,966.6667,1232.1667,1802.75,-2.8446,14.8276,-9.9148,-38.4274,-54.4931,-78.0513,-0.0011,-0.0013,-0.001,-0.0002,0.0,1728338400000,1080,2,0,dn,dn,-0.25,0.0,nm,nm,0.2109,0.0
1728338700000,-0.0043,-0.013,-0.0188,-0.0101,0.0007,0.0174,0.0022,-0.0174,-0.0217,-0.0004,12.0,-0.7552,5.3761,10.618,0.0043,0.0006,1728338700000,346,728.0,877.0,1016.0,1399.25,-52.4725,-60.5473,-65.9449,-75.2725,-24.0331,-24.2917,-0.0007,-0.001,-0.0012,-0.0006,0.0,1728338700000,1085,2,0,up,dn,0.5,-1.25,nm,nm,0.7442,0.3568
1728339000000,0.0087,0.0022,-0.0058,-0.008,0.0007,0.013,0.0283,0.0043,-0.0174,-0.0047,16.6667,-0.0698,5.532,0.1558,-0.0016,-0.005,1728339000000,236,291.0,564.0,775.0,1146.75,-18.9003,-58.156,-69.5484,-79.4201,-35.1564,-38.7792,0.0021,0.0004,-0.0006,-0.0006,0.0,1728339000000,1090,2,0,dn,dn,-0.25,-1.75,nm,nm,0.3193,0.5648
1728339300000,-0.0043,0.0022,0.0,-0.0087,-0.0004,-0.013,0.0152,0.0174,-0.0167,-0.0033,12.5,-0.8817,7.404,1.872,-0.0075,-0.0044,1728339300000,179,207.5,253.6667,610.1667,1004.5,-13.7349,-29.435,-70.6638,-82.1802,-19.5187,-15.603,-0.0014,0.0006,0.0,-0.0008,-0.0,1728339300000,1095,2,0,dn,dn,-1.5,-15.75,nm,mv,1.964,5.0928
1728339600000,-0.0261,-0.0152,-0.0072,-0.013,-0.0025,-0.0217,-0.0174,0.0116,-0.021,-0.0022,10.0,-3.8444,1.8711,-5.533,0.0048,-0.0101,1728339600000,549,364.0,321.3333,599.1667,948.8333,50.8242,70.8506,-8.3727,-42.1395,-10.5574,-26.7938,-0.0027,-0.0024,-0.0013,-0.0013,-0.0002,1728339600000,1100,2,0,dn,dn,0.0,-6.25,nm,mv,0.0,2.4005
1728339900000,0.0,-0.013,-0.0101,-0.008,-0.0025,0.0261,-0.0152,-0.0043,-0.0109,-0.0051,22.8571,-3.289,1.4416,-0.4294,-0.0024,0.0012,1728339900000,400,474.5,376.0,470.0,883.5833,-15.7007,6.383,-14.8936,-54.7298,-20.9373,-2.0445,0.0,-0.0016,-0.0016,-0.001,-0.0002,1728339900000,1105,2,0,dn,dn,-14.25,-5.25,mv,mv,20.402,2.2853
1728340200000,-0.2479,-0.124,-0.0913,-0.0457,-0.0246,-0.2479,-0.1088,-0.0913,-0.042,-0.0355,26.9565,-16.5605,-24.0764,-25.518,0.0467,-0.1169,1728340200000,7617,4008.5,2855.3333,1554.5,1393.3333,90.0212,166.764,389.9968,446.6746,67.5124,28.4897,-0.0019,-0.0018,-0.0018,-0.0017,-0.001,1728340200000,1110,2,0,up,up,8.0,8.75,mv,mv,1.5286,2.1744
1728340500000,0.1395,-0.0544,-0.0362,-0.0217,-0.0159,0.3875,-0.0413,-0.029,-0.0116,-0.0294,54.7826,-1.243,-13.1783,10.8981,-0.0162,0.0523,1728340500000,6103,6860.0,4706.6667,2514.0,1765.0,-11.035,29.6671,142.7605,245.779,48.9012,63.923,0.0013,-0.0005,-0.0004,-0.0005,-0.0005,1728340500000,1115,2,0,up,dn,1.0,-1.75,nm,nm,0.1518,0.4188
1728340800000,0.0174,0.0785,-0.0304,-0.0203,-0.0141,-0.1221,0.2025,-0.0203,-0.0123,-0.0297,58.2609,0.9632,13.7595,26.9378,-0.0056,-0.0024,1728340800000,793,3448.0,4837.6667,2606.8333,1690.9167,-77.0012,-83.6078,-69.58,-53.1024,-11.6658,4.2692,0.0013,0.0013,-0.0004,-0.0004,-0.0005,1728340800000,1120,2,0,dn,dn,-0.25,-1.5,nm,nm,0.0378,0.3553
1728341100000,-0.0044,0.0065,0.0509,-0.0203,-0.0145,-0.0218,0.0609,0.1422,-0.0116,-0.0283,57.3913,0.9173,13.804,0.0445,0.0186,-0.0032,1728341100000,1447,1120.0,2781.0,2818.1667,1714.1667,29.1964,-47.9684,-48.6546,-15.5858,0.2706,6.4908,-0.0002,0.0003,0.001,-0.0004,-0.0005,1728341100000,1125,2,0,dn,dn,-2.5,0.0,mv,nm,0.3782,0.0
1728341400000,-0.0435,-0.0239,-0.0102,-0.0232,-0.0181,-0.0392,-0.1024,0.0261,-0.0102,-0.0192,48.6957,-2.9139,10.4487,-3.3553,0.0033,-0.0341,1728341400000,2203,1825.0,1481.0,3093.8333,1846.5,20.7123,48.7508,-28.7938,19.3068,25.9073,38.2089,-0.0011,-0.0008,-0.0004,-0.0004,-0.0006,1728341400000,1130,2,0,up,up,1.25,8.25,nm,mv,0.1885,1.7227
1728341700000,0.0218,-0.0109,-0.0087,-0.0196,-0.0138,0.0653,-0.0174,0.0217,-0.0116,-0.0181,53.0435,-0.1302,9.7497,-0.699,0.0138,-0.0118,1728341700000,2743,2473.0,2131.0,3484.3333,1977.1667,10.9179,28.7189,-21.2762,38.7339,-14.1939,22.3931,0.0005,-0.0003,-0.0002,-0.0003,-0.0004,1728341700000,1135,2,0,up,up,1.25,3.0,nm,nm,0.1869,0.6291
1728342000000,0.0218,0.0218,0.0,0.0254,-0.0101,-0.0,0.0457,-0.0509,0.0711,-0.0112,67.3469,2.2488,6.6849,-3.0648,-0.0052,0.007,1728342000000,1190,1966.5,2045.3333,2413.1667,1983.8333,-39.4864,-41.8188,-50.6872,-40.0151,-34.0767,-3.6013,0.0011,0.0006,0.0,0.0006,-0.0003,1728342000000,1140,2,0,up,up,5.75,4.75,mv,mv,1.7934,1.0008
1728342300000,0.1001,0.061,0.0479,0.0189,-0.0014,0.0784,0.0719,0.0581,0.0406,-0.0022,90.8163,12.0983,-5.6025,-12.2874,-0.0386,0.0413,1728342300000,3736,2463.0,2556.3333,2018.6667,2266.3333,51.6849,46.1468,85.0727,64.8478,-3.5313,-35.0712,0.0015,0.0014,0.0011,0.0005,-0.0,1728342300000,1145,2,0,dn,dn,-4.0,-1.75,mv,nm,1.6227,0.3394
1728342600000,-0.0696,0.0152,0.0174,0.0044,-0.008,-0.1697,-0.0065,0.0261,0.0246,-0.0087,74.4898,4.4366,2.1883,7.7908,0.0199,-0.0304,1728342600000,787,2261.5,1904.3333,2017.6667,2312.25,-65.2001,-58.6732,-60.9945,-65.9639,-16.1683,-2.4868,-0.0051,0.0004,0.0005,0.0001,-0.0002,1728342600000,1150,2,0,up,up,3.0,0.75,mv,nm,0.9639,0.1452
1728342900000,0.0522,-0.0087,0.0276,0.0138,-0.0033,0.1218,-0.0697,0.0276,0.0341,-0.0029,86.7347,9.5177,3.0868,0.8985,-0.0072,0.0179,1728342900000,567,677.0,1696.6667,1871.0,2344.5833,-16.2482,-66.5815,-69.6954,-75.8166,-8.6781,-4.6702,0.0053,-0.0007,0.0009,0.0004,-0.0001,1728342900000,1155,2,0,dn,dn,-0.75,-4.0,nm,mv,0.2302,0.7541
1728343200000,-0.0131,0.0196,-0.0101,0.0189,-0.0022,-0.0653,0.0043,-0.0581,0.0421,0.0004,83.6735,8.2919,6.1502,3.0635,-0.0012,-0.0157,1728343200000,281,424.0,545.0,1550.6667,2322.25,-33.7264,-48.4404,-81.8788,-87.8997,-6.5801,0.1611,-0.0027,0.0027,-0.0011,0.0007,-0.0001,1728343200000,1160,2,0,dn,dn,-1.5,-3.0,nm,nm,0.4968,0.5656
1728343500000,-0.0261,-0.0196,0.0044,0.0109,-0.0043,-0.0131,-0.0109,-0.0131,0.0305,-0.0018,77.551,6.6434,6.3256,0.1754,0.0072,0.0048,1728343500000,333,307.0,393.6667,1149.0,2316.6667,8.4691,-15.4107,-71.0183,-85.6259,-2.9963,1.3667,-0.0045,-0.0037,0.0006,0.0005,-0.0001,1728343500000,1165,2,0,dn,up,-1.75,1.0,nm,nm,0.553,0.1881
1728343800000,-0.0305,-0.0283,-0.0232,0.0022,0.0138,-0.0044,-0.0479,-0.0508,-0.0233,0.0384,65.0602,1.3455,8.0446,1.7189,0.0092,-0.0071,1728343800000,462,397.5,358.6667,1027.6667,1720.4167,16.2264,28.8104,-55.0438,-73.146,-1.7341,-18.3425,-0.0038,-0.0041,-0.0037,0.0001,0.0005,1728343800000,1170,2,0,up,up,0.25,3.0,nm,nm,0.0766,0.5614
1728344100000,0.0044,-0.0131,-0.0174,-0.0138,0.0025,0.0348,0.0065,-0.0073,-0.0326,0.0185,51.7241,2.0148,8.542,0.4974,-0.0138,0.0232,1728344100000,307,384.5,367.3333,456.1667,1237.4167,-20.156,-16.4247,-32.7,-75.1902,-5.1391,-19.7968,0.0008,-0.002,-0.0027,-0.0017,0.0001,1728344100000,1175,2,0,up,up,2.5,4.25,mv,mv,1.1747,0.7961
1728344400000,0.0435,0.0239,0.0058,0.0051,0.0047,0.0392,0.0522,0.0015,0.0007,0.0188,68.9655,6.36,3.7411,-4.8009,-0.0151,0.0103,1728344400000,501,404.0,423.3333,408.5,1213.0833,24.0099,18.3465,22.6438,-58.7003,24.3117,29.503,0.005,0.0034,0.0008,0.0007,0.0002,1728344400000,1180,2,0,up,dn,0.25,-1.0,nm,nm,0.1347,0.1867
1728344700000,0.0044,0.0239,0.0174,-0.0029,0.0054,-0.0392,0.037,0.0406,-0.0167,0.0199,70.6897,5.9353,5.0592,1.3181,0.0028,-0.0031,1728344700000,471,486.0,426.3333,392.5,1131.75,-3.0864,10.4769,20.0,-58.383,15.4474,21.5267,0.0005,0.0028,0.0023,-0.0004,0.0003,1728344700000,1185,2,0,up,up,1.5,3.5,nm,mv,1.057,0.6448
1728345000000,0.0261,0.0152,0.0247,0.0036,0.0113,0.0218,-0.0087,0.0421,-0.0153,0.0294,81.0345,7.4649,-1.413,-6.4722,-0.0072,0.0052,1728345000000,824,647.5,598.6667,483.0,1016.8333,27.2587,37.6392,70.6004,-18.9641,2.1373,22.5235,0.0018,0.0014,0.0024,0.0004,0.0006,1728345000000,1190,2,0,dn,up,-2.75,3.0,mv,mv,1.8214,0.5412
1728345300000,-0.0479,-0.0109,-0.0058,0.0,0.0054,-0.074,-0.0348,-0.0116,-0.0109,0.0192,50.0,0.8125,2.1016,3.5146,0.0171,-0.0134,1728345300000,387,605.5,560.6667,492.0,820.5,-36.0859,-30.975,-21.3415,-52.8336,-37.7208,-12.5269,-0.0071,-0.001,-0.0006,0.0,0.0004,1728345300000,1195,2,0,up,up,4.75,8.75,mv,mv,2.6519,1.5807
1728345600000,0.0827,0.0174,0.0203,0.0189,0.0105,0.1305,0.0022,0.0029,0.0167,0.0207,91.1765,14.1365,-2.9058,-5.0075,-0.0235,0.0337,1728345600000,1059,723.0,756.6667,591.5,809.5833,46.473,39.9559,79.0363,30.808,-10.5779,18.8091,0.0045,0.0014,0.0015,0.0018,0.0007,1728345600000,1200,2,0,up,up,1.0,3.25,nm,mv,0.435,0.7844
1728345900000,0.0174,0.0501,0.0174,0.021,0.0036,-0.0653,0.0609,-0.0073,0.0348,0.0051,82.9268,15.1456,0.1086,3.0144,-0.0056,0.0026,1728345900000,1051,1055.0,832.3333,715.5,585.8333,-0.3791,26.2715,46.8903,79.4026,-15.1745,13.2194,0.001,0.0027,0.0012,0.0017,0.0004,1728345900000,1205,2,0,up,up,3.0,2.25,mv,nm,1.3214,0.5908
1728346200000,0.0522,0.0348,0.0508,0.0225,0.0138,0.0348,0.0174,0.0566,0.0174,0.0218,100.0,20.6158,-1.0283,-1.1368,-0.0214,0.004,1728346200000,722,886.5,944.0,752.3333,580.4167,-18.5561,-23.5169,-4.0319,24.3934,-1.3412,3.6604,0.0042,0.0023,0.0031,0.0017,0.0014,1728346200000,1210,2,0,dn,dn,-0.75,-0.5,nm,nm,0.3226,0.1303
1728346500000,-0.013,0.0196,0.0188,0.0196,0.0083,-0.0652,-0.0305,-0.0015,0.0225,0.0116,87.7551,18.6471,1.2098,2.2381,0.0154,0.008,1728346500000,758,740.0,843.6667,800.1667,596.3333,2.4324,-10.1541,-5.2697,27.1101,15.4968,-19.8034,-0.001,0.0015,0.0013,0.0014,0.0008,1728346500000,1215,2,0,dn,up,0.0,1.5,nm,nm,0.0,0.4297
1728346800000,0.0,-0.0065,0.013,0.0152,0.0094,0.013,-0.0413,-0.0044,0.0116,0.0116,87.7551,16.4937,1.7152,0.5054,-0.0024,-0.0212,1728346800000,509,633.5,663.0,747.6667,615.3333,-19.6527,-23.2278,-31.9215,-17.2806,-18.8932,-22.187,0.0,-0.0006,0.0011,0.0012,0.0009,1728346800000,1220,2,0,up,up,0.25,0.5,nm,nm,0.1019,0.1475
1728347100000,0.0043,0.0022,-0.0029,0.0239,0.012,0.0043,-0.0174,-0.0537,0.0239,0.0163,89.7959,18.7328,1.9298,0.2146,0.0051,0.0056,1728347100000,282,395.5,516.3333,730.1667,611.0833,-28.6979,-45.3841,-61.3787,-53.8524,8.8563,-8.1677,0.0009,0.0003,-0.0003,0.0019,0.0011,1728347100000,1225,2,0,up,dn,1.25,-1.75,nm,nm,0.6551,0.5237
1728347400000,0.0217,0.013,0.0087,0.0138,0.0163,0.0174,0.0196,-0.0102,-0.0051,0.0025,94.2308,31.1149,1.39,-0.5398,-0.0146,0.0032,1728347400000,623,452.5,471.3333,657.5,624.5,37.6796,32.1782,-5.2471,-0.2402,-8.4102,1.4195,0.002,0.0017,0.0011,0.0012,0.0015,1728347400000,1230,2,0,dn,dn,-1.0,-1.0,nm,nm,0.8438,0.3021
1728347700000,-0.0174,0.0022,0.0029,0.008,0.0145,-0.0391,-0.0,-0.0101,-0.0131,0.012,85.7143,24.1022,0.9694,-0.4206,0.0174,-0.0126,1728347700000,375,499.0,426.6667,544.8333,630.1667,-24.8497,-12.1094,-31.1716,-40.4919,-11.2877,20.1327,-0.0027,0.0003,0.0004,0.0008,0.0013,1728347700000,1235,2,0,dn,dn,-2.0,-1.25,mv,nm,1.482,0.422
1728348000000,-0.0348,-0.0261,-0.0101,-0.0065,0.008,-0.0174,-0.0391,-0.0072,-0.029,0.0033,65.1163,20.2443,0.731,-0.2384,0.0182,-0.0127,1728348000000,789,582.0,595.6667,556.0,654.1667,35.567,32.4566,41.9065,20.6115,26.8543,-55.7069,-0.0025,-0.0026,-0.001,-0.0007,0.0007,1728348000000,1240,2,0,up,up,2.0,0.5,mv,nm,1.9451,0.1646
1728348300000,0.0348,0.0,-0.0058,0.0014,0.0105,0.0695,-0.0022,-0.0145,-0.0181,0.0051,82.9268,22.8037,1.1604,0.4294,-0.0135,0.0202,1728348300000,441,615.0,535.0,503.1667,651.6667,-28.2927,-17.5701,-12.3551,-32.3274,35.3544,28.7893,0.0045,0.0,-0.0006,0.0002,0.0009,1728348300000,1245,2,0,dn,dn,-1.25,-1.0,nm,nm,0.9412,0.3371
1728348600000,-0.0217,0.0065,-0.0072,-0.0022,0.0065,-0.0565,0.0326,-0.0101,-0.0174,-0.0047,70.7317,15.3092,0.2735,-0.8869,-0.0067,-0.0008,1728348600000,571,506.0,600.3333,513.5,630.5833,12.8458,-4.8862,11.1977,-9.4489,34.6748,23.7691,-0.0022,0.0007,-0.0007,-0.0002,0.0006,1728348600000,1250,2,0,dn,dn,-0.25,-2.75,nm,mv,0.1761,0.9346
1728348900000,-0.0043,-0.013,0.0029,-0.0036,0.0102,0.0174,-0.013,0.013,-0.0276,0.0047,67.5,10.6843,6.2122,5.9387,0.002,0.0106,1728348900000,523,547.0,511.6667,553.6667,641.9167,-4.3876,2.215,-5.5388,-18.5252,38.3054,30.0544,-0.0005,-0.0014,0.0003,-0.0004,0.0009,1728348900000,1255,2,0,up,dn,0.5,-3.5,nm,mv,0.3546,1.1886
1728349200000,0.0087,0.0022,-0.0058,-0.0058,0.004,0.013,-0.0043,-0.0,-0.0196,-0.0065,54.1667,9.6593,1.5261,-4.6862,-0.0087,-0.0037,1728349200000,774,648.5,622.6667,578.8333,618.1667,19.3524,24.3041,33.7172,25.209,13.7172,47.2467,0.0006,0.0002,-0.0005,-0.0006,0.0004,1728349200000,1260,2,0,dn,dn,-3.0,-8.25,mv,mv,2.3,3.021
1728349500000,-0.0522,-0.0217,-0.0159,-0.0116,-0.0018,-0.0609,-0.0087,-0.0087,-0.0196,-0.0054,11.5385,-1.8287,-3.4257,-4.9518,0.019,-0.0103,1728349500000,1419,1096.5,905.3333,752.8333,648.8333,29.4118,56.7378,88.4879,118.7002,-8.791,85.0397,-0.0021,-0.0011,-0.001,-0.0009,-0.0002,1728349500000,1265,2,0,dn,dn,-1.0,-3.5,nm,mv,0.6084,1.2916
1728349800000,-0.0174,-0.0348,-0.0203,-0.0087,-0.0076,0.0348,-0.0369,-0.0232,-0.0022,-0.0214,3.5714,-5.8138,0.1096,3.5353,-0.0015,-0.0238,1728349800000,709,1064.0,967.3333,739.5,647.75,-33.3647,-26.7057,-4.1244,9.4558,-2.7296,30.9502,-0.0014,-0.0019,-0.0012,-0.0007,-0.0007,1728349800000,1270,2,0,dn,dn,-4.25,-2.5,mv,mv,2.7457,0.8563
1728350100000,-0.0739,-0.0457,-0.0478,-0.0268,-0.0127,-0.0565,-0.0239,-0.042,-0.0282,-0.021,16.9811,-19.28,-5.7731,-5.8827,0.0337,-0.0173,1728350100000,2296,1502.5,1474.6667,1048.6667,775.9167,52.812,55.6962,118.9447,195.9081,-33.3069,-63.2471,-0.0019,-0.0017,-0.0019,-0.0015,-0.0009,1728350100000,1275,2,0,up,dn,1.75,-2.25,nm,nm,1.0826,0.6327
1728350400000,0.0305,-0.0217,-0.0203,-0.0181,-0.0101,0.1044,0.013,-0.0044,-0.0159,-0.0196,30.1887,-13.5522,5.0946,10.8677,0.0027,-0.0004,1728350400000,802,1549.0,1269.0,1087.1667,800.3333,-48.2247,-36.8006,-26.2303,0.2082,-4.061,3.9067,0.0022,-0.0008,-0.0009,-0.001,-0.0007,1728350400000,1280,2,0,dn,dn,0.0,-2.75,nm,mv,0.0,0.7794
1728350700000,0.0,0.0152,-0.0145,-0.0174,-0.0105,-0.0305,0.0609,0.0058,-0.0138,-0.0225,30.1887,-13.1565,4.8711,-0.2235,-0.0142,0.005,1728350700000,587,694.5,1228.3333,1097.8333,825.75,-15.4788,-52.2117,-46.531,-28.9131,-4.704,-16.7297,0.0,0.0013,-0.0007,-0.0009,-0.0007,1728350700000,1285,2,0,dn,dn,-4.0,-2.5,mv,mv,1.9451,0.7009
1728351000000,-0.0696,-0.0348,-0.0131,-0.0304,-0.0181,-0.0696,-0.0131,0.0348,-0.0246,-0.0344,7.4074,-23.3909,-0.4859,-5.357,0.0246,-0.0392,1728351000000,1859,1223.0,1082.6667,1278.6667,928.75,52.0033,71.7057,45.3858,100.1615,-42.2348,10.6449,-0.0022,-0.0016,-0.0007,-0.0014,-0.0011,1728351000000,1290,2,0,up,up,1.25,6.5,nm,mv,0.571,1.8668
1728351300000,0.0218,-0.0239,-0.016,-0.0181,-0.0148,0.0914,-0.0392,0.0043,-0.0065,-0.0294,17.6471,-17.0082,2.5903,3.0762,-0.0076,0.0033,1728351300000,942,1400.5,1129.3333,1199.1667,976.0,-32.7383,-16.588,-21.4454,-3.4836,-5.1473,-22.1754,0.0013,-0.001,-0.0008,-0.0009,-0.0009,1728351300000,1295,2,0,up,up,0.25,3.75,nm,mv,0.1063,1.0991
1728351600000,0.0044,0.0131,-0.0145,-0.0145,-0.0116,-0.0174,0.0479,-0.0,-0.0058,-0.0196,19.6078,-14.0027,7.7199,5.1296,-0.0044,-0.0069,1728351600000,854,898.0,1218.3333,1223.3333,981.4167,-4.8998,-29.9042,-30.1907,-12.9829,6.6597,-1.498,0.0003,0.0008,-0.0007,-0.0007,-0.0007,1728351600000,1300,2,0,up,up,5.0,2.75,mv,mv,2.0826,1.0909
1728351900000,0.0871,0.0457,0.0377,0.0123,-0.0072,0.0827,0.0696,0.0508,0.0391,-0.0178,58.8235,3.7568,-7.8386,-15.5586,-0.0184,0.0219,1728351900000,1227,1040.5,1007.6667,1045.1667,1046.9167,17.9241,21.7665,17.3975,17.2013,9.612,16.9628,0.0041,0.0025,0.0022,0.0007,-0.0004,1728351900000,1305,2,0,dn,dn,-1.5,-3.75,nm,mv,0.5624,1.2792
1728352200000,-0.0261,0.0305,0.0218,0.0029,-0.0076,-0.1132,0.0174,0.0377,0.021,-0.0141,50.0,2.9704,1.5558,9.3944,0.0166,-0.0052,1728352200000,760,993.5,947.0,1038.1667,1062.6667,-23.5028,-19.7466,-26.794,-28.4818,16.5987,-2.4351,-0.002,0.0018,0.0013,0.0002,-0.0004,1728352200000,1310,2,0,dn,dn,-0.75,-1.5,nm,nm,0.2748,0.4921
1728352500000,-0.0131,-0.0196,0.016,0.0007,-0.0083,0.013,-0.0653,0.0305,0.0181,-0.0185,43.75,1.7409,3.0008,1.4451,-0.013,0.0043,1728352500000,700,730.0,895.6667,1057.0,1077.4167,-4.1096,-21.8459,-33.7748,-35.0298,4.5615,-5.1124,-0.0011,-0.0015,0.001,0.0,-0.0004,1728352500000,1315,2,0,dn,dn,-1.5,-3.5,nm,mv,0.5451,1.1023
1728352800000,-0.0261,-0.0196,-0.0217,0.008,-0.0112,-0.0131,-0.0501,-0.0595,0.0384,-0.0152,32.6087,-1.4887,3.7848,0.784,0.0119,-0.0252,1728352800000,600,650.0,686.6667,847.1667,1062.9167,-7.6923,-12.6214,-29.1757,-43.5515,-15.1972,38.7388,-0.0025,-0.0017,-0.0018,0.0005,-0.0006,1728352800000,1320,2,0,up,up,0.75,0.75,nm,nm,0.333,0.2362
1728353100000,0.0131,-0.0065,-0.0087,0.0065,-0.0058,0.0392,0.013,-0.0305,0.0247,-0.004,43.9024,1.9406,1.7109,-2.0739,-0.0154,0.0333,1728353100000,1061,830.5,787.0,867.0,1033.0833,27.7544,34.8158,22.376,2.7023,6.247,-3.6744,0.0007,-0.0005,-0.0006,0.0004,-0.0003,1728353100000,1325,2,0,dn,dn,-2.75,-0.5,mv,nm,1.2331,0.1589
1728353400000,-0.0479,-0.0174,-0.0203,-0.0022,-0.0083,-0.0609,0.0022,-0.0363,0.0123,-0.0007,21.2121,-6.0857,0.4671,-1.2438,0.0147,-0.0222,1728353400000,1092,1076.5,917.6667,906.6667,1065.0,1.4399,18.9975,20.4412,2.5352,29.0359,-15.4079,-0.0025,-0.0009,-0.0013,-0.0001,-0.0004,1728353400000,1330,2,0,up,up,2.75,1.25,mv,nm,1.0914,0.3926
1728353700000,0.0479,0.0,0.0044,-0.0087,0.0018,0.0958,0.0065,0.0261,-0.021,0.0145,54.5455,2.7468,0.9457,0.4786,-0.0195,0.0297,1728353700000,930,1011.0,1027.6667,857.1667,951.1667,-8.0119,-9.5037,8.497,-2.2253,-21.103,-2.8604,0.003,0.0,0.0002,-0.0006,0.0001,1728353700000,1335,2,0,dn,dn,-0.5,-3.25,nm,mv,0.2791,1.0082
1728354000000,-0.0087,0.0196,-0.0029,-0.0058,-0.0015,-0.0566,0.037,0.0058,-0.0087,0.0087,48.4848,1.0888,4.5069,3.5612,0.0063,0.0062,1728354000000,889,909.5,970.3333,878.6667,958.4167,-2.254,-8.382,1.176,-7.2428,-0.5107,14.4905,-0.0006,0.0012,-0.0002,-0.0004,-0.0001,1728354000000,1340,2,0,dn,dn,-1.0,-0.75,nm,nm,0.576,0.2322
1728354300000,-0.0174,-0.0131,0.0073,-0.0065,-0.0029,-0.0087,-0.0131,0.0276,-0.0073,0.0076,36.3636,-1.9937,3.4216,-1.0854,-0.011,-0.0001,1728354300000,897,893.0,905.3333,911.5,984.25,0.4479,-0.9205,-1.5908,-8.8646,-0.4637,9.0109,-0.0011,-0.0008,0.0005,-0.0004,-0.0002,1728354300000,1345,2,0,dn,up,-1.75,3.25,nm,mv,1.0009,0.9976
1728354600000,-0.0305,-0.0239,-0.0189,-0.0073,0.0004,-0.0131,-0.0435,-0.0232,-0.0152,0.0185,15.1515,-8.2347,3.4607,0.0392,0.0139,-0.0233,1728354600000,710,803.5,832.0,929.8333,888.5,-11.6366,-14.6635,-23.6422,-20.09,-10.1852,-31.3729,-0.0025,-0.0017,-0.0013,-0.0004,0.0,1728354600000,1350,2,0,up,up,2.0,4.0,mv,mv,1.1251,1.2168
1728354900000,0.0348,0.0022,-0.0044,-0.0036,0.0015,0.0653,0.0152,-0.0015,-0.0102,0.0163,42.8571,-1.8834,-6.5358,-9.9966,-0.0111,0.0052,1728354900000,1711,1210.5,1106.0,1038.1667,952.5833,41.3466,54.7016,64.8098,79.6168,-5.8324,-28.5374,0.0012,0.0001,-0.0002,-0.0002,0.0001,1728354900000,1355,2,0,up,up,3.0,3.75,mv,mv,1.5264,1.1454
1728355200000,0.0522,0.0435,0.0189,0.0131,0.0054,0.0174,0.0675,0.0116,0.0152,0.017,77.1429,7.1003,-1.9557,4.5802,-0.012,0.0542,1728355200000,736,1223.5,1052.3333,978.8333,942.75,-39.8447,-30.0602,-24.8084,-21.9305,-35.1642,6.888,0.0041,0.002,0.001,0.0008,0.0003,1728355200000,1360,2,0,dn,up,-1.0,0.5,nm,nm,0.5283,0.1477
1728355500000,-0.0174,0.0174,0.0232,0.0022,-0.0033,-0.0696,0.0152,0.0421,0.0109,0.004,65.7143,4.0598,1.67,3.6257,0.0008,-0.0001,1728355500000,980,858.0,1142.3333,987.1667,922.1667,14.2191,-14.2107,-0.726,6.2715,-2.3023,43.5597,-0.001,0.0012,0.0012,0.0001,-0.0002,1728355500000,1365,2,0,up,up,1.75,1.5,mv,nm,1.0043,0.4899
1728355800000,0.0305,0.0065,0.0218,0.0087,0.0015,0.0479,-0.037,0.0261,0.0145,0.0091,78.9474,9.7578,-6.7434,-8.4134,-0.0091,0.0208,1728355800000,1130,1055.0,948.6667,1027.3333,953.0,7.109,19.1145,9.9935,18.5729,-0.9727,30.9347,0.0015,0.0004,0.0013,0.0005,0.0001,1728355800000,1370,2,0,dn,up,-0.25,0.75,nm,nm,0.1382,0.2431
1728356100000,-0.0043,0.0131,0.0029,0.0109,0.0022,-0.0348,-0.0044,-0.016,0.0174,0.0105,76.3158,8.4758,-0.3019,6.4414,-0.0028,-0.0119,1728356100000,566,848.0,892.0,972.1667,941.8333,-33.2547,-36.5471,-41.7795,-39.9044,-21.0381,20.532,-0.0004,0.0009,0.0002,0.0006,0.0001,1728356100000,1375,2,0,dn,up,0.0,0.5,nm,nm,0.0,0.1657
1728356400000,0.0,-0.0022,0.0087,0.016,0.0044,0.0043,-0.0087,-0.0145,0.0232,0.0156,76.3158,7.6211,4.602,4.904,0.0071,0.0113,1728356400000,555,560.5,750.3333,946.3333,938.0833,-0.9813,-26.0329,-41.3526,-40.8368,6.505,15.9124,0.0,-0.0002,0.0007,0.001,0.0003,1728356400000,1380,2,0,up,dn,1.0,-1.5,nm,nm,0.7047,0.5065
1728356700000,0.0174,0.0087,0.0043,0.0131,0.0047,0.0174,-0.0044,-0.0174,0.0167,0.0105,86.8421,10.114,0.9503,-3.6517,-0.0103,0.0001,1728356700000,661,608.0,594.0,771.3333,904.75,8.7171,11.2795,-14.3042,-26.9411,1.2004,-22.254,0.0015,0.0008,0.0004,0.001,0.0003,1728356700000,1385,2,0,dn,dn,-0.5,-1.75,nm,nm,0.3735,0.6134
