FT,FullK,diffKD,OB,OS,vol,s15,s30,s60,ToD,Inertias,percBB,spreadRSI,ADX,RSI,Wpercent,acc,CLASS
1727394000000,6.6551,-4.078,0,1,1096,-0.12,-0.2,-0.45,1180,406.3896,-27.0769,-2.3927,26.9082,41.9904,-92.4287,-0.42,_1dn
1727394300000,0,-4.0664,0,1,59033,-0.35,-0.46,-0.6,1185,1599.2044,-69.0994,1.7406,28.711,33.5404,-100,-0.35,_3upR
1727394600000,5.6338,1.5375,0,1,12419,-0.23,-0.32,-0.55,1190,283.9058,-38.7042,-5.515,30.4116,35.3905,-93.2203,-0.3798,_4up
1727394900000,15.493,8.4507,0,1,4228,-0.11,-0.25,-0.4,1195,93.1009,-7.3362,-1.3816,30.4955,39.6657,-81.2606,-0.11,_3upR
1727395200000,28.9157,12.2349,0,0,152,0.08,-0.24,-0.3325,1200,3.354,2.6371,3.9737,31.6171,40.2815,-66.0537,0.03,_4up
1727395500000,37.3494,10.0967,0,0,56,0.12,-0.08,-0.37,1205,1.2494,28.0942,-6.299,31.8242,44.5996,-56.1528,-0.03,_4up
1727395800000,33.7349,0.4016,0,0,161,0.14,-0.06,-0.28,1210,3.6372,25.6143,4.9461,32.0141,43.1412,-52.5424,0.01,_4up
1727396100000,97.5904,41.3655,0,0,175,0.51,0.65,0.22,1215,17.5023,168.8687,10.5985,30.1135,65.1222,-2.4096,0.94,_2dnR
1727396400000,80.7229,10.0402,0,0,37,0.48,0.48,0.19,1220,13.2321,124.9288,-1.4418,28.3713,58.5947,-19.2771,0.67,_1dn
1727396700000,63.8554,-16.8675,0,0,26,0.03,0.39,0.05,1225,73.6564,87.6781,-3.6045,26.0198,52.819,-36.1446,0.44,_1dn
1727397000000,92.7711,13.6546,0,0,1,0.14,0.47,0.29,1230,3.7715,130.0397,-2.2668,25.3684,60.1626,-7.2289,0.56,_1dn
1727397300000,33.7349,-29.7189,0,0,50,-0.25,0.09,-0.11,1235,190.9145,24.1164,-2.8962,24.5928,44.6752,-66.2651,0.16,_4up
1727397600000,45.7831,-11.6466,0,0,247,-0.39,-0.12,0.04,1240,791.1773,45.774,3.8678,22.9453,47.6741,-54.2169,0.43,_4up
1727397900000,74.6988,23.2932,0,0,2,0.34,-0.01,0.46,1245,9.4622,91.1722,-2.2909,21.4351,54.1772,-25.3012,0.24,_1dn
1727398200000,66.2651,4.0161,0,0,2,-0.07,0.02,0.36,1250,10.4739,69.0903,-2.3527,19.6819,52.1163,-33.7349,0.3,_2dnR
1727398500000,69.8795,-0.4016,0,0,550,-0.04,-0.19,0.44,1255,1109.0853,70.525,-1.9886,18.2354,52.953,-30.1205,0.31,_2dnR
1727398800000,46.988,-14.0562,0,0,100,-0.16,0.11,0.09,1260,180.6949,15.0704,-2.375,17.4811,47.2487,-68.75,-0.2,_3upR
1727399100000,60.241,1.2048,0,0,485,-0.07,-0.12,0.31,1265,601.2389,41.0171,-1.2081,16.155,50.6091,-51.5625,0.35,_1dn
1727399700000,57.8313,2.8112,0,0,1,0.09,-0.14,-0.02,1275,1.5068,27.8297,-2.1621,14.9394,49.9776,-63.6364,0.18,_1dn
1727400000000,51.8072,-4.8193,0,0,2,-0.04,-0.12,-0.2,1280,3.0134,17.364,1.9503,13.9885,48.3329,-69.3878,-0.87,_1dn
1727400300000,38.5542,-10.8434,0,0,15,-0.16,-0.25,-0.21,1285,22.3403,-13.0872,-0.6825,13.2121,44.7948,-91.8367,-0.74,_1dn
1727400600000,38.5542,-4.4177,0,0,13,-0.23,-0.07,-0.45,1290,36.2369,-3.669,-0.9973,12.5003,44.7948,-91.8367,-0.56,_1dn
1727400900000,0,-25.7028,0,0,114,-0.28,-0.39,-0.2,1295,310.5733,-64.7667,1.2496,13.2029,37.6405,-100,-0.84,_2dnR
1727401200000,0,-12.8514,0,1,131,-0.42,-0.55,-0.69,1300,814.2545,-66.2117,2.084,14.5334,33.9441,-100,-0.54,_1dn
1727401500000,3.1915,2.1277,0,1,8,-0.26,-0.63,-0.7,1305,48.4799,-41.04,-0.3995,15.9266,33.7034,-95.8904,-0.66,_2dnR
1727402100000,10.2273,5.7544,0,1,2,-0.01,-0.38,-0.57,1315,12.1213,-15.5971,-2.3081,16.7819,36.6441,-86.9565,-0.26,_1dn
1727402400000,0,-4.4729,0,1,255,-0.14,-0.56,-0.78,1320,836.1118,-34.3355,0.268,18.4138,31.7751,-100,-0.41,_4up
1727402700000,4,-0.7424,0,1,42,-0.17,-0.37,-0.58,1325,130.4986,-18.1072,-1.2215,19.9922,32.8004,-94.8718,-0.56,_4up
1727403000000,7.0588,3.3725,0,1,23,-0.06,-0.16,-0.64,1330,85.5886,-4.1371,-1.1865,21.2479,33.8844,-92.3077,0.13,_2dnR
1727403300000,36.4706,20.6275,0,0,106,0.31,0.15,-0.4,1335,417.3127,49.8244,6.1237,20.3098,45.8053,-60.2564,-0.07,_1dn
1727403600000,24.7059,1.9608,0,0,111,0.19,0,-0.57,1340,353.5596,35.5833,1.4106,19.4499,42.4643,-73.0769,-0.04,_2dnR
1727403900000,7.4074,-15.4539,0,0,2644,-0.1,-0.06,-0.53,1345,1426.8745,4.4489,0.4617,19.3262,37.9364,-89.8305,0.04,_3upR
1727404200000,7.4074,-5.7662,0,1,24,-0.2,0.06,-0.52,1350,13.9618,9.9706,-0.9929,19.2127,37.9364,-89.6552,0.27,_3upR
1727404500000,16.6667,6.1728,0,1,23,0.02,0.11,-0.28,1355,13.4646,43.0891,2.4987,18.4907,41.4062,-68.2927,0.35,_4up
1727404800000,19.2308,4.7958,0,1,4,0.09,-0.01,-0.07,1360,2.3566,62.1119,-1.9301,17.6517,42.4098,-51.6129,0.4,_2dnR
1727405100000,19.2308,0.8547,0,1,11,0.09,-0.11,-0.01,1365,6.7005,62.656,-1.9301,16.8827,42.4098,-51.6129,0.41,_3upR
1727405400000,34.6154,10.2564,0,0,1,0.12,0.16,0.06,1370,0.6342,121.8432,-2.5179,15.8642,48.6854,-12.9032,0.62,_1dn
1727406000000,22.0339,-3.2595,0,0,24,-0.02,0.07,0.01,1380,473.528,48.5879,-0.4311,15.315,42.7556,-58.0645,0.52,_2dnR
1727406300000,32.7586,2.956,0,0,11,-0.08,0.13,0.19,1385,255.1615,76.168,-0.5484,14.5367,45.8397,-38.7097,0.66,_1dn
1727406600000,14.6341,-8.5081,0,0,3341,-0.1,-0.09,0.04,1390,1690.2823,-4.6537,-1.2839,14.5982,40.6617,-86.2069,0.44,_4up
1727406900000,32.2581,5.7078,0,0,6,-0.06,-0.05,-0.06,1395,3.0332,16.8255,2.6565,13.5534,42.8294,-84,0.2,_4up
1727407200000,25.8065,1.5736,0,0,7,0.02,-0.19,-0.18,1400,3.5423,8.6776,9.2224,13.1976,41.9927,-91.6667,-0.22,_4up
1727407800000,100,47.3118,0,0,1,0.32,0.34,0.39,1410,0.5064,194.0313,-2.6001,14.1423,59.9278,-0,0.17,_2dnR
1727408100000,100,24.7312,0,0,27,0.29,0.43,0.53,1415,13.6691,168.148,1.4136,15.4878,62.6289,-0,0.61,_2dnR
1727408700000,77.9661,-14.6893,0,0,27,-0.04,0.4,0.4,1425,13.6092,115.2385,-3.7842,16.5241,56.6155,-24.5283,0.23,_4up
1727409000000,75.4386,-9.0296,0,0,1,-0.1,0.27,0.3,1430,24.9035,102.6893,-3.6649,17.3695,56.163,-26.4151,0.3,_4up
1727409300000,79.2453,1.6953,0,0,10,0.02,0.18,0.33,1435,235.3825,101.6344,-3.7524,18.3345,57.2805,-20.7547,0.29,_4up
1727409600000,97.0588,13.1446,1,0,9,0.27,0.22,0.45,0,206.1519,139.4386,-0.7303,20.5637,65.0549,-2.9412,0.8,_2dnR
1727409900000,100,7.8986,1,0,13,0.41,0.34,0.73,5,256.7777,145.868,-2.0119,23.1794,69.3632,-0,0.33,_2dnR
1727410500000,93.9759,-3.0357,1,0,2,0.21,0.38,0.68,15,55.4487,121.0019,-5.0348,25.5772,66.7238,-6.0241,0.18,_4up
1727410800000,65.0602,-21.2851,0,0,1300,-0.2,0.15,0.54,20,1673.2572,72.2017,-3.3931,25.5917,55.6376,-34.9398,0.01,_4up
1727412000000,91.5663,8.0321,1,0,17,0.01,0.34,0.64,40,21.6238,105.0168,-3.9806,26.6235,61.9582,-8.642,0.44,_3upR
1727412300000,100,14.4578,1,0,52,0.41,0.38,0.71,45,64.1656,130.4623,-3.005,28.2635,66.4604,-0,0.58,_3upR
1727412600000,100,2.8112,1,0,36,0.2,0.22,0.52,50,43.5877,128.8261,-3.7637,29.801,66.6868,-0,0.37,_3upR
1727412900000,92.7083,-4.8611,1,0,2,-0.01,0.14,0.4,55,2.4409,102.1123,-4.1383,30.7206,63.4182,-12.2807,-0.17,_4up
1727413200000,100,2.4306,1,0,17,0.05,0.45,0.59,60,20.5354,113.4762,-3.1767,31.9598,66.0142,-0,-0.25,_3upR
1727413500000,100,2.4306,1,0,234,0.1,0.23,0.6,65,1124.078,104.7143,-4.3126,33.0958,66.0142,-0,0.18,_3upR
1727413800000,100,0,1,0,117,0.21,0.26,0.74,70,439.3096,132.83,4.0308,34.7713,70.281,-0,0.01,_2dnR
1727414100000,92.9825,-4.6784,1,0,30,0.09,0.14,0.51,75,118.3154,108.2543,-2.5714,36.3072,66.0256,-12.9032,-0.25,_1dn
1727414400000,89.6104,-4.5872,1,0,88,0.15,0.19,0.34,80,310.0667,99.7844,-5.0096,37.715,66.0256,-12.9032,-0.52,_1dn
1727414700000,93.5065,1.4734,1,0,20,0.11,0.16,0.36,85,67.9602,100.0669,-4.9881,39.1267,66.9195,-8.0645,-0.17,_1dn
1727415000000,4.7059,-57.9017,0,0,38,-0.73,-0.64,-0.19,90,123.8629,-69.2056,3.4514,37.428,38.7459,-95.2941,-0.89,_4up
1727415300000,38.0435,-7.3751,0,0,5,-0.52,-0.34,-0.17,95,28.8131,-20.4296,9.0432,35.2133,46.5046,-61.9565,-0.54,_4up
1727416200000,27.1739,3.8662,0,0,7,0.01,-0.51,-0.41,110,63.9212,-28.6305,-2.9534,33.1831,43.9729,-72.8261,-1.04,_4up
1727416500000,50,11.5942,0,0,14,0.45,-0.38,-0.24,115,139.7676,17.6653,4.8378,30.7254,50.1857,-50,-0.91,_2dnR
1727416800000,68.4783,19.9275,0,0,2,0.38,-0.24,-0.02,120,39.9614,52.2887,-1.8588,29.3057,54.6288,-31.5217,-0.51,_1dn
1727417100000,67.3913,5.4348,0,0,2,0.39,0.38,-0.09,125,50.5826,50.8179,1.4488,28.4955,54.3179,-32.6087,-0.31,_1dn
1727417400000,47.8261,-13.4058,0,0,1,-0.19,0.43,-0.31,130,55.4684,20.6465,-2.2894,26.6701,48.8579,-52.1739,0.12,_1dn
1727418000000,0,-38.4058,0,0,17,-0.96,-0.47,-0.91,140,678.9348,-59.2866,12.336,26.5892,34.8469,-100,-1.02,_1dn
1727418300000,11.4035,-8.3397,0,1,100,-0.53,-0.32,-0.85,145,1261.4043,-24.3158,-3.7858,26.5151,38.6286,-88.0734,-0.74,_3upR
1727419500000,0,-3.8012,0,1,3,-0.7,-0.89,-1.1,165,41.1292,-30.3254,-3.3609,26.9733,35.6746,-100,-0.85,_3upR
1727419800000,0,-3.8012,0,1,67,-0.33,-1.16,-1.29,170,603.8694,-33.3445,-1.8731,27.8479,33.0775,-100,-1.17,_4up
1727420400000,26.1194,17.4129,0,0,204,0.17,-0.51,-0.31,180,891.8988,18.0116,0.7336,27.32,42.9829,-69.8276,-0.91,_1dn
1727421000000,19.403,4.2289,0,1,1,0.15,-0.6,-0.17,190,4.3752,9.4416,-3.4558,26.8361,41.2694,-77.5862,0.04,_1dn
1727421300000,31.3433,5.7214,0,0,4,0.24,0.09,-0.25,195,18.1179,35.9235,-2.8843,25.5387,45.4843,-63.7931,0.62,_1dn
1727421600000,10.0775,-10.1971,0,0,44,-0.13,-0.05,-0.52,200,233.8935,2.5018,1.3926,25.4061,39.8321,-88.7931,0.47,_1dn
1727421900000,6.9767,-9.1558,0,1,8,-0.33,-0.02,-0.96,205,41.8677,5.0541,-3.1267,25.4179,39.1009,-92.2414,0.31,_1dn
1727422200000,0,-5.6848,0,1,129,-0.37,-0.21,-1.19,210,567.3335,-5.4453,-1.1571,25.8286,36.8852,-100,0.18,_1dn
1727422500000,10.1351,4.4312,0,1,128,-0.26,-0.43,-1.03,215,698.8889,-26.2202,1.4967,27.0481,34.4039,-87.2881,-0.27,_2dnR
1727422800000,8.7838,2.4775,0,1,800,-0.26,-0.61,-1.05,220,1231.6907,-34.1378,-5.4183,28.1659,34.0469,-88.9831,-0.78,_2dnR
1727423100000,0,-6.3063,0,1,1,-0.35,-0.74,-0.73,225,1.5434,-50.8909,-5.3318,29.7426,30.4305,-100,-0.25,_4up
1727423400000,12.1795,5.1917,0,1,10,-0.02,-0.3,-0.39,230,15.9262,-1.5478,-3.9875,29.9752,37.032,-76.8293,0,_3upR
1727423700000,10.8974,3.2051,0,1,14,0.17,-0.3,-0.34,235,22.1795,2.5252,1.2993,30.7361,36.6328,-79.2683,0.4,_3upR
1727424000000,20.2532,5.8098,0,0,1888,0.11,-0.05,-0.28,240,1139.8186,30.9994,3.9255,31.0572,41.1323,-61.9048,0.98,_2dnR
1727424300000,28.9063,8.8873,0,0,3084,0.24,0.14,-0.31,245,912.9652,47.7358,1.4889,31.03,42.8354,-55.9524,0.81,_4up
1727424600000,24.2188,-0.2406,0,0,2000,0.27,0.29,-0.53,250,490.6015,40.2958,0.6694,30.548,41.2723,-63.0952,0.68,_4up
1727424900000,34.5238,5.3075,0,0,200,0.12,0.08,-0.47,255,47.6916,45.1429,-0.5358,30.0384,40.7318,-61.8421,0.05,_4up
1727425200000,92.7083,42.2247,0,0,1094,0.63,0.76,0.38,260,226.8732,186.7951,0.7877,28.2517,58.5127,-7.2917,0.88,_3upR
1727425500000,84.5361,13.9467,0,0,871,0.37,0.78,0.33,265,163.7385,145.8545,2.4465,26.364,56.3607,-15.4639,0.7,_2dnR
1727425800000,100,7.5852,1,0,1493,0.25,0.95,0.75,270,293.5623,159.3879,3.7186,25.2856,62.7635,-0,0.83,_1dn
1727426100000,88.3929,-2.5835,1,0,1025,0.1,0.73,0.76,275,263.6979,122.4346,0.8915,24.2403,58.6926,-11.6071,1.14,_1dn
1727426400000,60.7143,-22.3214,0,0,850,-0.25,0.23,0.66,280,263.9411,73.3914,5.1405,22.4321,50.2192,-39.2857,0.82,_2dnR
1727426700000,55.3571,-12.7976,0,0,100,-0.42,-0.25,0.41,285,31.5841,58.3681,-4.1667,21.0642,48.7337,-44.6429,1.15,_3upR
1727427000000,68.75,7.1429,0,0,353,-0.19,-0.12,0.64,290,129.0472,76.1191,0.0892,19.5904,52.5608,-31.25,0.22,_3upR
1727427300000,53.5714,-5.6548,0,0,105,-0.02,-0.33,0.56,295,45.8479,41.0461,-3.7663,18.076,48.1195,-46.4286,0.1,_4up
1727427900000,66.9643,3.869,0,0,200,0.12,-0.29,0.58,305,130.2574,63.0687,-1.5606,17.4582,52.0219,-37.3737,-0.3,_3upR
1727428200000,76.7857,11.0119,0,0,874,0.26,-0.1,0.6,310,604.2998,78.4922,-1.228,17.9012,54.745,-29.5455,-0.25,_2dnR
1727428500000,98.2143,17.5595,1,0,1074,0.43,0.48,0.65,315,681.7102,119.7216,0.476,18.7683,60.1312,-2.4096,0.34,_1dn
1727428800000,79.8246,-5.117,0,0,1000,-0.07,0.28,0.04,320,476.3477,70.6281,1.1192,19.7149,54.5265,-42.5926,0.02,_1dn
1727429100000,69.2982,-13.1475,0,0,4000,-0.12,0.19,-0.1,325,947.1412,36.4956,-4.2969,19.687,51.2362,-64.8148,-0.66,_3upR
1727429400000,39.4737,-23.3918,0,0,1107,-0.69,-0.22,-0.48,330,230.0714,-40.5421,1.9319,18.2831,43.182,-100,-0.78,_4up
1727429700000,53.4653,-0.6137,0,0,140,-0.11,-0.31,-0.37,335,29.299,22.2384,-3.4295,16.8767,48.857,-68.1159,-0.88,_4up
1727430000000,73.3333,17.9092,0,0,300,0.3,-0.01,-0.06,340,67.5339,93.0701,2.5631,16.6469,54.087,-34.7826,-0.58,_2dnR
1727430300000,69.4118,4.0083,0,0,349,0.21,-0.26,0.26,345,86.8728,81.6635,-0.5358,16.9254,53.5674,-37.6812,-0.59,_4up
1727430900000,79.7101,5.5584,0,0,200,0.32,0.22,0.37,355,56.3623,107.055,-4.397,17.1808,56.3146,-20.2899,-0.24,_2dnR
1727431200000,50.7246,-15.8909,0,0,400,-0.22,0.2,0.2,360,275.3513,47.2894,1.696,16.2209,50.845,-49.2754,0.13,_3upR
1727431500000,100,23.1884,0,0,300,0.15,0.48,0.48,365,305.2196,131.7868,-1.5714,16.1659,58.5338,-0,0.92,_1dn
1727432100000,65.7143,-6.432,0,0,150,-0.06,0.23,-0.07,375,151.6456,61.7048,-2.8648,14.9809,52.4022,-34.2857,0.61,_2dnR
1727432400000,60,-15.2381,0,0,187,-0.25,-0.15,-0.04,380,202.4308,50.2341,-2.882,13.7734,51.4228,-40,0.1,_2dnR
1727432700000,54.2857,-5.7143,0,0,500,-0.08,-0.17,-0.31,385,493.9719,44.9149,-2.8957,12.8771,50.3953,-45.7143,-0.47,_1dn
1727433000000,38.5714,-12.381,0,0,394,-0.15,-0.25,-0.06,390,350.035,16.6477,0.886,12.6279,47.5452,-61.4286,-0.57,_3upR
1727433300000,45.7143,-0.4762,0,0,100,-0.06,-0.35,0.17,395,105.1579,32.2489,-3.2103,12.3995,48.9761,-54.2857,-0.05,_3upR
1727433600000,25.7143,-10.9524,0,0,7197,-0.21,-0.28,-0.04,400,1447.704,-27.9447,1.2059,13.1444,45.2091,-91.2281,-0.37,_3upR
1727433900000,51.4286,10.4762,0,0,1473,0.04,-0.06,0.13,405,256.6323,32.0545,-1.1398,13.2696,50.5444,-59.6491,-0.02,_2dnR
1727434200000,50,7.619,0,0,848,0.11,-0.03,-0.22,410,138.5023,31.4177,-1.0643,13.1053,50.2479,-61.4035,-0.11,_2dnR
1727434500000,37.1429,-9.0476,0,0,686,-0.04,-0.13,-0.29,415,110.1012,3.5463,-2.0791,13.6963,47.5111,-77.193,0.1,_3upR
1727434800000,47.1429,2.381,0,0,3189,-0.07,0.01,-0.19,420,405.82,35.8095,2.7301,13.379,49.8296,-64.9123,-0.03,_3upR
1727435400000,30,-8.0952,0,0,7098,-0.04,-0.03,-0.46,430,594.6058,-4.8762,6.0778,13.3698,46.0274,-85.9649,-0.12,_4up
1727435700000,43.8596,3.5255,0,0,2107,0.16,0.08,-0.08,435,234.8385,83.3623,2.6655,13.3615,51.7207,-24.2424,-0.5,_4up
1727436000000,50.8772,9.2982,0,0,1899,0.03,0.02,0,440,205.996,114.4604,-0.8207,12.6516,52.9935,-17.1429,-0.18,_3upR
1727436300000,56.1404,5.848,0,0,349,0.2,0.2,0.07,445,39.1007,129.0098,-3.3536,12.0009,53.986,-8.5714,0.13,_3upR
1727436600000,89.4737,23.9766,0,0,509,0.16,0.42,0.25,450,57.7143,175.0164,0.393,12.0336,59.8439,-1.9231,0.43,_3upR
1727436900000,68.4211,-2.924,0,0,487,0.07,0.13,0.2,455,67.212,111.4472,-0.0991,11.4366,55.018,-25,0.47,_4up
1727437200000,78.9474,0,0,0,1135,0,0.33,0.34,460,300.647,120.226,2.1248,10.5816,56.9132,-13.4615,0.4,_4up
1727437500000,96.4912,15.2047,1,0,8360,0.11,0.2,0.38,465,1127.4802,138.0256,1.5318,10.6491,59.979,-3.7736,0.82,_4up
1727437800000,100,8.1871,1,0,7545,0.28,0.29,0.34,470,705.1055,135.1562,2.6529,10.9784,61.76,-0,0.42,_4up
1727438100000,90.411,-5.2231,1,0,3337,0.14,0.21,0.54,475,268.2639,129.9816,2.2316,12.0346,63.2468,-10.1449,0.41,_4up
1727438400000,95.5556,0.2334,1,0,61122,0.28,0.42,0.77,480,1281.4795,151.8662,5.8232,13.8982,68.5781,-4.6512,0.47,_3upR
1727438700000,95.283,1.5332,1,0,15060,0.35,0.68,0.75,485,268.2107,151.6601,4.1471,16.2968,71.9117,-4.902,0.56,_2dnR
1727439000000,91.5094,-2.6066,1,0,4682,0.28,0.45,0.85,490,80.4413,129.9584,0.6963,18.4956,69.7588,-9.2784,0.63,_3upR
1727439300000,89.2157,-2.787,1,0,4074,0.06,0.37,0.6,495,73.1267,114.3027,0.6769,20.642,68.6379,-14.2857,0.2,_4up
1727439600000,90.1961,-0.111,1,0,4513,-0.01,0.3,0.64,500,83.6415,106.8349,0.1182,22.6095,68.9104,-13.5135,0.29,_4up
1727439900000,95.283,3.7181,1,0,12574,0.11,0.36,0.6,505,211.9241,115.1367,2.4302,24.6975,71.3539,-6.4935,0.29,_4up
1727440200000,75.3247,-11.6099,0,0,87442,0.2,0.31,0.76,510,1171.2008,128.7015,15.2004,28.1304,74.9357,-30.4,-0.04,_4up
1727440500000,100,9.7974,1,0,40968,0.81,0.79,1.43,515,457.0012,175.8535,7.2961,31.6316,83.3928,-0,0.56,_1dn
1727440800000,88.2353,0.382,1,0,25258,0.57,0.65,1.07,520,248.7028,132.5236,3.0752,34.8963,75.011,-15.2672,0.25,_3upR
1727441100000,95.092,0.6496,1,0,40541,0.58,0.84,1.26,525,330.5374,143.0324,2.6517,38.1196,78.4809,-5.5944,0.59,_1dn
1727441400000,56.25,-23.6091,0,0,19615,-0.54,0.27,0.56,530,149.1376,56.7054,20.3833,36.8396,57.0492,-54.2636,-0.06,_4up
1727441700000,79.8742,2.8021,0,0,19374,-0.11,0.58,0.91,535,143.0169,102.0143,8.0184,35.6038,63.6807,-25.6,0.21,_2dnR
1727442000000,74.1509,4.0592,0,0,10723,-0.291,0.249,0.619,540,117.8808,81.8635,3.3172,34.471,61.2117,-39.1429,-0.041,_1dn
1727442300000,84.9057,5.2621,0,0,7751,0.42,-0.08,0.71,545,108.1944,99.5176,1.1663,33.9135,64.0676,-22.8571,-0.7,_1dn
1727442600000,77.7778,-1.167,0,0,10216,0.03,-0.11,0.66,550,162.426,80.585,2.5065,33.5741,61.7473,-30.4762,-0.51,_1dn
1727442900000,59.4406,-14.6008,0,0,6025,-0.26,-0.46,0.34,555,140.6406,30.6558,5.9187,31.6211,54.721,-55.2381,-0.9,_3upR
1727443200000,56.5891,-8.0133,0,0,39698,-0.3,0.1,0.41,560,727.9088,24.5074,-1.0347,29.8309,55.1493,-53.3333,-0.21,_1dn
1727443500000,58.4,0.2568,0,0,63256,-0.2,-0.17,0.38,565,790.1377,22.5506,0.4584,27.5841,56.0561,-49.5238,-0.59,_1dn
1727443800000,51.4286,-4.044,0,0,1119227,-0.02,-0.19,0.15,570,1544.4713,17.3706,10.7609,26.0726,56.2971,-60.7143,-0.439,_1dn
1727444100000,11.6952,-28.8127,0,0,466491,-0.3072,-0.6672,-0.7672,575,470.2724,-58.786,9.9614,25.3723,45.052,-95.5876,-1.4372,_2dnR
1727444400000,9.0909,-14.9807,0,0,422435,-0.49,-0.68,-0.79,580,342.8229,-44.2657,5.3904,25.3487,43.4017,-90.9091,-1.3,_3upR
1727444700000,18.1818,5.1925,0,1,264254,-0.37,-0.41,-0.78,585,191.102,-15.6687,-0.6622,25.327,46.3468,-80.198,-1.21,_4up
1727445000000,15.8996,1.5088,0,1,271590,-0.095,-0.385,-0.345,590,178.9026,-24.236,0.64,25.9328,43.7398,-80.9045,-0.705,_4up
1727445300000,24.6862,5.097,0,0,155036,0.09,-0.39,-0.55,595,98.6668,3.7289,0.2498,26.1414,46.9926,-70.3518,-0.93,_4up
1727445600000,53.9683,22.4502,0,0,430376,0.32,-0.05,-0.26,600,368.0991,67.7219,23.8318,25.3425,55.5389,-37.037,-0.379,_1dn
1727445900000,48.4127,6.057,0,0,304236,0.3593,0.26,-0.39,605,283.1625,62.3798,1.7779,24.6101,53.4812,-43.5185,0.3572,_4up
1727446200000,61.9048,7.1429,0,0,263713,0.4,0.51,-0.16,610,268.6578,109.5019,7.2466,22.6558,57.6393,-27.7778,0.51,_4up
1727446500000,44.4444,-7.1429,0,0,233348,-0.13,0.16,-0.25,615,242.1264,47.7011,-0.581,20.9662,50.1589,-51.8519,0.66,_4up
1727446800000,95.6522,28.3184,0,0,342797,0.5,0.8493,0.46,620,341.3255,158.1454,7.41,20.8995,62.1218,-4.3478,0.705,_3upR
1727447100000,76.5823,4.356,0,0,512636,0.44,0.83,0.46,625,423.1497,149.9902,2.7584,22.2067,63.9138,-23.4177,1.05,_1dn
1727447400000,44.9367,-27.4537,0,0,362483,0.18,0.06,-0.02,630,309.0425,68.4657,3.9873,21.3588,51.7691,-55.0633,0.129,_4up
1727447700000,75.3165,9.7046,0,0,382278,0.07,0.59,0.84,635,313.87,128.4759,7.2686,20.1651,59.774,-24.6835,1.2672,_2dnR
1727448000000,57.5949,-1.6878,0,0,236976,-0.305,0.14,0.64,640,196.9779,79.771,1.7725,19.0708,54.0639,-42.4051,0.81,_3upR
1727448300000,58.2278,-5.4852,0,0,208055,0.22,0.39,0.56,645,174.948,75.2335,3.5274,17.7482,54.2342,-41.7722,0.72,_3upR
1727448600000,71.2025,8.8608,0,0,150919,-0.0555,0.005,0.8743,650,140.0804,102.9561,-1.6797,16.5357,57.7388,-28.7975,0.47,_1dn
1727448900000,67.7215,2.0042,0,0,146785,0.16,-0.145,0.69,655,169.8511,86.7132,-2.3194,15.7088,56.4731,-32.2785,0.24,_1dn
1727449200000,58.8608,-7.0675,0,0,140440,0.01,0.23,0.28,660,190.9696,51.6196,-4.8597,14.5432,53.2327,-46.0993,0.29,_1dn
1727449500000,48.7342,-9.7046,0,0,271805,-0.34,-0.4105,0.17,665,404.8873,9.1609,0.57,14.2118,49.6788,-57.4468,-0.6972,_1dn
1727449800000,40.4937,-8.8692,0,0,144894,-0.3852,-0.2702,-0.1302,670,234.4021,-15.9704,-1.2282,14.5969,46.8992,-85.4727,-0.7902,_3upR
1727450100000,23.4114,-14.135,0,0,177495,-0.6201,-0.5501,-0.1601,675,295.394,-62.1501,-2.9229,15.7443,41.6317,-93.8062,-0.7101,_2dnR
1727450400000,25.943,-4.0063,0,0,114873,-0.3501,-0.7001,-0.7101,680,198.0058,-32.181,-2.316,16.7305,42.6727,-90.0077,-1.5601,_2dnR
1727450700000,40.6772,10.6667,0,0,154565,0.0227,-0.3823,-0.5723,685,264.4914,17.5145,0.8033,16.8527,48.5039,-64.8206,-1.2773,_2dnR
1727451000000,10.6383,-15.1146,0,0,209954,-0.07,-0.67,-0.38,690,335.98,-29.3563,0.7189,17.4905,42.0378,-89.1989,-0.64,_2dnR
1727451300000,10.3448,-10.2086,0,0,209396,-0.12,-0.48,-0.9005,695,355.7712,-22.9784,-2.9749,18.3582,41.2934,-87.069,-1.07,_1dn
1727451600000,30.3333,13.2278,0,0,161506,-0.1225,-0.085,-0.375,700,270.1472,26.5341,1.8619,18.5208,47.7303,-62.3967,-0.2348,_1dn
1727451900000,6.6667,-9.1149,0,1,146957,-0.1201,-0.21,-0.74,705,253.2399,-20.749,0.2424,18.5983,40.9168,-91.2281,-0.5899,_1dn
1727452200000,15.6425,-1.905,0,1,274425,-0.21,-0.33,-1.04,710,407.509,-27.1134,-0.9987,20.0754,39.0334,-80.4196,-0.3649,_1dn
1727452500000,1.9468,-6.1385,0,1,123814,-0.735,-0.8575,-1.225,715,188.7785,-51.5893,-1.3681,21.4999,34.7501,-97.7099,-0.7027,_1dn
1727452800000,4.8751,-2.613,0,1,194175,-0.42,-0.5501,-1.24,720,300.0827,-41.3128,-3.883,23.1589,33.9964,-94.2829,-0.79,_1dn
1727453100000,1.2056,-1.4703,0,1,199027,-0.5783,-0.7683,-1.2483,725,310.2281,-50.3828,4.5755,25.2508,30.5515,-98.45,-0.3483,_2dnR
