FT,FullK,diffKD,OB,OS,vol,s15,s30,s60,ToD,Inertias,percBB,spreadRSI,ADX,RSI,Wpercent,acc,CLASS
1727284800000,39.3064,-0.5055,0,0,109453,-0.04,-0.61,-0.84,800,105.8556,-2.7132,-9.0376,45.8877,34.256,-58.1744,-0.6877,_1dn
1727285100000,37.5723,-3.2755,0,0,98472,0.02,-0.23,-0.88,805,103.2055,-0.2207,-9.4473,45.7948,33.6747,-57.7922,-0.1399,_1dn
1727285400000,17.341,-14.0655,0,0,344988,-0.49,-0.39,-1.2,810,469.6775,-43.8215,-4.5549,46.4441,27.6935,-80,-0.315,_2dnR
1727285700000,35.4167,5.3067,0,0,432400,-0.1798,-0.23,-0.85,815,552.9694,-3.7855,-1.5985,47.7772,34.5753,-58.5366,0.01,_4up
1727286000000,23.1303,-2.1657,0,0,201406,-0.39,-0.4,-0.93,820,251.4951,-34.9646,-11.2007,48.9992,30.274,-73.913,-0.0138,_4up
1727286300000,20.1013,-6.1148,0,0,214640,-0.105,-0.615,-0.7843,825,261.5524,-26.9431,-11.1321,50.4574,29.4291,-77.3292,-0.2351,_4up
1727286600000,58.371,24.5034,0,0,306407,0.3999,0.2001,-0.4201,830,327.776,109.328,4.4171,48.637,49.0335,-28.8658,0.417,_1dn
1727286900000,78.7225,26.3243,0,0,376396,0.9519,0.5519,0.2919,835,343.5274,151.8736,0.3897,45.6466,54.9648,-3.4113,1.172,_1dn
1727287200000,66.8639,-1.1219,0,0,336355,0.7605,0.66,0.25,840,308.463,102.8991,1.232,42.6875,50.0824,-23.1293,1.435,_1dn
1727287500000,53.6585,-12.7565,0,0,212502,-0.17,0.22,-0.03,845,220.8476,59.7862,1.2805,40.8652,45.3453,-40.1361,0.805,_2dnR
1727287800000,32.6087,-18.435,0,0,200359,-0.815,0.115,-0.295,850,208.0789,3.6504,-1.6367,39.7895,39.5503,-64.2857,0.6412,_4up
1727288100000,45.6522,1.679,0,0,246540,-0.385,0.3655,-0.245,855,250.8964,42.3438,0.9449,39.5175,44.1558,-50,0.54,_4up
1727288400000,55.7047,11.0495,0,0,137605,-0.05,-0.22,-0.0298,860,155.6696,59.1997,-6.9433,39.0102,46.1794,-43.5374,0.3829,_4up
1727288700000,87.7551,24.7178,0,0,235821,0.7699,-0.05,0.48,865,294.5537,123.4278,0.7335,36.9376,54.8262,-12.2449,0.168,_2dnR
1727289000000,78.2313,4.3343,0,0,162832,0.4,0.03,0.68,870,233.152,93.8472,-1.8385,35.0377,52.0498,-21.7687,0.42,_3upR
1727289300000,78.2313,-3.1746,0,0,168966,0.3275,0.27,0.49,875,251.2432,87.3621,-1.7643,32.8764,52.0498,-22.5352,0.51,_3upR
1727289600000,78.9116,0.4535,0,0,87639,-0.1,0.6399,0.75,880,144.4549,82.3534,-4.5948,31.0256,52.2553,-21.831,1.0288,_2dnR
1727289900000,84.2857,3.8095,1,0,183344,0.099,0.489,0.8695,885,321.6235,91.2384,-3.6808,29.0357,53.9562,-17.1111,1.119,_3upR
1727290200000,86.4014,3.2018,1,0,198607,0.1301,0.4476,0.2201,890,327.7075,92.6193,-1.9968,27.3621,54.65,-14.8074,0.2502,_2dnR
1727290500000,75.8503,-6.3288,0,0,273690,-0.056,-0.145,-0.225,895,435.4774,66.4045,1.4202,26.5879,50.5092,-26.2963,-0.6969,_2dnR
1727290800000,87.7551,4.4195,1,0,179937,0.05,0.15,0.17,900,281.8321,99.532,0.2845,25.5804,54.7311,-6.4,-0.5,_1dn
1727291100000,72.8873,-5.9436,0,0,180339,-0.175,-0.055,0.205,905,279.4733,53.2253,-1.1649,24.6568,49.3511,-22.8,-0.265,_1dn
1727291400000,64.7887,-10.355,0,0,262652,-0.14,-0.201,0.4499,910,351.2053,9.9988,-2.322,24.3628,46.5508,-32,-0.295,_2dnR
1727291700000,56.2963,-8.3612,0,0,298416,-0.425,-0.36,0.13,915,365.9155,-30.7001,-4.9743,24.4678,44.3999,-69.0141,-0.729,_2dnR
1727292000000,57.037,-2.337,0,0,146885,-0.2,-0.37,0.0675,920,187.0087,-34.1896,-6.195,24.7145,44.7095,-82.7586,-0.1502,_1dn
1727292300000,61.8519,3.4568,0,0,94052,-0.025,-0.155,-0.305,925,138.2351,-1.7047,-8.5354,24.9406,46.8102,-71.5517,-0.0881,_1dn
1727292600000,53.6,-3.8963,0,0,316142,-0.1,-0.515,-0.35,930,415.9117,-36.8005,-3.9583,25.9767,42.3541,-80.5556,-0.52,_2dnR
1727292900000,34.4,-15.5506,0,0,434218,-0.345,-0.54,-0.59,935,477.7219,-60.5862,-1.7257,27.6053,36.7959,-86.9565,-0.805,_4up
1727293200000,39.2,-3.2,0,0,738710,-0.315,-0.37,-0.561,940,622.0044,-27.2835,-8.015,29.1272,38.9798,-79.5699,-0.995,_4up
1727293500000,35.8,-0.6667,0,0,632782,-0.0349,-0.1299,-0.4799,945,457.5682,12.0734,-1.705,28.7709,44.2382,-63.4301,-0.6239,_4up
1727293800000,50.5263,8.6842,0,0,1010502,0.34,0.005,-0.36,950,535.4064,50.1022,1.7002,27.5164,48.7304,-48.3871,-0.4301,_4up
1727294100000,70.5263,18.2421,0,0,1533125,0.48,0.165,-0.02,955,562.159,98.6815,5.6208,25.2305,54.1972,-27.957,0.31,_4up
1727294400000,98.0769,25.0337,0,0,1743965,0.66,0.645,0.135,960,490.1083,167.7837,5.6787,24.1658,62.2799,-1.9231,0.51,_2dnR
1727294700000,88.015,2.4756,1,0,312262,0.47,0.8,0.27,965,89.5812,134.1353,4.0097,23.3092,59.6549,-11.985,0.875,_2dnR
1727295000000,97.4138,2.9119,1,0,43476,0.46,0.94,0.57,970,14.1205,142.9015,-0.9146,22.9216,63.6269,-2.5862,1.13,_2dnR
1727295300000,86.3248,-4.2597,1,0,76768,0.02,0.65,0.54,975,27.8672,111.4365,-1.0656,22.6106,59.5852,-13.6752,1.0289,_2dnR
1727295600000,72.6496,-12.8131,0,0,25743,-0.07,0.38,0.375,980,11.8013,81.8646,-3.23,21.3095,54.5454,-27.3504,0.7501,_3upR
1727295900000,81.1966,1.1396,1,0,58684,-0.15,0.28,0.445,985,44.4227,90.6411,-6.3336,20.1169,57.0238,-18.8034,0.44,_3upR
1727296200000,81.1966,2.849,0,0,9079,-0.03,-0.04,0.575,990,29.5319,84.0785,-6.8778,19.2525,57.0238,-18.8034,0.43,_3upR
1727296500000,82.0513,0.5698,1,0,6028,0.1,0.04,0.82,995,46.9138,79.3578,-7.7752,18.4602,57.3008,-17.9487,0.555,_3upR
1727296800000,83.7607,1.4245,1,0,5589,0.04,-0.12,0.79,1000,52.5682,77.155,6.1206,18.1491,57.8931,-18.4466,0.21,_2dnR
1727297100000,89.7436,4.5584,1,0,28225,0.09,0.07,0.69,1005,362.2902,89.4328,-1.8542,17.6549,60.011,-12.5,0.1599,_2dnR
1727297400000,89.7436,1.9943,1,0,43302,0.06,0.19,0.58,1010,491.2785,88.9844,6.2549,18.4546,60.011,-13.7931,0.19,_2dnR
1727297700000,82.906,-4.5584,1,0,9661,0,0.03,0.3,1015,162.3556,36.4311,0.3786,19.1877,56.1685,-30.303,-0.115,_2dnR
1727298000000,79.4872,-4.5584,0,0,2869,-0.12,-0.03,-0.06,1020,51.3378,12.9561,0.7413,20.2175,54.273,-42.1053,-0.67,_3upR
1727298300000,87.1795,3.9886,1,0,1399,-0.04,0.03,0.1,1025,26.3051,73.8248,-0.8687,21.1614,57.771,-26.9493,-0.75,_3upR
1727298600000,75.7282,-5.0701,0,0,587,-0.01,-0.05,-0.18,1030,11.6751,4.6079,-0.543,22.0763,52.8688,-44.9156,-1,_3upR
1727298900000,89.5833,5.4197,1,0,2938,0.14,0.02,0.09,1035,82.7652,128.0017,1.7542,21.9602,58.6152,-9.8697,-0.6499,_2dnR
1727299200000,98.8506,10.7966,1,0,4711,0.14,0.1,0.3,1040,363.8278,167.4545,7.8207,22.5073,61.6739,-0,-0.26,_2dnR
1727299500000,65.1515,-19.377,0,0,12680,-0.12,0.01,0,1045,861.5666,6.1627,8.0435,22.9102,51.52,-41.3223,-0.31,_4up
1727300100000,73.6842,-5.5446,0,0,3132,0.08,0.09,0.06,1055,210.5703,60.5895,-0.394,23.2794,54.4922,-26.9493,0.16,_3upR
1727300700000,91.0169,14.3994,0,0,4494,-0.04,0.1,0.13,1065,269.4264,119.864,2.8505,23.9326,58.0031,-8.9831,0.08,_1dn
1727301000000,100,11.7663,1,0,1138,0.07,0.11,0.2,1070,66.944,132.311,1.3658,23.9451,59.6991,-0,0.4,_1dn
1727301300000,77.1203,-12.2587,0,0,9344,0.1035,0.1335,0.0235,1075,450.4898,72.1145,5.6717,24.2832,55.021,-27.3,-0.0365,_1dn
1727301600000,29.6011,-39.3061,0,0,12852,-0.33,-0.37,-0.27,1080,503.8335,-55.3884,4.3483,26.1265,43.9766,-100,-0.57,_3upR
1727301900000,48.0389,-3.5479,0,0,2721,-0.27,-0.2,-0.03,1085,138.1696,0.7072,-6.7615,27.8162,48.3639,-73.8095,-0.06,_2dnR
1727302200000,48.0389,6.1459,0,0,1647,-0.17,-0.07,-0.03,1090,87.4704,2.7185,-7.6311,29.3937,48.3639,-73.8095,-0.1,_2dnR
1727302500000,44.6866,-2.2349,0,0,1547,-0.03,-0.24,-0.14,1095,90.429,1.2566,-10.5526,30.8397,47.558,-78.5714,-0.3,_4up
1727302800000,22,-16.2418,0,0,100,-0.08,-0.35,-0.24,1100,6.0603,-15.9856,-11.3815,32.4791,45.0987,-92.8571,-0.29,_4up
1727303100000,36,1.7711,0,0,1819,0.01,-0.18,-0.05,1105,150.3805,17.5918,-4.9412,32.6807,48.4889,-76.1905,-0.2035,_4up
1727303400000,83.3333,36.2222,0,0,1619,0.32,0.23,-0.02,1110,293.0364,118.3939,7.2717,30.3437,58.4785,-16.6667,0.24,_3upR
1727303700000,71.4286,7.8413,0,0,1998,0.25,0.19,-0.01,1115,391.7243,91.9166,-0.8543,28.2014,56.1046,-28.5714,0.22,_3upR
1727304000000,93.1818,10.5339,1,0,5080,0.33,0.32,0.23,1120,715.1505,121.5894,1.6596,26.2897,60.0015,-6.8182,0.21,_2dnR
1727304300000,80,-1.5368,1,0,2055,0.01,0.33,0.03,1125,277.7349,102.1216,1.0428,24.6268,57.4715,-20,0.17,_2dnR
1727304600000,81.7778,-3.2088,1,0,3610,0.038,0.318,-0.012,1130,382.0197,105.7003,-0.6039,22.8444,57.7822,-18.2222,0.088,_2dnR
1727304900000,77.7778,-2.0741,0,0,3962,-0.07,0.27,0.07,1135,370.1633,96.1376,-2.3698,21.0856,56.7643,-22.2222,0.2465,_2dnR
1727305200000,66.6667,-8.7407,0,0,4600,0.02,-0.05,0.18,1140,369.5186,72.6824,-1.9321,20.0741,53.8875,-35.7143,0.32,_3upR
1727305800000,73.3111,0.7259,0,0,11742,-0.0216,-0.0001,0.2199,1150,647.1031,77.9036,-0.4132,19.5314,55.3632,-28.5952,0.0699,_3upR
1727306100000,77.7778,5.1926,0,0,1100,0.01,-0.07,0.26,1155,69.5345,79.3298,-2.7684,18.7781,56.3868,-23.8095,0.06,_3upR
1727306400000,71.1111,-2.9556,0,0,957,0.06,0.04,0.29,1160,63.0545,60.4248,-5.3827,18.0877,54.3573,-30.9524,0.2,_3upR
1727306700000,86.6667,8.1481,0,0,953,0.07,0.0385,0.34,1165,69.9613,91.5506,-2.3059,16.8649,58.1881,-15,0.372,_3upR
1727307000000,97.6596,12.5138,1,0,1799,0.139,0.119,0.379,1170,145.6159,165.7648,1.3642,16.4189,61.6494,-2.8205,0.2925,_4up
1727307300000,90.9091,-0.836,1,0,286,0.03,0.17,0.08,1175,29.0825,118.549,-3.4544,16.0101,59.395,-17.3913,-0.22,_4up
1727307600000,97.955,2.4471,1,0,2385,0.119,0.189,0.179,1180,545.9484,158.9279,1.3327,16.5862,63.3751,-3.5842,-0.0109,_4up
1727307900000,100,3.712,1,0,18419,0.47,0.56,0.46,1185,1272.3682,202.9823,9.8755,19.4478,75.6185,-0,0.23,_4up
1727308200000,88.2353,-7.1615,1,0,3854,0.3125,0.38,0.5,1190,238.4115,140.9938,0.4938,22.0708,68.8507,-15.625,0.19,_4up
1727308500000,92.7711,-0.8977,1,0,15989,0.31,0.43,0.4685,1195,641.1773,130.8943,-1.6227,24.4753,70.0215,-9.375,0.092,_4up
1727308800000,100,6.3312,1,0,1812,0.25,0.71,0.78,1200,72.6795,158.1027,1.7519,27.7459,77.0723,-0,0.411,_4up
1727309100000,100,2.4096,1,0,625,0.5,0.8125,1.02,1205,24.8848,151.8298,-0.0834,31.18,79.8321,-0,0.9,_3upR
1727309400000,92.9825,-4.6784,1,0,1157,0.42,0.79,0.98,1210,47.4284,133.4005,-0.8284,34.5596,80.1578,-7.5472,0.7611,_3upR
1727309700000,100,2.3392,1,0,661,0.32,0.58,1.13,1215,47.0784,133.6644,-0.4201,37.8084,82.4736,-0,0.63,_4up
1727310000000,87.6033,-5.9253,1,0,387,0.04,0.52,0.9,1220,32.1877,104.6212,-0.4201,40.7864,73.1591,-14.1509,0.56,_4up
1727310300000,95.8678,1.3774,1,0,149,0.1,0.52,1.01,1225,53.3549,108.186,0.5585,43.2082,75.1964,-4.717,0.558,_3upR
1727310600000,99.3103,5.0499,1,0,358,0.23,0.55,1.27,1230,184.0706,130.2095,1.1618,45.9937,79.8647,-0.7812,0.451,_1dn
1727310900000,88.3562,-6.1553,1,0,531,0.23,0.27,1.0625,1235,280.8724,103.2585,0.387,48.5661,71.9506,-13.2813,0.12,_1dn
1727311200000,84.7826,-6.0338,1,0,207,0.03,0.19,0.98,1240,154.8168,92.231,-1.2117,50.324,69.9346,-17.6471,0.0109,_1dn
1727311500000,80.4348,-4.0897,1,0,16,-0.16,-0.02,0.56,1245,16.6463,75.2403,-0.0973,51.0523,66.8686,-28.4211,-0.55,_2dnR
1727311800000,72.5191,-6.7264,0,0,197,-0.17,0.04,0.56,1250,231.5642,48.8028,-1.2858,50.4908,62.3927,-38.4,-0.42,_3upR
1727312400000,74.8092,-1.1118,0,0,3581,-0.22,-0.09,0.49,1260,1254.7288,42.3603,-7.5506,49.976,63.2863,-40.2439,-0.46,_3upR
1727312700000,72.8682,-0.5306,0,0,7,-0.13,-0.24,0.22,1265,2.6423,22.8948,-8.0609,49.3585,62.2112,-59.322,-0.991,_2dnR
1727313000000,80.4688,4.42,0,0,2490,0.05,-0.06,0.19,1270,656.6899,62.4439,-5.6676,49.1977,65.4158,-56.8182,-0.93,_2dnR
1727313300000,76.4706,-0.1319,0,0,13,0.04,-0.17,0.12,1275,3.5348,42.6906,-7.8806,49.0503,63.6493,-66.6667,-0.861,_3upR
1727313600000,62.1053,-10.9096,0,0,30,-0.02,-0.14,-0.11,1280,8.1401,7.553,-7.6402,47.506,59.0133,-85.7143,-0.66,_4up
1727313900000,73.3333,2.6969,0,0,13,0.01,0.05,0.15,1285,3.6341,56.7322,-5.6706,46.8585,63.0502,-59.5238,-0.41,_3upR
1727314200000,69.5122,1.1953,0,0,163,0.12,0.07,-0.01,1290,102.9326,54.5201,5.3752,44.4539,63.0502,-56.8182,-0.5,_4up
1727314500000,61.0169,-6.9372,0,0,100,0.03,0.11,-0.12,1295,61.0639,88.6024,-1.8672,42.4114,63.8213,-52.2727,-0.44,_4up
1727314800000,50,-10.1764,0,0,22,0.17,0.04,-0.03,1300,110.678,106.3602,-2.121,40.6241,64.2284,-42.1053,-0.22,_4up
1727315100000,72.7273,11.4792,0,0,35,0.13,0.25,-0.01,1305,165.435,163.6405,2.4521,39.7896,68.1399,-3.0303,-0.03,_4up
1727315400000,100,25.7576,0,0,711,0.23,0.26,0.22,1310,1168.7246,173.8697,2.762,39.8212,72.1295,-0,0.38,_4up
1727315700000,100,9.0909,1,0,69,0.34,0.51,0.42,1315,107.6823,169.7561,3.1529,40.5016,75.4791,-0,0.33,_3upR
1727316000000,93.1034,-4.5977,1,0,104,0.18,0.35,0.42,1320,171.5083,137.5657,1.1667,41.2259,73.865,-6.8966,0.38,_3upR
1727316300000,96.5517,0,1,0,3,0.09,0.35,0.46,1325,5.4558,126.7344,-1.8782,41.8899,74.4608,-3.4483,0.68,_3upR
1727316600000,95,0.1149,1,0,230,-0.01,0.35,0.39,1330,342.7423,115.8855,-1.1268,42.7201,74.7745,-5,0.43,_2dnR
1727317200000,95,-0.5172,1,0,20,0.02,0.21,0.5,1340,30.1926,105.561,5.4804,41.7638,74.7745,-5,0.32,_2dnR
1727317500000,92.5373,-1.6418,1,0,173,0.03,0.15,0.44,1345,495.6761,110.7636,3.9219,41.5669,76.4925,-7.4627,0.27,_2dnR
1727317800000,85.0746,-5.796,1,0,22,0.05,-0.01,0.52,1350,68.393,88.7751,-2.5142,40.8147,71.2024,-14.9254,-0.1,_2dnR
1727318100000,83.5821,-3.4826,1,0,192,-0.05,0.01,0.37,1355,514.7316,79.2185,-1.6883,39.9789,70.144,-22.9167,-0.06,_2dnR
1727318400000,92.5373,5.4726,1,0,62,0.05,0.03,0.41,1360,152.1935,95.3697,2.2996,39.6013,72.7913,-10.8696,-0.06,_3upR
1727318700000,80.597,-4.9751,1,0,51,-0.03,0.02,0.32,1365,168.2762,50.5267,4.0245,39.554,64.4756,-28.2609,-0.06,_4up
1727319000000,82.0896,-2.9851,1,0,200,-0.01,-0.06,0.19,1370,490.1712,40.434,-0.6366,39.5106,65.0205,-34.2857,-0.18,_4up
1727319300000,100,12.4378,1,0,1412,0.06,0.12,0.22,1375,1249.6021,182.8142,0.268,39.9975,71.6598,-0,-0.29,_3upR
1727319600000,100,5.9701,1,0,31,0.11,0.16,0.15,1380,27.3136,167.0951,-1.7788,40.7202,73.2428,-0,-0.21,_2dnR
1727319900000,100,0,1,0,10,0.06,0.17,0.18,1385,9.7204,140.3221,-3.2861,41.3827,73.2428,-0,-0.18,_2dnR
1727320200000,91.2281,-5.848,1,0,20,0.04,0.1,0.14,1390,19.917,123.3359,-1.0524,42.3443,73.2428,-15.625,-0.24,_4up
1727320500000,91.2281,-2.924,1,0,25,0,0.11,0.21,1395,25.2776,111.1593,-7.0782,43.2257,73.2428,-15.625,-0.16,_4up
1727320800000,89.1304,-1.3984,1,0,51,-0.04,0.06,0.12,1400,56.5182,101.6398,3.8955,42.1135,73.2428,-20.8333,-0.07,_4up
1727321400000,100,6.5472,1,0,612,0.22,0.26,0.38,1410,1402.9212,171.0513,8.8956,42.7689,81.8552,-0,0.08,_4up
1727321700000,100,3.6232,1,0,106,0.37,0.36,0.52,1415,220.9584,169.1291,8.6019,44.0616,85.1692,-0,0.35,_4up
1727322000000,100,0,1,0,105,0.44,0.39,0.6,1420,196.3311,153.3844,1.6492,45.5351,86.5128,-0,0.41,_3upR
1727322300000,95.3488,-3.1008,1,0,583,0.47,0.55,0.65,1425,676.2596,149.4797,3.9589,47.4325,88.4668,-5.1282,0.49,_3upR
1727322600000,100,1.5504,1,0,6,0.25,0.63,0.73,1430,7.0529,140.5124,1.4679,49.2613,89.4404,-0,0.65,_1dn
1727322900000,77.381,-13.529,0,0,154,0.06,0.47,0.52,1435,169.073,100.3868,10.6609,49.3892,73.888,-24.359,0.48,_3upR
1727323200000,90.4762,1.1905,1,0,32,0.01,0.49,0.61,0,55.7927,111.4232,1.3063,49.5063,76.9005,-10.8108,0.28,_3upR
1727323500000,76.1905,-5.1587,0,0,96,-0.1,0.08,0.45,5,168.997,80.6255,14.1748,47.6717,67.6168,-27.027,-0.07,_4up
1727323800000,82.1429,-0.7937,1,0,48,-0.04,0.1,0.46,10,89.711,84.382,-1.9173,45.99,69.3014,-20.2703,-0.1,_3upR
1727324100000,100,13.8889,1,0,202,0.12,0.09,0.65,15,645.0086,109.0974,-1.7925,45.4431,73.7674,-0,-0.01,_1dn
1727324400000,90.3614,-0.4733,1,0,401,0.12,0.02,0.58,20,738.4795,84.4508,0.9603,44.2855,68.0108,-10.8108,-0.24,_3upR
1727325300000,88.6076,-4.3821,1,0,911,-0.05,0.03,0.58,35,926.2548,82.026,1.6113,43.3616,68.0108,-13.4328,-0.07,_3upR
1727325600000,84,-3.6563,1,0,346,-0.1,0.01,0.46,40,296.7039,60.8374,1.3055,42.0943,65.722,-20.6897,-0.29,_4up
1727325900000,96,6.4641,1,0,27,0.06,0.18,0.26,45,23.9782,111.5038,-0.1326,40.9327,69.1228,-10,-0.18,_1dn
1727326200000,92.4051,1.6034,1,0,324,0.02,0.02,0.24,50,251.7853,110.3794,0.8763,40.4375,69.4897,-17.6471,-0.29,_1dn
1727326500000,92.5926,-1.0733,1,0,80,0.03,0.02,0.1,55,65.8041,113.6571,0.5932,40.1396,70.2608,-16.6667,-0.54,_2dnR
1727326800000,75.3086,-11.4601,0,0,69,-0.11,-0.05,-0.03,60,67.4639,18.636,12.0983,37.8103,58.8951,-55.5556,-0.67,_4up
1727327100000,68.4932,-10.305,0,0,160,-0.23,-0.13,-0.05,65,273.1598,-7.6596,-5.9164,35.2969,56.7491,-63.8889,-0.54,_4up
1727327400000,81.25,6.2327,0,0,115,-0.12,-0.03,0.07,70,254.8619,73.8321,-3.8752,34.0646,62.251,-33.3333,-0.29,_4up
1727327700000,80.5556,3.7893,0,0,205,0.16,0.02,0.2,75,369.5441,104.7399,-0.6686,33.6673,64.4908,-25.9259,-0.07,_4up
1727328000000,100,12.7315,1,0,1251,0.3,0.17,0.27,80,1143.7723,188.924,2.6175,34.5483,72.9083,-0,0.18,_4up
1727328300000,100,6.4815,1,0,5,0.36,0.23,0.31,85,4.7641,164.2223,-4.0854,35.6566,74.5534,-0,0.19,_4up
1727328600000,77.2152,-15.1899,0,0,806,0.29,0.48,0.4,90,545.4202,142.0934,3.2866,37.5002,75.1032,-27.2727,0.5,_4up
1727328900000,92.4051,2.5316,1,0,263,0.14,0.5,0.47,95,171.0737,146.4053,-1.6557,39.1901,78.1877,-9.0909,0.49,_4up
1727329200000,81.1111,-2.466,1,0,105,0.08,0.5,0.46,100,68.5585,127.7565,4.8329,41.1604,78.1877,-22.0779,0.52,_4up
1727329500000,100,8.8279,1,0,202,0.27,0.68,0.73,105,132.0857,152.4537,3.2231,43.2705,83.6212,-0,0.53,_4up
1727329800000,81.0811,-6.3163,1,0,1879,0.35,0.44,0.67,110,991.954,134.7017,6.2902,45.7758,84.1013,-18.9189,0.36,_4up
1727330100000,100,6.3063,1,0,1900,0.3,0.62,0.91,115,634.6421,144.3441,3.7229,48.1326,87.3397,-0,0.67,_4up
1727330400000,90.5512,0.0071,1,0,414,0.29,0.55,1.15,120,149.6867,128.6941,1.8744,50.5386,87.4558,-9.4488,0.72,_4up
1727330700000,100,3.1496,1,0,1458,0.54,0.87,1.32,125,421.6684,143.1545,1.4976,52.984,90.1243,-0,0.9,_3upR
1727331000000,100,3.1496,1,0,149,0.38,0.65,1.39,130,42.7898,134.2004,1.5425,55.3259,90.6848,-0,0.83,_2dnR
1727331300000,100,0,1,0,100,0.32,0.74,1.41,135,29.2283,132.1281,0.4449,57.6195,91.5107,-0,0.71,_1dn
1727331600000,90.625,-6.25,1,0,39,0.11,0.57,0.99,140,16.56,104.4719,5.1133,58.2019,80.8475,-12.8205,0.3,_1dn
1727331900000,87.5,-5.2083,1,0,137,-0.17,0.29,0.88,145,102.7728,90.989,11.6132,56.6297,77.561,-17.094,-0.03,_1dn
1727332200000,87.5,-1.0417,1,0,114,-0.11,0.12,0.8,150,98.303,84.5609,2.2576,55.1885,77.561,-19.0476,-0.2,_3upR
1727332500000,80.2632,-4.8246,1,0,404,-0.19,-0.04,0.75,155,737.3711,62.6924,4.1847,53.3602,70.7187,-28.5714,-0.72,_4up
1727332800000,78,-3.9211,0,0,12,-0.08,-0.3,0.43,160,25.6157,47.1404,2.8271,51.3756,68.7343,-36.6667,-0.71,_4up
1727333100000,87.234,5.4016,1,0,46,0.03,-0.09,0.56,165,105.285,75.206,9.2214,48.7487,72.8846,-20.6897,-0.89,_4up
1727333400000,85.4701,1.902,1,0,446,0.08,-0.06,0.55,170,662.5589,72.2571,7.9447,47.3279,73.1439,-23.6111,-0.52,_4up
1727333700000,91.7355,3.589,1,0,235,0.35,0.19,0.43,175,322.027,107.9347,5.9766,46.2832,75.9082,-18.8679,-0.54,_3upR
1727334000000,100,7.5981,1,0,93,0.2,0.32,0.43,180,129.6862,160.8703,6.421,45.677,79.4707,-0,-0.36,_2dnR
1727334600000,90.5172,-3.567,1,0,5,-0.03,0.25,0.26,190,10.2976,104.1192,-2.2702,45.1213,71.9595,-21.1538,-0.52,_4up
1727334900000,90.4762,-3.1883,1,0,758,0.06,0.46,0.08,195,825.4255,113.8643,5.3365,45.3315,73.2148,-17.8571,-0.51,_3upR
1727335500000,94.1176,2.414,1,0,269,0.09,0.18,0.18,205,256.7408,121.3942,-1.1799,45.5242,74.222,-10.7143,-0.46,_4up
1727335800000,96.5517,2.8365,1,0,302,0.08,0.09,0.23,210,313.1653,117.8042,8.5288,43.9267,74.9914,-5.3571,-0.26,_4up
1727336100000,96.875,1.0269,1,0,18,0.1,0.14,0.38,215,21.467,109.4174,5.0521,42.526,75.2599,-3.5714,-0.07,_4up
1727336400000,100,2.1911,1,0,400,0.26,0.3,0.51,220,393.5755,137.3088,3.0351,42.2223,79.3682,-0,-0.06,_3upR
1727336700000,100,1.0417,1,0,12,0.2,0.26,0.55,225,11.7628,124.2214,9.1955,40.6645,79.3682,-0,0.42,_2dnR
1727337000000,96.5116,-2.3256,1,0,259,0.12,0.39,0.83,230,354.539,142.9257,9.5098,40.0713,81.8939,-3.4884,0.59,_1dn
1727337300000,89.5349,-5.814,1,0,27,0.07,0.32,0.45,235,45.7494,115.5523,8.664,39.5275,76.7678,-13.8462,0.45,_3upR
1727337600000,81.7204,-7.5352,1,0,8942,-0.04,0.18,0.25,240,1597.3005,86.0501,34.566,38.6254,70.3616,-18.2796,0.18,_4up
1727337900000,68.8172,-11.207,0,0,3343,-0.25,-0.14,0.17,245,444.1261,36.9412,11.8398,37.7984,61.9079,-31.1828,-0.11,_4up
1727338200000,90,9.8208,1,0,1634,0.9,0.13,0.42,250,198.301,122.236,17.2828,35.7891,70.3328,-10,-0.19,_3upR
1727338500000,86.2745,4.5773,1,0,1628,0.1,0.08,0.36,255,177.4391,106.6714,14.0982,33.8281,69.0512,-13.7255,-0.2,_3upR
1727338800000,95.098,4.6405,1,0,4046,0.29,0.08,0.46,260,355.9931,127.3024,10.0632,32.0306,71.5924,-4.902,-0.31,_1dn
1727339100000,94.1176,2.2876,1,0,4383,0,0.96,0.44,265,315.639,113.4916,11.8811,30.6464,70.8869,-5.8824,-0.15,_1dn
1727339400000,93.1373,-0.9804,1,0,2232,0,0.17,0.37,270,223.1044,101.977,7.921,29.3776,70.1329,-6.8627,-0.1,_1dn
1727339700000,71.8182,-14.5395,0,0,9010,-0.19,0.11,0.01,275,677.4073,20.5585,17.3323,29.018,59.1517,-28.1818,-0.04,_1dn
1727340000000,59.0909,-15.5912,0,0,1148,-0.31,-0.31,-0.12,280,88.1061,-35.4858,-0.8705,29.4995,51.4604,-40.9091,-0.44,_4up
1727340300000,63.6364,-1.2121,0,0,3161,-0.24,-0.25,-0.1,285,226.9767,-6.4288,-4.2488,29.9408,53.8009,-36.3636,-0.48,_2dnR
1727340600000,61.8182,0.303,0,0,1320,-0.05,-0.3,-0.21,290,106.9226,-4.935,-3.4571,30.3453,52.6922,-38.1818,-0.66,_2dnR
1727340900000,77.2727,9.697,0,0,100,0.16,-0.11,0.85,295,10.1498,66.517,-1.4632,29.4138,60.2816,-22.7273,-0.38,_1dn
1727341200000,61.8182,-5.1515,0,0,1945,-0.02,-0.26,-0.1,300,200.8231,-0.316,3.5309,29.7188,51.3031,-85.7143,-0.43,_2dnR
