FT,ToD,DoW,MO,DIR,MOVE
1717365600000,1080,1,0,dn,mv
1717365900000,1085,1,0,up,mv
1717366200000,1090,1,0,up,nm
1717366500000,1095,1,0,up,nm
1717366800000,1100,1,0,dn,nm
1717367100000,1105,1,0,dn,nm
1717367400000,1110,1,0,dn,nm
1717367700000,1115,1,0,dn,nm
1717368000000,1120,1,0,up,nm
1717368300000,1125,1,0,dn,nm
1717368600000,1130,1,0,up,nm
1717368900000,1135,1,0,up,nm
1717369200000,1140,1,0,dn,nm
1717369500000,1145,1,0,up,nm
1717369800000,1150,1,0,dn,nm
1717370100000,1155,1,0,up,nm
1717370400000,1160,1,0,up,nm
1717370700000,1165,1,0,dn,nm
1717371000000,1170,1,0,up,nm
1717371300000,1175,1,0,dn,nm
1717371600000,1180,1,0,dn,nm
1717371900000,1185,1,0,up,nm
1717372200000,1190,1,0,up,nm
1717372500000,1195,1,0,up,mv
1717372800000,1200,1,0,up,nm
1717373100000,1205,1,0,up,nm
1717373400000,1210,1,0,dn,nm
1717373700000,1215,1,0,up,nm
1717374000000,1220,1,0,up,nm
1717374300000,1225,1,0,dn,nm
1717374600000,1230,1,0,dn,nm
1717374900000,1235,1,0,dn,nm
1717375200000,1240,1,0,dn,nm
1717375500000,1245,1,0,up,nm
1717375800000,1250,1,0,dn,nm
1717376100000,1255,1,0,up,nm
1717376400000,1260,1,0,dn,nm
1717376700000,1265,1,0,dn,mv
1717377000000,1270,1,0,up,nm
1717377300000,1275,1,0,dn,mv
1717377600000,1280,1,0,up,nm
1717377900000,1285,1,0,dn,nm
1717378200000,1290,1,0,up,mv
1717378500000,1295,1,0,up,nm
1717378800000,1300,1,0,dn,nm
1717379100000,1305,1,0,dn,nm
1717379400000,1310,1,0,dn,mv
1717379700000,1315,1,0,up,mv
1717380000000,1320,1,0,up,nm
1717380300000,1325,1,0,up,nm
1717380600000,1330,1,0,dn,nm
1717380900000,1335,1,0,up,nm
1717381200000,1340,1,0,dn,nm
1717381500000,1345,1,0,dn,nm
1717381800000,1350,1,0,up,nm
1717382100000,1355,1,0,up,nm
1717382400000,1360,1,0,dn,nm
1717382700000,1365,1,0,up,nm
1717383000000,1370,1,0,dn,nm
1717383300000,1375,1,0,up,mv
1717383600000,1380,1,0,up,nm
1717383900000,1385,1,0,up,mv
1717384200000,1390,1,0,dn,mv
1717384500000,1395,1,0,dn,mv
1717384800000,1400,1,0,dn,nm
1717385100000,1405,1,0,dn,nm
1717385400000,1410,1,0,up,nm
1717385700000,1415,1,0,dn,nm
1717386000000,1420,1,0,dn,nm
1717386300000,1425,1,0,dn,nm
1717386600000,1430,1,0,up,mv
1717386900000,1435,1,0,up,nm
1717387200000,0,1,0,dn,nm
1717387500000,5,1,0,dn,nm
1717387800000,10,1,0,dn,mv
1717388100000,15,1,0,up,mv
1717388400000,20,1,0,up,mv
1717388700000,25,1,0,up,nm
1717389000000,30,1,0,up,nm
1717389300000,35,1,0,dn,nm
1717389600000,40,1,0,up,nm
1717389900000,45,1,0,dn,mv
1717390200000,50,1,0,dn,mv
1717390500000,55,1,0,dn,nm
1717390800000,60,1,0,dn,mv
1717391100000,65,1,0,up,nm
1717391400000,70,1,0,up,mv
1717391700000,75,1,0,dn,mv
1717392000000,80,1,0,dn,mv
1717392300000,85,1,0,up,nm
1717392600000,90,1,0,dn,mv
1717392900000,95,1,0,dn,nm
1717393200000,100,1,0,dn,nm
1717393500000,105,1,0,up,mv
1717393800000,110,1,0,dn,nm
1717394100000,115,1,0,up,mv
1717394400000,120,1,0,dn,mv
1717394700000,125,1,0,dn,nm
1717395000000,130,1,0,dn,nm
1717395300000,135,1,0,up,mv
1717395600000,140,1,0,dn,mv
1717395900000,145,1,0,up,mv
1717396200000,150,1,0,up,mv
1717396500000,155,1,0,dn,mv
1717396800000,160,1,0,up,mv
1717397100000,165,1,0,dn,mv
1717397400000,170,1,0,up,nm
1717397700000,175,1,0,dn,mv
1717398000000,180,1,0,dn,mv
1717398300000,185,1,0,dn,mv
1717398600000,190,1,0,dn,mv
1717398900000,195,1,0,dn,mv
1717399200000,200,1,0,up,nm
1717399500000,205,1,0,dn,mv
1717399800000,210,1,0,up,mv
1717400100000,215,1,0,dn,mv
1717400400000,220,1,0,up,mv
1717400700000,225,1,0,dn,mv
1717401000000,230,1,0,up,mv
1717401300000,235,1,0,up,mv
1717401600000,240,1,0,up,mv
1717401900000,245,1,0,up,mv
1717402200000,250,1,0,dn,mv
1717402500000,255,1,0,up,mv
1717402800000,260,1,0,up,mv
1717403100000,265,1,0,up,mv
1717403400000,270,1,0,dn,nm
1717403700000,275,1,0,dn,mv
1717404000000,280,1,0,up,mv
1717404300000,285,1,0,up,mv
1717404600000,290,1,0,dn,nm
1717404900000,295,1,0,dn,nm
1717405200000,300,1,0,up,nm
1717405500000,305,1,0,dn,mv
1717405800000,310,1,0,dn,nm
1717406100000,315,1,0,dn,mv
1717406400000,320,1,0,up,nm
1717406700000,325,1,0,up,mv
1717407000000,330,1,0,dn,mv
1717407300000,335,1,0,dn,nm
1717407600000,340,1,0,dn,nm
1717407900000,345,1,0,up,mv
1717408200000,350,1,0,dn,nm
1717408500000,355,1,0,dn,nm
1717408800000,360,1,0,dn,nm
1717409100000,365,1,0,up,nm
1717409400000,370,1,0,dn,nm
1717409700000,375,1,0,dn,nm
1717410000000,380,1,0,up,nm
1717410300000,385,1,0,up,nm
1717410600000,390,1,0,dn,mv
1717410900000,395,1,0,dn,mv
1717411200000,400,1,0,dn,nm
1717411500000,405,1,0,dn,mv
1717411800000,410,1,0,up,mv
1717412100000,415,1,0,up,mv
1717412400000,420,1,0,up,mv
1717412700000,425,1,0,up,nm
1717413000000,430,1,0,up,mv
1717413300000,435,1,0,dn,mv
1717413600000,440,1,0,dn,nm
1717413900000,445,1,0,up,mv
1717414200000,450,1,0,up,mv
1717414500000,455,1,0,up,mv
1717414800000,460,1,0,up,nm
1717415100000,465,1,0,dn,nm
1717415400000,470,1,0,up,nm
1717415700000,475,1,0,dn,nm
1717416000000,480,1,0,dn,nm
1717416300000,485,1,0,up,mv
1717416600000,490,1,0,dn,nm
1717416900000,495,1,0,up,mv
1717417200000,500,1,0,dn,mv
1717417500000,505,1,0,dn,nm
1717417800000,510,1,0,up,mv
1717418100000,515,1,0,up,mv
1717418400000,520,1,0,dn,mv
1717418700000,525,1,1,dn,mv
1717419000000,530,1,1,dn,mv
1717419300000,535,1,1,up,mv
1717419600000,540,1,1,up,nm
1717419900000,545,1,1,dn,mv
1717420200000,550,1,1,dn,mv
1717420500000,555,1,1,up,nm
1717420800000,560,1,1,up,mv
1717421100000,565,1,1,dn,mv
1717421400000,570,1,1,up,nm
1717421700000,575,1,1,dn,mv
1717422000000,580,1,1,up,mv
1717422300000,585,1,1,dn,mv
1717422600000,590,1,1,dn,mv
1717422900000,595,1,1,dn,mv
1717423200000,600,1,1,dn,mv
1717423500000,605,1,1,up,mv
1717423800000,610,1,1,up,nm
1717424100000,615,1,1,dn,mv
1717424400000,620,1,1,dn,mv
1717424700000,625,1,1,dn,mv
1717425000000,630,1,1,dn,mv
1717425300000,635,1,1,dn,mv
1717425600000,640,1,1,dn,mv
1717425900000,645,1,1,dn,mv
1717426200000,650,1,1,up,nm
1717426500000,655,1,1,dn,nm
1717426800000,660,1,1,up,mv
1717427100000,665,1,1,dn,nm
1717427400000,670,1,1,up,nm
1717427700000,675,1,1,dn,mv
1717428000000,680,1,1,up,nm
1717428300000,685,1,1,dn,nm
1717428600000,690,1,1,up,nm
1717428900000,695,1,1,up,nm
1717429200000,700,1,1,dn,nm
1717429500000,705,1,1,up,nm
1717429800000,710,1,1,dn,mv
1717430100000,715,1,1,dn,mv
1717430400000,720,1,1,dn,mv
1717430700000,725,1,1,dn,mv
1717431000000,730,1,1,dn,mv
1717431300000,735,1,1,dn,mv
1717431600000,740,1,1,up,nm
1717431900000,745,1,1,dn,nm
1717432200000,750,1,1,up,mv
1717432500000,755,1,1,dn,nm
1717432800000,760,1,1,up,nm
1717433100000,765,1,1,dn,mv
1717433400000,770,1,1,dn,mv
1717433700000,775,1,1,dn,mv
1717434000000,780,1,1,dn,nm
1717434300000,785,1,1,dn,mv
1717434600000,790,1,1,up,mv
1717434900000,795,1,1,up,mv
1717435200000,800,1,1,up,mv
1717435500000,805,1,1,up,mv
1717435800000,810,1,1,up,mv
1717436100000,815,1,1,up,nm
1717436400000,820,1,1,dn,nm
1717436700000,825,1,1,dn,nm
1717437000000,830,1,1,up,nm
1717437300000,835,1,1,up,mv
1717437600000,840,1,1,dn,nm
1717437900000,845,1,1,dn,nm
1717438200000,850,1,1,up,nm
1717438500000,855,1,1,up,nm
1717438800000,860,1,1,dn,nm
1717439100000,865,1,1,up,mv
1717439400000,870,1,1,up,mv
1717439700000,875,1,1,up,nm
1717440000000,880,1,1,up,nm
1717440300000,885,1,1,dn,nm
1717440600000,890,1,1,up,mv
1717440900000,895,1,1,up,nm
1717441200000,900,1,1,dn,nm
1717441500000,905,1,1,up,mv
1717441800000,910,1,1,up,nm
1717442100000,915,1,1,up,mv
1717442400000,920,1,1,dn,mv
1717442700000,925,1,1,up,nm
1717443000000,930,1,1,dn,nm
1717443300000,935,1,1,up,mv
1717443600000,940,1,1,up,mv
1717443900000,945,1,0,up,mv
1717444200000,950,1,0,up,mv
1717444500000,955,1,0,dn,nm
1717444800000,960,1,0,up,nm
1717445100000,965,1,0,up,nm
1717445400000,970,1,0,up,nm
1717445700000,975,1,0,up,nm
1717446000000,980,1,0,dn,nm
1717446300000,985,1,0,up,nm
1717446600000,990,1,0,dn,nm
1717446900000,995,1,0,dn,nm
1717447200000,1000,1,0,dn,nm
1717447500000,1005,1,0,dn,nm
1717447800000,1010,1,0,dn,nm
1717448100000,1015,1,0,dn,nm
1717452000000,1080,2,0,up,nm
1717452300000,1085,2,0,dn,nm
1717452600000,1090,2,0,dn,nm
1717452900000,1095,2,0,up,nm
1717453200000,1100,2,0,dn,nm
1717453500000,1105,2,0,up,nm
1717453800000,1110,2,0,up,nm
1717454100000,1115,2,0,dn,nm
1717454400000,1120,2,0,up,nm
1717454700000,1125,2,0,dn,nm
1717455000000,1130,2,0,dn,nm
1717455300000,1135,2,0,up,nm
1717455600000,1140,2,0,up,nm
1717455900000,1145,2,0,dn,nm
1717456200000,1150,2,0,dn,nm
1717456500000,1155,2,0,dn,nm
1717456800000,1160,2,0,dn,nm
1717457100000,1165,2,0,dn,nm
1717457400000,1170,2,0,dn,nm
1717457700000,1175,2,0,dn,nm
1717458000000,1180,2,0,dn,nm
1717458300000,1185,2,0,dn,nm
1717458600000,1190,2,0,dn,mv
1717458900000,1195,2,0,up,mv
1717459200000,1200,2,0,up,nm
1717459500000,1205,2,0,up,nm
1717459800000,1210,2,0,dn,nm
1717460100000,1215,2,0,up,nm
1717460400000,1220,2,0,dn,nm
1717460700000,1225,2,0,up,nm
1717461000000,1230,2,0,dn,nm
1717461300000,1235,2,0,dn,nm
1717461600000,1240,2,0,dn,nm
1717461900000,1245,2,0,up,nm
1717462200000,1250,2,0,dn,mv
1717462500000,1255,2,0,dn,mv
1717462800000,1260,2,0,dn,mv
1717463100000,1265,2,0,dn,mv
1717463400000,1270,2,0,dn,nm
1717463700000,1275,2,0,dn,nm
1717464000000,1280,2,0,up,mv
1717464300000,1285,2,0,dn,mv
1717464600000,1290,2,0,up,mv
1717464900000,1295,2,0,up,mv
1717465200000,1300,2,0,dn,nm
1717465500000,1305,2,0,dn,mv
1717465800000,1310,2,0,dn,mv
1717466100000,1315,2,0,dn,mv
1717466400000,1320,2,0,up,nm
1717466700000,1325,2,0,dn,nm
1717467000000,1330,2,0,dn,mv
1717467300000,1335,2,0,dn,nm
1717467600000,1340,2,0,dn,nm
1717467900000,1345,2,0,up,mv
1717468200000,1350,2,0,dn,nm
1717468500000,1355,2,0,up,nm
1717468800000,1360,2,0,dn,nm
1717469100000,1365,2,0,dn,mv
1717469400000,1370,2,0,dn,nm
1717469700000,1375,2,0,dn,nm
1717470000000,1380,2,0,up,nm
1717470300000,1385,2,0,dn,mv
1717470600000,1390,2,0,dn,mv
1717470900000,1395,2,0,dn,nm
1717471200000,1400,2,0,dn,nm
1717471500000,1405,2,0,up,mv
1717471800000,1410,2,0,dn,mv
1717472100000,1415,2,0,up,mv
1717472400000,1420,2,0,up,nm
1717472700000,1425,2,0,dn,nm
1717473000000,1430,2,0,dn,nm
1717473300000,1435,2,0,dn,nm
1717473600000,0,2,0,up,mv
1717473900000,5,2,0,dn,nm
1717474200000,10,2,0,up,mv
1717474500000,15,2,0,up,mv
1717474800000,20,2,0,dn,nm
1717475100000,25,2,0,up,nm
1717475400000,30,2,0,dn,mv
1717475700000,35,2,0,dn,mv
1717476000000,40,2,0,dn,mv
1717476300000,45,2,0,dn,mv
1717476600000,50,2,0,dn,nm
1717476900000,55,2,0,dn,nm
1717477200000,60,2,0,up,mv
1717477500000,65,2,0,up,nm
1717477800000,70,2,0,up,nm
1717478100000,75,2,0,dn,mv
1717478400000,80,2,0,up,mv
1717478700000,85,2,0,dn,mv
1717479000000,90,2,0,dn,mv
1717479300000,95,2,0,dn,mv
1717479600000,100,2,0,up,mv
1717479900000,105,2,0,dn,mv
1717480200000,110,2,0,up,mv
1717480500000,115,2,0,dn,mv
1717480800000,120,2,0,dn,mv
1717481100000,125,2,0,up,mv
1717481400000,130,2,0,dn,mv
1717481700000,135,2,0,dn,mv
1717482000000,140,2,0,dn,mv
1717482300000,145,2,0,dn,mv
1717482600000,150,2,0,dn,mv
1717482900000,155,2,0,dn,nm
1717483200000,160,2,0,up,nm
1717483500000,165,2,0,dn,nm
1717483800000,170,2,0,dn,mv
1717484100000,175,2,0,dn,mv
1717484400000,180,2,0,dn,mv
1717484700000,185,2,0,dn,mv
1717485000000,190,2,0,up,mv
1717485300000,195,2,0,dn,mv
1717485600000,200,2,0,dn,mv
1717485900000,205,2,0,up,mv
1717486200000,210,2,0,up,mv
1717486500000,215,2,0,up,mv
1717486800000,220,2,0,up,mv
1717487100000,225,2,0,up,mv
1717487400000,230,2,0,dn,mv
1717487700000,235,2,0,dn,mv
1717488000000,240,2,0,up,nm
1717488300000,245,2,0,dn,mv
1717488600000,250,2,0,up,nm
1717488900000,255,2,0,dn,mv
1717489200000,260,2,0,dn,mv
1717489500000,265,2,0,dn,mv
1717489800000,270,2,0,up,nm
1717490100000,275,2,0,up,mv
1717490400000,280,2,0,dn,mv
1717490700000,285,2,0,dn,mv
1717491000000,290,2,0,dn,mv
1717491300000,295,2,0,dn,nm
1717491600000,300,2,0,up,mv
1717491900000,305,2,0,up,nm
1717492200000,310,2,0,dn,mv
1717492500000,315,2,0,dn,nm
1717492800000,320,2,0,up,mv
1717493100000,325,2,0,up,mv
1717493400000,330,2,0,up,nm
1717493700000,335,2,0,dn,mv
1717494000000,340,2,0,dn,nm
1717494300000,345,2,0,dn,nm
1717494600000,350,2,0,up,nm
1717494900000,355,2,0,up,nm
1717495200000,360,2,0,dn,mv
1717495500000,365,2,0,up,mv
1717495800000,370,2,0,up,nm
1717496100000,375,2,0,up,nm
1717496400000,380,2,0,dn,nm
1717496700000,385,2,0,up,nm
1717497000000,390,2,0,up,nm
1717497300000,395,2,0,dn,mv
1717497600000,400,2,0,dn,nm
1717497900000,405,2,0,dn,mv
1717498200000,410,2,0,up,mv
1717498500000,415,2,0,up,mv
1717498800000,420,2,0,dn,nm
1717499100000,425,2,0,up,nm
1717499400000,430,2,0,up,nm
1717499700000,435,2,0,up,mv
1717500000000,440,2,0,dn,mv
1717500300000,445,2,0,up,mv
1717500600000,450,2,0,up,nm
1717500900000,455,2,0,up,nm
1717501200000,460,2,0,dn,nm
1717501500000,465,2,0,up,mv
1717501800000,470,2,0,up,mv
1717502100000,475,2,0,dn,mv
1717502400000,480,2,0,dn,mv
1717502700000,485,2,0,up,mv
1717503000000,490,2,0,up,nm
1717503300000,495,2,0,dn,nm
1717503600000,500,2,0,up,mv
1717503900000,505,2,0,up,mv
1717504200000,510,2,0,up,mv
1717505700000,535,2,1,dn,mv
1717506000000,540,2,1,up,mv
1717506300000,545,2,1,up,mv
1717506600000,550,2,1,up,nm
1717506900000,555,2,1,dn,mv
1717507200000,560,2,1,up,nm
1717507500000,565,2,1,dn,nm
1717507800000,570,2,1,up,mv
1717508100000,575,2,1,up,nm
1717508400000,580,2,1,up,nm
1717508700000,585,2,1,dn,mv
1717509000000,590,2,1,up,mv
1717509300000,595,2,1,up,mv
1717509600000,600,2,1,dn,mv
1717509900000,605,2,1,dn,nm
1717510200000,610,2,1,up,mv
1717510500000,615,2,1,dn,nm
1717510800000,620,2,1,up,mv
1717511100000,625,2,1,dn,mv
1717511400000,630,2,1,up,nm
1717511700000,635,2,1,up,mv
1717512000000,640,2,1,dn,mv
1717512300000,645,2,1,dn,mv
1717512600000,650,2,1,dn,mv
1717512900000,655,2,1,up,nm
1717513200000,660,2,1,dn,mv
1717513500000,665,2,1,dn,mv
1717513800000,670,2,1,up,nm
1717514100000,675,2,1,up,mv
1717514400000,680,2,1,dn,mv
1717514700000,685,2,1,dn,mv
1717515000000,690,2,1,up,nm
1717515300000,695,2,1,dn,nm
1717515600000,700,2,1,dn,mv
1717515900000,705,2,1,up,nm
1717516200000,710,2,1,dn,mv
1717516500000,715,2,1,up,nm
1717516800000,720,2,1,dn,nm
1717517100000,725,2,1,up,mv
1717517400000,730,2,1,up,mv
1717517700000,735,2,1,up,mv
1717518000000,740,2,1,up,mv
1717518300000,745,2,1,dn,mv
1717518600000,750,2,1,up,mv
1717518900000,755,2,1,up,mv
1717519200000,760,2,1,up,nm
1717519500000,765,2,1,dn,mv
1717519800000,770,2,1,up,mv
1717520100000,775,2,1,dn,nm
1717520400000,780,2,1,dn,mv
1717520700000,785,2,1,up,mv
1717521000000,790,2,1,up,mv
1717521300000,795,2,1,dn,nm
1717521600000,800,2,1,up,nm
1717521900000,805,2,1,dn,mv
1717522200000,810,2,1,up,nm
1717522500000,815,2,1,dn,mv
1717522800000,820,2,1,up,mv
1717523100000,825,2,1,up,mv
1717523400000,830,2,1,dn,nm
1717523700000,835,2,1,up,mv
1717524000000,840,2,1,dn,mv
1717524300000,845,2,1,up,mv
1717524600000,850,2,1,up,mv
1717524900000,855,2,1,up,mv
1717525200000,860,2,1,up,nm
1717525500000,865,2,1,dn,nm
1717525800000,870,2,1,up,mv
1717526100000,875,2,1,up,nm
1717526400000,880,2,1,up,mv
1717526700000,885,2,1,dn,mv
1717527000000,890,2,1,dn,mv
1717527300000,895,2,1,dn,mv
1717527600000,900,2,1,up,mv
1717527900000,905,2,1,up,mv
1717528200000,910,2,1,up,nm
1717528500000,915,2,1,up,nm
1717528800000,920,2,1,dn,nm
1717529100000,925,2,1,dn,mv
1717529400000,930,2,1,dn,mv
1717529700000,935,2,1,up,mv
1717530000000,940,2,1,dn,nm
1717530300000,945,2,0,up,nm
1717530600000,950,2,0,up,nm
1717530900000,955,2,0,dn,nm
1717531200000,960,2,0,up,nm
1717531500000,965,2,0,up,nm
1717531800000,970,2,0,up,nm
1717532100000,975,2,0,dn,nm
1717532400000,980,2,0,dn,nm
1717532700000,985,2,0,up,nm
1717533000000,990,2,0,dn,nm
1717533300000,995,2,0,up,nm
1717533600000,1000,2,0,dn,nm
1717533900000,1005,2,0,up,nm
1717534200000,1010,2,0,dn,nm
1717534500000,1015,2,0,dn,nm
1717538400000,1080,3,0,dn,nm
1717538700000,1085,3,0,up,nm
1717539000000,1090,3,0,up,nm
1717539300000,1095,3,0,up,nm
1717539600000,1100,3,0,dn,nm
1717539900000,1105,3,0,up,nm
1717540200000,1110,3,0,up,nm
1717540500000,1115,3,0,dn,nm
1717540800000,1120,3,0,up,nm
1717541100000,1125,3,0,up,nm
1717541400000,1130,3,0,up,mv
1717541700000,1135,3,0,up,nm
1717542000000,1140,3,0,up,nm
1717542300000,1145,3,0,dn,nm
1717542600000,1150,3,0,dn,nm
1717542900000,1155,3,0,dn,nm
1717543200000,1160,3,0,up,nm
1717543500000,1165,3,0,up,nm
1717543800000,1170,3,0,dn,nm
1717544100000,1175,3,0,dn,nm
1717544400000,1180,3,0,up,nm
1717544700000,1185,3,0,up,nm
1717545000000,1190,3,0,up,nm
1717545300000,1195,3,0,dn,nm
1717545600000,1200,3,0,dn,nm
1717545900000,1205,3,0,up,nm
1717546200000,1210,3,0,dn,nm
1717546500000,1215,3,0,up,nm
1717546800000,1220,3,0,up,nm
1717547100000,1225,3,0,dn,nm
1717547400000,1230,3,0,dn,nm
1717547700000,1235,3,0,dn,mv
1717548000000,1240,3,0,up,mv
1717548300000,1245,3,0,dn,mv
1717548600000,1250,3,0,dn,nm
1717548900000,1255,3,0,up,nm
1717549200000,1260,3,0,dn,nm
1717549500000,1265,3,0,up,mv
1717549800000,1270,3,0,dn,mv
1717550100000,1275,3,0,dn,mv
1717550400000,1280,3,0,up,mv
1717550700000,1285,3,0,dn,mv
1717551000000,1290,3,0,up,mv
1717551300000,1295,3,0,up,mv
1717551600000,1300,3,0,dn,nm
1717551900000,1305,3,0,dn,nm
1717552200000,1310,3,0,up,mv
1717552500000,1315,3,0,dn,mv
1717552800000,1320,3,0,up,mv
1717553100000,1325,3,0,up,mv
1717553400000,1330,3,0,dn,nm
1717553700000,1335,3,0,up,nm
1717554000000,1340,3,0,dn,nm
1717554300000,1345,3,0,dn,nm
1717554600000,1350,3,0,dn,nm
1717554900000,1355,3,0,up,nm
1717555200000,1360,3,0,dn,nm
1717555500000,1365,3,0,dn,mv
1717555800000,1370,3,0,dn,nm
1717556100000,1375,3,0,dn,nm
1717556400000,1380,3,0,dn,nm
1717556700000,1385,3,0,dn,mv
1717557000000,1390,3,0,up,mv
1717557300000,1395,3,0,up,mv
1717557600000,1400,3,0,dn,mv
1717557900000,1405,3,0,up,mv
1717558200000,1410,3,0,dn,mv
1717558500000,1415,3,0,up,mv
1717558800000,1420,3,0,dn,mv
1717559100000,1425,3,0,dn,nm
1717559400000,1430,3,0,up,nm
1717559700000,1435,3,0,dn,nm
1717560000000,0,3,0,dn,nm
1717560300000,5,3,0,dn,nm
1717560600000,10,3,0,dn,nm
1717560900000,15,3,0,dn,mv
1717561200000,20,3,0,up,nm
1717561500000,25,3,0,up,nm
1717561800000,30,3,0,dn,nm
1717562100000,35,3,0,up,mv
1717562400000,40,3,0,up,nm
1717562700000,45,3,0,dn,nm
1717563000000,50,3,0,dn,nm
1717563300000,55,3,0,up,mv
1717563600000,60,3,0,up,nm
1717563900000,65,3,0,up,nm
1717564200000,70,3,0,dn,nm
1717564500000,75,3,0,up,nm
1717564800000,80,3,0,dn,mv
1717565100000,85,3,0,dn,nm
1717565400000,90,3,0,dn,mv
1717565700000,95,3,0,up,mv
1717566000000,100,3,0,dn,nm
1717566300000,105,3,0,dn,nm
1717566600000,110,3,0,up,nm
1717566900000,115,3,0,dn,mv
1717567200000,120,3,0,dn,mv
1717567500000,125,3,0,dn,nm
1717567800000,130,3,0,up,mv
1717568100000,135,3,0,dn,mv
1717568400000,140,3,0,dn,mv
1717568700000,145,3,0,up,nm
1717569000000,150,3,0,dn,mv
1717569300000,155,3,0,dn,mv
1717569600000,160,3,0,dn,mv
1717569900000,165,3,0,dn,mv
1717570200000,170,3,0,dn,mv
1717570500000,175,3,0,up,mv
1717570800000,180,3,0,dn,mv
1717571100000,185,3,0,dn,nm
1717571400000,190,3,0,dn,mv
1717571700000,195,3,0,up,mv
1717572000000,200,3,0,up,nm
1717572300000,205,3,0,dn,mv
1717572600000,210,3,0,dn,nm
1717572900000,215,3,0,dn,mv
1717573200000,220,3,0,up,mv
1717573500000,225,3,0,up,mv
1717573800000,230,3,0,dn,nm
1717574100000,235,3,0,up,mv
1717574400000,240,3,0,up,mv
1717574700000,245,3,0,up,mv
1717575000000,250,3,0,dn,mv
1717575300000,255,3,0,dn,mv
1717575600000,260,3,0,up,mv
1717575900000,265,3,0,up,mv
1717576200000,270,3,0,up,mv
1717576500000,275,3,0,up,nm
1717576800000,280,3,0,dn,mv
1717577100000,285,3,0,up,nm
1717577400000,290,3,0,dn,mv
1717577700000,295,3,0,up,mv
1717578000000,300,3,0,up,mv
1717578300000,305,3,0,dn,nm
1717578600000,310,3,0,up,nm
1717578900000,315,3,0,dn,nm
1717579200000,320,3,0,dn,nm
1717579500000,325,3,0,up,nm
1717579800000,330,3,0,up,mv
1717580100000,335,3,0,up,mv
1717580400000,340,3,0,up,mv
1717580700000,345,3,0,dn,nm
1717581000000,350,3,0,up,nm
1717581300000,355,3,0,dn,nm
1717581600000,360,3,0,up,mv
1717581900000,365,3,0,up,nm
1717582200000,370,3,0,up,nm
1717582500000,375,3,0,dn,nm
1717582800000,380,3,0,dn,nm
1717583100000,385,3,0,up,mv
1717583400000,390,3,0,dn,mv
1717583700000,395,3,0,dn,nm
1717584000000,400,3,0,up,mv
1717584300000,405,3,0,up,mv
1717584600000,410,3,0,dn,mv
1717584900000,415,3,0,dn,nm
1717585200000,420,3,0,up,mv
1717585500000,425,3,0,up,mv
1717585800000,430,3,0,dn,mv
1717586100000,435,3,0,up,mv
1717586400000,440,3,0,up,mv
1717586700000,445,3,0,up,mv
1717587000000,450,3,0,up,mv
1717587300000,455,3,0,dn,mv
1717587600000,460,3,0,up,nm
1717587900000,465,3,0,up,nm
1717588200000,470,3,0,dn,nm
1717588500000,475,3,0,up,nm
1717588800000,480,3,0,dn,mv
1717589100000,485,3,0,dn,mv
1717589400000,490,3,0,dn,mv
1717589700000,495,3,0,dn,nm
1717590000000,500,3,0,up,mv
1717590300000,505,3,0,dn,mv
1717590600000,510,3,0,up,mv
1717590900000,515,3,0,up,mv
1717591200000,520,3,0,dn,mv
1717591500000,525,3,1,up,mv
1717591800000,530,3,1,up,mv
1717592100000,535,3,1,up,mv
1717592400000,540,3,1,up,nm
1717592700000,545,3,1,dn,nm
1717593000000,550,3,1,dn,nm
1717593300000,555,3,1,up,mv
1717593600000,560,3,1,up,mv
1717593900000,565,3,1,dn,mv
1717594200000,570,3,1,dn,mv
1717594500000,575,3,1,up,nm
1717594800000,580,3,1,dn,nm
1717595100000,585,3,1,dn,nm
1717595400000,590,3,1,up,mv
1717595700000,595,3,1,dn,mv
1717596000000,600,3,1,dn,mv
1717596300000,605,3,1,up,mv
1717596600000,610,3,1,up,mv
1717596900000,615,3,1,up,mv
1717597200000,620,3,1,up,mv
1717597500000,625,3,1,up,mv
1717597800000,630,3,1,up,nm
1717598100000,635,3,1,dn,nm
1717598400000,640,3,1,up,mv
1717598700000,645,3,1,up,mv
1717599000000,650,3,1,dn,nm
1717599300000,655,3,1,up,mv
1717599600000,660,3,1,dn,mv
1717599900000,665,3,1,up,mv
1717600200000,670,3,1,up,nm
1717600500000,675,3,1,dn,nm
1717600800000,680,3,1,dn,nm
1717601100000,685,3,1,up,mv
1717601400000,690,3,1,up,nm
1717601700000,695,3,1,up,nm
1717602000000,700,3,1,dn,mv
1717602300000,705,3,1,dn,nm
1717602600000,710,3,1,dn,nm
1717602900000,715,3,1,up,nm
1717603200000,720,3,1,dn,nm
1717603500000,725,3,1,dn,nm
1717603800000,730,3,1,dn,nm
1717604100000,735,3,1,up,mv
1717604400000,740,3,1,up,mv
1717604700000,745,3,1,up,mv
1717605000000,750,3,1,up,mv
1717605300000,755,3,1,up,nm
1717605600000,760,3,1,up,nm
1717605900000,765,3,1,up,nm
1717606200000,770,3,1,dn,nm
1717606500000,775,3,1,up,nm
1717606800000,780,3,1,up,mv
1717607100000,785,3,1,up,mv
1717607400000,790,3,1,dn,nm
1717607700000,795,3,1,dn,mv
1717608000000,800,3,1,up,mv
1717608300000,805,3,1,up,nm
1717608600000,810,3,1,up,nm
1717608900000,815,3,1,dn,nm
1717609200000,820,3,1,up,mv
