FT,ToD,DoW,MO,DIR,MOVE
1722558600000,1230,5,0,dn,mv
1722558900000,1235,5,0,dn,nm
1722559200000,1240,5,0,dn,nm
1722559500000,1245,5,0,up,nm
1722559800000,1250,5,0,up,nm
1722560100000,1255,5,0,dn,nm
1722560400000,1260,5,0,up,nm
1722560700000,1265,5,0,up,nm
1722561000000,1270,5,0,dn,nm
1722561300000,1275,5,0,up,nm
1722561600000,1280,5,0,dn,nm
1722561900000,1285,5,0,up,mv
1722562200000,1290,5,0,up,mv
1722562500000,1295,5,0,up,nm
1722562800000,1300,5,0,dn,mv
1722563100000,1305,5,0,dn,mv
1722563400000,1310,5,0,dn,mv
1722563700000,1315,5,0,dn,nm
1722564000000,1320,5,0,up,mv
1722564300000,1325,5,0,dn,mv
1722564600000,1330,5,0,dn,mv
1722564900000,1335,5,0,dn,mv
1722565200000,1340,5,0,up,mv
1722565500000,1345,5,0,dn,nm
1722565800000,1350,5,0,dn,nm
1722566100000,1355,5,0,up,nm
1722566400000,1360,5,0,dn,nm
1722566700000,1365,5,0,up,mv
1722567000000,1370,5,0,up,mv
1722567300000,1375,5,0,up,nm
1722567600000,1380,5,0,dn,nm
1722567900000,1385,5,0,dn,nm
1722568200000,1390,5,0,up,nm
1722568500000,1395,5,0,dn,nm
1722568800000,1400,5,0,dn,nm
1722569100000,1405,5,0,up,nm
1722569400000,1410,5,0,dn,nm
1722569700000,1415,5,0,dn,nm
1722570000000,1420,5,0,up,mv
1722570300000,1425,5,0,up,nm
1722570600000,1430,5,0,up,nm
1722570900000,1435,5,0,up,nm
1722571200000,0,5,0,dn,nm
1722571500000,5,5,0,up,nm
1722571800000,10,5,0,dn,nm
1722572100000,15,5,0,up,nm
1722572400000,20,5,0,dn,nm
1722572700000,25,5,0,dn,nm
1722573000000,30,5,0,dn,nm
1722573300000,35,5,0,dn,nm
1722573600000,40,5,0,dn,nm
1722573900000,45,5,0,up,nm
1722574200000,50,5,0,up,nm
1722574500000,55,5,0,dn,nm
1722574800000,60,5,0,up,mv
1722575100000,65,5,0,dn,nm
1722575400000,70,5,0,up,nm
1722575700000,75,5,0,dn,nm
1722576000000,80,5,0,up,mv
1722576300000,85,5,0,dn,mv
1722576600000,90,5,0,dn,nm
1722576900000,95,5,0,dn,nm
1722577200000,100,5,0,up,nm
1722577500000,105,5,0,dn,nm
1722577800000,110,5,0,up,nm
1722578100000,115,5,0,dn,nm
1722578400000,120,5,0,dn,nm
1722578700000,125,5,0,dn,nm
1722579000000,130,5,0,dn,mv
1722579300000,135,5,0,dn,mv
1722579600000,140,5,0,dn,nm
1722579900000,145,5,0,up,mv
1722580200000,150,5,0,up,nm
1722580500000,155,5,0,dn,nm
1722580800000,160,5,0,dn,mv
1722581100000,165,5,0,up,mv
1722581400000,170,5,0,dn,mv
1722581700000,175,5,0,dn,mv
1722582000000,180,5,0,dn,mv
1722582300000,185,5,0,dn,mv
1722582600000,190,5,0,dn,mv
1722582900000,195,5,0,up,mv
1722583200000,200,5,0,up,mv
1722583500000,205,5,0,dn,mv
1722583800000,210,5,0,up,nm
1722584100000,215,5,0,up,nm
1722584400000,220,5,0,dn,nm
1722584700000,225,5,0,dn,nm
1722585000000,230,5,0,up,mv
1722585300000,235,5,0,dn,mv
1722585600000,240,5,0,up,mv
1722585900000,245,5,0,dn,mv
1722586200000,250,5,0,dn,mv
1722586500000,255,5,0,dn,mv
1722586800000,260,5,0,up,mv
1722587100000,265,5,0,up,nm
1722587400000,270,5,0,dn,mv
1722587700000,275,5,0,up,nm
1722588000000,280,5,0,dn,mv
1722588300000,285,5,0,up,nm
1722588600000,290,5,0,up,mv
1722588900000,295,5,0,dn,mv
1722589200000,300,5,0,dn,mv
1722589500000,305,5,0,dn,mv
1722589800000,310,5,0,dn,mv
1722590100000,315,5,0,dn,mv
1722590400000,320,5,0,dn,nm
1722590700000,325,5,0,up,nm
1722591000000,330,5,0,up,nm
1722591300000,335,5,0,dn,mv
1722591600000,340,5,0,dn,nm
1722591900000,345,5,0,up,mv
1722592200000,350,5,0,dn,mv
1722592500000,355,5,0,dn,mv
1722592800000,360,5,0,dn,nm
1722593100000,365,5,0,up,mv
1722593400000,370,5,0,up,mv
1722593700000,375,5,0,up,nm
1722594000000,380,5,0,dn,mv
1722594300000,385,5,0,dn,mv
1722594600000,390,5,0,up,mv
1722594900000,395,5,0,up,mv
1722595200000,400,5,0,dn,nm
1722595500000,405,5,0,up,nm
1722595800000,410,5,0,dn,mv
1722596100000,415,5,0,up,mv
1722596400000,420,5,0,dn,mv
1722596700000,425,5,0,dn,nm
1722597000000,430,5,0,up,nm
1722597300000,435,5,0,dn,nm
1722597600000,440,5,0,dn,nm
1722597900000,445,5,0,up,nm
1722598200000,450,5,0,dn,mv
1722598500000,455,5,0,up,nm
1722598800000,460,5,0,dn,nm
1722599100000,465,5,0,up,mv
1722599400000,470,5,0,dn,mv
1722599700000,475,5,0,up,mv
1722600000000,480,5,0,up,nm
1722600300000,485,5,0,dn,nm
1722600600000,490,5,0,up,nm
1722600900000,495,5,0,dn,mv
1722601200000,500,5,0,dn,mv
1722601500000,505,5,0,dn,mv
1722601800000,510,5,0,up,mv
1722602100000,515,5,0,up,mv
1722602400000,520,5,0,up,nm
1722602700000,525,5,1,up,mv
1722603000000,530,5,1,dn,nm
1722603300000,535,5,1,dn,mv
1722603600000,540,5,1,up,mv
1722603900000,545,5,1,up,mv
1722604200000,550,5,1,up,nm
1722604500000,555,5,1,dn,mv
1722604800000,560,5,1,dn,nm
1722605100000,565,5,1,dn,nm
1722605400000,570,5,1,up,mv
1722605700000,575,5,1,dn,mv
1722606000000,580,5,1,dn,mv
1722606300000,585,5,1,dn,mv
1722606600000,590,5,1,dn,mv
1722606900000,595,5,1,dn,mv
1722607200000,600,5,1,dn,mv
1722607500000,605,5,1,dn,mv
1722607800000,610,5,1,up,nm
1722608100000,615,5,1,dn,nm
1722608400000,620,5,1,up,nm
1722608700000,625,5,1,dn,nm
1722609000000,630,5,1,dn,nm
1722609300000,635,5,1,up,nm
1722609600000,640,5,1,up,nm
1722609900000,645,5,1,dn,mv
1722610200000,650,5,1,dn,mv
1722610500000,655,5,1,dn,nm
1722610800000,660,5,1,up,nm
1722611100000,665,5,1,up,nm
1722611400000,670,5,1,dn,nm
1722611700000,675,5,1,up,nm
1722612000000,680,5,1,dn,mv
1722612300000,685,5,1,up,mv
1722612600000,690,5,1,up,mv
1722612900000,695,5,1,up,nm
1722613200000,700,5,1,dn,nm
1722613500000,705,5,1,dn,nm
1722613800000,710,5,1,up,nm
1722614100000,715,5,1,up,nm
1722614400000,720,5,1,dn,nm
1722614700000,725,5,1,dn,nm
1722615000000,730,5,1,up,mv
1722615300000,735,5,1,up,nm
1722615600000,740,5,1,up,nm
1722615900000,745,5,1,up,nm
1722616200000,750,5,1,dn,nm
1722616500000,755,5,1,up,mv
1722616800000,760,5,1,dn,mv
1722617100000,765,5,1,dn,mv
1722617400000,770,5,1,up,nm
1722617700000,775,5,1,dn,nm
1722618000000,780,5,1,up,nm
1722618300000,785,5,1,up,nm
1722618600000,790,5,1,dn,mv
1722618900000,795,5,1,dn,mv
1722619200000,800,5,1,dn,nm
1722619500000,805,5,1,dn,nm
1722619800000,810,5,1,dn,nm
1722620100000,815,5,1,dn,nm
1722620400000,820,5,1,dn,nm
1722620700000,825,5,1,dn,nm
1722621000000,830,5,1,up,nm
1722621300000,835,5,1,dn,nm
1722621600000,840,5,1,up,nm
1722621900000,845,5,1,dn,mv
1722622200000,850,5,1,dn,mv
1722622500000,855,5,1,up,mv
1722622800000,860,5,1,up,nm
1722623100000,865,5,1,up,nm
1722623400000,870,5,1,dn,nm
1722623700000,875,5,1,dn,nm
1722624000000,880,5,1,up,nm
1722624300000,885,5,1,up,nm
1722624600000,890,5,1,dn,nm
1722624900000,895,5,1,up,mv
1722625200000,900,5,1,up,nm
1722625500000,905,5,1,up,nm
1722625800000,910,5,1,up,mv
1722626100000,915,5,1,dn,nm
1722626400000,920,5,1,up,mv
1722626700000,925,5,1,dn,mv
1722627000000,930,5,1,dn,mv
1722627300000,935,5,1,up,mv
1722627600000,940,5,1,dn,mv
1722627900000,945,5,0,up,mv
1722628200000,950,5,0,up,mv
1722628500000,955,5,0,dn,nm
1722628800000,960,5,0,dn,nm
1722629100000,965,5,0,up,nm
1722629400000,970,5,0,up,nm
1722629700000,975,5,0,dn,mv
1722630000000,980,5,0,dn,mv
1722630300000,985,5,0,dn,mv
1722630600000,990,5,0,dn,nm
1722630900000,995,5,0,up,nm
1722631200000,1000,5,0,dn,mv
1722631500000,1005,5,0,up,mv
1722631800000,1010,5,0,dn,mv
1722632100000,1015,5,0,dn,mv
1722808800000,1080,1,0,up,nm
1722809100000,1085,1,0,up,nm
1722809400000,1090,1,0,up,mv
1722809700000,1095,1,0,up,mv
1722810000000,1100,1,0,up,nm
1722810300000,1105,1,0,up,nm
1722810600000,1110,1,0,dn,nm
1722810900000,1115,1,0,up,nm
1722811200000,1120,1,0,up,nm
1722811500000,1125,1,0,dn,mv
1722811800000,1130,1,0,dn,mv
1722812100000,1135,1,0,dn,nm
1722812400000,1140,1,0,up,nm
1722812700000,1145,1,0,up,nm
1722813000000,1150,1,0,up,nm
1722813300000,1155,1,0,dn,mv
1722813600000,1160,1,0,dn,mv
1722813900000,1165,1,0,dn,nm
1722814200000,1170,1,0,up,nm
1722814500000,1175,1,0,up,nm
1722814800000,1180,1,0,dn,nm
1722815100000,1185,1,0,up,nm
1722815400000,1190,1,0,up,nm
1722815700000,1195,1,0,dn,mv
1722816000000,1200,1,0,dn,mv
1722816300000,1205,1,0,dn,mv
1722816600000,1210,1,0,dn,nm
1722816900000,1215,1,0,up,mv
1722817200000,1220,1,0,up,nm
1722817500000,1225,1,0,dn,nm
1722817800000,1230,1,0,dn,mv
1722818100000,1235,1,0,up,mv
1722818400000,1240,1,0,dn,mv
1722818700000,1245,1,0,dn,mv
1722819000000,1250,1,0,up,mv
1722819300000,1255,1,0,dn,mv
1722819600000,1260,1,0,dn,nm
1722819900000,1265,1,0,up,nm
1722820200000,1270,1,0,up,nm
1722820500000,1275,1,0,dn,nm
1722820800000,1280,1,0,dn,mv
1722821100000,1285,1,0,up,nm
1722821400000,1290,1,0,up,nm
1722821700000,1295,1,0,dn,nm
1722822000000,1300,1,0,up,mv
1722822300000,1305,1,0,dn,nm
1722822600000,1310,1,0,up,nm
1722822900000,1315,1,0,dn,mv
1722823200000,1320,1,0,dn,nm
1722823500000,1325,1,0,dn,mv
1722823800000,1330,1,0,up,mv
1722824100000,1335,1,0,up,mv
1722824400000,1340,1,0,dn,mv
1722824700000,1345,1,0,dn,mv
1722825000000,1350,1,0,dn,mv
1722825300000,1355,1,0,dn,nm
1722825600000,1360,1,0,up,mv
1722825900000,1365,1,0,up,nm
1722826200000,1370,1,0,dn,nm
1722826500000,1375,1,0,dn,nm
1722826800000,1380,1,0,up,nm
1722827100000,1385,1,0,dn,mv
1722827400000,1390,1,0,up,nm
1722827700000,1395,1,0,dn,nm
1722828000000,1400,1,0,dn,nm
1722828300000,1405,1,0,dn,nm
1722828600000,1410,1,0,up,nm
1722828900000,1415,1,0,up,nm
1722829200000,1420,1,0,dn,mv
1722829500000,1425,1,0,up,nm
1722829800000,1430,1,0,dn,mv
1722830100000,1435,1,0,up,nm
1722830400000,0,1,0,dn,nm
1722830700000,5,1,0,up,nm
1722831000000,10,1,0,dn,nm
1722831300000,15,1,0,dn,nm
1722831600000,20,1,0,up,nm
1722831900000,25,1,0,dn,nm
1722832200000,30,1,0,up,mv
1722832500000,35,1,0,dn,mv
1722832800000,40,1,0,dn,mv
1722833100000,45,1,0,dn,mv
1722833400000,50,1,0,dn,mv
1722833700000,55,1,0,dn,nm
1722834000000,60,1,0,dn,mv
1722834300000,65,1,0,up,mv
1722834600000,70,1,0,dn,mv
1722834900000,75,1,0,dn,mv
1722835200000,80,1,0,up,mv
1722835500000,85,1,0,dn,mv
1722835800000,90,1,0,dn,mv
1722836100000,95,1,0,up,mv
1722836400000,100,1,0,dn,mv
1722836700000,105,1,0,dn,mv
1722837000000,110,1,0,up,mv
1722837300000,115,1,0,dn,nm
1722837600000,120,1,0,up,mv
1722837900000,125,1,0,dn,mv
1722838200000,130,1,0,dn,nm
1722838500000,135,1,0,dn,mv
1722838800000,140,1,0,up,mv
1722839100000,145,1,0,up,mv
1722839400000,150,1,0,up,nm
1722839700000,155,1,0,up,nm
1722840000000,160,1,0,dn,mv
1722840300000,165,1,0,up,nm
1722840600000,170,1,0,dn,mv
1722840900000,175,1,0,up,nm
1722841200000,180,1,0,dn,nm
1722841500000,185,1,0,up,mv
1722841800000,190,1,0,up,mv
1722842100000,195,1,0,up,mv
1722842400000,200,1,0,dn,nm
1722842700000,205,1,0,up,mv
1722843000000,210,1,0,dn,nm
1722843300000,215,1,0,up,mv
1722843600000,220,1,0,up,mv
1722843900000,225,1,0,up,nm
1722844200000,230,1,0,up,mv
1722844500000,235,1,0,dn,nm
1722844800000,240,1,0,up,mv
1722845100000,245,1,0,dn,mv
1722845400000,250,1,0,up,nm
1722845700000,255,1,0,dn,mv
1722846000000,260,1,0,up,nm
1722846300000,265,1,0,dn,nm
1722846600000,270,1,0,up,nm
1722846900000,275,1,0,dn,mv
1722847200000,280,1,0,dn,mv
1722847500000,285,1,0,dn,nm
1722847800000,290,1,0,dn,nm
1722848100000,295,1,0,up,nm
1722848400000,300,1,0,dn,nm
1722848700000,305,1,0,up,nm
1722849000000,310,1,0,dn,nm
1722849300000,315,1,0,dn,nm
1722849600000,320,1,0,up,nm
1722849900000,325,1,0,dn,mv
1722850200000,330,1,0,dn,mv
1722850500000,335,1,0,dn,nm
1722850800000,340,1,0,up,mv
1722851100000,345,1,0,up,nm
1722851400000,350,1,0,up,nm
1722851700000,355,1,0,dn,mv
1722852000000,360,1,0,dn,nm
1722852300000,365,1,0,dn,nm
1722852600000,370,1,0,up,mv
1722852900000,375,1,0,dn,mv
1722853200000,380,1,0,dn,mv
1722853500000,385,1,0,dn,nm
1722853800000,390,1,0,dn,nm
1722854100000,395,1,0,up,nm
1722854400000,400,1,0,up,mv
1722854700000,405,1,0,dn,nm
1722855000000,410,1,0,up,nm
1722855300000,415,1,0,dn,nm
1722855600000,420,1,0,dn,nm
1722855900000,425,1,0,up,mv
1722856200000,430,1,0,up,mv
1722856500000,435,1,0,dn,mv
1722856800000,440,1,0,dn,mv
1722857100000,445,1,0,dn,nm
1722857400000,450,1,0,dn,mv
1722857700000,455,1,0,up,mv
1722858000000,460,1,0,dn,mv
1722858300000,465,1,0,dn,mv
1722858600000,470,1,0,up,mv
1722858900000,475,1,0,dn,mv
1722859200000,480,1,0,dn,mv
1722859500000,485,1,0,dn,mv
1722859800000,490,1,0,dn,mv
1722860100000,495,1,0,dn,mv
1722860400000,500,1,0,up,mv
1722860700000,505,1,0,dn,mv
1722861000000,510,1,0,up,mv
1722861300000,515,1,0,up,nm
1722861600000,520,1,0,dn,nm
1722861900000,525,1,1,dn,mv
1722862200000,530,1,1,up,mv
1722862500000,535,1,1,up,mv
1722862800000,540,1,1,up,mv
1722863100000,545,1,1,up,nm
1722863400000,550,1,1,up,mv
1722863700000,555,1,1,dn,mv
1722864000000,560,1,1,dn,mv
1722864300000,565,1,1,up,mv
1722864600000,570,1,1,up,mv
1722864900000,575,1,1,dn,nm
1722865200000,580,1,1,up,nm
1722865500000,585,1,1,dn,mv
1722865800000,590,1,1,dn,mv
1722866100000,595,1,1,up,mv
1722866400000,600,1,1,dn,mv
1722866700000,605,1,1,up,mv
1722867000000,610,1,1,up,mv
1722867300000,615,1,1,dn,nm
1722867600000,620,1,1,dn,nm
1722867900000,625,1,1,up,mv
1722868200000,630,1,1,dn,nm
1722868500000,635,1,1,dn,mv
1722868800000,640,1,1,up,nm
1722869100000,645,1,1,up,nm
1722869400000,650,1,1,dn,nm
1722869700000,655,1,1,dn,mv
1722870000000,660,1,1,up,mv
1722870300000,665,1,1,up,mv
1722870600000,670,1,1,dn,nm
1722870900000,675,1,1,up,nm
1722871200000,680,1,1,dn,nm
1722871500000,685,1,1,up,nm
1722871800000,690,1,1,up,nm
1722872100000,695,1,1,dn,nm
1722872400000,700,1,1,dn,nm
1722872700000,705,1,1,up,nm
1722873000000,710,1,1,up,nm
1722873300000,715,1,1,up,nm
1722873600000,720,1,1,up,mv
1722873900000,725,1,1,up,mv
1722874200000,730,1,1,up,mv
1722874500000,735,1,1,up,nm
1722874800000,740,1,1,up,mv
1722875100000,745,1,1,dn,mv
1722875400000,750,1,1,dn,mv
1722875700000,755,1,1,dn,mv
1722876000000,760,1,1,dn,mv
1722876300000,765,1,1,dn,mv
1722876600000,770,1,1,dn,nm
1722876900000,775,1,1,dn,nm
1722877200000,780,1,1,up,mv
1722877500000,785,1,1,up,nm
1722877800000,790,1,1,up,nm
1722878100000,795,1,1,up,nm
1722878400000,800,1,1,dn,nm
1722878700000,805,1,1,up,nm
1722879000000,810,1,1,dn,nm
1722879300000,815,1,1,dn,nm
1722879600000,820,1,1,dn,mv
1722879900000,825,1,1,dn,mv
1722880200000,830,1,1,dn,mv
1722880500000,835,1,1,dn,mv
1722880800000,840,1,1,up,nm
1722881100000,845,1,1,dn,nm
1722881400000,850,1,1,up,mv
1722881700000,855,1,1,dn,nm
1722882000000,860,1,1,up,nm
1722882300000,865,1,1,dn,mv
1722882600000,870,1,1,dn,mv
1722882900000,875,1,1,dn,mv
1722883200000,880,1,1,dn,mv
1722883500000,885,1,1,up,mv
1722883800000,890,1,1,dn,nm
1722884100000,895,1,1,up,nm
1722884400000,900,1,1,dn,mv
1722884700000,905,1,1,dn,nm
1722885000000,910,1,1,up,mv
1722885300000,915,1,1,up,nm
1722885600000,920,1,1,up,nm
1722885900000,925,1,1,dn,mv
1722886200000,930,1,1,dn,mv
1722886500000,935,1,1,dn,nm
1722886800000,940,1,1,dn,mv
1722887100000,945,1,0,up,mv
1722887400000,950,1,0,up,mv
1722887700000,955,1,0,up,mv
1722888000000,960,1,0,up,nm
1722888300000,965,1,0,dn,nm
1722888600000,970,1,0,up,mv
1722888900000,975,1,0,up,nm
1722889200000,980,1,0,up,nm
1722889500000,985,1,0,up,nm
1722889800000,990,1,0,dn,nm
1722890100000,995,1,0,up,nm
1722890400000,1000,1,0,up,mv
1722890700000,1005,1,0,up,mv
1722891000000,1010,1,0,up,mv
1722891300000,1015,1,0,up,mv
1722895200000,1080,2,0,up,mv
1722895500000,1085,2,0,dn,nm
1722895800000,1090,2,0,up,nm
1722896100000,1095,2,0,up,nm
1722896400000,1100,2,0,dn,nm
1722896700000,1105,2,0,dn,nm
1722897000000,1110,2,0,up,nm
1722897300000,1115,2,0,dn,mv
1722897600000,1120,2,0,dn,nm
1722897900000,1125,2,0,dn,nm
1722898200000,1130,2,0,up,mv
1722898500000,1135,2,0,up,nm
1722898800000,1140,2,0,up,nm
1722899100000,1145,2,0,dn,nm
1722899400000,1150,2,0,dn,nm
1722899700000,1155,2,0,dn,nm
1722900000000,1160,2,0,up,mv
1722900300000,1165,2,0,up,nm
1722900600000,1170,2,0,up,mv
1722900900000,1175,2,0,dn,nm
1722901200000,1180,2,0,up,mv
1722901500000,1185,2,0,dn,nm
1722901800000,1190,2,0,up,nm
1722902100000,1195,2,0,dn,mv
1722902400000,1200,2,0,up,nm
1722902700000,1205,2,0,dn,nm
1722903000000,1210,2,0,dn,nm
1722903300000,1215,2,0,up,nm
1722903600000,1220,2,0,dn,nm
1722903900000,1225,2,0,up,mv
1722904200000,1230,2,0,up,mv
1722904500000,1235,2,0,up,mv
1722904800000,1240,2,0,up,mv
1722905100000,1245,2,0,dn,nm
1722905400000,1250,2,0,up,mv
1722905700000,1255,2,0,up,mv
1722906000000,1260,2,0,up,mv
1722906300000,1265,2,0,up,mv
1722906600000,1270,2,0,dn,mv
1722906900000,1275,2,0,dn,mv
1722907200000,1280,2,0,up,nm
1722907500000,1285,2,0,dn,mv
1722907800000,1290,2,0,dn,nm
1722908100000,1295,2,0,dn,mv
1722908400000,1300,2,0,up,mv
1722908700000,1305,2,0,up,nm
1722909000000,1310,2,0,up,mv
1722909300000,1315,2,0,dn,mv
1722909600000,1320,2,0,dn,mv
1722909900000,1325,2,0,up,mv
1722910200000,1330,2,0,up,nm
1722910500000,1335,2,0,up,nm
1722910800000,1340,2,0,dn,nm
1722911100000,1345,2,0,dn,nm
1722911400000,1350,2,0,up,nm
1722911700000,1355,2,0,up,nm
1722912000000,1360,2,0,dn,nm
1722912300000,1365,2,0,up,nm
1722912600000,1370,2,0,dn,mv
1722912900000,1375,2,0,up,nm
1722913200000,1380,2,0,up,nm
1722913500000,1385,2,0,dn,nm
1722913800000,1390,2,0,up,mv
1722914100000,1395,2,0,up,mv
1722914400000,1400,2,0,up,mv
1722914700000,1405,2,0,dn,nm
1722915000000,1410,2,0,up,nm
1722915300000,1415,2,0,up,nm
1722915600000,1420,2,0,up,nm
1722915900000,1425,2,0,dn,nm
1722916200000,1430,2,0,dn,nm
1722916500000,1435,2,0,up,nm
1722916800000,0,2,0,up,nm
1722917100000,5,2,0,up,nm
1722917400000,10,2,0,dn,nm
1722917700000,15,2,0,up,mv
1722918000000,20,2,0,dn,mv
1722918300000,25,2,0,dn,mv
1722918600000,30,2,0,up,nm
1722918900000,35,2,0,dn,nm
1722919200000,40,2,0,up,nm
1722919500000,45,2,0,up,nm
1722919800000,50,2,0,dn,mv
1722920100000,55,2,0,dn,mv
1722920400000,60,2,0,dn,mv
1722920700000,65,2,0,dn,mv
1722921000000,70,2,0,up,mv
1722921300000,75,2,0,up,mv
1722921600000,80,2,0,up,mv
1722921900000,85,2,0,up,mv
1722922200000,90,2,0,dn,mv
1722922500000,95,2,0,dn,mv
1722922800000,100,2,0,dn,nm
1722923100000,105,2,0,dn,nm
1722923400000,110,2,0,up,mv
1722923700000,115,2,0,dn,mv
1722924000000,120,2,0,dn,mv
1722924300000,125,2,0,up,mv
1722924600000,130,2,0,dn,mv
1722924900000,135,2,0,up,mv
1722925200000,140,2,0,up,nm
1722925500000,145,2,0,dn,mv
1722925800000,150,2,0,dn,mv
1722926100000,155,2,0,dn,mv
1722926400000,160,2,0,dn,mv
1722926700000,165,2,0,dn,mv
1722927000000,170,2,0,up,nm
1722927300000,175,2,0,dn,mv
1722927600000,180,2,0,up,mv
1722927900000,185,2,0,dn,mv
1722928200000,190,2,0,up,mv
1722928500000,195,2,0,up,nm
1722928800000,200,2,0,dn,mv
1722929100000,205,2,0,up,mv
1722929400000,210,2,0,dn,mv
1722929700000,215,2,0,dn,mv
1722930000000,220,2,0,dn,nm
1722930300000,225,2,0,dn,nm
1722930600000,230,2,0,up,mv
1722930900000,235,2,0,dn,mv
1722931200000,240,2,0,dn,mv
1722931500000,245,2,0,dn,nm
1722931800000,250,2,0,dn,mv
1722932100000,255,2,0,up,mv
1722932400000,260,2,0,up,nm
1722932700000,265,2,0,dn,nm
1722933000000,270,2,0,dn,nm
1722933300000,275,2,0,up,mv
1722933600000,280,2,0,dn,nm
1722933900000,285,2,0,up,mv
1722934200000,290,2,0,dn,mv
1722934500000,295,2,0,dn,mv
1722934800000,300,2,0,up,nm
1722935100000,305,2,0,dn,nm
1722935400000,310,2,0,dn,mv
1722935700000,315,2,0,up,mv
1722936000000,320,2,0,up,mv
1722936300000,325,2,0,dn,mv
1722936600000,330,2,0,dn,nm
1722936900000,335,2,0,up,mv
1722937200000,340,2,0,dn,nm
1722937500000,345,2,0,up,nm
1722937800000,350,2,0,up,nm
1722938100000,355,2,0,dn,mv
1722938400000,360,2,0,up,mv
1722938700000,365,2,0,up,nm
1722939000000,370,2,0,dn,nm
1722939300000,375,2,0,dn,mv
1722939600000,380,2,0,up,mv
1722939900000,385,2,0,up,mv
1722940200000,390,2,0,up,mv
1722940500000,395,2,0,dn,nm
1722940800000,400,2,0,up,mv
1722941100000,405,2,0,dn,nm
1722941400000,410,2,0,dn,nm
1722941700000,415,2,0,up,nm
1722942000000,420,2,0,up,nm
1722942300000,425,2,0,dn,nm
1722942600000,430,2,0,dn,nm
1722942900000,435,2,0,dn,nm
1722943200000,440,2,0,up,nm
1722943500000,445,2,0,dn,mv
1722943800000,450,2,0,dn,mv
1722944100000,455,2,0,dn,nm
1722944400000,460,2,0,up,nm
1722944700000,465,2,0,up,nm
1722945000000,470,2,0,dn,nm
1722945300000,475,2,0,up,nm
1722945600000,480,2,0,dn,nm
1722945900000,485,2,0,up,nm
1722946200000,490,2,0,dn,mv
1722946500000,495,2,0,dn,mv
1722946800000,500,2,0,dn,mv
1722947100000,505,2,0,dn,mv
1722947400000,510,2,0,dn,nm
1722947700000,515,2,0,up,nm
1722948000000,520,2,0,up,nm
1722948300000,525,2,1,dn,nm
1722948600000,530,2,1,up,nm
1722948900000,535,2,1,up,nm
1722949200000,540,2,1,dn,nm
1722949500000,545,2,1,dn,nm
1722949800000,550,2,1,up,nm
1722950100000,555,2,1,dn,nm
1722950400000,560,2,1,dn,nm
1722950700000,565,2,1,up,mv
1722951000000,570,2,1,up,nm
1722951300000,575,2,1,dn,mv
1722951600000,580,2,1,up,mv
1722951900000,585,2,1,up,mv
1722952200000,590,2,1,up,mv
1722952500000,595,2,1,up,mv
1722952800000,600,2,1,up,mv
1722953100000,605,2,1,dn,nm
1722953400000,610,2,1,up,nm
1722953700000,615,2,1,up,nm
1722954000000,620,2,1,dn,nm
1722954300000,625,2,1,up,mv
1722954600000,630,2,1,up,mv
1722954900000,635,2,1,up,mv
1722955200000,640,2,1,up,nm
1722955500000,645,2,1,dn,mv
1722955800000,650,2,1,dn,nm
1722956100000,655,2,1,dn,mv
1722956400000,660,2,1,up,mv
1722956700000,665,2,1,dn,mv
1722957000000,670,2,1,dn,mv
1722957300000,675,2,1,dn,mv
1722957600000,680,2,1,dn,nm
1722957900000,685,2,1,up,mv
1722958200000,690,2,1,up,mv
1722958500000,695,2,1,up,mv
1722958800000,700,2,1,up,mv
1722959100000,705,2,1,up,mv
1722959400000,710,2,1,up,nm
1722959700000,715,2,1,up,nm
1722960000000,720,2,1,dn,mv
1722960300000,725,2,1,up,nm
1722960600000,730,2,1,up,nm
1722960900000,735,2,1,dn,nm
1722961200000,740,2,1,dn,nm
1722961500000,745,2,1,up,nm
1722961800000,750,2,1,dn,nm
1722962100000,755,2,1,dn,mv
1722962400000,760,2,1,up,mv
1722962700000,765,2,1,up,mv
1722963000000,770,2,1,dn,nm
1722963300000,775,2,1,up,nm
1722963600000,780,2,1,dn,nm
1722963900000,785,2,1,dn,nm
1722964200000,790,2,1,dn,nm
1722964500000,795,2,1,dn,nm
1722964800000,800,2,1,up,nm
1722965100000,805,2,1,up,nm
1722965400000,810,2,1,up,nm
1722965700000,815,2,1,dn,nm
1722966000000,820,2,1,up,nm
1722966300000,825,2,1,up,nm
1722966600000,830,2,1,dn,mv
1722966900000,835,2,1,dn,mv
1722967200000,840,2,1,dn,mv
1722967500000,845,2,1,up,mv
1722967800000,850,2,1,up,mv
1722968100000,855,2,1,up,mv
1722968400000,860,2,1,up,mv
1722968700000,865,2,1,up,nm
1722969000000,870,2,1,dn,nm
1722969300000,875,2,1,up,nm
1722969600000,880,2,1,up,mv
1722969900000,885,2,1,up,mv
1722970200000,890,2,1,dn,mv
1722970500000,895,2,1,dn,mv
1722970800000,900,2,1,up,nm
1722971100000,905,2,1,up,mv
1722971400000,910,2,1,dn,nm
1722971700000,915,2,1,up,mv
1722972000000,920,2,1,dn,mv
1722972300000,925,2,1,up,mv
1722972600000,930,2,1,dn,mv
1722972900000,935,2,1,dn,mv
1722973200000,940,2,1,dn,mv
1722973500000,945,2,0,dn,mv
1722973800000,950,2,0,dn,mv
1722974100000,955,2,0,dn,nm
