high,low,close,volume,time
6152.5,6152,6152.5,147,1740011700
6153,6152.25,6153,76,1740011760
6153.25,6152.5,6153.25,43,1740011820
6153.75,6153,6153.75,186,1740011880
6154.75,6153.75,6154.25,533,1740011940
6154.5,6154,6154,78,1740012000
6154.25,6153.75,6153.75,72,1740012060
6154,6153.75,6153.75,36,1740012120
6154,6153.5,6153.75,32,1740012180
6154,6153.5,6153.75,63,1740012240
6154,6153.75,6154,32,1740012300
6154,6153.75,6154,46,1740012360
6154.5,6153.75,6154.5,66,1740012420
6154.75,6154.25,6154.75,92,1740012480
6155,6154.25,6154.5,107,1740012540
6154.5,6154.25,6154.25,38,1740012600
6154.5,6154.25,6154.5,8,1740012660
6155,6154.5,6154.75,69,1740012720
6155.25,6154.75,6155,117,1740012780
6155.25,6155,6155,56,1740012840
6156,6154.75,6155.75,227,1740012900
6156.25,6155.5,6156.25,80,1740012960
6156.25,6156,6156,75,1740013020
6156.75,6156,6156.75,150,1740013080
6157.5,6156.5,6157.5,185,1740013140
6157.25,6156.5,6156.5,214,1740013200
6156.5,6155.5,6156.25,259,1740013260
6157,6155.75,6156.75,178,1740013320
6157,6156.5,6156.5,114,1740013380
6156.5,6156,6156,89,1740013440
6156,6155.5,6155.5,143,1740013500
6155.75,6155.25,6155.75,206,1740013560
6156,6155,6155.75,129,1740013620
6156,6155.25,6155.5,56,1740013680
6155.75,6155,6155,41,1740013740
6155.25,6154.25,6154.75,231,1740013800
6154.5,6154,6154,107,1740013860
6154.25,6153.5,6154,156,1740013920
6154.5,6153.75,6153.75,128,1740013980
6154,6153.75,6153.75,32,1740014040
6154,6153.25,6153.5,146,1740014100
6154.5,6153.5,6154.5,81,1740014160
6154.5,6154.25,6154.5,23,1740014220
6154.5,6154,6154.25,69,1740014280
6154.5,6154,6154,33,1740014340
6154.25,6153.75,6154,59,1740014400
6154,6153.25,6153.75,60,1740014460
6153.75,6153.5,6153.5,28,1740014520
6153.5,6153,6153.25,113,1740014580
6153.25,6149.5,6150,1165,1740014640
6150.5,6149.25,6150,613,1740014700
6151.75,6150,6151.5,248,1740014760
6151.75,6150.75,6151,243,1740014820
6152,6150.75,6151.75,167,1740014880
6152,6151.25,6151.75,98,1740014940
6151.75,6150.5,6150.75,147,1740015000
6151.75,6150.5,6151.5,97,1740015060
6151.75,6151,6151.25,110,1740015120
6151.5,6150.5,6150.75,166,1740015180
6150.75,6150.25,6150.5,131,1740015240
6150.75,6149.25,6150.25,281,1740015300
6151,6149.75,6151,146,1740015360
6151,6150.5,6150.75,86,1740015420
6151.25,6150.5,6151.25,63,1740015480
6151.25,6150.5,6150.5,83,1740015540
6150.5,6148.25,6148.75,610,1740015600
6149,6148.25,6148.5,151,1740015660
6149.25,6147.75,6149,391,1740015720
6149.25,6148.5,6149.25,123,1740015780
6149.25,6148.5,6149.25,81,1740015840
6149,6148.25,6148.75,76,1740015900
6148.75,6148.25,6148.5,94,1740015960
6148.5,6147.75,6148.25,156,1740016020
6149.25,6147.5,6149.25,222,1740016080
6149.25,6148.25,6148.75,127,1740016140
6149.25,6148.25,6148.5,181,1740016200
6148.5,6146.25,6147.25,727,1740016260
6148,6147,6147.75,163,1740016320
6148.5,6147.5,6148,157,1740016380
6148.25,6147.5,6147.75,49,1740016440
6148.25,6147.25,6147.5,71,1740016500
6147.5,6147,6147,107,1740016560
6147.5,6146.75,6147.25,189,1740016620
6147.75,6147,6147.25,104,1740016680
6147.75,6147.25,6147.75,97,1740016740
6147.75,6145.25,6146.25,649,1740016800
6147.25,6146,6147.25,196,1740016860
6147.25,6146.75,6146.75,150,1740016920
6147.75,6146.75,6147.75,189,1740016980
6147.75,6147.25,6147.5,147,1740017040
6148,6147.25,6147.5,106,1740017100
6147.75,6146.75,6147.75,79,1740017160
6148.25,6147.25,6148,134,1740017220
6147.75,6147.25,6147.5,71,1740017280
6148,6147.5,6147.75,112,1740017340
6148.5,6147.75,6148.25,165,1740017400
6148.75,6148.25,6148.5,136,1740017460
6149.5,6148.25,6149.25,285,1740017520
6149.25,6148.75,6149.25,114,1740017580
6149.75,6148.75,6149,172,1740017640
6149.25,6148.75,6149,54,1740017700
6148.75,6148.5,6148.75,77,1740017760
6148.75,6148,6148,70,1740017820
6148.5,6148,6148.25,76,1740017880
6149,6148.5,6148.75,108,1740017940
6149,6148.5,6148.5,87,1740018000
6149.25,6148.5,6149.25,65,1740018060
6149.25,6148.5,6148.5,50,1740018120
6149,6148.5,6148.5,40,1740018180
6149,6148.25,6148.5,66,1740018240
6148.5,6147.5,6148,209,1740018300
6148.25,6147.75,6148.25,96,1740018360
6148.25,6148,6148.25,40,1740018420
6148.5,6147.5,6147.75,85,1740018480
6148,6147,6147.5,203,1740018540
6148,6147.25,6147.5,95,1740018600
6148.25,6147.25,6148,103,1740018660
6148.25,6147.75,6148,55,1740018720
6148,6147.25,6147.25,62,1740018780
6147.5,6147,6147.25,49,1740018840
6147.75,6146.75,6147.5,85,1740018900
6147.5,6146.5,6146.75,114,1740018960
6146.75,6146.25,6146.75,129,1740019020
6149.75,6146.75,6149.5,684,1740019080
6149.75,6149,6149.5,280,1740019140
6149.75,6148.75,6149.25,181,1740019200
6149.5,6149,6149.5,100,1740019260
6149.5,6148.75,6148.75,120,1740019320
6149.5,6149,6149.5,75,1740019380
6149.25,6148.75,6149,31,1740019440
6149,6147.75,6147.75,108,1740019500
6148.25,6147.75,6148,73,1740019560
6148.5,6148,6148.5,47,1740019620
6149,6148,6148.75,123,1740019680
6149.25,6148.75,6148.75,54,1740019740
6148.75,6148,6148.5,57,1740019800
6149.25,6148.75,6149,53,1740019860
6149.25,6148.75,6149,92,1740019920
6149.25,6148.75,6149,77,1740019980
6149.5,6148.75,6149.25,38,1740020040
6149.25,6148.75,6149,21,1740020100
6149,6148.75,6148.75,20,1740020160
6149.25,6148.75,6149.25,31,1740020220
6149.25,6148.5,6149,58,1740020280
6149.5,6149,6149.5,31,1740020340
6149.5,6149,6149,83,1740020400
6149,6148.75,6149,36,1740020460
6149,6148.25,6148.5,58,1740020520
6148.75,6148.25,6148.5,56,1740020580
6148.75,6148.5,6148.5,26,1740020640
6149,6148.5,6148.75,17,1740020700
6149,6148.75,6148.75,24,1740020760
6149.25,6148.75,6149,39,1740020820
6149.25,6148.75,6149,54,1740020880
6149.5,6149,6149.5,54,1740020940
6149.25,6149,6149,43,1740021000
6149.5,6149.25,6149.5,62,1740021060
6149.5,6148.5,6148.75,84,1740021120
6149,6148.5,6148.75,62,1740021180
6149,6148.5,6148.5,64,1740021240
6149,6148.25,6148.5,59,1740021300
6148.5,6148,6148,60,1740021360
6148.5,6148,6148.25,88,1740021420
6148.5,6148.25,6148.25,14,1740021480
6148.25,6148,6148,22,1740021540
6148.25,6147.75,6148,24,1740021600
6148.25,6148,6148.25,19,1740021660
6148.25,6147.75,6148.25,123,1740021720
6148.75,6148.25,6148.75,64,1740021780
6148.75,6148.75,6148.75,20,1740021840
6148.5,6148,6148.25,49,1740021900
6148.25,6148,6148.25,20,1740021960
6148.5,6148.25,6148.5,36,1740022020
6148.5,6148.25,6148.5,22,1740022080
6149.25,6148.5,6149,36,1740022140
6149.25,6148.75,6148.75,36,1740022200
6149.5,6149,6149.25,81,1740022260
6149.5,6149,6149.25,52,1740022320
6149.75,6149.25,6149.5,131,1740022380
6149.5,6149.25,6149.25,12,1740022440
6149.25,6149,6149,59,1740022500
6149.5,6149.25,6149.25,21,1740022560
6149.75,6149.25,6149.5,71,1740022620
6149.5,6149.25,6149.25,24,1740022680
6149.25,6149,6149,34,1740022740
6149.5,6149,6149.25,40,1740022800
6149.5,6149.25,6149.25,19,1740022860
6149.5,6149,6149.5,52,1740022920
6149.75,6149.5,6149.75,16,1740022980
6149.5,6149.25,6149.25,45,1740023040
6149.5,6149,6149.25,27,1740023100
6149.25,6148.75,6148.75,59,1740023160
6149,6148.75,6148.75,35,1740023220
6148.75,6148.75,6148.75,3,1740023280
6148.75,6148.25,6148.5,63,1740023340
6148.25,6147.75,6148.25,116,1740023400
6148.25,6148,6148.25,31,1740023460
6148.75,6148.25,6148.75,46,1740023520
6148.75,6148.25,6148.25,41,1740023580
6148.25,6148,6148,29,1740023640
6148.25,6148,6148,45,1740023700
6148,6147.75,6148,23,1740023760
6148,6147.5,6147.5,64,1740023820
6147.5,6147,6147.5,77,1740023880
6147.25,6147,6147.25,40,1740023940
6147.25,6146.75,6147,94,1740024000
6147,6146.75,6147,24,1740024060
6147,6146,6146,251,1740024120
6146.25,6145.25,6145.5,298,1740024180
6145.75,6143.25,6144.5,782,1740024240
6145,6143.75,6144.75,222,1740024300
6145,6144.5,6144.75,50,1740024360
6145,6144.75,6144.75,89,1740024420
6145,6144.5,6144.5,64,1740024480
6144.75,6144,6144.75,63,1740024540
6145,6144.5,6144.75,61,1740024600
6144.75,6144.25,6144.75,63,1740024660
6145,6144.5,6144.75,45,1740024720
6144.75,6144.5,6144.5,81,1740024780
6145,6144.5,6144.75,71,1740024840
6145.25,6144.5,6145.25,73,1740024900
6145.25,6144.5,6144.75,151,1740024960
6145,6144.5,6145,77,1740025020
6145,6144.5,6144.75,69,1740025080
6145.75,6145,6145.75,83,1740025140
6146.25,6145.5,6145.75,136,1740025200
6146.5,6145.75,6146.25,72,1740025260
6146.5,6146,6146.25,51,1740025320
6146.25,6146,6146,13,1740025380
6146.5,6146,6146.5,74,1740025440
6146.75,6146.25,6146.5,32,1740025500
6146.75,6146.25,6146.5,35,1740025560
6146.5,6146,6146.5,19,1740025620
6146.75,6146.25,6146.5,19,1740025680
6147,6146.25,6146.75,68,1740025740
6146.75,6146.25,6146.5,63,1740025800
6146.5,6145.75,6145.75,75,1740025860
6146,6145.5,6146,104,1740025920
6145.75,6145.25,6145.5,83,1740025980
6146,6145.5,6145.5,79,1740026040
6146,6145.5,6145.5,15,1740026100
6145.75,6145.5,6145.75,17,1740026160
6145.75,6145.5,6145.75,66,1740026220
6145.75,6145.25,6145.25,72,1740026280
6145.75,6145.25,6145.5,54,1740026340
6145.5,6145.25,6145.25,46,1740026400
6145.25,6145,6145.25,28,1740026460
6145.75,6145.25,6145.75,27,1740026520
6145.75,6145.25,6145.25,55,1740026580
6145.75,6145.25,6145.75,29,1740026640
6145.75,6145,6145,44,1740026700
6145.25,6144.5,6144.75,118,1740026760
6145,6144.5,6145,44,1740026820
6145.5,6144.75,6145.25,22,1740026880
6145.25,6145,6145.25,27,1740026940
6145,6144.75,6145,37,1740027000
6145.25,6145,6145,32,1740027060
6145.25,6145,6145.25,25,1740027120
6145,6144.5,6144.75,33,1740027180
6144.75,6144.5,6144.5,58,1740027240
6145.25,6144.75,6145.25,69,1740027300
6145.25,6145,6145,19,1740027360
6145.25,6145,6145.25,12,1740027420
6145.5,6145,6145.25,56,1740027480
6145.25,6145,6145,69,1740027540
6145.25,6144.75,6144.75,88,1740027600
6145,6144.5,6144.5,39,1740027660
6144.5,6144,6144.25,126,1740027720
6144.5,6144.25,6144.5,38,1740027780
6144.75,6144.25,6144.25,108,1740027840
6145,6144.25,6144.5,85,1740027900
6145.25,6144.75,6145,31,1740027960
6145.25,6145,6145.25,61,1740028020
6145.75,6145.5,6145.5,68,1740028080
6145.5,6145.25,6145.25,81,1740028140
6145.25,6145,6145,43,1740028200
6145.25,6144.75,6144.75,10,1740028260
6145.25,6145,6145.25,21,1740028320
6145.25,6145,6145.25,10,1740028380
6145.5,6145.25,6145.25,20,1740028440
6145.25,6145,6145.25,19,1740028500
6145.5,6145.25,6145.5,50,1740028560
6145.5,6145.25,6145.25,38,1740028620
6146,6145.25,6146,35,1740028680
6146.5,6145.75,6146.25,136,1740028740
6146.25,6146.25,6146.25,53,1740028800
6146.5,6145.75,6145.75,82,1740028860
6146.25,6145.75,6145.75,62,1740028920
6145.75,6145.5,6145.5,20,1740028980
6145.75,6145.5,6145.5,54,1740029040
6145.75,6145.5,6145.75,33,1740029100
6145.75,6145.5,6145.75,31,1740029160
6146,6145.75,6145.75,35,1740029220
6145.75,6145.5,6145.5,42,1740029280
6145.5,6145.25,6145.25,13,1740029340
6146,6145.25,6145.5,95,1740029400
6145.5,6145.25,6145.25,16,1740029460
6145.5,6144.75,6145.25,75,1740029520
6145.25,6145.25,6145.25,24,1740029580
6145.25,6144.75,6145,23,1740029640
6145,6144.5,6144.75,33,1740029700
6144.75,6144.25,6144.5,63,1740029760
6144.75,6144.5,6144.5,16,1740029820
6144.5,6144,6144.25,80,1740029880
6144.75,6144.25,6144.5,40,1740029940
6145,6144.5,6144.5,42,1740030000
6144.75,6144.5,6144.5,30,1740030060
6144.75,6144.25,6144.5,32,1740030120
6144.5,6144.25,6144.5,97,1740030180
6144.5,6144.25,6144.5,41,1740030240
6144.75,6144.25,6144.25,46,1740030300
6145.25,6144.25,6145,84,1740030360
6145,6144.75,6144.75,33,1740030420
6145,6144.5,6144.75,48,1740030480
6144.75,6144.5,6144.5,30,1740030540
6144.75,6144.25,6144.25,4,1740030600
6144.75,6144.5,6144.75,23,1740030660
6144.75,6144.5,6144.75,31,1740030720
6144.75,6144.5,6144.5,40,1740030780
6144.5,6144.5,6144.5,8,1740030840
6144.75,6144.5,6144.5,38,1740030900
6144.5,6144,6144.25,38,1740030960
6144.25,6144.25,6144.25,1,1740031020
6144.5,6144.25,6144.5,28,1740031080
6144.5,6144.25,6144.25,46,1740031140
6144.25,6144,6144,92,1740031200
6144,6143.25,6143.5,209,1740031260
6144,6143.25,6144,55,1740031320
6144,6143.75,6143.75,39,1740031380
6144,6143.75,6143.75,52,1740031440
6144,6143.75,6144,43,1740031500
6143.75,6143.25,6143.25,36,1740031560
6143.5,6142.5,6143.5,246,1740031620
6143.5,6143.25,6143.25,62,1740031680
6143.75,6143.25,6143.25,38,1740031740
6143.5,6143,6143.25,72,1740031800
6143.75,6143.5,6143.5,43,1740031860
6144,6143,6144,71,1740031920
6145,6144,6144.25,65,1740031980
6144.75,6144.25,6144.5,44,1740032040
6144.25,6142.5,6143,427,1740032100
6143.25,6142.5,6142.75,157,1740032160
6143.5,6142.75,6143,207,1740032220
6143,6142.5,6143,74,1740032280
6143.25,6142,6142,485,1740032340
6143,6142,6142.5,117,1740032400
6142.75,6142,6142,36,1740032460
6143,6142,6142.5,83,1740032520
6143.25,6142.75,6143,50,1740032580
6143.25,6142.75,6143,42,1740032640
6143,6141.25,6142.75,310,1740032700
6142.75,6142.5,6142.75,18,1740032760
6142.75,6142,6142.25,57,1740032820
6142.5,6142.25,6142.25,56,1740032880
6142.75,6142.25,6142.75,139,1740032940
6144.25,6142.75,6144,127,1740033000
6144.5,6144,6144.5,65,1740033060
6144.5,6144,6144.25,38,1740033120
6144.5,6144.25,6144.5,82,1740033180
6144.25,6144.25,6144.25,40,1740033240
6144.5,6143.5,6143.75,142,1740033300
6143.75,6143.5,6143.5,35,1740033360
6143.75,6143.5,6143.5,46,1740033420
6143.75,6143.25,6143.25,53,1740033480
6143.25,6142.75,6143.25,36,1740033540
6143.5,6143,6143.5,46,1740033600
6143.75,6143.5,6143.75,20,1740033660
6143.75,6143.5,6143.5,29,1740033720
6143.75,6143.75,6143.75,40,1740033780
6143.5,6143.25,6143.25,23,1740033840
6143.75,6143.25,6143.5,39,1740033900
6143.5,6143.25,6143.5,10,1740033960
6143.5,6143.25,6143.5,54,1740034020
6143.75,6143,6143,81,1740034080
6143.5,6143,6143.5,10,1740034140
6143.5,6143.25,6143.5,29,1740034200
6143.75,6143.25,6143.75,32,1740034260
6144,6143.75,6143.75,53,1740034320
6144,6143.5,6144,33,1740034380
6144.5,6143.75,6144.25,33,1740034440
6144.75,6144.25,6144.75,100,1740034500
6145.25,6144.75,6145,99,1740034560
6145.25,6144.75,6145,53,1740034620
6144.75,6144.5,6144.5,23,1740034680
6144.75,6144.5,6144.5,28,1740034740
6144.5,6143.75,6144,144,1740034800
6144.75,6143.5,6143.75,174,1740034860
6144,6143.5,6144,60,1740034920
6143.75,6143.25,6143.25,66,1740034980
6143.25,6142.75,6143,121,1740035040
6143,6142.75,6142.75,79,1740035100
6143,6142,6142,217,1740035160
6143.25,6142,6143,176,1740035220
6143.5,6142.5,6143,149,1740035280
6143.5,6143,6143.25,47,1740035340
6143.5,6142.75,6142.75,48,1740035400
6143.5,6142.5,6143,167,1740035460
6143.75,6143,6143.5,119,1740035520
6144,6143.25,6144,100,1740035580
6144.25,6143.75,6143.75,68,1740035640
6145.5,6144,6145.25,144,1740035700
6145.75,6145,6145.25,101,1740035760
6145.25,6144,6145,171,1740035820
6145.25,6144.5,6144.75,38,1740035880
6144.5,6143.75,6144.5,39,1740035940
6144.75,6143.75,6144.25,104,1740036000
6144.5,6144.25,6144.25,34,1740036060
6145,6144.25,6144.75,66,1740036120
6145.5,6144.75,6145.25,73,1740036180
6145.5,6145,6145.25,31,1740036240
6145.75,6145.25,6145.75,94,1740036300
6145.75,6145.25,6145.5,35,1740036360
6146,6145.25,6145.75,147,1740036420
6146,6145.25,6145.25,102,1740036480
6145.75,6145.25,6145.75,73,1740036540
6146.5,6144.75,6145,325,1740036600
6145.5,6145,6145,71,1740036660
6145.25,6144.75,6145.25,53,1740036720
6145.5,6145,6145.25,47,1740036780
6145.5,6145.25,6145.25,55,1740036840
6145.5,6145,6145.25,64,1740036900
6145.75,6145.25,6145.75,71,1740036960
6146,6145.5,6146,112,1740037020
6145.5,6145.25,6145.5,46,1740037080
6146,6145.75,6145.75,51,1740037140
6146,6145.5,6146,67,1740037200
6146,6145.5,6145.5,51,1740037260
6145.5,6144.75,6144.75,83,1740037320
6145,6144.5,6145,108,1740037380
6145.25,6144.75,6145,115,1740037440
6144.75,6144.5,6144.75,25,1740037500
6145,6144.5,6145,87,1740037560
6144.75,6143.25,6143.25,213,1740037620
6143.75,6143.25,6143.5,92,1740037680
6143.5,6143,6143,200,1740037740
6143.25,6142.5,6143,105,1740037800
6143.25,6142.5,6143,163,1740037860
6143.25,6142.75,6143,79,1740037920
6143,6142.75,6142.75,36,1740037980
6143,6142.75,6143,14,1740038040
6143,6142.5,6142.75,40,1740038100
6143,6142.75,6143,35,1740038160
6143,6142.25,6142.5,127,1740038220
6143,6142.5,6142.5,115,1740038280
6143,6142.25,6142.5,109,1740038340
6144.5,6142.5,6144,633,1740038400
6145,6143.5,6144.5,349,1740038460
6144.75,6144,6144,197,1740038520
6144.5,6143.25,6144.5,107,1740038580
6144.5,6143.75,6144,84,1740038640
6144.25,6143.5,6144.25,156,1740038700
6145,6144,6144.75,128,1740038760
6145.5,6144.25,6144.5,157,1740038820
6145.5,6144.75,6145.25,111,1740038880
6145.25,6144.75,6144.75,103,1740038940
6145,6144,6145,123,1740039000
6145.5,6144.75,6145.25,174,1740039060
6146.5,6145.5,6146.5,207,1740039120
6146.25,6145.5,6146,209,1740039180
6146,6145.5,6146,75,1740039240
6146,6145.25,6146,152,1740039300
6146,6145.5,6146,99,1740039360
6145.75,6144.75,6144.75,225,1740039420
6145,6143.75,6145,127,1740039480
6145.25,6144.5,6144.5,179,1740039540
6145,6144,6144.25,254,1740039600
6145,6144.5,6144.5,172,1740039660
6145,6144.5,6145,69,1740039720
6145,6144.5,6144.75,67,1740039780
6145,6144.25,6145,82,1740039840
6145.25,6144.75,6145.25,100,1740039900
6146,6144.75,6145.75,75,1740039960
6146.5,6146,6146.5,85,1740040020
6148.5,6146.5,6147.75,581,1740040080
6148.25,6147.5,6147.5,249,1740040140
6147.75,6146.75,6147.25,195,1740040200
6147.75,6147.25,6147.5,98,1740040260
6149,6147.75,6148.25,260,1740040320
6148.25,6147.25,6147.75,98,1740040380
6148,6147.25,6147.5,55,1740040440
6148,6147,6147.25,91,1740040500
6147.25,6146.75,6147.25,113,1740040560
6147.5,6147,6147.5,42,1740040620
6148,6147.25,6147.5,86,1740040680
6147.75,6147.25,6147.5,67,1740040740
6147.75,6146.5,6147,134,1740040800
6147.25,6147,6147.25,28,1740040860
6147.75,6147,6147.5,31,1740040920
6147.75,6147.25,6147.25,60,1740040980
6147.25,6147,6147.25,67,1740041040
6147.75,6147.25,6147.75,49,1740041100
6148.5,6147.75,6148,118,1740041160
6148,6147.25,6147.5,87,1740041220
6147.5,6147,6147.25,77,1740041280
6147.25,6147.25,6147.25,12,1740041340
6147.5,6147,6147,62,1740041400
6147.25,6147,6147.25,33,1740041460
6147.5,6147,6147.5,19,1740041520
6147.75,6147.25,6147.75,21,1740041580
6148,6147.5,6148,38,1740041640
6148.5,6147.75,6148.25,36,1740041700
6149,6148.5,6148.5,71,1740041760
6149,6148.5,6148.75,88,1740041820
6148.75,6148.25,6148.25,43,1740041880
6148.5,6147.75,6148,77,1740041940
6149.25,6147.75,6148.75,334,1740042000
6148.75,6148.25,6148.25,125,1740042060
6148.25,6147.25,6148.25,165,1740042120
6148.25,6147.5,6147.75,96,1740042180
6148.75,6147.5,6148.5,151,1740042240
6148.75,6148.25,6148.25,129,1740042300
6149.25,6148.5,6148.75,108,1740042360
6149.25,6148.25,6149.25,118,1740042420
6149.5,6149,6149.25,114,1740042480
6149.5,6149.25,6149.25,70,1740042540
6149.5,6148.75,6149.25,97,1740042600
6149.5,6149,6149.25,66,1740042660
6149.75,6149,6149.75,96,1740042720
6150,6149,6149.5,235,1740042780
6149.5,6149.25,6149.25,35,1740042840
6149.5,6149.5,6149.5,45,1740042900
6149.75,6149.5,6149.5,13,1740042960
6149.5,6149.25,6149.25,52,1740043020
6150,6149.5,6149.75,56,1740043080
6150.25,6149.5,6150,55,1740043140
6150.75,6149.75,6150.75,212,1740043200
6150.5,6150,6150,68,1740043260
6150.25,6149.5,6149.75,103,1740043320
6149.75,6149,6149.25,135,1740043380
6149.25,6149,6149,52,1740043440
6149.5,6149,6149.25,63,1740043500
6149.5,6149,6149.5,79,1740043560
6150.5,6149.75,6150.25,92,1740043620
6150.5,6150,6150.25,73,1740043680
6150.75,6150.25,6150.75,30,1740043740
6150.75,6149.75,6150.25,101,1740043800
6150.25,6149,6149.25,86,1740043860
6149.5,6149,6149.5,95,1740043920
6149.25,6148.5,6148.75,134,1740043980
6149.25,6148.75,6149.25,42,1740044040
6149.25,6149,6149,45,1740044100
6149.5,6149,6149.25,27,1740044160
6149.75,6149.25,6149.75,38,1740044220
6149.75,6149,6149,59,1740044280
6149.25,6148.75,6149,41,1740044340
6149.25,6149,6149.25,40,1740044400
6149.25,6148.75,6149,33,1740044460
6149.25,6149,6149.25,22,1740044520
6150,6149.25,6149.5,86,1740044580
6149.75,6149,6149.25,157,1740044640
6150.25,6149.25,6150,59,1740044700
6150.25,6149.5,6149.5,218,1740044760
6150,6149,6149.75,325,1740044820
6150.25,6149.5,6149.5,139,1740044880
6149.5,6149.25,6149.25,99,1740044940
6149.5,6149,6149,75,1740045000
6149.5,6149,6149.25,117,1740045060
6150.5,6149.5,6150.5,71,1740045120
6150.75,6150.25,6150.5,135,1740045180
6150.75,6150.25,6150.5,45,1740045240
6151.25,6150.25,6151,189,1740045300
6152.75,6151,6151.75,679,1740045360
6152,6151.5,6152,64,1740045420
6152.5,6152,6152.5,79,1740045480
6153,6152.25,6152.25,196,1740045540
6152.5,6152.25,6152.5,181,1740045600
6152.75,6152,6152.75,69,1740045660
6154,6152.5,6153.5,487,1740045720
6154.25,6153.5,6154,355,1740045780
6154,6153.5,6153.75,67,1740045840
6154,6153.5,6153.5,146,1740045900
6154,6153,6153.5,160,1740045960
6153.75,6153.25,6153.75,81,1740046020
6155,6153.75,6154.75,218,1740046080
6154.5,6154,6154,161,1740046140
6154.25,6153.5,6153.75,64,1740046200
6153.75,6152.75,6152.75,119,1740046260
6152.75,6152.5,6152.75,62,1740046320
6153,6152.5,6152.75,76,1740046380
6153,6152.5,6153,32,1740046440
6153,6152.75,6153,75,1740046500
6153,6152.25,6152.5,57,1740046560
6153.25,6152.5,6153,72,1740046620
6153.75,6153.25,6153.5,93,1740046680
