Strategy report
Symbol: /MES:XCME
Work Time: 3/2/25, 6:01 PM - 3/3/25, 10:26 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
100;dataCol_V6(5,974.5|5,971.75|5,973.25|658|1,740,959,340);Buy to Open;1;5.0;$5,971.75;3/2/25, 6:50 PM;;$581.25;0.0;
101;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,973.50;3/2/25, 6:51 PM;$10.00;$590.00;-5.0;
102;dataCol_V6(5,973.5|5,971.5|5,971.5|466|1,740,959,400);Buy to Open;1;5.0;$5,971.50;3/2/25, 6:51 PM;;$591.25;0.0;
103;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,973.00;3/2/25, 6:52 PM;$7.50;$592.50;-5.0;
104;dataCol_V6(5,973|5,971.5|5,971.75|304|1,740,959,460);Buy to Open;1;5.0;$5,971.50;3/2/25, 6:52 PM;;$598.75;0.0;
105;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,973.75;3/2/25, 6:53 PM;$11.25;$601.25;-5.0;
106;dataCol_V6(5,973.75|5,971.5|5,972.75|409|1,740,959,520);Buy to Open;1;5.0;$5,971.50;3/2/25, 6:53 PM;;$610.00;0.0;
107;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,974.50;3/2/25, 6:54 PM;$8.75;$625.00;-5.0;
108;dataCol_V6(5,974.5|5,972.75|5,973.25|511|1,740,959,580);Buy to Open;1;5.0;$5,972.75;3/2/25, 6:54 PM;;$618.75;0.0;
109;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,973.00;3/2/25, 6:55 PM;$12.50;$620.00;-5.0;
110;dataCol_V6(5,973|5,970.5|5,971.5|665|1,740,959,640);Buy to Open;1;5.0;$5,970.50;3/2/25, 6:55 PM;;$631.25;0.0;
111;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,973.00;3/2/25, 6:56 PM;$11.25;$632.50;-5.0;
112;dataCol_V6(5,973|5,970.75|5,972.75|326|1,740,959,700);Buy to Open;1;5.0;$5,970.75;3/2/25, 6:56 PM;;$642.50;0.0;
113;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,973.00;3/2/25, 6:57 PM;$5.00;$641.25;-5.0;
114;dataCol_V6(5,973|5,972|5,972.75|211|1,740,959,760);Buy to Open;1;5.0;$5,972.00;3/2/25, 6:57 PM;;$647.50;0.0;
