FT,vel5,vel10,vel15,vel30,vel60,acc5,acc10,acc15,acc30,acc60,stoch12,stochDiff6012,RSIhl_diff,RSIhl_diffROC,YM_diff,NQ_diff,FT,vol,vol10,vol15,vol30,vol60,volD10,volD15,volD30,volD60,volNQdiff,volYMdiff,vpm5,vpm10,vpm15,vpm30,vpm60,FT,ToD,DoW,MO,Dc1,Dc3,Dr1,Dr3,Mc1,Mc3,Mr1,Mr3
1728277200000,0.0017,0.014,0.0006,0.0035,0.0006,-0.0245,0.0148,-0.0058,0.0058,0.0039,76.3158,10.9968,3.476,0.0,0.0006,0.0081,1728277200000,3,4.0,36.0,38.8333,217.4167,-25.0,-91.6667,-92.2747,-98.6202,-55.0158,-76.3868,0.0033,0.02,0.0001,0.0005,0.0,1728277200000,60,1,0,dn,dn,-0.07,-0.21,nm,mv,0.6715,1.3603
1728277500000,-0.0122,-0.0052,0.0052,0.0029,0.002,-0.014,-0.0052,0.0047,0.0017,0.0065,57.8947,4.4667,-0.6457,-4.1216,-0.0019,-0.0311,1728277500000,21,12.0,9.6667,23.1667,193.5833,75.0,117.2414,-9.3525,-89.152,-66.0078,-95.1932,-0.0033,-0.0025,0.0031,0.0007,0.0001,1728277500000,65,1,0,dn,dn,-0.11,-0.19,mv,mv,1.0307,1.2682
1728277800000,-0.0192,-0.0157,-0.0099,-0.0009,0.0004,-0.007,-0.0297,-0.018,-0.0026,0.0063,22.8571,-4.55,3.2303,3.8759,0.0098,0.0279,1728277800000,1,11.0,8.3333,22.5,151.9167,-90.9091,-88.0,-95.5556,-99.3417,-57.1208,-119.2197,-0.11,-0.0082,-0.0068,-0.0002,0.0,1728277800000,70,1,0,dn,dn,-0.03,-0.08,nm,nm,0.2573,0.5411
1728278100000,-0.0052,-0.0122,-0.0122,-0.0058,0.0007,0.014,-0.007,-0.0128,-0.0131,0.0036,3.2258,-7.2468,2.2329,-0.9974,0.0123,0.0114,1728278100000,23,12.0,15.0,25.5,144.1667,91.6667,53.3333,-9.8039,-84.0462,-46.2991,-5.6373,-0.0013,-0.0058,-0.0047,-0.0013,0.0,1728278100000,75,1,0,dn,dn,-0.05,-0.35,nm,mv,0.516,2.2603
1728278400000,-0.0087,-0.007,-0.0111,-0.0029,-0.0007,-0.0035,0.0087,-0.0163,-0.0044,0.0052,0.0,-10.8871,1.193,-1.0398,-0.0053,-0.0185,1728278400000,131,77.0,51.6667,30.6667,117.5,70.1299,153.5484,327.1739,11.4894,276.6772,255.1739,-0.0004,-0.0005,-0.0012,-0.0005,-0.0,1728278400000,80,1,0,dn,dn,0.0,-0.19,nm,mv,0.0,1.1985
1728278700000,0.0,-0.0044,-0.0047,-0.0073,-0.0015,0.0087,0.0079,0.0052,-0.0116,0.0032,20.4545,-10.2151,-0.9871,-2.1802,-0.007,-0.0297,1728278700000,444,287.5,199.3333,103.8333,154.3333,54.4348,122.7425,327.6083,187.689,285.0056,317.8941,0.0,-0.0001,-0.0001,-0.0004,-0.0001,1728278700000,85,1,0,dn,dn,-0.3,-0.24,mv,mv,7.318,1.629
1728279000000,-0.0524,-0.0262,-0.0204,-0.0163,-0.0064,-0.0524,-0.0192,-0.0082,-0.0198,-0.0054,0.0,-20.3629,-4.1558,-3.1687,0.0219,-0.0268,1728279000000,254,349.0,276.3333,145.6667,92.25,-27.2206,-8.082,74.3707,175.3388,-28.8457,4.864,-0.0012,-0.0004,-0.0004,-0.0006,-0.0004,1728279000000,90,1,0,up,up,0.11,0.14,mv,nm,1.1175,0.8661
1728279300000,0.0192,-0.0166,-0.0111,-0.0111,-0.0041,0.0716,-0.0122,-0.0,-0.014,-0.0017,16.9231,-11.4958,-5.1846,-1.0288,-0.0028,0.0439,1728279300000,56,155.0,251.3333,151.5,87.3333,-63.871,-77.7188,-63.0363,-35.8779,-51.7625,-61.703,0.002,-0.0006,-0.0003,-0.0004,-0.0003,1728279300000,95,1,0,dn,dn,-0.05,0.0,nm,nm,0.4005,0.0
1728279600000,-0.0087,0.0052,-0.014,-0.0093,-0.0051,-0.028,0.0314,-0.0093,-0.0084,-0.0035,9.2308,-13.7053,2.6125,7.7971,0.0064,-0.0012,1728279600000,50,53.0,120.0,159.6667,91.0833,-5.6604,-58.3333,-68.6848,-45.1052,-23.4612,-43.021,-0.001,0.0006,-0.0007,-0.0003,-0.0003,1728279600000,100,1,0,up,up,0.08,0.01,nm,nm,0.6498,0.0686
1728279900000,0.014,0.0026,0.0082,-0.0061,-0.006,0.0227,0.0192,0.0285,-0.0003,-0.0065,25.0,-6.1011,-5.1083,-7.7208,-0.0187,-0.0338,1728279900000,34,42.0,46.6667,161.5,93.5,-19.0476,-27.1429,-78.9474,-63.6364,-28.2747,-75.6416,0.0024,0.0004,0.001,-0.0002,-0.0004,1728279900000,105,1,0,dn,dn,-0.03,-0.24,nm,mv,0.2255,1.6333
1728280200000,-0.0052,0.0044,0.0,-0.0055,-0.0042,-0.0192,-0.0009,0.0111,-0.0026,-0.0013,19.6429,-7.2387,2.2771,7.3855,-0.0088,-0.0084,1728280200000,100,67.0,61.3333,156.3333,93.5,49.2537,63.0435,-36.0341,6.9519,20.8286,-58.4341,-0.0003,0.0004,0.0,-0.0002,-0.0003,1728280200000,110,1,0,dn,dn,-0.04,-0.11,nm,nm,0.3011,0.7486
1728280500000,-0.007,-0.0061,0.0006,-0.0067,-0.007,-0.0017,-0.0087,0.0146,0.0006,-0.0044,12.5,-7.8479,1.9348,-0.3423,0.0117,0.007,1728280500000,22,61.0,52.0,86.0,94.9167,-63.9344,-57.6923,-74.4186,-76.8218,-76.9799,-89.9742,-0.0018,-0.0006,0.0001,-0.0004,-0.0004,1728280500000,115,1,0,dn,up,-0.17,0.15,mv,mv,1.287,1.0282
1728280800000,-0.0297,-0.0183,-0.014,-0.0029,-0.0096,-0.0227,-0.0227,-0.0221,0.0134,-0.0102,0.0,-10.1285,-1.4493,-3.3841,0.0297,0.0111,1728280800000,116,69.0,79.3333,63.0,104.3333,68.1159,46.2185,84.127,11.1821,9.2235,-78.373,-0.0015,-0.0015,-0.001,-0.0003,-0.0005,1728280800000,120,1,0,up,up,0.1,0.17,mv,mv,1.0875,1.1666
1728281100000,0.0175,-0.0061,-0.0064,-0.0032,-0.0071,0.0472,-0.0,-0.0064,0.0079,-0.0092,20.8333,-1.6914,4.229,5.6782,-0.0057,0.0308,1728281100000,2,59.0,46.6667,54.0,102.75,-96.6102,-95.7143,-96.2963,-98.0535,-133.8194,-79.1088,0.05,-0.0006,-0.0008,-0.0003,-0.0004,1728281100000,125,1,0,up,dn,0.22,-0.17,mv,mv,2.4524,1.1809
1728281400000,0.0385,0.028,0.0087,0.0047,-0.0023,0.021,0.0463,0.0082,0.014,-0.0028,68.0851,12.8297,3.0285,-1.2005,-0.0197,-0.0112,1728281400000,1,1.5,39.6667,45.8333,102.75,-33.3333,-97.479,-97.8182,-99.0268,-134.3587,-102.2265,0.22,0.1067,0.0013,0.0006,-0.0001,1728281400000,130,1,0,dn,dn,-0.15,-0.27,mv,mv,1.2118,1.7805
1728281700000,-0.0262,0.0061,0.0099,-0.002,-0.0041,-0.0647,0.0122,0.0239,0.0041,-0.0048,38.6364,3.1558,-7.7109,-10.7394,-0.002,-0.0245,1728281700000,6,3.5,3.0,41.1667,101.3333,71.4286,100.0,-85.4251,-94.0789,-85.9192,-73.0068,-0.025,0.01,0.0189,-0.0003,-0.0002,1728281700000,135,1,0,dn,up,-0.24,0.26,mv,mv,1.7607,1.6668
1728282600000,-0.0419,-0.0341,-0.0099,-0.0082,-0.0068,-0.0157,-0.062,-0.0035,-0.0026,-0.0061,30.4348,3.6302,-7.4915,0.2194,0.002,0.0147,1728282600000,1775,890.5,594.0,320.3333,238.3333,99.3262,198.8215,454.1103,644.7552,373.3127,401.6423,-0.0001,-0.0002,-0.0001,-0.0001,-0.0002,1728282600000,150,1,0,up,up,0.12,0.17,mv,mv,0.7444,1.0827
1728282900000,0.021,-0.0105,-0.0157,-0.0035,-0.0051,0.0629,-0.0166,-0.0245,0.0032,-0.0036,47.8261,9.8643,2.1772,9.6687,-0.0163,-0.0235,1728282900000,2,888.5,594.3333,317.0,201.5,-99.7749,-99.6635,-99.3691,-99.0074,-88.3368,-69.0119,0.06,-0.0001,-0.0002,-0.0001,-0.0001,1728282900000,155,1,0,up,dn,0.38,-0.1,mv,nm,2.1976,0.6461
1728284100000,0.0664,0.0437,0.0151,0.0125,0.0048,0.0454,0.0778,0.0052,0.0154,0.0112,100.0,27.9904,1.8349,-0.3423,-0.0289,0.0574,1728284100000,100,51.0,625.6667,314.3333,188.6667,96.0784,-84.017,-68.1866,-46.9965,-64.2463,-145.9644,0.0038,0.0049,0.0001,0.0002,0.0001,1728284100000,175,1,0,dn,dn,-0.33,-0.88,mv,mv,1.5659,5.0755
1728284400000,-0.0576,0.0044,0.0099,0.0,-0.0016,-0.1241,0.0149,0.0198,0.0032,0.0025,53.5211,8.2168,0.3087,-1.5262,0.0037,-0.0129,1728284400000,114,107.0,72.0,333.0,193.5,6.5421,58.3333,-65.7658,-41.0853,-155.4161,-177.8412,-0.0029,0.0002,0.0008,0.0,-0.0,1728284400000,180,1,0,dn,dn,-0.15,-0.83,mv,mv,0.5837,4.6479
1728285000000,-0.0262,-0.0419,-0.0058,-0.0108,-0.0031,0.0314,-0.0856,0.0099,-0.0154,0.002,32.3944,-0.981,0.77,0.4613,-0.0161,-0.0023,1728285000000,23,68.5,79.0,336.6667,191.25,-66.4234,-70.8861,-93.1683,-87.9739,-96.084,-148.2662,-0.0065,-0.0035,-0.0004,-0.0002,-0.0001,1728285000000,190,1,0,dn,dn,-0.4,-0.8,mv,mv,1.6621,4.5151
1728285300000,-0.0699,-0.0481,-0.0512,-0.0181,-0.01,-0.0437,-0.0524,-0.0664,-0.016,-0.0041,0.0,-13.136,-0.6662,-1.4362,0.0206,-0.0044,1728285300000,981,502.0,372.6667,499.1667,270.1667,95.4183,163.2379,96.5275,263.1092,68.3643,63.309,-0.0004,-0.0005,-0.0008,-0.0002,-0.0002,1728285300000,195,1,0,dn,dn,-0.28,-0.29,mv,mv,1.0296,1.1339
1728285600000,-0.049,-0.0594,-0.0484,-0.0192,-0.0137,0.0209,-0.0175,-0.0583,-0.0111,-0.0095,0.0,-12.4765,2.173,2.8392,0.0067,-0.0031,1728285600000,518,749.5,507.3333,289.6667,305.0,-30.8873,2.1025,78.8262,69.8361,21.074,30.1498,-0.0005,-0.0005,-0.0005,-0.0004,-0.0003,1728285600000,200,1,0,dn,dn,-0.12,-0.51,mv,mv,0.4353,1.6739
1728285900000,-0.021,-0.035,-0.0466,-0.0262,-0.0149,0.028,0.0131,-0.0408,-0.0227,-0.0079,7.2464,-8.3,3.8273,1.6543,-0.0448,-0.0174,1728285900000,68,293.0,522.3333,300.6667,308.8333,-76.7918,-86.9815,-77.3836,-77.9817,-100.0817,-133.6372,-0.0018,-0.0007,-0.0005,-0.0005,-0.0003,1728285900000,205,1,0,up,dn,0.11,-0.39,mv,mv,0.4295,1.1498
1728286200000,0.0193,-0.0009,-0.0169,-0.0341,-0.0108,0.0403,0.0586,0.0343,-0.0466,-0.0012,15.2174,-4.509,4.1673,0.3401,0.0302,0.0105,1728286200000,302,185.0,296.0,334.3333,324.3333,63.2432,2.027,-9.671,-6.8859,-17.7378,1.7991,0.0004,-0.0,-0.0003,-0.0006,-0.0002,1728286200000,210,1,0,dn,dn,-0.5,-0.05,mv,nm,2.9867,0.148
1728286500000,-0.0875,-0.0341,-0.0298,-0.039,-0.0195,-0.1068,0.0009,0.0186,-0.039,-0.0124,0.0,-12.5563,-0.8203,-4.9876,0.0076,-0.0067,1728286500000,1051,676.5,473.6667,490.5,411.75,55.3585,121.886,114.2712,155.252,81.9155,133.5463,-0.0005,-0.0003,-0.0004,-0.0005,-0.0003,1728286500000,215,1,0,dn,up,0.0,0.19,nm,mv,0.0,0.5487
1728286800000,0.0,-0.0438,-0.0228,-0.0347,-0.0227,0.0875,-0.0429,0.0239,-0.0239,-0.0204,3.4682,-8.7953,2.1723,2.9926,0.0165,-0.0087,1728286800000,48,549.5,467.0,494.6667,415.6667,-91.2648,-89.7216,-90.2965,-88.4523,-96.2227,-101.9606,0.0,-0.0005,-0.0003,-0.0004,-0.0003,1728286800000,220,1,0,up,dn,0.45,-0.01,mv,nm,2.0873,0.0287
1728287100000,0.0788,0.0394,-0.0029,-0.0099,-0.014,0.0788,0.0736,0.014,0.0081,-0.0099,29.4798,6.7613,-0.4655,-2.6379,-0.0553,-0.0019,1728287100000,151,99.5,416.6667,356.3333,427.75,51.7588,-63.76,-57.6239,-64.699,-26.0072,-41.0861,0.003,0.0023,-0.0,-0.0002,-0.0002,1728287100000,225,1,0,dn,up,-0.26,0.04,mv,nm,0.8682,0.1172
1728287400000,-0.0455,0.0166,0.0111,-0.0093,-0.0143,-0.1243,0.0604,0.0409,0.0099,-0.0074,14.4509,-2.3158,3.3239,3.7894,0.0243,0.0406,1728287400000,110,130.5,103.0,288.3333,289.0,-15.7088,6.7961,-61.8497,-61.9377,-33.0254,-18.7346,-0.0024,0.0007,0.0006,-0.0002,-0.0003,1728287400000,230,1,0,dn,up,-0.2,0.34,mv,mv,0.6732,0.9701
1728287700000,-0.035,-0.0403,-0.0006,-0.0117,-0.0189,0.0105,-0.0797,0.0222,0.0145,-0.0138,2.8902,-8.0799,3.0806,-0.2433,0.0515,-0.0171,1728287700000,39,74.5,100.0,283.5,292.0833,-47.651,-61.0,-86.2434,-86.6476,-67.8502,-62.2885,-0.0051,-0.0031,-0.0,-0.0002,-0.0004,1728287700000,235,1,0,up,up,0.5,0.45,mv,mv,1.6582,1.2863
1728288000000,0.0876,0.0263,0.0023,-0.0003,-0.0172,0.1226,0.0096,0.0053,0.0338,-0.022,39.7351,13.8411,-19.8938,-22.9745,-0.0217,0.0042,1728288000000,19699,9869.0,6616.0,3516.3333,1925.3333,99.6048,197.7479,460.2142,923.1475,448.3961,362.2795,0.0,0.0,0.0,-0.0,-0.0001,1728288000000,240,1,0,up,dn,0.04,-0.19,nm,mv,0.1089,0.5364
1728288300000,0.007,0.0473,0.0198,0.0155,-0.0118,-0.0806,0.0876,0.0088,0.0545,-0.0102,44.4444,18.9152,0.3907,20.2845,-0.0094,-0.0343,1728288300000,2719,11209.0,7485.6667,3794.3333,2142.4167,-75.7427,-63.6772,-28.3405,26.9128,-10.2496,-3.3816,0.0,0.0,0.0,0.0,-0.0,1728288300000,245,1,0,dn,dn,-0.09,-0.16,nm,mv,0.3072,0.4275
1728288600000,-0.0158,-0.0044,0.0263,0.0128,-0.0109,-0.0228,-0.0306,0.0269,0.0475,-0.0079,45.8333,14.0923,0.999,0.6084,0.0158,0.0034,1728288600000,615,1667.0,7677.6667,3888.8333,2191.75,-63.1074,-91.9898,-84.1855,-71.9402,-50.0333,-61.0169,-0.0001,-0.0,0.0,0.0,-0.0,1728288600000,250,1,0,dn,dn,-0.14,0.0,mv,nm,0.4677,0.0
1728288900000,-0.0245,-0.0201,-0.0111,-0.0044,-0.0071,-0.0088,-0.0674,-0.0134,0.0055,0.0029,37.963,6.5198,-2.2197,-3.2187,-0.0202,-0.0276,1728288900000,1359,987.0,1564.3333,4090.1667,2223.25,37.69,-13.1259,-66.774,-38.8733,-49.9657,-36.4101,-0.0001,-0.0001,-0.0,-0.0,-0.0,1728288900000,255,1,0,up,up,0.07,0.4,nm,mv,0.277,1.0349
1728289200000,0.0123,-0.0061,-0.0093,0.0053,-0.002,0.0368,-0.0018,-0.0292,0.0146,0.0116,44.4444,7.8242,2.0487,4.2684,0.0042,0.0076,1728289200000,1015,1187.0,996.3333,4241.0,2264.6667,-14.4903,1.8735,-76.067,-55.181,-31.4578,-31.7922,0.0001,-0.0,-0.0001,0.0,-0.0,1728289200000,260,1,0,up,dn,0.07,-0.13,nm,nm,0.3037,0.3363
1728289500000,0.0123,0.0123,0.0,0.0131,0.0007,-0.0,0.0324,-0.0263,0.0248,0.0156,50.9259,9.2164,0.8569,-1.1918,-0.0099,-0.0271,1728289500000,930,972.5,1101.3333,4389.5,2336.5,-4.3702,-15.5569,-78.8131,-60.1969,-47.3211,-28.6139,0.0001,0.0001,0.0,0.0,0.0,1728289500000,265,1,0,up,dn,0.26,-0.21,mv,mv,1.2603,0.5419
1728289800000,0.0455,0.0289,0.0233,0.0061,0.0029,0.0333,0.035,0.0344,0.0064,0.0137,75.0,18.4442,1.4685,0.6117,-0.0079,0.0252,1728289800000,4322,2626.0,2089.0,1826.6667,2671.5,64.5849,106.8933,136.6058,61.7818,153.9344,153.2725,0.0001,0.0001,0.0001,0.0,0.0,1728289800000,270,1,0,dn,dn,-0.46,-0.78,mv,mv,3.5748,1.9646
1728290100000,-0.0805,-0.0175,-0.0076,-0.0085,0.0035,-0.126,-0.0298,0.0017,-0.0239,0.023,32.4074,-2.475,-4.9734,-6.442,0.0076,-0.0113,1728290100000,600,2461.0,1950.6667,1473.5,2633.9167,-75.6197,-69.2413,-59.2806,-77.2202,-47.007,-85.7797,-0.0008,-0.0,-0.0,-0.0,0.0,1728290100000,275,1,0,dn,dn,-0.01,-0.24,nm,mv,0.0445,0.6159
1728290400000,-0.0018,-0.0411,-0.0123,-0.0061,0.0034,0.0787,-0.07,-0.0123,-0.019,0.0261,31.4815,-3.959,0.1161,5.0895,0.0112,-0.0256,1728290400000,1402,1001.0,2108.0,1604.6667,2746.75,40.0599,-33.4915,-12.6298,-48.9579,-44.7258,-11.7124,-0.0,-0.0002,-0.0,-0.0,0.0,1728290400000,280,1,0,dn,dn,-0.31,-0.47,mv,mv,1.3833,1.2067
1728290700000,-0.0543,-0.028,-0.0455,-0.0111,-0.0077,-0.0525,-0.0105,-0.0688,-0.0067,0.0062,2.7778,-16.576,1.8444,1.7283,0.0613,0.0282,1728290700000,622,1012.0,874.6667,1481.8333,2786.0,-38.5375,-28.8872,-58.025,-77.6741,-90.9568,-36.0578,-0.0005,-0.0002,-0.0003,-0.0,-0.0,1728290700000,285,1,0,up,dn,0.08,-0.72,nm,mv,0.3261,1.8953
1728291000000,0.014,-0.0201,-0.014,-0.0108,-0.0028,0.0683,0.021,-0.0064,-0.0161,0.0115,10.1852,-12.6034,4.5511,2.7067,-0.0281,-0.0264,1728291000000,493,557.5,839.0,1394.8333,2817.9167,-11.5695,-41.2396,-64.6553,-82.5048,-42.9823,-11.4179,0.0002,-0.0002,-0.0001,-0.0,-0.0,1728291000000,290,1,0,dn,dn,-0.24,-0.98,mv,mv,0.9746,2.8427
1728291300000,-0.042,-0.014,-0.0274,-0.0198,-0.0034,-0.0561,0.014,-0.0152,-0.033,0.0156,0.0,-17.4541,4.1808,-0.3704,0.0044,-0.0412,1728291300000,150,321.5,421.6667,1264.8333,2827.1667,-53.3437,-64.4269,-88.1407,-94.6943,-128.3229,-86.4898,-0.0016,-0.0002,-0.0004,-0.0001,-0.0,1728291300000,295,1,0,dn,dn,-0.56,-0.67,mv,mv,2.2788,2.1188
1728291600000,-0.0981,-0.0701,-0.0421,-0.0437,-0.0188,-0.0561,-0.0499,0.0034,-0.0499,-0.0016,0.6579,-15.2861,-2.0542,-6.235,0.0275,-0.0224,1728291600000,12003,6076.5,4215.3333,2545.0,2185.8333,97.5315,184.7462,371.6306,449.127,232.2206,299.854,-0.0,-0.0001,-0.0001,-0.0001,-0.0,1728291600000,300,1,0,dn,dn,-0.18,-0.18,mv,mv,0.7914,0.5235
1728291900000,-0.0316,-0.0648,-0.0572,-0.0356,-0.022,0.0666,-0.0508,-0.0432,-0.0271,-0.0102,1.1696,-12.7188,1.1506,3.2048,0.0316,-0.0269,1728291900000,6545,9274.0,6232.6667,3535.8333,2504.6667,-29.4264,5.0112,85.1049,161.3122,61.8439,38.5039,-0.0,-0.0,-0.0001,-0.0001,-0.0001,1728291900000,305,1,0,up,dn,0.07,-0.22,nm,mv,0.3375,0.5693
1728292200000,0.0123,-0.0096,-0.0391,-0.0333,-0.0197,0.0439,0.0604,-0.0117,-0.0271,-0.0088,16.0622,-2.7882,0.4165,-0.7341,-0.0029,0.0301,1728292200000,2899,4722.0,7149.0,3785.3333,2695.0,-38.6065,-59.4489,-23.4149,7.5696,-54.2645,-53.0105,0.0,-0.0,-0.0,-0.0001,-0.0,1728292200000,310,1,0,dn,dn,-0.07,-0.44,nm,mv,0.316,1.098
1728292500000,-0.0123,0.0,-0.0105,-0.0263,-0.0187,-0.0246,0.0648,0.0315,-0.0152,-0.0115,12.4352,-4.0217,6.0482,5.6317,-0.0018,0.0123,1728292500000,3926,3412.5,4456.6667,4336.0,2908.9167,15.0476,-11.9073,-9.4557,34.9643,9.7294,-12.957,-0.0,0.0,-0.0,-0.0,-0.0,1728292500000,315,1,0,dn,dn,-0.22,-0.09,mv,nm,1.0098,0.2253
1728292800000,-0.0386,-0.0254,-0.0129,-0.035,-0.0229,-0.0263,-0.0158,0.0444,-0.0242,-0.0209,1.0363,-8.9761,4.5337,-1.5144,-0.0038,-0.0249,1728292800000,2161,3043.5,2995.3333,4614.0,3004.4167,-28.9962,-27.8544,-53.1643,-28.0726,-11.9994,-74.7216,-0.0001,-0.0,-0.0,-0.0,-0.0,1728292800000,320,1,0,dn,up,-0.15,0.27,mv,mv,0.7802,0.6939
1728293100000,-0.0263,-0.0325,-0.0257,-0.0324,-0.0261,0.0123,-0.0325,0.0134,-0.0126,-0.0268,1.4354,-6.7753,5.7208,1.1871,0.0122,-0.0197,1728293100000,1661,1911.0,2582.6667,4865.8333,3065.3333,-13.0822,-35.6866,-65.864,-45.8134,-51.2392,-76.1322,-0.0001,-0.0001,-0.0001,-0.0,-0.0,1728293100000,325,1,0,up,up,0.28,0.45,mv,mv,1.4578,1.1555
1728293400000,0.0492,0.0114,-0.0053,-0.0079,-0.0258,0.0755,0.0369,0.0053,0.0358,-0.0287,15.2381,3.9606,-1.1049,-6.8258,-0.0067,0.0306,1728293400000,725,1193.0,1515.6667,2986.1667,2765.5833,-39.2288,-52.1663,-75.7214,-73.7849,-57.3707,-70.5222,0.0004,0.0001,-0.0,-0.0,-0.0001,1728293400000,330,1,0,up,up,0.14,0.2,mv,mv,0.8098,0.5188
1728293700000,0.0246,0.0369,0.0158,0.0015,-0.0171,-0.0246,0.0693,0.0287,0.0371,-0.0206,27.8788,8.2823,4.1818,5.2867,-0.0081,0.0252,1728293700000,2050,1387.5,1478.6667,2237.0,2886.4167,47.7477,38.6384,-8.3594,-28.9777,10.1902,21.2039,0.0001,0.0002,0.0001,0.0,-0.0,1728293700000,335,1,0,up,up,0.03,0.05,nm,nm,0.174,0.1316
1728294000000,0.0053,0.0149,0.0263,0.0003,-0.0165,-0.0193,0.0035,0.0521,0.0336,-0.0198,34.0278,9.2439,3.1324,-1.0495,-0.0006,-0.0426,1728294000000,1100,1575.0,1291.6667,1937.1667,2861.25,-30.1587,-14.8387,-43.216,-61.5553,-11.0324,-3.5876,0.0,0.0001,0.0001,0.0,-0.0,1728294000000,340,1,0,up,up,0.03,0.09,nm,nm,0.1758,0.2368
1728294300000,0.0053,0.0053,0.0117,0.0032,-0.0115,-0.0,-0.0316,0.017,0.0295,-0.0038,37.4101,8.9625,5.6726,2.5403,-0.0312,-0.0264,1728294300000,6980,4040.0,3376.6667,2446.1667,3391.0833,72.7723,106.7127,185.3444,105.8339,226.93,221.8497,0.0,0.0,0.0,0.0,-0.0,1728294300000,345,1,0,dn,up,-0.01,0.04,nm,nm,0.0596,0.1017
1728294600000,-0.0018,0.0018,0.0029,0.0094,-0.0128,-0.007,-0.0132,-0.0129,0.0444,-0.0101,44.3478,7.8259,5.1432,-0.5294,0.0277,0.0453,1728294600000,531,3755.5,2870.3333,2174.5,3394.25,-85.8607,-81.5004,-75.5806,-84.3559,-27.8269,-21.0978,-0.0,0.0,0.0,0.0,-0.0,1728294600000,350,1,0,up,dn,0.07,-0.09,nm,nm,0.5283,0.2262
1728294900000,0.0123,0.0053,0.0053,0.0158,-0.0083,0.014,-0.0,-0.0211,0.0482,-0.005,55.2381,8.467,2.4908,-2.6525,-0.017,0.0325,1728294900000,640,585.5,2717.0,2004.3333,3435.0833,9.3083,-76.4446,-68.0692,-81.3687,-92.5329,-61.8623,0.0001,0.0001,0.0,0.0,-0.0,1728294900000,355,1,0,dn,dn,-0.02,-0.27,nm,mv,0.2067,0.6732
1728295200000,-0.0035,0.0044,0.0023,0.007,-0.0004,-0.0158,0.0026,-0.0094,0.0149,0.0184,81.1594,6.5233,1.3554,-1.1354,0.0176,-0.0114,1728295200000,1885,1262.5,1018.6667,2197.6667,2591.9167,49.3069,85.0458,-14.2272,-27.2739,-30.1479,18.7337,-0.0,0.0,0.0,0.0,-0.0,1728295200000,360,1,0,dn,up,-0.14,0.22,mv,mv,2.6148,0.5807
1728295500000,-0.0246,-0.014,-0.0053,-0.0012,0.0001,-0.0211,-0.0193,-0.0082,-0.0026,0.0222,60.8696,1.3997,-0.6327,-1.9881,-0.0131,-0.0339,1728295500000,354,1119.5,959.6667,1915.0,2076.0,-68.3787,-63.1122,-81.5144,-82.948,-84.0723,-118.9445,-0.0004,-0.0001,-0.0,-0.0,0.0,1728295500000,365,1,0,dn,up,-0.11,0.49,nm,mv,1.6541,1.2912
1728295800000,-0.0193,-0.0219,-0.0158,-0.0053,-0.0025,0.0053,-0.0263,-0.0211,-0.0056,0.0172,44.9275,-1.8385,3.8018,4.4345,0.0499,0.0318,1728295800000,3000,1677.0,1746.3333,2231.6667,2084.4167,78.8909,71.7885,34.4287,43.9252,53.5445,100.6123,-0.0,-0.0001,-0.0001,-0.0,-0.0,1728295800000,370,1,0,up,up,0.47,0.49,mv,mv,6.3762,1.2907
1728296100000,0.0825,0.0316,0.0129,0.0076,0.0054,0.1018,0.0456,0.0105,0.0044,0.0241,93.9759,11.3266,-3.6441,-7.4459,-0.0542,-0.019,1728296100000,2175,2587.5,1843.0,1430.8333,1938.5,-15.942,18.0141,52.0093,12.2002,58.8777,58.3558,0.0002,0.0001,0.0,0.0,0.0,1728296100000,375,1,0,up,up,0.13,0.18,nm,nm,0.6411,0.49
1728296400000,0.0228,0.0527,0.0287,0.0117,0.0105,-0.0597,0.0746,0.0339,0.0023,0.0334,100.0,13.0237,0.8957,4.5398,-0.0393,-0.039,1728296400000,19096,10635.5,8090.3333,4525.0,3349.75,79.5496,136.0348,322.011,470.0724,348.3892,314.0694,0.0,0.0,0.0,0.0,0.0,1728296400000,380,1,0,dn,up,-0.11,0.02,nm,nm,0.5409,0.0504
1728296700000,-0.0193,0.0018,0.0287,0.0064,0.0111,-0.0421,-0.0298,0.0445,-0.0094,0.0372,87.9121,7.7281,1.1543,0.2586,0.0358,0.0218,1728296700000,10964,15030.0,10745.0,6245.6667,4125.0,-27.0526,2.0382,75.5457,165.7939,116.1049,110.9817,-0.0,0.0,0.0,0.0,0.0,1728296700000,385,1,0,up,up,0.16,0.22,mv,mv,0.7488,0.5349
1728297000000,0.0281,0.0044,0.0105,0.0117,0.0094,0.0473,-0.0483,-0.0023,0.0047,0.0352,100.0,11.5301,-0.1836,-1.3379,-0.0163,0.0055,1728297000000,925,5944.5,10328.3333,6085.6667,4141.6667,-84.4394,-91.0441,-84.8004,-77.666,-82.1528,-66.1563,0.0002,0.0,0.0,0.0,0.0,1728297000000,390,1,0,dn,dn,-0.03,-0.14,nm,nm,0.1387,0.3649
1728297300000,-0.0053,0.0114,0.0012,0.0149,0.0069,-0.0333,0.0096,-0.0275,0.0161,0.0239,87.3239,10.2621,0.8728,1.0564,0.01,0.0015,1728297300000,1225,1075.0,4371.3333,6230.8333,4072.9167,13.9535,-71.9765,-80.3397,-69.9233,-94.3467,-95.3177,-0.0,0.0001,0.0,0.0,0.0,1728297300000,395,1,0,up,up,0.09,0.04,nm,nm,0.4452,0.1307
