FT,vel5,vel10,vel15,vel30,vel60,acc5,acc10,acc15,acc30,acc60,stoch12,stochDiff6012,RSIhl_diff,RSIhl_diffROC,vol,vol10,vol15,vol30,vol60,volD10,volD15,volD30,volD60,vpm5,vpm10,vpm15,vpm30,vpm60,ToD,DoW,MO,Dr3_Model,Dr3,Dc1,Dc3,Dr1,Mc1,Mc3,Mr1,Mr3
1729485900000,0.0,-0.0063,-0.0071,-0.0056,-0.0049,0.0127,0.0021,-0.0028,-0.0014,-0.0049,12.5,-2.1631,10.2267,4.0214,210.0,325.5,279.6667,202.6667,217.8333,-35.4839,-24.9106,3.6184,-3.596,0.0,-0.0012,-0.0015,-0.0016,-0.0013,45.0,1.0,0.0,-4.4436665,-0.5,dn,dn,-0.5,mv,nm,1.4552,0.5472
1729486200000,-0.0085,-0.0042,-0.0071,-0.0056,-0.0039,-0.0085,0.0063,-0.0028,-0.0035,-0.0028,15.3846,-2.0876,9.0636,-1.1631,282.0,246.0,311.0,211.0,204.5,14.6341,-9.3248,33.6493,37.8973,-0.0018,-0.001,-0.0013,-0.0016,-0.0011,50.0,1.0,0.0,-4.464652,-0.75,dn,dn,0.0,nm,mv,0.0,0.8119
1729486500000,0.0,-0.0042,-0.0028,-0.0063,-0.0035,0.0085,0.0021,0.0071,-0.0056,-0.0018,15.3846,-1.745,10.2145,1.151,153.0,217.5,215.0,225.5,195.1667,-29.6552,-28.8372,-32.1508,-21.6055,0.0,-0.0011,-0.0008,-0.0017,-0.0011,55.0,1.0,0.0,-3.6523795,-1.0,dn,dn,0.0,nm,mv,0.0,1.1025
1729486800000,0.0,0.0,-0.0028,-0.0049,-0.0028,0.0,0.0042,0.0042,-0.0042,-0.0011,26.6667,2.4189,7.832,-2.3825,278.0,215.5,237.6667,258.6667,206.5,29.0023,16.9705,7.4742,34.6247,0.0,0.0,-0.0007,-0.0011,-0.0008,60.0,1.0,0.0,-2.1121984,-1.5,dn,dn,-0.75,mv,mv,2.4725,1.8078
1729487100000,-0.0127,-0.0063,-0.0042,-0.0056,-0.0039,-0.0127,-0.0021,0.0028,-0.0035,-0.0011,17.6471,-0.5284,6.8479,-0.9841,329.0,303.5,253.3333,282.1667,220.5,8.402,29.8684,16.5978,49.2063,-0.0023,-0.0012,-0.001,-0.0012,-0.001,65.0,1.0,0.0,-1.1802304,-0.5,dn,dn,-0.25,nm,nm,0.7276,0.7159
1729487400000,-0.0042,-0.0085,-0.0056,-0.0042,-0.0049,0.0085,-0.0085,-0.0028,0.0014,-0.0035,21.0526,1.6722,7.9057,1.0578,391.0,360.0,332.6667,273.8333,234.9167,8.6111,17.5351,42.7876,66.442,-0.0006,-0.0014,-0.001,-0.0009,-0.0012,70.0,1.0,0.0,-1.0274843,-0.25,dn,dn,-0.5,mv,nm,1.7321,0.3783
1729487700000,-0.0085,-0.0064,-0.0085,-0.0056,-0.0056,-0.0042,-0.0,-0.0056,-0.0,-0.0049,11.1111,-2.242,7.9057,0.0,343.0,367.0,354.3333,296.0,249.3333,-6.5395,-3.1985,15.8784,37.5668,-0.0015,-0.001,-0.0014,-0.0011,-0.0013,75.0,1.0,0.0,-1.7268683,-0.25,up,dn,0.25,nm,nm,0.9045,0.3834
1729488000000,0.0042,-0.0021,-0.0028,-0.0035,-0.0046,0.0127,0.0063,0.0014,0.0021,-0.0032,16.6667,0.269,0.3392,-7.5665,423.0,383.0,385.6667,319.5,265.25,10.4439,9.6802,32.3944,59.4722,0.0006,-0.0003,-0.0004,-0.0007,-0.001,80.0,1.0,0.0,-2.5307155,-1.75,dn,dn,0.0,nm,mv,0.0,2.7443
1729488300000,0.0,0.0021,-0.0014,-0.0035,-0.0049,-0.0042,0.0085,0.0042,0.0028,-0.0028,16.6667,0.7761,3.5406,3.2015,351.0,387.0,372.3333,352.5,289.0,-9.3023,-5.7296,-0.4255,21.4533,0.0,0.0003,-0.0002,-0.0006,-0.001,85.0,1.0,0.0,-1.7291409,-0.75,dn,dn,-0.5,mv,mv,1.4884,1.1976
1729488600000,-0.0085,-0.0042,-0.0014,-0.0049,-0.0049,-0.0085,-0.0021,0.0071,-0.0,-0.0018,16.6667,0.4738,1.1713,-2.3693,638.0,494.5,470.6667,412.5,335.5833,29.0192,35.5524,54.6667,90.1167,-0.0008,-0.0005,-0.0002,-0.0007,-0.0009,90.0,1.0,0.0,-2.6649346,-0.75,dn,dn,-1.25,mv,mv,3.721,1.3534
1729488900000,-0.0212,-0.0148,-0.0099,-0.0064,-0.006,-0.0127,-0.0169,-0.0071,-0.0007,-0.0018,0.0,-6.0479,1.489,0.3176,525.0,581.5,504.6667,445.1667,363.6667,-9.7163,4.0291,17.9334,44.363,-0.0024,-0.0015,-0.0012,-0.0008,-0.001,95.0,1.0,0.0,-1.3347224,0.5,up,up,1.0,mv,mv,2.1131,0.8199
1729489200000,0.0169,-0.0021,-0.0042,-0.0028,-0.0035,0.0381,0.0021,-0.0028,0.0014,0.0014,33.3333,5.4151,0.6795,-0.8095,527.0,526.0,563.3333,467.8333,370.8333,0.1901,-6.4497,12.647,42.1124,0.0019,-0.0002,-0.0004,-0.0004,-0.0006,100.0,1.0,0.0,-1.5530332,-1.0,dn,dn,-0.5,mv,mv,0.7121,1.7061
1729489500000,-0.0085,0.0042,-0.0042,-0.0028,-0.0042,-0.0254,0.0191,-0.0028,0.0028,0.0007,25.0,1.2114,13.2909,12.6115,336.0,431.5,462.6667,466.6667,381.3333,-22.1321,-27.3775,-28.0,-11.8881,-0.0015,0.0006,-0.0005,-0.0004,-0.0007,105.0,1.0,0.0,-1.4210352,0.25,dn,up,0.0,nm,nm,0.0,0.4962
1729489800000,0.0,-0.0042,0.0028,-0.0035,-0.0035,0.0085,-0.0021,0.0127,-0.0,0.0004,26.6667,0.9833,12.9112,-0.3797,354.0,345.0,405.6667,455.1667,387.3333,2.6087,-12.7362,-22.2263,-8.6059,0.0,-0.0007,0.0004,-0.0005,-0.0005,110.0,1.0,0.0,-1.7497272,0.25,dn,up,-0.5,mv,nm,0.7317,0.4478
1729490100000,-0.0085,-0.0042,-0.0056,-0.0049,-0.0042,-0.0085,-0.0085,-0.0014,-0.0014,-0.0007,13.3333,-2.9114,5.6532,-7.258,445.0,399.5,378.3333,470.8333,411.6667,11.3892,17.6211,-5.4867,8.0972,-0.0011,-0.0006,-0.0009,-0.0006,-0.0006,115.0,1.0,0.0,-0.10060443,0.0,up,dn,0.75,mv,nm,1.0975,0.0
1729490400000,0.0127,0.0021,0.0014,-0.0014,-0.0032,0.0212,0.0064,0.0056,0.0035,-0.0004,35.7143,3.0886,5.6532,0.0,454.0,449.5,417.6667,440.1667,426.3333,1.0011,8.6991,3.1427,6.4894,0.0017,0.0003,0.0002,-0.0002,-0.0004,120.0,1.0,0.0,0.60133725,0.25,dn,up,0.0,nm,nm,0.0,0.4182
1729490700000,0.0,0.0064,0.0014,0.0021,-0.0021,-0.0127,0.0106,-0.0014,0.0085,0.0018,35.7143,2.8505,9.5896,3.9364,287.0,370.5,395.3333,400.5,422.8333,-22.5371,-27.403,-28.3396,-32.1246,0.0,0.001,0.0002,0.0003,-0.0003,125.0,1.0,0.0,-0.7089355,0.25,dn,up,-0.75,mv,nm,1.3093,0.3897
1729491000000,-0.0127,-0.0064,0.0,-0.0028,-0.0028,-0.0127,-0.0085,0.0056,-0.0,0.0021,14.2857,-2.7253,6.505,-3.0846,379.0,333.0,373.3333,375.8333,421.8333,13.8138,1.5179,0.8426,-10.1541,-0.002,-0.0011,0.0,-0.0004,-0.0004,130.0,1.0,0.0,0.75820595,0.25,up,up,1.0,mv,nm,2.0284,0.4112
1729491300000,0.0169,0.0021,0.0014,0.0014,-0.0007,0.0296,-0.0042,-0.0,0.0042,0.0049,46.6667,6.2352,-1.5371,-8.0421,516.0,447.5,394.0,405.8333,436.25,15.3073,30.9645,27.1458,18.2808,0.0019,0.0003,0.0002,0.0002,-0.0001,135.0,1.0,0.0,2.497973,-1.25,dn,dn,0.0,nm,mv,0.0,2.0246
1729491600000,0.0,0.0085,0.0014,0.0014,-0.0011,-0.0169,0.0148,-0.0,0.0049,0.0035,58.3333,5.6596,11.4273,12.9644,440.0,478.0,445.0,420.1667,437.6667,-7.9498,-1.1236,4.7203,0.5331,0.0,0.001,0.0002,0.0002,-0.0001,140.0,1.0,0.0,1.0354968,-1.5,dn,dn,-0.75,mv,mv,1.2027,2.437
1729491900000,-0.0127,-0.0064,0.0014,0.0007,-0.0021,-0.0127,-0.0085,0.0014,0.0056,0.0028,36.3636,-0.3082,13.8956,2.4683,358.0,399.0,438.0,405.6667,438.25,-10.2757,-18.2648,-11.7502,-18.3115,-0.0021,-0.0009,0.0002,0.0001,-0.0003,145.0,1.0,0.0,-0.46028775,-2.25,dn,dn,-0.5,mv,mv,0.7485,3.541
1729492200000,-0.0085,-0.0106,-0.0071,-0.0028,-0.0021,0.0042,-0.0191,-0.0085,-0.0014,0.0028,22.2222,-3.8663,7.0794,-6.8162,416.0,387.0,404.6667,399.3333,419.75,7.4935,2.8007,4.1736,-0.8934,-0.0012,-0.0016,-0.001,-0.0004,-0.0003,150.0,1.0,0.0,1.0800526,-1.25,dn,dn,-0.25,nm,mv,0.4121,1.8815
1729492500000,-0.0042,-0.0064,-0.0085,-0.0035,-0.0007,0.0042,-0.0,-0.0099,-0.0056,0.0053,33.3333,-0.8967,8.5187,1.4393,457.0,436.5,410.3333,427.6667,414.0833,4.6964,11.3729,6.8589,10.3643,-0.0005,-0.0009,-0.0012,-0.0005,-0.0001,155.0,1.0,0.0,1.2464159,-1.0,dn,dn,-1.5,mv,mv,2.4902,1.4194
1729492800000,-0.0254,-0.0148,-0.0127,-0.0056,-0.0042,-0.0212,-0.0042,-0.0141,-0.0028,-0.0007,33.3333,3.2867,1.4355,-7.0832,1189.0,823.0,687.3333,562.6667,469.25,44.4714,72.9874,111.3152,153.3831,-0.0013,-0.0011,-0.0011,-0.0006,-0.0005,160.0,1.0,0.0,0.7359402,-0.25,up,dn,0.5,mv,nm,0.6586,0.3102
1729493100000,0.0085,-0.0085,-0.0071,-0.0071,-0.0028,0.0339,-0.0021,-0.0,-0.0085,0.0014,42.8571,6.072,13.6571,12.2215,512.0,850.5,719.3333,562.0,483.9167,-39.8001,-28.823,-8.8968,5.8033,0.001,-0.0006,-0.0006,-0.0007,-0.0003,165.0,1.0,0.0,-0.42248634,2.0,dn,up,0.0,nm,mv,0.0,2.5263
1729493400000,0.0,0.0042,-0.0056,-0.0071,-0.0028,-0.0085,0.0191,0.0028,-0.0085,0.0007,42.8571,6.2166,15.1274,1.4703,344.0,428.0,681.6667,546.0,483.0833,-19.6262,-49.5355,-36.9963,-28.7908,0.0,0.0006,-0.0005,-0.0008,-0.0003,170.0,1.0,0.0,-1.4000238,4.0,dn,up,-0.75,mv,mv,1.2027,5.0096
1729493700000,-0.0127,-0.0064,-0.0014,-0.0071,-0.0032,-0.0127,0.0021,0.0113,-0.0078,0.0011,28.5714,0.6637,17.3473,2.2199,237.0,290.5,364.3333,525.8333,465.75,-18.4165,-34.9497,-54.9287,-49.1143,-0.0032,-0.0013,-0.0002,-0.0008,-0.0004,175.0,1.0,0.0,-1.9532026,4.5,up,up,2.75,mv,mv,4.4098,5.6358
1729494000000,0.0466,0.0169,0.0113,0.0021,-0.0004,0.0593,0.0127,0.0184,0.0049,0.0028,80.9524,19.7884,-10.4119,-27.7592,1057.0,647.0,546.0,632.6667,516.0,63.3694,93.5897,67.0706,104.845,0.0026,0.0015,0.0012,0.0002,-0.0,180.0,1.0,0.0,1.2895621,1.25,up,up,2.0,mv,mv,1.5052,1.2607
1729494300000,0.0339,0.0403,0.0226,0.0085,0.0025,-0.0127,0.0466,0.0282,0.012,0.0046,96.1538,31.7853,-6.7744,3.6375,1030.0,1043.5,774.6667,728.1667,577.9167,-1.2937,32.9604,41.4511,78.2264,0.0019,0.0023,0.0017,0.0007,0.0003,185.0,1.0,0.0,2.405736,-0.75,dn,dn,-0.25,nm,mv,0.169,0.5465
1729494600000,-0.0042,0.0148,0.0254,0.012,0.0032,-0.0381,-0.0021,0.0268,0.0177,0.006,88.8889,26.4582,-6.7608,0.0137,897.0,963.5,994.6667,679.5,621.0833,-6.9019,-9.819,32.0088,44.4251,-0.0003,0.0009,0.0015,0.001,0.0003,190.0,1.0,0.0,2.2676935,-3.5,dn,dn,-0.5,mv,mv,0.3989,2.0325
1729494900000,-0.0085,-0.0064,0.0071,0.0092,0.0011,-0.0042,-0.0466,-0.0042,0.0162,0.0018,81.4815,20.3693,-1.088,5.6728,673.0,785.0,866.6667,706.3333,634.1667,-14.2675,-22.3462,-4.7192,6.1235,-0.0007,-0.0005,0.0005,0.0008,0.0001,195.0,1.0,0.0,0.11661124,-1.5,dn,dn,0.0,nm,mv,0.0,0.8702
1729495200000,0.0,-0.0042,-0.0042,0.0092,0.0011,0.0085,-0.0191,-0.0268,0.0162,0.0021,81.4815,18.054,-1.088,0.0,454.0,563.5,674.6667,724.6667,635.3333,-19.4321,-32.7075,-37.3505,-28.5414,0.0,-0.0004,-0.0004,0.0007,0.0001,200.0,1.0,0.0,-2.0410576,1.25,dn,up,-3.0,mv,mv,2.2489,0.719
1729495500000,-0.0508,-0.0254,-0.0198,0.0028,-0.0021,-0.0508,-0.0191,-0.0452,0.0099,-0.0,37.037,-4.828,-8.9891,-7.9012,797.0,625.5,641.3333,818.0,671.9167,27.4181,24.2723,-2.5672,18.6159,-0.0038,-0.0024,-0.0018,0.0002,-0.0002,205.0,1.0,0.0,-2.2198443,3.75,up,up,1.5,mv,mv,0.8074,1.9532
1729495800000,0.0254,-0.0127,-0.0085,-0.0007,0.0007,0.0762,-0.0085,-0.0155,-0.0028,0.0028,59.2593,4.6625,-5.7689,3.2203,740.0,768.5,663.6667,765.1667,698.9167,-3.7085,11.5018,-3.289,5.8781,0.002,-0.001,-0.0008,-0.0001,0.0001,210.0,1.0,0.0,-2.3067436,3.0,up,up,2.75,mv,mv,1.7081,1.5366
1729496100000,0.0466,0.036,0.0071,0.0014,0.0049,0.0212,0.0614,0.0113,-0.0071,0.0056,96.4286,23.4309,-9.5821,-3.8132,621.0,680.5,719.3333,697.0,712.5833,-8.7436,-13.6701,-10.9039,-12.8523,0.0044,0.0031,0.0006,0.0001,0.0004,215.0,1.0,0.0,-2.6474514,-1.25,dn,dn,-0.5,nm,mv,0.2804,0.6334
1729496400000,-0.0085,0.0191,0.0212,0.0007,0.0064,-0.0551,0.0318,0.0409,-0.0113,0.0106,84.0,20.2385,-0.6085,8.9736,429.0,525.0,596.6667,619.0,649.25,-18.2857,-28.1006,-30.6947,-33.9238,-0.0012,0.0021,0.0021,0.0001,0.0006,220.0,1.0,0.0,-1.1339729,-2.75,up,dn,0.75,mv,mv,0.4182,1.2792
1729496700000,0.0127,0.0021,0.0169,0.0042,0.0067,0.0212,-0.0339,0.0254,-0.0049,0.0095,92.0,22.9589,-3.1758,-2.5673,456.0,442.5,502.0,582.8333,644.5833,3.0508,-9.1633,-21.7615,-29.2566,0.0016,0.0003,0.002,0.0004,0.0006,225.0,1.0,0.0,-1.1296121,-1.5,dn,dn,-1.5,mv,mv,0.8374,0.6693
1729497000000,-0.0254,-0.0064,-0.0071,0.0,0.0046,-0.0381,-0.0254,-0.0141,-0.0092,0.0074,68.0,7.2692,-1.7918,1.384,422.0,439.0,435.6667,577.5,651.0833,-3.8724,-3.137,-26.9264,-35.1849,-0.0036,-0.0009,-0.001,0.0,0.0004,230.0,1.0,0.0,1.0014523,0.0,dn,dn,-2.0,mv,nm,1.0474,0.0
1729497300000,-0.0339,-0.0296,-0.0155,0.0028,0.0028,-0.0085,-0.0317,-0.0367,-0.0,0.006,36.0,-11.7324,-0.865,0.9268,567.0,494.5,481.6667,539.1667,678.5833,14.6613,17.7163,5.1623,-16.4436,-0.0035,-0.0035,-0.0019,0.0003,0.0002,235.0,1.0,0.0,3.9189792,0.0,up,dn,2.0,mv,nm,1.1985,0.0
1729497600000,0.0339,0.0,-0.0085,0.0042,0.0018,0.0678,0.0064,-0.0254,0.0049,0.0021,63.6364,4.3464,-7.8256,-6.9606,1007.0,787.0,665.3333,583.6667,674.4167,27.9543,51.3527,72.53,49.3142,0.002,0.0,-0.0008,0.0004,0.0002,240.0,1.0,0.0,1.1376398,-2.0,dn,dn,0.0,nm,mv,0.0,0.838
1729497900000,0.0,0.0169,0.0,-0.0035,-0.0011,-0.0339,0.0466,0.0071,-0.0049,-0.0035,63.6364,4.2917,3.4106,11.2362,527.0,767.0,700.3333,568.0,632.5,-31.2907,-24.7501,-7.2183,-16.6798,0.0,0.0013,0.0,-0.0004,-0.0001,245.0,1.0,0.0,-1.975681,-1.75,dn,dn,-2.0,mv,mv,1.4906,0.7433
1729498200000,-0.0339,-0.0169,0.0,-0.0078,-0.0035,-0.0339,-0.0169,0.0155,-0.0085,-0.0067,27.2727,-11.8623,-0.9526,-4.3632,915.0,721.0,816.3333,649.0,634.0,26.9071,12.0866,40.9861,44.3218,-0.0022,-0.0014,0.0,-0.0007,-0.0003,250.0,1.0,0.0,-2.4400635,0.25,dn,up,0.0,nm,nm,0.0,0.1097
1729498500000,0.0,-0.0169,-0.0113,-0.0099,-0.0028,0.0339,-0.0339,-0.0028,-0.0141,-0.0039,27.2727,-10.9394,6.9601,7.9127,589.0,752.0,677.0,671.1667,627.0,-21.6755,-12.9985,-12.2424,-6.0606,0.0,-0.0013,-0.001,-0.0009,-0.0003,255.0,1.0,0.0,-3.0827994,0.75,up,up,0.25,nm,nm,0.1753,0.3241
1729498800000,0.0042,0.0021,-0.0099,-0.0049,-0.0025,0.0042,0.0191,-0.0099,-0.0049,-0.0035,31.8182,-8.0237,4.7286,-2.2315,417.0,503.0,640.3333,670.3333,623.9167,-17.0974,-34.8777,-37.7921,-33.1642,0.0006,0.0002,-0.0009,-0.0004,-0.0002,260.0,1.0,0.0,-2.2586317,0.75,dn,up,0.0,nm,nm,0.0,0.32
1729499100000,0.0,0.0021,0.0014,0.0007,0.0018,-0.0042,0.0191,0.0014,-0.0021,0.0039,31.8182,-9.1071,4.2222,-0.5064,264.0,340.5,423.3333,619.8333,579.5,-22.467,-37.6378,-57.4079,-54.4435,0.0,0.0004,0.0002,0.0001,0.0002,265.0,1.0,0.0,-0.5987179,1.5,up,up,0.5,nm,mv,0.4316,0.6409
1729499400000,0.0085,0.0042,0.0042,-0.0035,0.0004,0.0085,0.0021,0.0155,-0.0078,-0.0004,31.5789,-5.2246,3.7198,-0.5024,374.0,319.0,351.6667,514.3333,549.0,17.2414,6.3507,-27.2845,-31.8761,0.0013,0.0008,0.0007,-0.0004,0.0,270.0,1.0,0.0,-0.20788062,0.5,up,up,0.25,nm,nm,0.3042,0.2168
1729499700000,0.0042,0.0064,0.0042,-0.0028,-0.0032,-0.0042,0.0042,0.0141,0.0007,-0.0081,36.8421,-0.1812,6.1967,2.4769,283.0,328.5,307.0,473.6667,520.8333,-13.8508,-7.8176,-40.2533,-45.664,0.0009,0.0011,0.0008,-0.0004,-0.0004,275.0,1.0,0.0,0.23972118,1.75,up,up,0.75,mv,mv,0.8955,0.8244
1729500000000,0.0127,0.0085,0.0085,0.0049,-0.0014,0.0085,0.0042,0.0071,0.0127,-0.0078,52.6316,7.1887,2.0688,-4.128,247.0,265.0,301.3333,362.3333,505.6667,-6.7925,-18.031,-31.8307,-51.1536,0.003,0.0019,0.0017,0.0008,-0.0002,280.0,1.0,0.0,0.30633903,-0.25,dn,dn,-0.5,nm,nm,1.8741,0.1339
1729500300000,-0.0085,0.0021,0.0028,0.0035,-0.0032,-0.0212,-0.0042,-0.0014,0.0134,-0.0099,47.0588,5.0378,-0.757,-2.8257,286.0,266.5,272.0,311.8333,491.5,7.3171,5.1471,-8.2843,-41.8108,-0.0017,0.0005,0.0006,0.0007,-0.0004,285.0,1.0,0.0,1.4088929,-0.5,up,dn,1.5,mv,nm,3.816,0.2711
1729500600000,0.0254,0.0085,0.0099,0.0071,0.0011,0.0339,-0.0,0.0056,0.012,-0.0035,93.3333,25.1443,-3.394,-2.6371,387.0,336.5,306.6667,306.8333,488.5833,15.0074,26.1957,26.1271,-20.7914,0.0039,0.0015,0.0019,0.0014,0.0001,290.0,1.0,0.0,3.6879702,-3.25,dn,dn,-1.25,mv,mv,2.0045,1.7198
1729500900000,-0.0212,0.0021,-0.0014,0.0035,0.0021,-0.0466,-0.0,-0.0099,0.0028,-0.0007,60.0,10.1367,-2.0888,1.3052,340.0,363.5,337.6667,319.5,469.6667,-6.4649,0.691,6.4163,-27.6082,-0.0037,0.0003,-0.0002,0.0007,0.0003,295.0,1.0,0.0,3.7264385,-2.0,dn,dn,-0.75,mv,mv,0.8495,1.1792
1729501200000,-0.0127,-0.0169,-0.0028,0.0,-0.0018,0.0085,-0.0254,-0.0056,0.0035,-0.0035,40.0,2.4994,2.6458,4.7346,426.0,383.0,384.3333,328.1667,421.25,11.2272,10.8413,29.8121,1.1276,-0.0018,-0.0026,-0.0004,0.0,-0.0002,300.0,1.0,0.0,2.2114596,-1.75,dn,dn,-1.25,mv,mv,1.3363,1.0559
1729501500000,-0.0212,-0.0169,-0.0183,-0.0042,-0.0035,-0.0085,-0.0191,-0.0282,-0.0014,-0.0025,12.5,-9.3046,-1.8142,-4.46,510.0,468.0,425.3333,366.0,419.8333,8.9744,19.906,39.3443,21.4768,-0.0025,-0.0021,-0.0025,-0.0007,-0.0005,305.0,1.0,0.0,0.036122546,-3.0,dn,dn,0.0,nm,mv,0.0,1.6561
1729501800000,0.0,-0.0106,-0.0113,-0.0064,-0.0007,0.0212,0.0063,-0.0099,-0.0113,0.0028,12.5,-9.4,4.2164,6.0306,616.0,563.0,517.3333,427.5,394.9167,9.4139,19.0722,44.0936,55.9823,0.0,-0.0011,-0.0013,-0.0009,-0.0001,310.0,1.0,0.0,-1.7671598,-4.0,dn,dn,-0.5,nm,mv,0.5298,2.4878
1729502100000,-0.0085,-0.0042,-0.0099,-0.0064,-0.0014,-0.0085,0.0127,-0.0071,-0.0099,0.0014,15.7895,-13.6679,4.5412,0.3249,487.0,551.5,537.6667,461.0,386.4167,-11.6954,-9.4234,5.6399,26.0298,-0.001,-0.0005,-0.0011,-0.0008,-0.0002,315.0,1.0,0.0,-2.644672,-8.0,dn,dn,-2.5,mv,mv,2.6491,5.6744
1729502400000,-0.0424,-0.0254,-0.0169,-0.0176,-0.0053,-0.0339,-0.0148,0.0014,-0.0247,-0.0028,7.1429,-33.2767,-2.532,-7.0732,924.0,705.5,675.6667,550.5,428.6667,30.9709,36.7538,67.8474,115.5521,-0.0027,-0.0021,-0.0015,-0.0019,-0.0007,320.0,1.0,0.0,-2.6215158,-1.25,dn,dn,-1.0,mv,mv,1.2774,0.8302
1729502700000,-0.017,-0.0297,-0.0226,-0.0169,-0.0067,0.0254,-0.0254,-0.0113,-0.0205,-0.0085,21.0526,-20.7215,-0.489,2.043,1965.0,1444.5,1125.3333,821.3333,570.4167,36.0332,74.6149,139.2451,244.485,-0.0005,-0.0012,-0.0012,-0.0012,-0.0007,325.0,1.0,0.0,-3.823647,1.25,dn,up,-4.5,mv,mv,5.7894,0.771
1729503000000,-0.0763,-0.0466,-0.0452,-0.0275,-0.0138,-0.0593,-0.0212,-0.0353,-0.0275,-0.0141,7.6923,-27.9574,-3.0512,-2.5622,2300.0,2132.5,1729.6667,1133.6667,730.9167,7.8546,32.9736,102.8815,214.6734,-0.002,-0.0013,-0.0015,-0.0014,-0.0011,330.0,1.0,0.0,-5.652323,5.5,up,up,4.25,mv,mv,2.8366,2.3785
1729503300000,0.0721,-0.0021,-0.0071,-0.012,-0.0081,0.1484,0.0275,0.0099,-0.0078,-0.0049,40.3846,2.084,2.3675,5.4187,869.0,1584.5,1711.3333,1193.5,779.75,-45.1562,-49.2209,-27.1889,11.446,0.0049,-0.0001,-0.0002,-0.0006,-0.0006,335.0,1.0,0.0,-2.6238475,1.75,up,up,1.5,mv,mv,0.5616,0.7625
1729503600000,0.0254,0.0488,0.0071,-0.0078,-0.0071,-0.0467,0.0954,0.0297,-0.0014,-0.0056,51.9231,13.2754,8.433,6.0655,942.0,905.5,1370.3333,1247.8333,837.6667,4.0309,-31.2576,-24.5091,12.4552,0.0016,0.0032,0.0003,-0.0004,-0.0005,340.0,1.0,0.0,-0.96390027,-2.0,dn,dn,-0.25,nm,mv,0.0895,0.8512
1729503900000,-0.0042,0.0106,0.0311,-0.0071,-0.0067,-0.0297,0.0127,0.0763,-0.0007,-0.0035,50.0,12.1487,2.7375,-5.6956,742.0,842.0,851.0,1290.3333,875.6667,-11.8765,-12.8085,-42.4955,-15.2646,-0.0003,0.0007,0.0022,-0.0003,-0.0005,345.0,1.0,0.0,-0.52967095,-2.0,up,dn,0.5,nm,mv,0.179,0.7171
1729504200000,0.0085,0.0021,0.0099,0.0014,-0.0081,0.0127,-0.0467,0.017,0.0191,-0.0092,53.8462,17.0359,5.4641,2.7267,686.0,714.0,790.0,1250.6667,900.5833,-3.9216,-13.1646,-45.1493,-23.8271,0.0007,0.0002,0.0007,0.0001,-0.0005,350.0,1.0,0.0,-0.10397962,-1.5,dn,dn,-2.25,mv,mv,0.8521,0.5293
1729504500000,-0.0381,-0.0148,-0.0113,-0.0021,-0.0095,-0.0466,-0.0254,-0.0184,0.0148,-0.0116,39.5833,2.523,-1.349,-6.8132,829.0,757.5,752.3333,1061.3333,941.3333,9.4389,10.1905,-21.8907,-11.9334,-0.0027,-0.0012,-0.0009,-0.0001,-0.0006,355.0,1.0,0.0,1.0797306,1.0,dn,up,-0.25,nm,nm,0.0904,0.3515
1729504800000,-0.0042,-0.0212,-0.0113,0.0099,-0.0088,0.0339,-0.0233,-0.0424,0.0374,-0.0071,40.0,1.7868,5.7229,7.0719,694.0,761.5,736.3333,793.6667,963.6667,-8.8641,-5.7492,-12.5577,-27.9834,-0.0004,-0.0016,-0.0009,0.0007,-0.0005,360.0,1.0,0.0,2.3232646,-0.25,up,dn,1.0,mv,nm,0.5031,0.0881
1729505100000,0.017,0.0064,-0.0085,0.0007,-0.0056,0.0212,0.0212,-0.0184,0.0127,-0.0021,52.381,8.2875,2.9057,-2.8172,502.0,598.0,675.0,732.5,963.0,-16.0535,-25.6296,-31.4676,-47.8712,0.002,0.0006,-0.0007,0.0001,-0.0003,365.0,1.0,0.0,1.2980138,-1.5,up,dn,0.25,nm,mv,0.2079,0.5328
1729505400000,0.0042,0.0106,0.0057,-0.0028,-0.0053,-0.0127,0.0318,0.017,0.0049,-0.0046,60.5263,9.2821,5.7672,2.8616,508.0,505.0,568.0,660.1667,954.0,0.5941,-10.5634,-23.0497,-46.7505,0.0005,0.0012,0.0006,-0.0003,-0.0003,370.0,1.0,0.0,2.2039924,-1.75,dn,dn,-1.5,mv,mv,1.46,0.6265
1729505700000,-0.0254,-0.0106,-0.0014,-0.0064,-0.0067,-0.0297,-0.017,0.0099,0.0007,-0.0053,45.9459,-1.7097,1.9258,-3.8415,818.0,663.0,609.3333,672.8333,981.5833,23.3786,34.2451,21.5754,-16.6653,-0.0018,-0.0009,-0.0001,-0.0006,-0.0004,375.0,1.0,0.0,2.2411132,0.5,dn,up,-0.25,nm,nm,0.2187,0.1801
1729506000000,-0.0042,-0.0148,-0.0085,-0.0085,-0.0035,0.0212,-0.0254,-0.0,-0.0099,0.0018,47.0588,-5.449,7.13,5.2042,627.0,722.5,651.0,663.0,956.8333,-13.218,-3.6866,-5.4299,-34.4713,-0.0004,-0.0012,-0.0008,-0.0008,-0.0002,380.0,1.0,0.0,1.3471254,-2.25,dn,dn,0.0,nm,mv,0.0,0.8351
