high,low,close,volume,time
6146,6145.75,6145.75,27,1739769960
6145.75,6145.5,6145.75,99,1739770020
6146,6145.75,6145.75,47,1739770080
6146.25,6145.5,6146,91,1739770140
6146,6145.75,6145.75,37,1739770200
6145.75,6145.5,6145.5,38,1739770260
6145.75,6145.25,6145.25,61,1739770320
6145.25,6144.75,6145,75,1739770380
6145,6144.25,6144.5,78,1739770440
6145,6144.25,6145,51,1739770500
6145,6144.75,6144.75,42,1739770560
6145,6144.75,6145,66,1739770620
6145,6145,6145,22,1739770680
6145.25,6145,6145,20,1739770740
6145.5,6144.75,6145,101,1739770800
6145.25,6145,6145,16,1739770860
6145.25,6145,6145.25,27,1739770920
6145.25,6145,6145.25,39,1739770980
6145.25,6145,6145,18,1739771040
6145.5,6145.25,6145.5,13,1739771100
6145.5,6145.25,6145.25,11,1739771160
6145.25,6145,6145,76,1739771220
6145.25,6145,6145,8,1739771280
6145,6144.75,6144.75,25,1739771340
6145,6144.75,6144.75,35,1739771400
6145,6144.5,6145,15,1739771460
6145,6145,6145,6,1739771520
6145.25,6144.75,6145.25,36,1739771580
6145.25,6145,6145,39,1739771640
6145,6144.75,6144.75,18,1739771700
6145,6145,6145,9,1739771760
6145,6145,6145,14,1739771820
6145.25,6145,6145.25,10,1739771880
6145,6144.75,6145,27,1739771940
6145.25,6144.75,6145.25,36,1739772000
6145.5,6145.25,6145.25,48,1739772060
6145.25,6144.5,6145,49,1739772120
6145,6144.75,6145,34,1739772180
6145.25,6145,6145.25,6,1739772240
6145.5,6145,6145.5,28,1739772300
6145.5,6145.25,6145.5,26,1739772360
6145.25,6144.75,6144.75,56,1739772420
6145,6144.25,6144.25,97,1739772480
6144.5,6144.25,6144.25,22,1739772540
6144.5,6144,6144.5,27,1739772600
6144.5,6144.25,6144.25,24,1739772660
6144.25,6144,6144.25,17,1739772720
6144.5,6144.25,6144.25,18,1739772780
6144.25,6144.25,6144.25,28,1739772840
6144.75,6144.25,6144.5,44,1739772900
6144.75,6144.5,6144.75,20,1739772960
6144.75,6144.5,6144.5,25,1739773020
6144.75,6144.5,6144.75,2,1739773080
6144.75,6144.5,6144.75,22,1739773140
6144.75,6144.25,6144.25,36,1739773200
6144.5,6144,6144.5,10,1739773260
6144.5,6144.25,6144.25,61,1739773320
6144.5,6144.25,6144.5,16,1739773380
6144.75,6144.5,6144.5,36,1739773440
6145,6144.5,6144.5,69,1739773500
6144.5,6144.5,6144.5,12,1739773560
6144.5,6144.25,6144.25,39,1739773620
6144.5,6144.25,6144.25,25,1739773680
6144.5,6144.25,6144.5,60,1739773740
6145,6144.5,6144.75,32,1739773800
6144.75,6143.25,6143.25,253,1739773860
6143.75,6143.25,6143.5,111,1739773920
6143.5,6143.25,6143.5,46,1739773980
6143.5,6143.25,6143.25,7,1739774040
6143.75,6143.5,6143.5,33,1739774100
6143.75,6143.5,6143.75,38,1739774160
6143.75,6143.75,6143.75,32,1739774220
6144,6143.75,6144,25,1739774280
6144.25,6143.5,6144.25,69,1739774340
6144.25,6144,6144,19,1739774400
6144.25,6144,6144,21,1739774460
6144.25,6144,6144.25,30,1739774520
6144.25,6144.25,6144.25,16,1739774580
6144.25,6144,6144,3,1739774640
6144.25,6144,6144.25,10,1739774700
6144.5,6144.25,6144.5,14,1739774760
6144.75,6144.5,6144.75,48,1739774820
6145,6144.75,6145,39,1739774880
6145,6144.75,6144.75,46,1739774940
6144.75,6144.75,6144.75,14,1739775000
6145,6144.75,6145,11,1739775060
6145.25,6144.75,6144.75,16,1739775120
6145,6144.75,6145,13,1739775180
6145,6144.75,6145,23,1739775240
6145.25,6144.75,6145,67,1739775300
6145.25,6145,6145.25,60,1739775360
6145,6145,6145,17,1739775420
6145.25,6145,6145.25,11,1739775480
6145.25,6145,6145,75,1739775540
6145,6144.5,6144.75,116,1739775600
6145.25,6145,6145,95,1739775660
6145,6144.5,6144.5,26,1739775720
6144.75,6144.5,6144.75,38,1739775780
6144.75,6144,6144,54,1739775840
6144.25,6143.75,6144.25,131,1739775900
6144.25,6144,6144.25,16,1739775960
6144.25,6144.25,6144.25,4,1739776020
6144.25,6144,6144,45,1739776080
6144,6143.75,6144,51,1739776140
6144,6143.75,6144,46,1739776200
6144,6143.5,6143.5,31,1739776260
6144,6143.5,6143.75,71,1739776320
6144,6143.5,6143.75,30,1739776380
6143.75,6143.25,6143.5,47,1739776440
6143.25,6142.75,6143,72,1739776500
6143.5,6143,6143.5,33,1739776560
6143.75,6143.25,6143.75,54,1739776620
6144,6143.75,6143.75,36,1739776680
6143.75,6143.5,6143.75,8,1739776740
6143.75,6143.25,6143.25,30,1739776800
6143.5,6143.25,6143.5,23,1739776860
6143.75,6143,6143.25,57,1739776920
6143.5,6142.75,6143.25,91,1739776980
6143.5,6143.25,6143.5,7,1739777040
6143.5,6142.75,6143,40,1739777100
6143.5,6143.25,6143.5,21,1739777160
6143.25,6143.25,6143.25,26,1739777220
6143.5,6143.25,6143.5,15,1739777280
6143.25,6143,6143,21,1739777340
6143,6142.75,6143,58,1739777400
6143.25,6143,6143.25,15,1739777460
6143.25,6143,6143.25,33,1739777520
6143.25,6143,6143.25,24,1739777580
6143.25,6143,6143.25,16,1739777640
6143,6142.75,6143,24,1739777700
6143.5,6143.25,6143.25,14,1739777760
6143,6143,6143,19,1739777820
6143,6143,6143,41,1739777880
6142.75,6142.5,6142.75,21,1739777940
6143,6142.5,6142.5,104,1739778000
6142.75,6141.25,6141.75,184,1739778060
6141.75,6141.5,6141.75,34,1739778120
6141.75,6140.75,6141.25,162,1739778180
6141.25,6140.75,6141,36,1739778240
6141.25,6141,6141.25,36,1739778300
6141,6140.25,6140.5,145,1739778360
6141.25,6140.5,6140.5,85,1739778420
6140.75,6140.5,6140.75,14,1739778480
6140.75,6139.5,6139.75,133,1739778540
6140.25,6139.25,6139.75,190,1739778600
6139.75,6139.25,6139.75,75,1739778660
6139.75,6139.5,6139.75,62,1739778720
6139.75,6139.5,6139.75,39,1739778780
6140.25,6139.75,6139.75,68,1739778840
6140,6139.75,6139.75,60,1739778900
6140,6139.25,6140,95,1739778960
6140,6139.75,6139.75,25,1739779020
6140,6139.25,6139.75,126,1739779080
6139.75,6139,6139.25,113,1739779140
6140,6139,6139.5,387,1739779200
6140,6139.25,6139.5,176,1739779260
6140.25,6139,6139.75,181,1739779320
6140,6139.75,6140,142,1739779380
6140.5,6140,6140.25,85,1739779440
6141.25,6140.25,6141,245,1739779500
6141,6140.75,6141,90,1739779560
6141,6140.5,6140.75,99,1739779620
6141.75,6140.75,6141.5,118,1739779680
6141.75,6141.25,6141.5,74,1739779740
6141.75,6141.25,6141.25,47,1739779800
6141.5,6141.25,6141.5,46,1739779860
6142,6141.25,6142,54,1739779920
6142,6141.5,6141.75,58,1739779980
6142.25,6141.75,6142.25,83,1739780040
6142.25,6141.75,6142,59,1739780100
6142,6141.5,6141.5,68,1739780160
6141.75,6141.25,6141.75,88,1739780220
6141.5,6141.25,6141.25,63,1739780280
6141.5,6140.75,6141.25,98,1739780340
6141.25,6141,6141.25,15,1739780400
6142.25,6141.25,6142,127,1739780460
6142,6141.25,6141.5,207,1739780520
6141.5,6141.5,6141.5,31,1739780580
6141.75,6141.25,6141.5,110,1739780640
6141.5,6141.25,6141.25,76,1739780700
6141.25,6140.5,6140.75,151,1739780760
6140.75,6139.5,6139.75,213,1739780820
6140,6139.5,6139.5,111,1739780880
6139.25,6138.75,6139,164,1739780940
6139.75,6139,6139.5,111,1739781000
6139.5,6139,6139,40,1739781060
6139.75,6139,6139.5,57,1739781120
6139.75,6139.25,6139.75,69,1739781180
6139.75,6139,6139.25,72,1739781240
6139.5,6139.25,6139.5,42,1739781300
6139.75,6139.25,6139.5,69,1739781360
6139.75,6139.25,6139.75,62,1739781420
6139.75,6139,6139.5,211,1739781480
6140,6139.25,6139.75,74,1739781540
6140,6139.75,6140,49,1739781600
6140.25,6139.75,6140.25,41,1739781660
6140,6139.75,6139.75,91,1739781720
6139.75,6139.25,6139.5,67,1739781780
6139.25,6138.75,6138.75,95,1739781840
6139.5,6138.75,6139.25,31,1739781900
6139.5,6139.25,6139.5,56,1739781960
6139.5,6139,6139.25,135,1739782020
6140,6139.5,6139.75,42,1739782080
6140,6139.75,6139.75,31,1739782140
6139.75,6139.5,6139.75,32,1739782200
6139.75,6139.25,6139.75,26,1739782260
6139.75,6139.5,6139.75,23,1739782320
6140,6139.5,6139.75,48,1739782380
6139.75,6139,6139.25,69,1739782440
6139.5,6139.25,6139.25,25,1739782500
6139,6138.25,6138.5,112,1739782560
6138.75,6138.25,6138.25,26,1739782620
6139,6138.25,6138.25,148,1739782680
6138.5,6138.25,6138.5,38,1739782740
6139.25,6138.75,6139,66,1739782800
6139.5,6139,6139.5,37,1739782860
6139.75,6138.75,6139,85,1739782920
6139,6138.25,6138.25,50,1739782980
6138.25,6138,6138.25,52,1739783040
6138.5,6138.25,6138.25,56,1739783100
6138.75,6138.25,6138.75,74,1739783160
6139.5,6138.75,6139.5,58,1739783220
6139.75,6139.5,6139.5,19,1739783280
6140.25,6139.5,6140,80,1739783340
6140.25,6139.75,6140.25,25,1739783400
6140.5,6140,6140.5,30,1739783460
6140.5,6140.25,6140.5,33,1739783520
6141,6140.5,6141,131,1739783580
6141.5,6141,6141.25,113,1739783640
6141.75,6141.25,6141.5,60,1739783700
6141.5,6141.25,6141.5,35,1739783760
6142,6141.5,6142,33,1739783820
6142,6141.5,6141.75,48,1739783880
6142,6141.5,6141.75,28,1739783940
6141.75,6140,6140.25,142,1739784000
6140.5,6140.25,6140.5,36,1739784060
6140.75,6140.25,6140.75,45,1739784120
6140.75,6140.5,6140.5,63,1739784180
6140.5,6140,6140.5,55,1739784240
6141,6140.5,6141,41,1739784300
6141,6140.5,6140.5,42,1739784360
6140.5,6140.25,6140.25,20,1739784420
6140.75,6140.25,6140.5,41,1739784480
6140.5,6140.25,6140.5,41,1739784540
6140.5,6140,6140,72,1739784600
6139.75,6139.25,6139.5,50,1739784660
6139.5,6139.5,6139.5,22,1739784720
6139.75,6139.5,6139.75,25,1739784780
6139.75,6139.25,6139.25,71,1739784840
6139.5,6139.25,6139.25,42,1739784900
6139.75,6139.25,6139.5,77,1739784960
6140.5,6139.75,6140.25,58,1739785020
6140.75,6140.25,6140.75,76,1739785080
6141.25,6140.75,6141.25,82,1739785140
6141.75,6141,6141.75,76,1739785200
6142,6140.25,6140.25,258,1739785260
6140.25,6139,6139.25,137,1739785320
6139.75,6139.25,6139.5,25,1739785380
6140.75,6139.75,6140.75,79,1739785440
6140.75,6140.25,6140.25,41,1739785500
6140.75,6140,6140.75,58,1739785560
6140.5,6140.25,6140.5,39,1739785620
6140.75,6140.25,6140.5,15,1739785680
6141.25,6140.75,6141.25,57,1739785740
6141,6140.75,6141,37,1739785800
6141.25,6140.75,6140.75,27,1739785860
6141.75,6140.75,6141.5,104,1739785920
6141.75,6141.5,6141.75,29,1739785980
6142.5,6141.5,6142.5,168,1739786040
6143,6142.25,6142.75,132,1739786100
6142.75,6142.5,6142.75,27,1739786160
6143.5,6142.75,6143.5,139,1739786220
6143.5,6143.25,6143.25,32,1739786280
6143.5,6143.25,6143.5,13,1739786340
6143.5,6143,6143.25,74,1739786400
6143.75,6143,6143.5,74,1739786460
6144,6143.5,6144,49,1739786520
6144,6143.25,6143.5,57,1739786580
6143.5,6143.25,6143.25,35,1739786640
6143.25,6142.75,6142.75,59,1739786700
6143.5,6142.75,6143.5,58,1739786760
6143.75,6143.5,6143.5,26,1739786820
6143.5,6143.25,6143.25,15,1739786880
6143.5,6143.25,6143.5,49,1739786940
6143.5,6143,6143.25,23,1739787000
6143.25,6143,6143.25,51,1739787060
6143.5,6143.25,6143.25,9,1739787120
6143.5,6143,6143.25,28,1739787180
6143.25,6143,6143.25,23,1739787240
6143.25,6142.75,6143,41,1739787300
6143.25,6142.75,6142.75,71,1739787360
6142.75,6142.75,6142.75,5,1739787420
6143,6142.75,6143,35,1739787480
6143.25,6142.75,6143,63,1739787540
6143.25,6143,6143.25,67,1739787600
6143,6142.75,6142.75,64,1739787660
6142.75,6142.5,6142.5,34,1739787720
6143,6142.5,6142.75,33,1739787780
6142.75,6142,6142.5,157,1739787840
6143.25,6142.5,6143,711,1739787900
6143,6142.25,6142.5,89,1739787960
6143,6142.5,6143,98,1739788020
6143,6142.75,6142.75,62,1739788080
6142.75,6142.75,6142.75,17,1739788140
6142.75,6142.5,6142.75,41,1739788200
6142.75,6142.5,6142.5,34,1739788260
6142.75,6142.75,6142.75,8,1739788320
6142.5,6142.5,6142.5,25,1739788380
6142.75,6142.75,6142.75,21,1739788440
6143,6142.75,6142.75,43,1739788500
6143,6142.5,6143,41,1739788560
6143.5,6143.25,6143.5,44,1739788620
6143.5,6143.25,6143.5,19,1739788680
6143.5,6143.25,6143.5,32,1739788740
6143.5,6143.25,6143.5,5,1739788800
6143.75,6143.5,6143.5,45,1739788860
6143.75,6143.5,6143.5,5,1739788920
6143.5,6143.25,6143.25,39,1739788980
6143.25,6143.25,6143.25,11,1739789040
6143.75,6143.25,6143.5,65,1739789100
6143.75,6143.75,6143.75,12,1739789160
6143.5,6143.5,6143.5,13,1739789220
6143.75,6143.5,6143.5,7,1739789280
6143.5,6143.5,6143.5,30,1739789340
6143.75,6143.75,6143.75,19,1739789400
6143.75,6143.5,6143.75,11,1739789460
6143.5,6143,6143.5,57,1739789520
6143.75,6143.5,6143.75,59,1739789580
6143.75,6143.5,6143.75,36,1739789640
6143.75,6143.25,6143.5,73,1739789700
6143.5,6143.25,6143.25,50,1739789760
6143.75,6143.25,6143.75,83,1739789820
6144.25,6143.75,6144.25,205,1739789880
6144.25,6144,6144.25,41,1739789940
6144.75,6144.25,6144.75,121,1739790000
6144.75,6144.5,6144.5,33,1739790060
6145,6144.5,6145,29,1739790120
6145,6144.75,6144.75,50,1739790180
6145,6144.75,6144.75,129,1739790240
6144.75,6144.5,6144.75,33,1739790300
6144.75,6144.5,6144.75,44,1739790360
6145,6144.75,6145,28,1739790420
6145.25,6145,6145.25,64,1739790480
6145.5,6145.25,6145.25,49,1739790540
6145.25,6145,6145,14,1739790600
6145.25,6144.75,6145.25,50,1739790660
6145.25,6145.25,6145.25,24,1739790720
6145.25,6145,6145.25,28,1739790780
6145.25,6145,6145,22,1739790840
6145.5,6145.25,6145.25,25,1739790900
6145.5,6145.25,6145.5,69,1739790960
6145.75,6145.25,6145.25,18,1739791020
6145.75,6145.5,6145.75,8,1739791080
6145.75,6145.25,6145.25,46,1739791140
6145.75,6145.5,6145.5,45,1739791200
6145.75,6145,6145,74,1739791260
6145,6144.25,6144.5,69,1739791320
6144.5,6144.25,6144.5,24,1739791380
6144.25,6143.75,6143.75,158,1739791440
6143.75,6143.25,6143.75,147,1739791500
6143.75,6142.75,6143,109,1739791560
6143.25,6143,6143,60,1739791620
6143,6142.5,6142.5,64,1739791680
6142.25,6142,6142.25,116,1739791740
6142.25,6142,6142.25,54,1739791800
6142.75,6142.5,6142.75,23,1739791860
6142.75,6142.5,6142.5,16,1739791920
6142.75,6142.5,6142.75,46,1739791980
6142.5,6142.25,6142.25,32,1739792040
6142.5,6142.25,6142.5,28,1739792100
6142.25,6142,6142.25,48,1739792160
6142.5,6142.25,6142.25,10,1739792280
6142.25,6141.5,6141.5,68,1739792340
6142.25,6141.75,6142.25,43,1739792400
6142.75,6142,6142.5,117,1739792460
6142.25,6142.25,6142.25,36,1739792520
6142.25,6142,6142,41,1739792580
6142,6142,6142,24,1739792640
6142.25,6142.25,6142.25,14,1739792700
6142,6141.75,6141.75,21,1739792760
6142,6141.75,6142,40,1739792820
6142,6141.75,6141.75,38,1739792880
6141.75,6141.25,6141.25,57,1739792940
6142,6141.25,6142,67,1739793000
6142,6141.5,6141.75,35,1739793060
6142,6141.75,6141.75,37,1739793120
6141.75,6141.75,6141.75,7,1739793180
6141.5,6141.5,6141.5,5,1739793240
6141.75,6141.25,6141.5,37,1739793300
6141.75,6141.75,6141.75,10,1739793360
6142,6141.75,6142,38,1739793420
6142,6142,6142,23,1739793480
6142.25,6142,6142.25,38,1739793540
6143,6142.25,6142.5,149,1739793600
6142.75,6142.25,6142.5,37,1739793660
6142.5,6142.25,6142.25,17,1739793720
6142.25,6142,6142.25,51,1739793780
6142,6141.75,6141.75,2,1739793840
6142.75,6141.75,6142.5,100,1739793900
6142.75,6142.25,6142.5,26,1739793960
6142.5,6142.25,6142.5,9,1739794020
6142.75,6142.5,6142.5,20,1739794080
6144.25,6142.5,6143.75,229,1739794140
6143.75,6143.25,6143.75,51,1739794200
6144.25,6143.75,6144,78,1739794260
6144.25,6143.75,6143.75,42,1739794320
6144,6143.75,6144,41,1739794380
6144.5,6144,6144.5,38,1739794440
6144.75,6144.25,6144.75,55,1739794500
6144.75,6144.5,6144.5,16,1739794560
6144.75,6144.25,6144.5,61,1739794620
6144.5,6144.25,6144.25,37,1739794680
6144.75,6144.25,6144.5,40,1739794740
6144.75,6144.5,6144.75,20,1739794800
6144.75,6144.5,6144.75,23,1739794860
6145.25,6144.75,6145.25,73,1739794920
6145.25,6144.75,6145,94,1739794980
6145,6144.75,6144.75,23,1739795040
6145,6144.75,6145,28,1739795100
6145,6145,6145,8,1739795160
6145,6144.75,6145,16,1739795220
6145.25,6145,6145.25,56,1739795280
6145.25,6145,6145,19,1739795340
6145,6144.75,6144.75,34,1739795400
6145,6144.5,6144.75,61,1739795460
6144.5,6144.25,6144.25,53,1739795520
6144.25,6144,6144,22,1739795580
6144,6143.75,6144,50,1739795640
6144.75,6144.25,6144.25,65,1739795700
6144.25,6144.25,6144.25,26,1739795760
6145,6144.25,6145,48,1739795820
6145.25,6145,6145.25,88,1739795880
6145,6144.5,6144.75,85,1739795940
6144.75,6144.75,6144.75,22,1739796000
6144.75,6144.5,6144.5,47,1739796060
6144.5,6144.25,6144.25,24,1739796120
6144.25,6144.25,6144.25,13,1739796180
6144.5,6144.5,6144.5,24,1739796240
6144,6144,6144,3,1739796300
6144.25,6143.75,6144,37,1739796360
6144.25,6143.75,6144.25,59,1739796420
6145.5,6144.25,6145.25,196,1739796480
6145.5,6144.75,6145,81,1739796540
6145,6144.5,6144.5,51,1739796600
6144.5,6144.5,6144.5,25,1739796660
6144.5,6144,6144,78,1739796720
6144,6143.75,6144,22,1739796780
6144,6143.75,6143.75,31,1739796840
6144.25,6143.75,6144,47,1739796900
6144.5,6144,6144,78,1739796960
6144.25,6143.5,6144,74,1739797020
6144.5,6144,6144.5,43,1739797080
6144.5,6144,6144.25,57,1739797140
6144.5,6144,6144.25,67,1739797200
6144.25,6144,6144,20,1739797260
6144.25,6143.75,6144.25,36,1739797320
6144,6143.75,6143.75,46,1739797380
6144.5,6143.75,6144,76,1739797440
6144.75,6144,6144.75,57,1739797500
6145,6144.75,6144.75,40,1739797560
6145,6145,6145,22,1739797620
6145,6145,6145,18,1739797680
6145.25,6145,6145,21,1739797740
6145.25,6144.75,6144.75,52,1739797800
6145.25,6144.75,6145,32,1739797860
6145.5,6145.25,6145.5,45,1739797920
6145.25,6145,6145,14,1739797980
6145.25,6145.25,6145.25,36,1739798040
6145.25,6145,6145.25,57,1739798100
6145,6144.75,6144.75,82,1739798160
6145,6144.75,6144.75,16,1739798220
6145,6144.75,6145,18,1739798280
6145.25,6144.75,6145.25,51,1739798340
6145.25,6145,6145,45,1739798400
6145.25,6145,6145.25,26,1739798460
6145.5,6145,6145.5,26,1739798520
6145.75,6145.25,6145.5,92,1739798580
6145.75,6145,6145.25,45,1739798640
6145.5,6145.25,6145.25,37,1739798700
6145.5,6145,6145.5,66,1739798760
6146,6145.5,6145.75,123,1739798820
6146,6145.5,6145.5,62,1739798880
6145.75,6145.25,6145.25,104,1739798940
6145.5,6145.25,6145.5,148,1739799000
6145.5,6144.75,6144.75,122,1739799060
6144.75,6144.25,6144.5,60,1739799120
6145,6144.5,6144.5,219,1739799180
6144.75,6144.75,6144.75,14,1739799240
6145,6144.75,6144.75,46,1739799300
6144.5,6144.25,6144.5,68,1739799360
6145,6144.25,6144.75,82,1739799420
6144.75,6144.75,6144.75,11,1739799480
6145,6144.75,6144.75,26,1739799540
6144.75,6144.25,6144.5,44,1739799600
6144.75,6144.25,6144.75,49,1739799660
6145,6144.5,6144.75,78,1739799720
6145.25,6145,6145.25,16,1739799780
6145.75,6145.25,6145.5,95,1739799840
6145.25,6144.75,6145,78,1739799900
6145.25,6145,6145.25,27,1739799960
6145.5,6145.25,6145.5,24,1739800020
6145.5,6145.25,6145.5,3,1739800080
6145.75,6145.25,6145.75,20,1739800140
6146,6145.5,6145.75,25,1739800200
6146,6145.75,6145.75,26,1739800260
6146,6145.75,6145.75,91,1739800320
6145.75,6145.5,6145.75,17,1739800380
6146,6145.75,6145.75,22,1739800440
6146,6145.75,6145.75,41,1739800500
6145.75,6145.75,6145.75,20,1739800560
6145.75,6145.5,6145.75,117,1739800620
6146,6145.75,6146,20,1739800680
6146,6145.75,6146,4,1739800740
6145.75,6145.5,6145.5,65,1739800800
6146.75,6145.75,6146.5,372,1739800860
6146.75,6146.25,6146.5,67,1739800920
6147,6146.5,6146.75,100,1739800980
6147,6146.5,6146.75,98,1739801040
6146.75,6146.5,6146.5,46,1739801100
6147.25,6146.5,6147,263,1739801160
6147,6146.25,6146.25,65,1739801220
6146.75,6146.25,6146.75,52,1739801280
6147,6146.75,6147,94,1739801340
