fullK,fullD,diffKD,overBought,overSold,Volume,15mSD,30mSD
35.7143,28.7037,7.0106,0,0,200,0.4182,-0.895
53.5714,42.8571,10.7143,0,0,287,-1.2147,-1.0224
39.2857,42.8571,-3.5714,0,0,769,-1.0564,-0.4082
46.4286,46.4286,0,0,0,410,-1.9584,-0.4132
21.4286,35.7143,-14.2857,0,0,481,-0.7273,-0.0689
10.7143,26.1905,-15.4762,0,0,743,0.2546,0.4842
6.0606,12.7345,-6.6739,0,1,1016,1.3081,1.6474
15.1515,10.6421,4.5094,0,1,668,0.6966,1.8427
30.303,17.1717,13.1313,0,0,485,0.691,1.2206
36.3636,27.2727,9.0909,0,0,306,1.8257,0
30.303,32.3232,-2.0202,0,0,192,2.5595,0
45.4545,37.3737,8.0808,0,0,478,1.4829,0.8249
78.7879,51.5152,27.2727,0,0,442,-1.5612,-0.7517
71.1111,65.1178,5.9933,0,0,1378,-2.3255,-1.1714
62.2222,70.7071,-8.4848,0,0,535,-0.1058,-0.5602
26.6667,53.3333,-26.6667,0,0,1231,0.3176,0.9202
22.2222,37.037,-14.8148,0,0,695,0.5303,1.0072
60,36.2963,23.7037,0,0,838,-0.7349,-0.4433
33.3333,38.5185,-5.1852,0,0,537,1.0344,0.5314
33.3333,42.2222,-8.8889,0,0,307,0.9203,0.2332
44.4444,37.037,7.4074,0,0,358,0.1025,0.1556
55.5556,44.4444,11.1111,0,0,251,-0.307,-0.0823
53.3333,51.1111,2.2222,0,0,325,-0.6215,0
46.6667,51.8519,-5.1852,0,0,288,0.1036,0.3787
46.5116,48.8372,-2.3256,0,0,189,0.2073,0.5065
34.1463,42.4415,-8.2952,0,0,174,0.6476,0.5187
43.9024,41.5201,2.3823,0,0,317,0.3238,0.2084
48.7805,42.2764,6.5041,0,0,549,0.3236,0.422
48.7805,47.1545,1.626,0,0,216,-0.1099,0.6352
51.2195,49.5935,1.626,0,0,177,-0.1099,0.5309
56.0976,52.0325,4.065,0,0,137,0.11,0.535
61.2903,56.2025,5.0879,0,0,152,0.78,1.379
76.9231,64.7703,12.1528,0,0,207,0.6783,1.5817
85.7143,74.6426,11.0717,0,0,264,0.4867,1.1686
91.6667,84.768,6.8987,1,0,235,0.7413,1.3869
89.4737,88.9515,0.5221,1,0,109,1.1018,1.6042
82.6087,87.9163,-5.3077,1,0,314,0.8641,1.7156
100,90.6941,9.3059,1,0,242,0.8613,0.4418
75.8621,86.1569,-10.2949,0,0,1281,0.7372,-0.6616
75.8621,83.908,-8.046,0,0,569,1.1306,-0.6628
89.6552,80.4598,9.1954,1,0,211,-0.4179,-0.7784
80,81.8391,-1.8391,1,0,1245,-1.6429,-1.0991
88.5714,86.0755,2.4959,1,0,229,-2.0339,-1.5115
65.7143,78.0952,-12.381,0,0,1229,-0.6575,-1.0776
42.4242,65.57,-23.1457,0,0,369,0.33,-0.1077
42.4242,50.1876,-7.7633,0,0,169,0.1651,0.3231
51.5152,45.4545,6.0606,0,0,133,-0.9702,-0.2155
48.4848,47.4747,1.0101,0,0,143,-0.4965,-0.2152
45.4545,48.4848,-3.0303,0,0,126,0.3427,0.4302
33.3333,42.4242,-9.0909,0,0,135,0.7042,0.973
28.5714,35.7864,-7.215,0,0,108,0.176,0.7555
38.4615,33.4554,5.0061,0,0,307,0.3551,1.0728
25,30.6777,-5.6777,0,0,116,0.9086,1.591
20.8333,28.0983,-7.265,0,0,56,1.0798,1.6714
41.6667,29.1667,12.5,0,0,69,1.4113,0.7304
45.8333,36.1111,9.7222,0,0,371,1.7223,0.9402
45.8333,44.4444,1.3889,0,0,106,1.6737,0.7314
75,55.5556,19.4444,0,0,358,-0.1665,-0.1043
84,68.2778,15.7222,0,0,348,-0.1665,-0.1042
84,81,3,1,0,132,-0.4956,0.4214
68,78.6667,-10.6667,0,0,166,0,1.2886
80,77.3333,2.6667,0,0,121,0,1.1085
69.5652,72.5217,-2.9565,0,0,208,1.1611,1.5539
65.2174,71.5942,-6.3768,0,0,140,1.9092,0.8973
78.2609,71.0145,7.2464,0,0,143,1.5609,0.6751
79.3103,74.2629,5.0475,0,0,800,1.1027,-0.1122
87.0968,81.556,5.5408,1,0,394,-0.6267,-0.579
87.5,84.6357,2.8643,1,0,373,-0.6254,-0.3679
93.3333,89.31,4.0233,1,0,155,-1.2192,-1.3497
70,83.6111,-13.6111,0,0,1039,-0.1563,0
73.3333,78.8889,-5.5556,0,0,304,0.1572,-0.1226
66.6667,70,-3.3333,0,0,281,-0.5045,0.8654
62.963,67.6543,-4.6914,0,0,199,0.1948,0.3808
70.8333,66.821,4.0123,0,0,610,-0.3942,-0.2683
45.8333,59.8765,-14.0432,0,0,1031,1.8929,0.5481
60.8696,59.1787,1.6908,0,0,322,0.3788,1.1078
60.8696,55.8575,5.0121,0,0,223,0,2.4545
86.9565,69.5652,17.3913,0,0,312,-1.1511,2.2926
64,70.6087,-6.6087,0,0,405,1.1415,2.8384
56,68.9855,-12.9855,0,0,379,3.02,3.6635
56,58.6667,-2.6667,0,0,360,3.3017,3.8531
88,66.6667,21.3333,0,0,141,2.188,4.453
91.4286,78.4762,12.9524,0,0,961,1.7351,3.5955
92.5,90.6429,1.8571,1,0,525,1.6988,3.2212
90.4762,91.4683,-0.9921,1,0,275,3.5173,3.6904
100,94.3254,5.6746,1,0,850,2.8937,2.3055
90.9091,93.7951,-2.886,1,0,1603,2.524,1.2946
95.8904,95.5998,0.2906,1,0,2948,1.6655,0.1436
98.6667,95.1554,3.5113,1,0,1615,0.2795,-0.356
98.7179,97.7583,0.9596,1,0,1837,-0.82,-0.4235
89.7959,95.7268,-5.9309,1,0,2624,-1.3701,-1.0354
78.5714,89.0284,-10.457,0,0,1464,-0.6719,-0.3433
66.6667,78.3447,-11.678,0,0,1373,0.2518,-0.0686
70.7865,72.0082,-1.2217,0,0,952,0.084,0.2057
66.6667,68.04,-1.3733,0,0,727,0.2525,-0.3412
68.9655,68.8062,0.1593,0,0,666,-0.3334,-0.8757
71.2644,68.9655,2.2989,0,0,695,0.1681,-1.8124
70.1149,70.1149,0,0,0,1005,-0.6656,-1.0809
62.6506,68.01,-5.3594,0,0,1425,-0.7466,-1.3104
70.1299,67.6318,2.4981,0,0,967,-2.2089,-1.9747
50.7246,61.1684,-10.4437,0,0,599,-0.6536,-1.2948
37.5,52.7848,-15.2848,0,0,653,-0.8566,-0.647
17.1875,35.1374,-17.9499,0,0,1389,-0.2136,0.0594
25.8621,26.8499,-0.9878,0,0,551,-0.9073,-0.1791
5.4545,16.168,-10.7135,0,1,574,0.0701,0
1.7544,11.0237,-9.2693,0,1,837,0.2804,-0.0597
1.7544,2.9878,-1.2334,0,1,408,0.6987,0
12.069,5.1926,6.8764,0,1,437,-0.0702,-0.0598
12.2449,8.6894,3.5555,0,1,360,-0.3495,0.1793
29.2683,17.8607,11.4076,0,0,624,-0.7038,0.239
14.6341,18.7158,-4.0816,0,1,878,0,1.1879
13.0435,18.982,-5.9385,0,1,827,0.595,1.5267
15.2174,14.2983,0.9191,0,1,429,1.0389,1.1703
23.913,17.3913,6.5217,0,0,622,1.4555,1.1668
30.4348,23.1884,7.2464,0,0,466,1.3951,1.0456
48.8372,34.395,14.4422,0,0,622,0.5064,0
72.093,50.455,21.638,0,0,986,0,-1.3049
74.4186,65.1163,9.3023,0,0,434,0,-1.754
67.5,71.3372,-3.8372,0,0,1274,-0.5908,-1.6496
77.5,73.1395,4.3605,0,0,421,-2.1334,-1.6039
80,75,5,0,0,473,-2.7123,-2.7413
52.5,70,-17.5,0,0,700,-2.0126,-2.3338
34.6939,55.7313,-21.0374,0,0,4163,-0.646,-1.8271
18.3673,35.1871,-16.8197,0,0,949,-1.9351,-2.2229
10.2041,21.0884,-10.8844,0,0,906,-1.9415,-1.9489
18.3673,15.6463,2.7211,0,1,693,-2.313,-1.8937
1.5152,10.0289,-8.5137,0,1,1170,-1.8467,-0.9225
7.8947,9.2591,-1.3643,0,1,1302,-1.4171,-1.0355
8.75,6.0533,2.6967,0,1,1419,-0.9424,-0.3586
9.8039,8.8162,0.9877,0,1,2743,0.2773,0.5169
10.7843,9.7794,1.0049,0,1,1114,-0.3467,0.9843
14.7059,11.7647,2.9412,0,1,978,0.3438,0.8219
14.5631,13.3511,1.212,0,1,1210,0.6086,0.8552
6.7961,12.0217,-5.2256,0,1,1153,1.8694,1.0017
20.3883,13.9159,6.4725,0,0,2140,0.9728,0.5759
23.301,16.8285,6.4725,0,0,1226,0.7798,0.4983
37.7551,27.1481,10.607,0,0,1271,-0.2426,0.1539
37.7551,32.9371,4.818,0,0,1216,-0.0606,0.3087
38.5417,38.0173,0.5244,0,0,870,0,0.1553
37.931,38.0759,-0.1449,0,0,1161,0.4821,0.8985
45.5696,40.6808,4.8888,0,0,813,0.5378,1.6305
56.9231,46.8079,10.1152,0,0,1566,0.24,2.0441
64.0625,55.5184,8.5441,0,0,867,0.898,1.802
72.5806,64.5221,8.0586,0,0,713,1.8908,1.4225
83.6735,73.4389,10.2346,0,0,717,2.5197,1.3682
100,85.418,14.582,1,0,1200,1.5733,0.9819
100,94.5578,5.4422,1,0,2875,0.1963,1.543
98.9011,99.6337,-0.7326,1,0,4113,-0.6819,1.511
93.617,97.506,-3.889,1,0,3395,-0.3409,1.0479
87.234,93.2507,-6.0167,1,0,3444,1.7015,1.0392
80.6452,87.1654,-6.5202,1,0,2735,2.4211,1.6737
86.0215,84.6336,1.3879,1,0,2699,1.567,1.8084
72.6619,79.7762,-7.1143,0,0,16669,-0.3576,0.2478
81.0219,79.9018,1.1201,0,0,8152,-0.3669,0.0354
68.5039,74.0626,-5.5586,0,0,4023,0.7618,-0.177
63.7795,71.1018,-7.3223,0,0,5631,0.7648,0.3193
73.2283,68.5039,4.7244,0,0,3588,0.4884,0.3938
80.8,72.6026,8.1974,0,0,3136,-1.1395,0.0359
75.2,76.4094,-1.2094,0,0,3035,-0.3311,1.5319
79.6748,78.5583,1.1165,0,0,2136,0.1102,0.9363
61.5385,72.1378,-10.5993,0,0,10756,1.222,2.2469
68.3761,69.8631,-1.487,0,0,5489,2.5564,2.5572
79.8246,69.913,9.9115,0,0,4007,1.2459,1.7833
77.6699,75.2902,2.3797,0,0,6251,2.1304,1.6615
90.1639,82.5528,7.6111,1,0,29778,1.358,0.0325
81.1475,82.9938,-1.8463,1,0,21210,1.495,0
95.9016,89.071,6.8306,1,0,18481,0.4544,-0.5499
94.4828,90.5106,3.9721,1,0,27303,-1.2388,-1.5093
84.3137,91.566,-7.2523,1,0,20828,-1.344,-0.7484
82.3529,87.0498,-4.6969,1,0,23783,-1.1108,-0.404
64.4068,77.0245,-12.6177,0,0,18613,-0.9095,-0.7104
54.2373,66.999,-12.7617,0,0,20941,0.2484,0.3718
55.0847,57.9096,-2.8249,0,0,16580,0.5383,0.6505
44.3478,51.2233,-6.8755,0,0,16454,-0.0419,1.9091
58.2609,52.5645,5.6964,0,0,12983,0.2633,1.2913
65.2174,55.942,9.2754,0,0,12875,0.3576,1.0756
43.4783,55.6522,-12.1739,0,0,18622,2.6136,2.1115
63.4783,57.3913,6.087,0,0,11408,1.5065,1.1812
69.5238,58.8268,10.697,0,0,11352,1.1435,1.0145
98.913,77.305,21.608,0,0,17677,0.3313,0.2117
91.0112,86.4827,4.5285,1,0,12951,0.1312,0.7244
92.1348,94.0197,-1.8849,1,0,7819,0.2679,0.4256
97.8947,93.6803,4.2145,1,0,10002,-0.0449,0.1685
84.8485,91.626,-6.7775,1,0,8676,0.9057,0.5311
88.8889,90.544,-1.6551,1,0,8266,0.3172,0.3338
92.9293,88.8889,4.0404,1,0,5378,0.2719,0.8616
96.2963,92.7048,3.5915,1,0,8582,-0.2249,0.6019
87.963,92.3962,-4.4332,1,0,7659,0.0928,0.5379
90.7407,91.6667,-0.9259,1,0,8240,0.7489,0.6709
91.6667,90.1235,1.5432,1,0,6056,0.9362,0.8816
89.8148,90.7407,-0.9259,1,0,7837,0.5172,1.0496
99.1304,93.5373,5.5931,1,0,8327,0,1.2158
99.1667,96.0373,3.1294,1,0,8048,0.05,0.8802
90,96.099,-6.099,1,0,6771,0.735,1.1321
93.8776,94.3481,-0.4705,1,0,8072,1.5167,0.7969
92.0455,91.9743,0.0711,1,0,8135,1.063,1.1333
93.3333,93.0854,0.2479,1,0,6236,0.69,1.598
100,95.1263,4.8737,1,0,11169,-0.5522,1.6384
80.7229,91.3521,-10.6292,1,0,12720,0.4201,1.9307
74.6988,85.1406,-10.4418,0,0,7707,1.611,2.318
72.2892,75.9036,-3.6145,0,0,9199,3.1209,1.6984
89.1566,78.7149,10.4418,0,0,6773,2.3932,1.3812
94.8718,85.4392,9.4326,1,0,11837,1.8712,1.0539
98.9583,94.3289,4.6294,1,0,14363,-0.4746,0.1259
91.6667,95.1656,-3.4989,1,0,14102,-0.3487,-0.4136
96.2963,95.6404,0.6559,1,0,6114,-0.3415,-0.488
80.1887,89.3839,-9.1952,1,0,10245,0.7406,-0.2024
85.2941,87.2597,-1.9656,1,0,6452,-0.2781,-0.0404
90.1961,85.2263,4.9698,1,0,5622,-0.4188,-0.2003
89.7959,88.4287,1.3672,1,0,4893,-1.0627,-0.9764
80.6122,86.8681,-6.2558,1,0,4350,0.1993,-0.1567
83.6735,84.6939,-1.0204,1,0,3699,0.0662,-0.0396
69.4118,77.8992,-8.4874,0,0,9661,-0.5866,0.3167
80.2469,77.7774,2.4695,0,0,5242,-0.4534,0.0396
80.2632,76.6406,3.6225,0,0,4972,-0.1287,0.1589
53.9474,71.4858,-17.5384,0,0,27407,1.0885,0.4377
69.7368,67.9825,1.7544,0,0,9349,0.5179,0.3577
77.6316,67.1053,10.5263,0,0,7023,0.3892,0.3187
73.913,73.7605,0.1526,0,0,4906,-0.3858,0.5625
77.9412,76.4953,1.4459,0,0,4479,0.0649,0.9646
83.8235,78.5592,5.2643,0,0,7275,0.1297,0.5804
64.7059,75.4902,-10.7843,0,0,8043,1.2865,1.3541
81.8182,76.7825,5.0357,0,0,6118,1.4595,1.1169
92.1875,79.5705,12.617,0,0,3905,0.7624,0.8676
98.4615,90.8224,7.6391,1,0,6356,0.7209,0.6871
96.25,95.633,0.617,1,0,12542,0.1324,-0.4546
88.75,94.4872,-5.7372,1,0,5600,0.4648,-0.5033
93.75,92.9167,0.8333,1,0,6466,0.2711,-0.7746
97.5309,93.3436,4.1872,1,0,8188,-0.7922,-0.4442
96.2963,95.8591,0.4372,1,0,4832,-1.1731,-0.397
87.7778,93.8683,-6.0905,1,0,10659,-1.4683,-0.5552
74.4444,86.1728,-11.7284,0,0,10221,0.254,0
66.6667,76.2963,-9.6296,0,0,9133,0.9442,0.7543
53.7313,64.9475,-11.2161,0,0,9527,0.852,2.1868
65.5172,61.9718,3.5455,0,0,11821,-0.2853,0.1056
65.5172,61.5886,3.9286,0,0,7021,0.4788,1.6957
62.069,64.3678,-2.2989,0,0,8649,2.8072,1.8329
60.3448,62.6437,-2.2989,0,0,6885,0.4273,2.0186
74.1379,65.5172,8.6207,0,0,8420,2.1842,1.3958
92.3077,75.5968,16.7109,0,0,22390,-0.0844,-0.288
42.3729,69.6062,-27.2333,0,0,37180,2.3632,1.3266
84.6154,73.0987,11.5167,0,0,77857,-0.2348,-0.8454
81.5385,69.5089,12.0296,0,0,37761,-0.3169,-0.7756
84.6154,83.5897,1.0256,1,0,7866,-0.5546,-1.1314
80,82.0513,-2.0513,1,0,4916,-0.9276,-0.8464
75.3846,80,-4.6154,0,0,2665,-0.769,-0.7829
73.8462,76.4103,-2.5641,0,0,2179,-1.0466,-0.6701
61.5385,70.2564,-8.7179,0,0,3929,-0.2979,0.103
60,65.1282,-5.1282,0,0,2679,-0.373,0.8752
52.3077,57.9487,-5.641,0,0,1846,0.0746,1.0814
55.3846,55.8974,-0.5128,0,0,1210,0.4474,0.8272
52.3077,53.3333,-1.0256,0,0,1199,1.6301,0.3648
43.3962,50.3628,-6.9666,0,0,857,1.4971,0.2089
56.6038,50.7692,5.8345,0,0,1408,0.7506,0.1576
83.0189,61.0063,22.0126,0,0,1557,-1.1005,-0.7788
79.5918,73.0715,6.5203,0,0,515,-1.1416,-0.8769
73.4694,78.6934,-5.224,0,0,527,-0.4979,-0.5232
51.0204,68.0272,-17.0068,0,0,986,0,0.0536
45.8333,56.7744,-10.941,0,0,604,-0.0723,0.1672
48.1481,48.334,-0.1858,0,0,254,-0.2239,-0.1196
33.3333,42.4383,-9.1049,0,0,236,0.0783,0.3739
22.2222,34.5679,-12.3457,0,0,133,0.3133,0.3846
37.037,30.8642,6.1728,0,0,109,0.0787,0.2604
37.037,32.0988,4.9383,0,0,77,0.3953,0.6502
37.037,37.037,0,0,0,106,0.1586,0.5233
40.7407,38.2716,2.4691,0,0,48,0.238,0.5937
55.5556,44.4444,11.1111,0,0,327,0.4441,0.397
44.4444,46.9136,-2.4691,0,0,275,0.5325,0.5297
51.8519,50.6173,1.2346,0,0,170,0.5847,0.2657
74.0741,56.7901,17.284,0,0,208,0.0975,-0.2057
66.6667,64.1975,2.4691,0,0,173,0.2297,0.2063
74.0741,71.6049,2.4691,0,0,222,-0.2299,-0.0688
77.7778,72.8395,4.9383,0,0,284,-0.4598,-0.2743
74.0741,75.3086,-1.2346,0,0,211,0.1162,-0.2053
72,74.6173,-2.6173,0,0,175,0.1204,-0.2049
63.6364,69.9035,-6.2671,0,0,223,0,0
80.9524,72.1962,8.7561,0,0,223,-0.5228,-1.142
71.4286,72.0058,-0.5772,0,0,314,-0.5228,-0.6673
61.9048,71.4286,-9.5238,0,0,589,0,-0.5332
57.8947,63.7427,-5.848,0,0,489,-1.626,-0.4723
44.4444,54.748,-10.3035,0,0,583,-0.7473,-0.3381
57.8947,53.4113,4.4834,0,0,646,-1.1262,-0.4178
8.6957,37.0116,-28.316,0,0,505,0.9787,0.7103
30.4348,32.3417,-1.9069,0,0,453,0.1724,0.3595
30.4348,23.1884,7.2464,0,0,417,0.3822,0.2174
34.7826,31.8841,2.8986,0,0,327,0.8969,0.4369
34.7826,33.3333,1.4493,0,0,312,0.9255,0.3666
39.1304,36.2319,2.8986,0,0,404,0.2313,0.5204
52.1739,42.029,10.1449,0,0,240,0.4623,0.1496
52.1739,47.8261,4.3478,0,0,326,0.2337,0.3758
45.4545,49.9341,-4.4796,0,0,397,1.3679,1.7129
63.6364,53.7549,9.8814,0,0,361,0,1.3281
59.0909,56.0606,3.0303,0,0,134,0.9114,1.6083
72.7273,65.1515,7.5758,0,0,333,3.2524,1.3217
63.6364,65.1515,-1.5152,0,0,480,2.9799,1.3099
77.2727,71.2121,6.0606,0,0,316,2.6809,1.0397
97.0588,79.3226,17.7362,0,0,1647,0,-0.5832
91.4286,88.5867,2.8419,1,0,888,-0.1495,-1.1406
97.2222,95.2365,1.9857,1,0,714,-0.7411,-2.9947
91.6667,93.4392,-1.7725,1,0,647,-1.0126,-2.1571
85.7143,91.5344,-5.8201,1,0,454,-1.6439,-1.9872
82.3529,86.578,-4.225,1,0,554,-3.3518,-1.8004
68.75,78.9391,-10.1891,0,0,697,-2.0233,-1.8446
46.875,65.9926,-19.1176,0,0,1088,-1.2856,-0.9359
7.5,41.0417,-33.5417,0,0,2332,0.7818,0.8639
28.5714,27.6488,0.9226,0,0,2683,-0.3903,0.3967
28.5714,21.5476,7.0238,0,0,853,0.0976,0.5595
30.9524,29.3651,1.5873,0,0,787,0.2926,0.3195
19.0476,26.1905,-7.1429,0,0,659,0.8655,0.8068
30.9524,26.9841,3.9683,0,0,1198,0.5884,0.6585
38.0952,29.3651,8.7302,0,0,431,0.0987,0.4169
40.4762,36.5079,3.9683,0,0,429,0.0998,0.6664
45.2381,41.2698,3.9683,0,0,288,0.2006,0.4992
40.4762,42.0635,-1.5873,0,0,246,0.4004,0.4157
42.8571,42.8571,0,0,0,380,0.6963,0.5048
50,44.4444,5.5556,0,0,530,0.3978,0
50,47.619,2.381,0,0,325,0.0996,0
60.9756,53.6585,7.3171,0,0,424,-0.0996,0.2589
60.9756,57.3171,3.6585,0,0,183,-0.3971,0.0863
59.4595,60.4702,-1.0108,0,0,242,-0.0993,0.0864
77.4194,65.9515,11.4679,0,0,456,0.3982,0
77.7778,71.5522,6.2256,0,0,380,0.4961,0.5191
77.7778,77.6583,0.1195,0,0,200,0.1988,0.4324
100,85.1852,14.8148,1,0,452,-0.4164,-0.3471
84,87.2593,-3.2593,1,0,344,0.1112,0.0871
72,85.3333,-13.3333,0,0,410,0.3607,0.4369
76,77.3333,-1.3333,0,0,349,0,0.4371
85,77.6667,7.3333,0,0,128,0,0.1754
73.3333,78.1111,-4.7778,0,0,205,0.2405,0.3509
60,72.7778,-12.7778,0,0,221,0.6018,0.4384
78.5714,70.6349,7.9365,0,0,552,0.2484,-0.0877
85.7143,74.7619,10.9524,0,0,246,0.3521,-0.2629
92.8571,85.7143,7.1429,1,0,148,0,-0.4379
85.7143,88.0952,-2.381,1,0,97,-0.9103,-0.4374
86.6667,88.4127,-1.746,1,0,214,-1.5082,-0.4369
80,84.127,-4.127,1,0,96,-1.482,-0.0874
60,75.5556,-15.5556,0,0,161,-0.5835,0
53.3333,64.4444,-11.1111,0,0,249,0,-0.1796
46.6667,53.3333,-6.6667,0,0,255,1.2713,0.3608
38.4615,46.1538,-7.6923,0,0,147,0.6634,0.3622
41.6667,42.265,-0.5983,0,0,135,-0.6537,0.7241
66.6667,48.9316,17.735,0,0,183,0,0.0908
50,52.7778,-2.7778,0,0,137,0.653,0.4562
25,47.2222,-22.2222,0,0,197,2.9073,1.0876
66.6667,47.2222,19.4444,0,0,349,0.3074,0.723
53.3333,48.3333,5,0,0,328,0.9303,0.3618
86.6667,68.8889,17.7778,0,0,273,0.6186,-0.3613
47.3684,62.4561,-15.0877,0,0,755,2.058,0.4523
57.8947,63.9766,-6.0819,0,0,600,0.3057,0.8109
75,60.0877,14.9123,0,0,677,-1.7149,0.3605
80,70.9649,9.0351,0,0,1353,-0.5722,0.6503
60,71.6667,-11.6667,0,0,532,2.1909,1.3121
45,61.6667,-16.6667,0,0,312,2.5031,1.3391
70,58.3333,11.6667,0,0,288,2.1889,0.0976
100,71.6667,28.3333,0,0,692,1.4339,-0.3981
86.3636,85.4545,0.9091,1,0,474,0.9529,-0.8026
95.8333,94.0657,1.7677,1,0,566,-1.7597,-0.9988
96.2963,92.8311,3.4652,1,0,635,-2.0024,-2.1419
85.1852,92.4383,-7.2531,1,0,353,-2.1716,-1.9053
55.5556,79.0123,-23.4568,0,0,546,-0.3644,-0.1142
59.2593,66.6667,-7.4074,0,0,327,-2.0265,-0.1234
40.7407,51.8519,-11.1111,0,0,553,-0.9989,-0.4001
36.3636,45.4545,-9.0909,0,0,972,0.1664,-1.8586
0,25.7015,-25.7015,0,0,1251,1.7442,0
21.4286,19.2641,2.1645,0,0,1144,0.4803,0
53.5714,25,28.5714,0,0,731,-2.0871,-0.598
57.1429,44.0476,13.0952,0,0,612,-1.5719,-1.7485
32.1429,47.619,-15.4762,0,0,597,-0.4276,-0.8684
3.5714,30.9524,-27.381,0,0,1445,1.3868,0
17.8571,17.8571,0,0,1,920,-0.1388,-1.4545
21.4286,14.2857,7.1429,0,0,664,-0.4157,-1.5709
39.2857,26.1905,13.0952,0,0,761,-1.3448,-1.9557
14.2857,25,-10.7143,0,0,641,-1.188,-0.2811
10.7143,21.4286,-10.7143,0,0,529,-1.0796,0
6.8966,10.6322,-3.7356,0,1,1296,-0.5398,1.1246
0,5.8703,-5.8703,0,1,1561,0.9303,0.9757
12.5,6.4655,6.0345,0,1,2225,1.0403,1.371
28.5714,13.6905,14.881,0,0,2133,1.5156,1.3517
42.8571,27.9762,14.881,0,0,1283,0,0.8066
45.7143,39.0476,6.6667,0,0,708,0.2539,0.9345
62.8571,50.4762,12.381,0,0,1004,-0.2538,-0.2667
42.8571,50.4762,-7.619,0,0,732,0.7682,0.9321
51.4286,52.381,-0.9524,0,0,606,0.6554,0.2671
57.1429,50.4762,6.6667,0,0,484,0,0.2676
63.6364,57.4026,6.2338,0,0,517,0.1371,0.9305
85.1852,68.6548,16.5304,0,0,426,-0.4152,0
74.0741,74.2985,-0.2245,0,0,537,0.2794,0.6668
81.4815,80.2469,1.2346,1,0,1031,0.8458,0.3998
74.0741,76.5432,-2.4691,0,0,600,0.4403,0.9287
81.4815,79.0123,2.4691,0,0,425,0.439,0.1331
93.3333,82.963,10.3704,1,0,769,-0.4615,-0.133
76.6667,83.8272,-7.1605,0,0,626,0.6217,-0.1333
83.3333,84.4444,-1.1111,1,0,500,-0.3102,0.7991
83.3333,81.1111,2.2222,1,0,357,0.3254,0.401
90,85.5556,4.4444,1,0,814,-0.8082,-0.6683
68.1818,80.5051,-12.3232,0,0,763,1.3788,-0.1337
82.3529,80.1783,2.1747,1,0,591,0.1853,-0.4002
50,66.8449,-16.8449,0,0,612,0,0.798
85,72.451,12.549,0,0,1196,-1.6751,-0.3988
68.4211,67.807,0.614,0,0,679,-0.7374,0.3992
33.3333,62.2515,-28.9181,0,0,558,1.0944,1.0647
25,42.2515,-17.2515,0,0,822,1.154,1.314
37.5,31.9444,5.5556,0,0,888,1.4139,0.6569
62.5,41.6667,20.8333,0,0,688,0.4332,-0.1338
62.5,54.1667,8.3333,0,0,669,0.8901,0.135
81.25,68.75,12.5,0,0,673,-0.4478,-0.8067
70.5882,71.4461,-0.8578,0,0,786,-0.6812,-1.4558
66.6667,72.835,-6.1683,0,0,966,-0.7452,-1.8088
52.381,63.212,-10.831,0,0,555,-0.9701,-0.9101
42.8571,53.9683,-11.1111,0,0,909,-1.8112,-0.7792
52.381,49.2063,3.1746,0,0,1423,-2.2603,-1.0401
33.3333,42.8571,-9.5238,0,0,671,-0.6274,0
13.0435,32.9193,-19.8758,0,0,1349,0.425,0.6924
8.6957,18.3575,-9.6618,0,1,811,0.6332,1.094
29.1667,16.9686,12.1981,0,0,1259,0.6294,0.6806
25,20.9541,4.0459,0,0,1590,0.6303,0.951
25,26.3889,-1.3889,0,0,732,1.0361,1.3535
41.6667,30.5556,11.1111,0,0,932,0.4234,0.2923
37.5,34.7222,2.7778,0,0,1374,0.8428,0.1555
45.8333,41.6667,4.1667,0,0,1174,1.0421,-0.3107
50,44.4444,5.5556,0,0,1240,0,0.3106
54.1667,50,4.1667,0,0,1187,-0.6316,1.5285
66.6667,56.9444,9.7222,0,0,1497,-1.4256,-3.7322
50,56.9444,-6.9444,0,0,1540,0.4074,2.007
41.6667,52.7778,-11.1111,0,0,1939,2.4353,3.584
47.3684,46.345,1.0234,0,0,1827,-3.1621,3.4656
77.7778,55.6043,22.1735,0,0,2804,1.923,2.0375
62.1622,62.4361,-0.274,0,0,5263,2.2936,1.594
23.7624,54.5674,-30.8051,0,0,30234,4.4694,4.5915
61.3861,49.1036,12.2826,0,0,12008,0.5172,1.153
74.2574,53.1353,21.1221,0,0,11106,-0.172,-0.5362
75.2475,70.297,4.9505,0,0,7128,0,-0.3638
67.3267,72.2772,-4.9505,0,0,4978,0.6024,1.0001
72.2772,71.6172,0.6601,0,0,4248,-0.3424,-0.1815
75.2475,71.6172,3.6304,0,0,4627,-0.3409,-2.5331
74.2574,73.9274,0.33,0,0,3524,0.3415,-1.2429
68.3168,72.6073,-4.2904,0,0,1805,0.1714,-3.3889
71.2871,71.2871,0,0,0,2447,-2.0451,-2.6244
78.2178,72.6073,5.6106,0,0,2127,-1.4376,-3.4995
70.297,73.2673,-2.9703,0,0,7083,-3.0318,-3.1015
45.5446,64.6865,-19.1419,0,0,27775,-0.7577,-1.1729
59.4059,58.4158,0.9901,0,0,21349,-2.204,-2.2042
22.7723,42.5743,-19.802,0,0,23718,-0.4063,-1.0164
33.6634,38.6139,-4.9505,0,0,22322,-0.5213,-0.852
