fullK,fullD,diffKD,overBought,overSold,Volume,15mSD,30mSD
78.9474,87.7193,-8.7719,0,0,69,0.5373,0.8713
100,87.7193,12.2807,1,0,124,0.3606,0.4334
90.9091,89.9522,0.9569,1,0,294,0.1874,0.5396
80.9524,90.6205,-9.6681,1,0,102,0.9513,0.8538
89.4737,87.1117,2.362,1,0,200,0.3821,0.6352
89.4737,86.6332,2.8404,1,0,77,0.7622,0.3167
95,91.3158,3.6842,1,0,129,0.5898,0.1055
90.4762,91.65,-1.1738,1,0,201,0.8795,0
95.4545,93.6436,1.811,1,0,244,-0.2431,0.1053
100,95.3102,4.6898,1,0,173,-0.4863,0.3151
100,98.4848,1.5152,1,0,366,-0.9396,0.9336
86.9565,95.6522,-8.6957,1,0,193,0.4703,1.1253
86.9565,91.3043,-4.3478,1,0,175,1.177,1.013
80,84.6377,-4.6377,1,0,248,2.7972,1.293
83.3333,83.43,-0.0966,1,0,627,1.909,0.889
94.4444,85.9259,8.5185,1,0,228,1.0604,0.4927
100,92.5926,7.4074,1,0,398,0,-0.0987
86.9565,93.8003,-6.8438,1,0,235,0,0.3941
82.6087,89.8551,-7.2464,1,0,306,0,0.5888
90.4762,86.6805,3.7957,1,0,229,-0.2169,0.4894
85.7143,86.2664,-0.5521,1,0,253,0.8665,1.1598
80.9524,85.7143,-4.7619,1,0,128,1.4803,0.8665
84.2105,83.6257,0.5848,1,0,241,1.6037,0.7705
83.3333,82.8321,0.5013,1,0,729,2.0981,1.1193
87.5,85.0146,2.4854,1,0,189,0.7986,0.7503
91.6667,87.5,4.1667,1,0,207,0.5885,0.9464
100,93.0556,6.9444,1,0,644,0.8839,-1.118
85.7143,92.4603,-6.746,1,0,390,1.177,-0.5318
85.7143,90.4762,-4.7619,1,0,317,1.7686,-0.433
86.1111,85.8466,0.2646,1,0,2049,-2.7593,-0.582
77.7778,83.2011,-5.4233,0,0,480,-1.6841,0.3044
83.3333,82.4074,0.9259,1,0,373,-1.7421,0
41.3793,67.4968,-26.1175,0,0,887,1.5171,1.2646
36,53.5709,-17.5709,0,0,703,1.8394,0.1661
37.5,38.2931,-0.7931,0,0,387,1.6169,1.586
62.5,45.3333,17.1667,0,0,321,0,1.2956
75,58.3333,16.6667,0,0,480,-1.5142,0.1927
75,70.8333,4.1667,0,0,250,0,0.2053
62.5,70.8333,-8.3333,0,0,797,1.1695,1.9079
37.5,58.3333,-20.8333,0,0,751,1.6415,3.1266
75,58.3333,16.6667,0,0,583,0.1672,2.2626
90.4762,67.6587,22.8175,0,0,605,0.3344,0.4123
76.1905,80.5556,-4.3651,0,0,467,0.8362,1.0313
76.1905,80.9524,-4.7619,0,0,289,1.7154,1.0316
84,78.7937,5.2063,0,0,530,0,1.0328
84,81.3968,2.6032,1,0,258,0,0.6338
96.2963,88.0988,8.1975,1,0,447,-0.8544,0.4212
77.7778,86.0247,-8.2469,0,0,488,0.8529,2.8633
77.7778,83.9506,-6.1728,0,0,227,0.5128,1.8627
77.7778,77.7778,0,0,0,211,1.191,1.2535
96.1538,83.9031,12.2507,1,0,314,1.5031,-0.4116
88.4615,87.4644,0.9972,1,0,315,1.0022,-0.6174
100,94.8718,5.1282,1,0,302,-0.1669,-1.3723
96.875,95.1122,1.7628,1,0,620,-1.7276,-2.9187
81.25,92.7083,-11.4583,1,0,648,-1.3533,-1.9503
71.875,83.3333,-11.4583,0,0,322,-0.8849,-1.7277
62.5,71.875,-9.375,0,0,354,-0.8708,-0.7763
51.6129,61.996,-10.3831,0,0,375,-0.4349,-0.1548
34.7826,49.6318,-14.8492,0,0,297,-0.7251,0.3097
14.2857,33.5604,-19.2747,0,0,445,0.1537,1.833
14.2857,21.118,-6.8323,0,0,275,0.3172,2.2439
9.0909,12.5541,-3.4632,0,1,326,1.1461,1.3397
26.087,16.4879,9.5991,0,0,429,1.764,2.3199
30.4348,21.8709,8.5639,0,0,319,2.0342,2.4017
43.4783,33.3333,10.1449,0,0,320,0.32,1.2671
73.913,49.2754,24.6377,0,0,612,0.7968,0.5631
86.9565,68.1159,18.8406,0,0,298,0.6709,0.4229
52.1739,71.0145,-18.8406,0,0,570,1.165,1.9505
95.6522,78.2609,17.3913,0,0,528,-0.1673,1.1141
92.3077,80.0446,12.2631,1,0,534,-0.1719,0.9743
73.0769,87.0123,-13.9353,0,0,452,1.1886,2.0594
80.7692,82.0513,-1.2821,1,0,431,1.4938,2.4201
88.4615,80.7692,7.6923,1,0,503,1.3123,2.9615
96.2963,88.509,7.7873,1,0,478,1.3285,1.6738
93.75,92.8359,0.9141,1,0,1127,1.4684,0.2577
96.875,95.6404,1.2346,1,0,493,2.3058,-0.256
89.4737,93.3662,-3.8925,1,0,869,0.7885,-0.128
97.5,94.6162,2.8838,1,0,819,-1.0608,-0.2543
100,95.6579,4.3421,1,0,1152,-2.2642,-0.6279
84.7826,94.0942,-9.3116,1,0,970,-0.79,0.251
66.6667,83.8164,-17.1498,0,0,1118,0.6667,1.9894
56.4103,69.2865,-12.8763,0,0,754,1.5608,1.6061
64.8649,62.6473,2.2176,0,0,1251,1.0328,0.2472
73.5294,64.9348,8.5946,0,0,678,1.4667,-0.7354
85.2941,74.5628,10.7313,0,0,1121,0.1393,-1.5393
85.2941,81.3725,3.9216,1,0,1186,-0.8359,-1.273
96.9697,89.186,7.7837,1,0,1785,-2.1548,-2.0148
74.2857,85.5165,-11.2308,0,0,1724,-1.6681,-2.4188
54.2857,75.1804,-20.8947,0,0,1244,-0.596,-0.4203
33.3333,53.9683,-20.6349,0,0,1224,-0.1189,0.4223
23.3333,36.9841,-13.6508,0,0,1768,-1.0398,1.3613
25,27.2222,-2.2222,0,0,1596,0.1161,1.7536
51.1628,33.1654,17.9974,0,0,5061,0.5907,2.5763
25.5814,33.9147,-8.3333,0,0,2476,2.445,2.4851
53.4884,43.4109,10.0775,0,0,1817,1.7118,1.1432
62.7907,47.2868,15.5039,0,0,1032,2.1177,1.7828
76.7442,64.3411,12.4031,0,0,1609,0.4033,1.3066
90.6977,76.7442,13.9535,0,0,1492,-0.4012,1.3003
94.1176,87.1865,6.9311,1,0,2319,-0.2002,1.8302
72.549,85.7881,-13.2391,0,0,2786,0.9954,1.8158
68.6275,78.4314,-9.8039,0,0,1533,1.734,2.134
90.1961,77.1242,13.0719,0,0,1690,2.0235,-1.0464
92.1569,83.6601,8.4967,1,0,1690,0.917,0.3487
100,94.1176,5.8824,1,0,3521,0.5511,-0.9432
90.6667,94.2745,-3.6078,1,0,22525,-2.6607,-2.6088
76,88.8889,-12.8889,0,0,15865,-0.4749,-4.3359
78.6667,81.7778,-3.1111,0,0,12424,-1.3027,-3.8298
43.038,65.9015,-22.8636,0,0,24682,0.0772,-2.7625
64.557,62.0872,2.4698,0,0,21211,-3.6549,-2.7286
53.1646,53.5865,-0.4219,0,0,17464,-2.7315,-2.2498
39.726,52.4825,-12.7565,0,0,15658,-2.5515,-2.4474
5.2632,32.7179,-27.4548,0,0,24280,0.2339,0
18.1818,21.057,-2.8752,0,0,22117,0.1877,-0.5249
10,11.1483,-1.1483,0,1,16317,-0.0473,-0.8305
22.7273,16.9697,5.7576,0,0,12168,-0.2368,-0.7412
21.8182,18.1818,3.6364,0,0,15269,-0.7544,-0.9972
17.3554,20.6336,-3.2782,0,0,19552,-0.8485,0.3897
25.6198,21.5978,4.022,0,0,10937,-0.566,-0.9465
15.7025,19.5592,-3.8567,0,1,7879,-0.3303,-0.6016
4.8387,15.387,-10.5483,0,1,11111,1.2304,-1.3633
17.7419,12.761,4.9809,0,1,9811,-0.4552,-2.3041
12.0968,11.5591,0.5376,0,1,8648,-0.319,-2.1939
26.6129,18.8172,7.7957,0,0,10316,-2.464,-2.9348
9.6774,16.129,-6.4516,0,1,9992,-1.8918,-2.7996
8.6614,14.9839,-6.3225,0,1,10419,-1.9332,-3.7481
0.7246,6.3545,-5.6299,0,1,10451,-0.7884,-2.8279
7.0513,5.4791,1.5722,0,1,19830,-1.3256,-2.216
3.5971,3.791,-0.1939,0,1,10635,-2.6204,-1.6945
5.7971,5.4818,0.3153,0,1,18981,-2.6299,-0.8349
0,3.1314,-3.1314,0,1,19800,-1.5246,0.0896
3.0488,2.9486,0.1002,0,1,28069,0.4043,1.1216
1.7442,1.5977,0.1465,0,1,26150,1.5698,1.6892
9.1429,4.6453,4.4976,0,1,14885,1.4753,2.0561
16.0714,8.9862,7.0853,0,1,13361,0.8628,2.0422
30.3571,18.5238,11.8333,0,0,12621,0.4421,1.5506
36.3095,27.5794,8.7302,0,0,10898,0.9176,1.1735
32.1429,32.9365,-0.7937,0,0,8449,1.4682,1.4388
38.6905,35.7143,2.9762,0,0,7544,1.2952,0.5097
54.1667,41.6667,12.5,0,0,15644,0.4803,-1.4603
62.5,51.7857,10.7143,0,0,15050,0.2316,-1.9399
66.6667,61.1111,5.5556,0,0,15919,-0.7744,-2.2254
76.0563,68.4077,7.6487,0,0,7797,-2.1699,-1.9387
83.0882,75.2704,7.8178,0,0,7267,-2.3438,-2.128
71.0744,76.7397,-5.6653,0,0,13139,-1.7898,-1.1684
24.7934,59.652,-34.8586,0,0,20602,-0.2244,0.065
18.1818,38.0165,-19.8347,0,0,22670,-0.1745,-0.1083
14.4,19.1251,-4.7251,0,1,16531,0.4448,-0.7573
23.0769,18.5529,4.524,0,0,14354,0.2947,-0.5407
18.4615,18.6462,-0.1846,0,1,15827,0.0491,-0.5411
31.5385,24.359,7.1795,0,0,7464,-1.2976,-1.5849
32.3077,27.4359,4.8718,0,0,7378,-0.9013,-2.1787
20,27.9487,-7.9487,0,0,5605,-0.6577,-1.6256
10.6918,20.9998,-10.308,0,0,26589,-0.5223,-0.9044
21.3836,17.3585,4.0252,0,0,12781,-1.6352,-0.721
17.6101,16.5618,1.0482,0,1,10992,-1.2422,-0.3411
1.2121,13.4019,-12.1898,0,1,12670,-0.5364,0.8465
1.0309,6.6177,-5.5868,0,1,17465,0.7912,1.1649
6.6667,2.9699,3.6968,0,1,13260,0.8475,1.223
5.1282,4.2753,0.8529,0,1,11495,1.4946,1.066
18.4615,10.0855,8.3761,0,1,12052,0.5578,0.5213
25.5319,16.3739,9.158,0,0,10874,0.6026,0.3813
43.9024,29.2986,14.6038,0,0,14368,-0.2216,-0.2004
45.7364,38.3903,7.3462,0,0,7734,0.0758,-0.2009
56.5891,48.7427,7.8465,0,0,7770,-0.1532,-0.8429
48.8372,50.3876,-1.5504,0,0,7757,-0.0257,0.1601
48.062,51.1628,-3.1008,0,0,6800,-0.3388,-0.0201
57.7586,51.5526,6.206,0,0,7665,-0.9717,-0.1215
54.8673,53.5626,1.3046,0,0,10326,0.2524,-0.183
45.3704,52.6654,-7.295,0,0,9898,0.3379,-0.6128
31.9588,44.0655,-12.1067,0,0,13573,0.8304,-0.1435
84.5238,53.951,30.5728,0,0,14892,-0.4984,-1.0444
72.619,63.0339,9.5852,0,0,8543,-1.2186,-0.7582
72.619,76.5873,-3.9683,0,0,7207,-1.173,-0.9406
63.0952,69.4444,-6.3492,0,0,11428,-1.1122,-0.2454
22.619,52.7778,-30.1587,0,0,16305,0.1683,-0.1228
27.7108,37.8084,-10.0975,0,0,11761,-0.3029,0.3666
18.9873,23.1057,-4.1184,0,0,16221,0.7046,0.6477
18.9189,21.8724,-2.9534,0,0,13416,-0.3715,0.5825
9.2105,15.7056,-6.4951,0,1,11328,0.894,0.7558
43.4211,23.8502,19.5709,0,0,13569,0.3773,0.2577
19.3182,23.9833,-4.6651,0,0,32594,1.3531,0.8485
54.3478,39.029,15.3188,0,0,90292,0.3751,0.2175
65.2174,46.2945,18.9229,0,0,38068,0.0687,0.2
66.3043,61.9565,4.3478,0,0,6911,0.1139,0.0608
66.3043,65.942,0.3623,0,0,5113,0,0.1265
70.4545,67.6877,2.7668,0,0,3612,0.3339,0.173
72.7273,69.8287,2.8986,0,0,1290,0,0.198
69.3182,70.8333,-1.5152,0,0,797,0.2648,0.0445
85.3659,75.8038,9.5621,0,0,842,0,0.0445
79.0123,77.8988,1.1136,0,0,758,0.4631,0.2227
82.716,82.3647,0.3513,1,0,873,-0.2117,0.1345
97.2222,86.3169,10.9053,1,0,854,0.1062,0.0684
96.0526,91.997,4.0557,1,0,966,0.0531,0.0469
80.7692,91.348,-10.5788,1,0,1502,0.5295,0.3154
92.3077,89.7099,2.5978,1,0,836,0.0529,0.1737
94.8718,89.3162,5.5556,1,0,372,0.0534,0.1511
93.5897,93.5897,0,1,0,255,0.1719,0.2578
93.5897,94.0171,-0.4274,1,0,190,0.3443,0.2586
96.1538,94.4444,1.7094,1,0,184,0.2884,0.2879
95.8333,95.1923,0.641,1,0,178,0.4229,0.189
96.875,96.2874,0.5876,1,0,431,0.2471,0.2273
82.1429,91.6171,-9.4742,1,0,338,0.4278,0
92.5926,90.5368,2.0558,1,0,182,0,0
92.3077,89.0144,3.2933,1,0,135,0.4137,-0.0979
100,94.9668,5.0332,1,0,187,-0.6064,-0.2283
88.8889,93.7322,-4.8433,1,0,151,0,-0.0979
96.5517,95.1469,1.4049,1,0,177,-0.7447,-0.1647
72.4138,85.9515,-13.5377,0,0,310,-0.1111,-0.0331
82.1429,83.7028,-1.5599,1,0,191,-0.3695,-0.0998
71.4286,75.3284,-3.8998,0,0,219,0.2494,0.0351
67.8571,73.8095,-5.9524,0,0,274,0,0.3188
71.4286,70.2381,1.1905,0,0,256,0,0.3066
68.4211,69.2356,-0.8145,0,0,104,-0.246,0.2272
50,63.2832,-13.2832,0,0,206,1.9011,0.5594
52.9412,57.1207,-4.1796,0,0,393,1.6346,0.329
58.8235,53.9216,4.902,0,0,103,1.426,0.3847
92.3077,68.0241,24.2836,0,0,235,0.9524,0.3044
92.3077,81.1463,11.1614,1,0,136,0,0.4912
66.6667,83.7607,-17.094,0,0,788,0.4826,0.5246
80,79.6581,0.3419,0,0,607,0.5066,0.2961
60,68.8889,-8.8889,0,0,187,2.2606,0.5962
70,70,0,0,0,286,1.7219,-0.1197
90,73.3333,16.6667,0,0,319,0.7396,-0.4196
95.4545,85.1515,10.303,1,0,396,0.2614,-0.7608
95.4545,93.6364,1.8182,1,0,219,-2.0784,-0.4429
91.3043,94.0711,-2.7668,1,0,537,-2.0679,-0.3159
95.6522,94.137,1.5152,1,0,353,-2.3664,-0.4419
52.1739,79.7101,-27.5362,0,0,482,0.3691,0.0634
47.8261,65.2174,-17.3913,0,0,885,0.9228,-0.1974
39.1304,46.3768,-7.2464,0,0,552,1.1145,0.8555
60.8696,49.2754,11.5942,0,0,289,-0.1864,-0.0743
69.5652,56.5217,13.0435,0,0,263,-1.4554,0.0809
60,63.4783,-3.4783,0,0,534,1.2443,0.0957
44.4444,58.0032,-13.5588,0,0,363,0,0.1959
16.6667,40.3704,-23.7037,0,0,475,1.5892,0.1979
89.4737,50.1949,39.2788,0,0,809,-1.0346,-0.7888
42.1053,49.4152,-7.3099,0,0,525,0.3558,0
63.1579,64.9123,-1.7544,0,0,186,-1.2082,0.4431
57.8947,54.386,3.5088,0,0,191,-0.3464,0.6327
52.6316,57.8947,-5.2632,0,0,139,-0.3453,0.6397
26.3158,45.614,-19.2982,0,0,256,1.8105,2.1502
47.3684,42.1053,5.2632,0,0,216,1.1355,1.0041
42.1053,38.5965,3.5088,0,0,398,1.1232,1.0132
84.2105,57.8947,26.3158,0,0,399,0.3268,-0.1681
84.2105,70.1754,14.0351,0,0,210,-0.1655,0.1682
78.9474,82.4561,-3.5088,0,0,208,-0.1671,0.6767
94.7368,85.9649,8.7719,1,0,367,-0.5005,-0.17
77.7778,83.8207,-6.0429,0,0,170,0.3335,0.8495
72.2222,81.5789,-9.3567,0,0,335,0.8276,1.1849
77.7778,75.9259,1.8519,0,0,213,0.331,0.8557
88.8889,79.6296,9.2593,0,0,235,0.5116,0.6859
81.8182,82.8283,-1.0101,1,0,414,0.3478,0.8564
70,80.2357,-10.2357,0,0,274,0.5217,0.8558
84.2105,78.6762,5.5343,0,0,124,0.1739,0.3511
89.4737,81.2281,8.2456,1,0,239,0.5462,0
84.2105,85.9649,-1.7544,1,0,125,0.3912,1.0564
89.4737,87.7193,1.7544,1,0,127,0.2284,2.2582
95.2381,89.6408,5.5973,1,0,307,-0.6729,1.3984
85,89.9039,-4.9039,1,0,127,0.9019,1.4135
85,88.4127,-3.4127,1,0,164,2.5226,1.4099
77.7778,82.5926,-4.8148,0,0,283,2.1953,2.7175
93.75,85.5093,8.2407,1,0,396,0.8592,2.1594
82.1429,84.5569,-2.414,1,0,1006,-0.8473,1.1607
75,83.631,-8.631,0,0,261,1.057,1.1673
67.8571,75,-7.1429,0,0,235,1.903,1.8569
67.8571,70.2381,-2.381,0,0,159,2.3309,1.8532
92.8571,76.1905,16.6667,0,0,340,0.4237,0.6867
92.3077,84.3407,7.967,1,0,336,0.4592,0
89.6552,91.6067,-1.9515,1,0,530,0,-0.3452
82.7586,88.2405,-5.4819,1,0,191,0.4777,0.1726
88.8889,87.1009,1.788,1,0,277,-0.4946,-0.6826
88,86.5492,1.4508,1,0,171,-0.492,-0.5078
88,88.2963,-0.2963,1,0,160,-0.248,-0.3362
79.1667,85.0556,-5.8889,0,0,169,-0.487,0.1709
79.1667,82.1111,-2.9444,0,0,124,-0.2435,0.1712
82.6087,80.314,2.2947,1,0,88,-0.2435,0.6886
69.5652,77.1135,-7.5483,0,0,252,0.7517,1.0331
73.913,75.3623,-1.4493,0,0,101,0.5011,0.6945
78.2609,73.913,4.3478,0,0,169,1.2528,1.0489
77.7778,76.6506,1.1272,0,0,265,0.7516,1.22
75,77.0129,-2.0129,0,0,131,0.5011,0.3529
100,84.2593,15.7407,1,0,112,0.25,-0.7014
93.75,89.5833,4.1667,1,0,108,0.9979,-0.3576
76.4706,90.0735,-13.6029,0,0,347,0,-0.3786
76.9231,82.3812,-5.4581,0,0,486,-1.1804,-0.9568
85.7143,79.7027,6.0116,0,0,402,-1.339,-0.3875
50,70.8791,-20.8791,0,0,276,-0.4414,0.2002
35.7143,57.1429,-21.4286,0,0,224,0,0.401
42.8571,42.8571,0,0,0,193,0.8974,0
35.7143,38.0952,-2.381,0,0,306,0.741,-0.2079
35.7143,38.0952,-2.381,0,0,342,0.5477,-0.2079
71.4286,47.619,23.8095,0,0,429,-1.0712,0
57.1429,54.7619,2.381,0,0,157,-1.0713,0
50,59.5238,-9.5238,0,0,205,-0.8056,-0.8142
38.4615,48.5348,-10.0733,0,0,260,1.1588,0
23.0769,37.1795,-14.1026,0,0,316,1.3624,0.6368
23.0769,28.2051,-5.1282,0,0,336,-0.3415,0.6393
69.2308,38.4615,30.7692,0,0,568,-1.3308,0.2127
53.8462,48.7179,5.1282,0,0,215,-0.3321,0
15.3846,46.1538,-30.7692,0,0,359,1.3006,1.8882
38.4615,35.8974,2.5641,0,0,266,1.5752,0.4353
46.1538,33.3333,12.8205,0,0,525,0.3177,0.8734
46.1538,43.5897,2.5641,0,0,931,1.5426,0.6575
55.5556,49.2877,6.2678,0,0,996,-0.9165,0
38.8889,46.8661,-7.9772,0,0,676,0.9124,1.0987
61.1111,51.8519,9.2593,0,0,806,-0.6041,-1.0721
38.8889,46.2963,-7.4074,0,0,891,0.9064,-0.6386
52.9412,50.9804,1.9608,0,0,490,0.6042,-2.5455
47.0588,46.2963,0.7625,0,0,685,-0.9168,-1.1565
52.9412,50.9804,1.9608,0,0,324,-1.7497,-0.9507
64.7059,54.902,9.8039,0,0,248,-3.4484,-0.7529
29.4118,49.0196,-19.6078,0,0,316,-0.6876,0.1887
17.6471,37.2549,-19.6078,0,0,371,0.2331,1.4981
4.5455,17.2014,-12.656,0,1,767,2.3036,2.3546
40,20.7308,19.2692,0,0,1146,0.841,1.7843
48,30.8485,17.1515,0,0,629,1.4627,1.5928
60,49.3333,10.6667,0,0,656,0.419,1.2696
56,54.6667,1.3333,0,0,763,1.2317,2.63
76,64,12,0,0,572,0.4132,1.7413
68,66.6667,1.3333,0,0,320,1.0234,2.6853
80,74.6667,5.3333,0,0,945,1.7635,0.7017
87.5,78.5,9,0,0,742,1.5479,0.5424
91.6667,86.3889,5.2778,1,0,624,2.057,0
96.6667,91.9444,4.7222,1,0,1211,-0.9223,-0.7244
93.5484,93.9606,-0.4122,1,0,700,-0.9027,-0.9154
97.0588,95.758,1.3009,1,0,740,-1.8476,-0.5601
70.5882,87.0651,-16.4769,0,0,558,0.1684,1.6568
70.5882,79.4118,-8.8235,0,0,348,0,2.3116
64.7059,68.6275,-3.9216,0,0,602,1.3385,2.563
73.5294,69.6078,3.9216,0,0,886,1.3167,2.1601
70.5882,69.6078,0.9804,0,0,716,2.036,2.4268
88.2353,77.451,10.7843,0,0,369,1.0854,1.2946
96.1538,84.9925,11.1614,1,0,532,0.7752,2.2168
90,91.463,-1.463,1,0,894,0.3134,0.9489
89.2857,91.8132,-2.5275,1,0,710,0.1567,0.6331
92.3077,90.5311,1.7766,1,0,399,1.3959,0.7909
96,92.5311,3.4689,1,0,717,0.6199,-0.6274
91.6667,93.3248,-1.6581,1,0,927,0.465,-0.4673
100,95.8889,4.1111,1,0,1708,-0.6167,-0.3107
81.8182,91.1616,-9.3434,1,0,817,-1.2155,1.2405
74.1935,85.3372,-11.1437,0,0,462,-1.0087,3.8816
80.6452,78.8856,1.7595,0,0,252,0.3417,2.3078
54.8387,69.8925,-15.0538,0,0,551,2.5467,3.9113
54.8387,63.4409,-8.6022,0,0,363,4.1229,2.9176
87.0968,65.5914,21.5054,0,0,840,1.7706,1.291
91.6667,77.8674,13.7993,0,0,1394,1.8374,1.0597
96.2264,91.6633,4.5631,1,0,2597,-0.9938,-1.4784
79.2453,89.0461,-9.8008,0,0,1009,-0.4359,-1.0047
91.4894,88.987,2.5023,1,0,477,-0.7453,-2.2049
73.1707,81.3018,-8.1311,0,0,784,-0.4213,-0.7287
60.5263,75.0621,-14.5358,0,0,1399,-0.523,-0.6205
71.0526,68.2499,2.8027,0,0,784,-1.4003,-0.514
60.5263,64.0351,-3.5088,0,0,852,-0.3027,0
47.3684,59.6491,-12.2807,0,0,623,-0.1016,0.7234
34.2105,47.3684,-13.1579,0,0,690,0.9162,0.5176
52.6316,44.7368,7.8947,0,0,640,0.3159,0.6209
44.7368,43.8596,0.8772,0,0,496,0.8396,1.1341
57.8947,51.7544,6.1404,0,0,985,-0.4165,0.619
60.5263,54.386,6.1404,0,0,785,0.3138,-0.1031
65.7895,61.4035,4.386,0,0,450,0.3153,-0.7147
47.3684,57.8947,-10.5263,0,0,391,1.0616,0.3065
67.5676,60.2418,7.3257,0,0,1237,-0.4227,-0.9057
65.5172,60.1511,5.3662,0,0,1287,-1.0306,-0.4004
61.5385,64.8744,-3.336,0,0,1560,-0.712,-0.1
41.6667,56.2408,-14.5741,0,0,890,-0.5051,0.7994
26.087,43.0974,-17.0104,0,0,760,0.6102,1.8774
39.1304,35.628,3.5024,0,0,1215,0.6085,1.7603
21.7391,28.9855,-7.2464,0,0,1142,1.2901,2.3402
52.1739,37.6812,14.4928,0,0,1785,1.2715,2.0298
65.2174,46.3768,18.8406,0,0,1512,1.1776,1.3586
78.2609,65.2174,13.0435,0,0,1099,1.0832,1.2671
92.5926,78.6903,13.9023,0,0,1620,0.7853,0.8785
93.1034,87.9856,5.1178,1,0,1496,0.2015,-0.4832
93.5484,93.0815,0.4669,1,0,1972,0.2468,-0.8579
100,95.5506,4.4494,1,0,2036,0.1292,-2.5468
82.8571,92.1352,-9.278,1,0,2515,-0.9445,-0.6958
88.5714,90.4762,-1.9048,1,0,2150,-1.465,-1.8331
94.4444,88.6243,5.8201,1,0,2605,-3.2257,-0.9914
61.1111,81.3757,-20.2646,0,0,2639,-0.1086,0.0828
55.5556,70.3704,-14.8148,0,0,7906,-1.1707,0.6675
30.4348,49.0338,-18.599,0,0,25847,1.8212,5.8718
67.3913,51.1272,16.2641,0,0,14235,0.2103,4.6262
41.3043,46.3768,-5.0725,0,0,13952,1.9022,4.7416
69.5652,59.4203,10.1449,0,0,10625,4.725,2.4564
71.7391,60.8696,10.8696,0,0,10258,3.9493,4.164
82.6087,74.6377,7.971,0,0,8463,3.4699,3.567
84.6715,79.6731,4.9984,0,0,42999,-0.6337,0.3013
93.4307,86.9036,6.527,1,0,31808,1.0296,-0.656
80.4598,86.1873,-5.7275,1,0,30736,0.5316,-0.5326
55.7471,76.5459,-20.7987,0,0,39858,0.9618,-2.2609
91.3793,75.8621,15.5172,0,0,30722,-1.6335,-3.108
89.6552,78.9272,10.728,0,0,23442,-1.0203,-2.0835
72.4138,84.4828,-12.069,0,0,25259,-2.7857,-1.409
60.9195,74.3295,-13.41,0,0,21662,-1.6999,-0.6778
70.1149,67.8161,2.2989,0,0,18775,-1.2323,-0.4425
15.0538,48.6961,-33.6423,0,0,51400,1.1454,2.5969
27.6042,37.591,-9.9868,0,0,35511,0.9497,1.8831
45.3125,29.3235,15.989,0,0,25973,0.7627,0.9684
43.75,38.8889,4.8611,0,0,21286,1.4598,1.0912
49.4792,46.1806,3.2986,0,0,14937,0.9697,1.0841
63.0208,52.0833,10.9375,0,0,24845,0.2368,-0.191
78.6458,63.7153,14.9306,0,0,24168,-0.3424,-0.9433
72.9167,71.5278,1.3889,0,0,13574,0.1285,-1.1387
68.75,73.4375,-4.6875,0,0,18924,-0.4261,-1.3624
70.3125,70.6597,-0.3472,0,0,13556,-0.612,-1.9774
76.0417,71.7014,4.3403,0,0,11283,-1.2479,-1.9989
59.2593,68.5378,-9.2785,0,0,19138,-0.9474,-1.8164
56.0847,63.7952,-7.7105,0,0,20257,-1.4094,-1.3375
44.9735,53.4392,-8.4656,0,0,15920,-0.87,-1.3034
35.9116,45.6566,-9.745,0,0,12767,-0.9905,-1.0277
20.3593,33.7481,-13.3889,0,0,21684,-0.0382,-0.1597
23.9521,26.741,-2.7889,0,0,15281,-0.533,-0.3014
7.7844,17.3653,-9.5808,0,1,11351,-0.1147,-0.6194
21.0526,17.5964,3.4562,0,0,15954,-0.1406,-0.8444
9.3567,12.7313,-3.3745,0,1,9955,0.2381,0.1408
12.5683,14.3259,-1.7576,0,1,13674,-0.7002,0.5094
22.4044,14.7765,7.6279,0,0,11102,-0.9824,0.1931
21.3115,18.7614,2.5501,0,0,12473,-0.0733,0.2807
6.8966,16.8708,-9.9742,0,1,18674,1.3615,1.1296
13.6792,13.9624,-0.2832,0,1,15694,1.1931,1.1173
30.6604,17.0787,13.5817,0,0,14241,0.4378,0.7177
38.2075,27.5157,10.6918,0,0,14201,0.1616,0.6807
38.2075,35.6918,2.5157,0,0,8551,0.3307,0.7288
39.6226,38.6792,0.9434,0,0,5233,0.6101,0.7928
55,44.2767,10.7233,0,0,5334,0.8913,0.9879
61.8421,52.1549,9.6872,0,0,8500,0.8263,0.6015
72.7891,63.2104,9.5787,0,0,7283,0.671,0.4172
94.5312,76.3875,18.1438,0,0,7795,0.7311,0.0835
94.6565,87.3256,7.3309,1,0,9120,0.1802,0.2672
97.037,95.4083,1.6288,1,0,6120,0.0312,0.0835
97.351,96.3482,1.0028,1,0,8934,-0.6539,-0.0167
86.0927,93.4936,-7.4009,1,0,8663,0.311,0.2671
87.4172,90.287,-2.8698,1,0,5738,0.1245,0.2504
83.4437,85.6512,-2.2075,1,0,4761,0.6192,0.3172
92.7152,87.8587,4.8565,1,0,6190,0.1874,-0.0669
90.0662,88.7417,1.3245,1,0,5118,0.3646,0.1004
96.6887,93.1567,3.532,1,0,4909,-0.0346,0.0503
95.935,94.23,1.705,1,0,4105,-0.3908,0.1006
95.4023,96.0087,-0.6064,1,0,5977,-0.2082,0.0671
92.7711,94.7028,-1.9317,1,0,3669,0.1856,-0.0503
81.0127,89.7287,-8.716,1,0,3702,0.7429,-0.1201
88.6076,87.4638,1.1438,1,0,4515,0.4388,0.0526
