FT,FullK,diffKD,OB,OS,vol,s15,s30,s60,ToD,Inertias,percBB,spreadRSI,ADX,RSI,Wpercent,acc,CLASS
1636671600000,78.5714,7.1429,0,0,729,0.75,2.5,1.75,1080,3295.5145,139.1133,-4.0243,10.8458,56.026,-6.6667,1.75,_3upR
1636671900000,67.8571,-2.381,0,0,187,-0.25,0.5,2,1085,901.3095,87.7415,-5.6709,11.0591,51.9896,-26.6667,2.25,_4up
1636672200000,67.8571,-3.5714,0,0,306,-0.25,0.75,1.75,1090,1560.8688,81.2218,-3.6205,10.5554,51.9896,-33.3333,2.25,_4up
1636672500000,92,16.0952,0,0,311,0.5,1,2.25,1095,1839.5231,131.4275,0.9173,11.1939,56.9151,-14.2857,0.75,_4up
1636672800000,100,13.381,1,0,451,1.5,1.5,2,1100,2400.5046,146.5795,-4.5876,12.0282,60.2515,-0,-0.75,_3upR
1636673100000,92.8571,-2.0952,1,0,367,2.25,1.75,3.25,1105,2177.3344,138.7386,-2.9375,13.4942,61.3402,-11.1111,-0.25,_3upR
1636673400000,95.2381,-0.7937,1,0,254,1.25,1.75,4,1110,1889.0779,137.6261,-4.1133,14.838,62.4617,-5.8824,2.5,_3upR
1636673700000,91.3043,-1.8288,1,0,367,0.75,2.25,3,1115,2490.8766,131.7389,-3.7361,16.5278,63.6133,-12.5,1.25,_3upR
1636674000000,85,-5.5141,1,0,425,0,2.5,3,1120,2726.5015,110.1561,-3.6847,17.6168,61.5533,-20,1.25,_4up
1636674300000,90.9091,1.8379,1,0,585,0.75,2,3,1125,3332.8027,128.7879,5.2108,19.307,65.2375,-12.5,1,_4up
1636674600000,79.1667,-5.8586,0,0,536,0.25,1,2.5,1130,2950.6745,106.6139,1.2523,21.2653,63.0408,-27.7778,0.5,_4up
1636674900000,96.1538,7.4106,1,0,547,1.75,2,4,1135,2812.0417,148.5104,3.5504,23.4386,69.7155,-5,1,_4up
1636675200000,92.1053,2.9633,1,0,2237,4,4.75,6.5,1140,6648.6465,177.3992,8.1279,27.0107,77.7515,-9.0909,2.25,_3upR
1636675500000,81.5789,-8.3671,1,0,2225,4,4.25,6.5,1145,4740.3365,144.2007,2.4984,30.5185,75.7579,-19.4444,3.5,_3upR
1636675800000,86.4865,-0.2371,1,0,607,3,4.75,7.5,1150,1258.7721,137.0034,-4.6704,33.734,77.0422,-14.2857,4.25,_3upR
1636676100000,88.8889,3.2374,1,0,903,0.75,4.5,6.5,1155,1788.5318,126.3753,-5.1048,36.7637,77.687,-13.3333,3.5,_3upR
1636676400000,88.8889,0.8008,1,0,721,0.75,4.75,5.75,1160,1391.4889,113.8797,-1.915,39.541,77.687,-14.2857,3.25,_4up
1636676700000,94.4444,3.7037,1,0,515,0.5,3.75,5.75,1165,998.2766,112.8821,-3.7905,42.0868,79.0852,-7.1429,1.5,_4up
1636677000000,97.2222,3.7037,1,0,681,1,1.5,6,1170,1683.2129,107.9429,-0.4217,44.4204,79.7764,-3.5714,-0.25,_4up
1636677300000,97.6744,1.2274,1,0,1131,2.25,3.25,7.5,1175,3466.683,129.1454,2.0921,47.1587,83.8519,-2.8571,0.75,_1dn
1636677600000,95.7447,-1.1358,1,0,1181,3.25,3.5,8.5,1180,3215.8972,134.2429,1.6591,49.9675,85.654,-5,1.5,_1dn
1636677900000,85.7143,-7.3302,1,0,700,1.75,2.75,7,1185,1984.5918,105.6415,0.6642,52.5422,76.3576,-17.1429,0.5,_1dn
1636678200000,72.5,-12.153,0,0,581,-1.25,1,6,1190,1694.7436,71.2547,-1.5652,52.52,66.5135,-31.4286,0.25,_2dnR
1636678500000,62.5,-11.0714,0,0,511,-3.25,0,3.5,1195,1490.9976,28.2907,-1.2663,50.9614,59.7868,-50,-2.5,_2dnR
1636678800000,55,-8.3333,0,0,1212,-3,-1.25,0.25,1200,3181.3844,-0.6551,3.2463,47.4368,55.2177,-81.8182,-6,_3upR
1636679100000,70,7.5,0,0,686,-0.25,-1.5,1.75,1205,1965.3538,51.7262,2.1128,44.6272,61.6176,-54.5455,-5.75,_1dn
1636679400000,62.5,0,0,0,701,0,-3.25,0.25,1210,2228.0753,18.0199,2.2029,42.6486,57.1618,-68.1818,-8.25,_2dnR
1636679700000,60,-4.1667,0,0,371,1,-2,0.75,1215,1275.195,26.3441,-1.2893,40.835,58.2594,-63.6364,-6.5,_2dnR
1636680000000,54.2857,-4.6429,0,0,395,-1,-1.25,-0.25,1220,1423.1152,4.5078,2.1096,38.5499,55.1749,-72.7273,-6,_2dnR
1636680300000,46.6667,-6.9841,0,0,274,-0.25,-0.25,-0.25,1225,1051.4728,7.3599,-4.533,36.4552,55.1749,-72.7273,-4,_4up
1636680600000,22.7273,-18.4993,0,0,560,-0.75,0.25,-1,1230,2617.3979,2.2604,-3.0464,34.791,53.4898,-77.2727,-1,_3upR
1636680900000,18.1818,-11.0101,0,0,577,-0.5,-1.5,-3,1235,2798.5472,0.5025,-2.7788,32.5682,51.7651,-81.8182,-4.75,_4up
1636681200000,50,19.697,0,0,517,1.25,1,-2.25,1240,2679.6409,95.6408,5.1689,31.5681,61.2952,-50,-2.75,_2dnR
1636681500000,31.8182,-1.5152,0,0,578,0.5,-0.25,-2.25,1245,2782.1778,46.4376,1.5618,31.1069,54.5736,-56.25,-2.75,_3upR
1636681800000,59.0909,12.1212,0,0,491,2.25,1.75,0.5,1250,2288.5969,156.6675,1.4558,30.9071,61.4848,-7.1429,0.5,_1dn
1636682100000,40.9091,-3.0303,0,0,619,-0.5,0.75,0.5,1255,2587.5389,77.8543,-0.0067,30.724,55.3594,-35.7143,1,_2dnR
1636682400000,36.3636,-9.0909,0,0,655,0.25,0.75,1,1260,2661.9847,53.3634,-4.2234,30.1133,53.8951,-50,2,_1dn
1636682700000,22.7273,-10.6061,0,0,382,-2,0.25,-1.25,1265,1645.133,1.6398,-1.7052,28.704,49.6012,-75,1.75,_3upR
1636683000000,27.2727,-1.5152,0,0,683,-1,-1.25,-0.25,1270,2797.719,23.6248,-5.2681,27.0053,51.0202,-66.6667,2,_2dnR
1636683300000,25,0,0,0,354,-1,-0.75,-1,1275,1551.521,-6.0316,-7.0666,25.4481,48.0674,-83.3333,1.25,_1dn
1636683600000,57.1429,20.671,0,0,385,0.5,-1.25,0.5,1280,1745.8207,65.5946,-2.8615,24.7319,53.8899,-50,0,_1dn
1636683900000,35.7143,-3.5714,0,0,276,-0.25,-1.25,-0.25,1285,1408.5806,11.7327,-3.2069,24.4102,49.3618,-75,-0.75,_1dn
1636684200000,0,-30.9524,0,0,1345,-2.25,-3.25,-2.5,1290,5479.8308,-80.705,11.9374,24.1136,37.8094,-100,-3.5,_2dnR
1636684500000,0,-11.9048,0,1,1304,-4.5,-4,-3.5,1295,4183.9678,-71.1631,2.1919,24.8868,33.5293,-100,-2.25,_3upR
1636684800000,14.8148,9.8765,0,1,888,-3.5,-3.75,-5,1300,2720.2296,-38.1734,1.3723,26.1171,35.1315,-85.1852,-4.75,_2dnR
1636685100000,29.6296,14.8148,0,0,1175,-0.25,-2.25,-3,1305,3049.4679,-0.7421,4.1709,25.5468,41.305,-70.3704,-2,_1dn
1636685400000,18.5185,-2.4691,0,0,535,0.5,-4,-5.25,1310,1350.7874,-11.2486,1.6967,24.7174,38.3211,-81.4815,-5.75,_1dn
1636685700000,7.1429,-11.2875,0,1,694,-1,-4.25,-5.5,1315,1628.8166,-23.8852,2.0282,25.1389,34.6772,-92,-5,_1dn
1636686000000,7.1429,-3.7919,0,1,382,-1.75,-2,-5,1320,1070.0846,-12.4463,-1.8874,25.5253,34.6772,-91.6667,-2.5,_2dnR
1636686300000,8.3333,0.7937,0,1,1145,-2.75,-2.25,-6.25,1325,3312.3748,-36.4961,4.9508,27.2297,28.9452,-90.3226,-2.5,_3upR
1636686600000,11.1111,2.2487,0,1,457,-1.5,-2.5,-6,1330,1451.6525,-17.7887,-1.9413,28.7921,30.7296,-87.0968,-1,_4up
1636686900000,22.2222,8.3333,0,0,429,-0.5,-2.25,-4.5,1335,1642.2281,13.2958,1.6683,28.9012,37.571,-74.1935,-1.5,_3upR
1636687200000,16.6667,0,0,1,255,0.75,-2,-6,1340,1057.6626,4.7422,-4.9808,29.0012,35.6505,-80.6452,-0.75,_4up
1636687500000,27.2727,5.2189,0,0,204,1.25,-0.25,-4.5,1345,990.7954,35.7933,-3.0243,28.753,40.6176,-68.9655,0.75,_2dnR
1636687800000,37.5,10.3535,0,0,247,1,0.5,-1.5,1350,1259.4648,77.3942,-1.25,27.5484,45.2297,-40,3.75,_1dn
1636688100000,35.4839,2.065,0,0,323,1.25,2,-0.25,1355,2354.2135,65.9502,-1.4399,25.8404,43.9874,-45,5.75,_1dn
1636688400000,25.8065,-7.1237,0,0,208,-0.25,1,-1.5,1360,1742.1217,32.5259,-1.1568,24.7758,40.3594,-60,4.75,_2dnR
1636688700000,16.129,-9.6774,0,0,176,-1.75,-0.75,-3,1365,1737.1935,-2.1286,-0.8062,24.4931,37.0278,-75,1.5,_3upR
1636689000000,19.3548,-1.0753,0,0,200,-1.25,0,-2,1370,2053.2461,19.683,-2.8974,24.2339,38.863,-57.1429,4,_2dnR
1636689300000,24.1379,4.264,0,0,235,-0.25,-0.5,-0.75,1375,2358.3875,42.1684,-4.1938,23.9964,40.7468,-50,3.75,_2dnR
1636689600000,30,5.5024,0,0,189,0,-1.5,-1,1380,1979.4189,28.8778,-4.1938,23.7787,39.4217,-57.1429,0.25,_3upR
1636689900000,15,-8.046,0,0,392,-0.75,-2,0,1385,3903.2506,-29.6143,0.3998,24.5818,35.6296,-84.6154,0.25,_4up
1636690200000,20,-1.6667,0,0,206,-0.75,-1,0,1390,2054.4459,-10.1169,-2.3589,25.3179,37.8051,-83.3333,1.25,_4up
1636690500000,50,21.6667,0,0,357,1,1,0.5,1395,3153.3624,101.2878,6.3373,23.607,49.0714,-33.3333,3.5,_3upR
1636690800000,64.2857,19.5238,0,0,82,1.5,0.75,0.75,1400,782.9799,77.8543,-4.6582,22.0386,47.5067,-41.6667,2.75,_3upR
1636691100000,78.5714,14.2857,0,0,257,1.5,1,0.5,1405,2418.3263,108.722,-2.7222,20.9249,50.921,-25,1.25,_3upR
1636691400000,78.5714,4.7619,0,0,353,0.25,1.25,-0.25,1410,2991.2728,112.7584,-2.2385,19.199,50.921,-25,0.75,_3upR
1636691700000,84.6154,4.0293,1,0,112,0.5,2.25,0.25,1415,1143.5113,126.3386,-4.3984,17.617,52.7498,-9.0909,0.25,_2dnR
1636692000000,84.6154,2.0147,1,0,231,0.5,2,1.25,1420,2315.9562,126.8115,-2.009,17.2262,54.5954,-15.3846,1.25,_1dn
1636692300000,84.6154,0,1,0,454,0.5,0.75,1.75,1425,4254.8148,114.0106,0.4031,16.0699,54.5954,-15.3846,1.5,_1dn
1636692600000,76.9231,-5.1282,0,0,416,0,0.5,1.5,1430,3183.8499,91.4186,-1.5024,15.3661,52.1702,-23.0769,0.75,_1dn
1636692900000,38.4615,-28.2051,0,0,670,-1.75,-1,0,1435,4179.2637,16.112,3.6034,15.4631,41.9951,-61.5385,-0.5,_2dnR
1636693200000,23.0769,-23.0769,0,0,456,-1.75,-1.5,-0.25,0,2718.0928,-11.0665,1.2302,15.8246,38.7013,-76.9231,0,_2dnR
1636693500000,30.7692,0,0,0,402,-1.5,-1.5,0.75,5,2131.7159,-6.1908,0.5695,16.9161,41.2162,-69.2308,0.5,_3upR
1636693800000,23.0769,-2.5641,0,0,359,-0.75,-2.25,0,10,1815.2036,-27.5555,-1.4201,17.4899,39.4505,-76.9231,-1,_3upR
1636694100000,25,-1.2821,0,0,527,-0.5,-2.25,-1.75,15,2595.8027,-36.9482,0.6879,19.1465,36.0784,-75,-3.75,_4up
1636694400000,62.5,25.641,0,0,258,0.75,-0.75,-0.25,20,1346.6214,51.2246,2.0709,19.1255,50.0512,-37.5,-1.5,_4up
1636694700000,50,4.1667,0,0,286,0.75,-0.25,-1,25,1743.7594,26.5628,-2.6985,18.7557,46.3657,-50,-1,_4up
1636695000000,68.75,8.3333,0,0,266,1.75,1.25,-0.25,30,1769.243,72.5282,-1.0741,18.681,52.1333,-31.25,0,_3upR
1636695300000,87.5,18.75,0,0,376,1,1.75,0.25,35,2533.1752,114.4428,-0.9397,17.5475,57.1591,-12.5,-0.5,_2dnR
1636695600000,87.5,6.25,1,0,260,1.25,2.25,-0.25,40,1839.8406,114.4428,-1.8037,16.1763,57.1591,-12.5,-0.25,_3upR
1636695900000,75,-8.3333,0,0,220,0.25,2,-0.25,45,1843.1416,89.7175,1.923,15.5494,52.7637,-25,1.25,_3upR
1636696200000,81.25,0,1,0,119,0,0.75,0,50,1087.5615,105.092,-2.3611,14.9747,54.6652,-13.3333,0,_2dnR
1636696500000,93.75,10.4167,1,0,238,0,1.5,1.5,55,2245.5257,120.2439,2.1168,13.7607,58.3255,-6.25,2.75,_1dn
1636696800000,87.5,0,1,0,351,0.5,0.75,2,60,3131.2405,97.6731,3.4032,13.2778,55.8652,-12.5,2.25,_2dnR
1636697100000,81.25,-6.25,1,0,222,0,0,1.5,65,2196.555,77.2625,-3.0776,12.8351,53.4076,-18.75,1.25,_3upR
1636697400000,75,-6.25,0,0,402,-0.75,-0.75,1.75,70,3613.3838,55.5902,1.7571,11.9139,50.9619,-25,1.5,_4up
1636697700000,87.5,6.25,1,0,247,0,0.5,2.5,75,2182.2457,88.7298,0.6503,11.533,55.4164,-16.6667,3,_2dnR
1636698000000,87.5,4.1667,1,0,163,0.25,0.25,1,80,1401.1031,82.0844,-2.7082,10.7669,55.4164,-22.2222,1,_1dn
1636698300000,85,-1.6667,1,0,532,1.25,0.5,2,85,3872.325,164.0651,5.5992,11.4037,61.6371,-23.0769,0.5,_1dn
1636698600000,60,-17.5,0,0,608,-0.5,-0.5,0.25,90,3901.6226,-10.6339,9.6427,10.8314,49.1646,-80,-1.75,_1dn
1636698900000,30,-28.3333,0,0,530,-2.25,-1.75,-1.75,95,2977.7653,-89.0759,6.2368,11.3241,38.8683,-93.3333,-3.5,_1dn
1636699200000,20,-16.6667,0,0,437,-3.25,-2,-2.75,100,2420.0358,-66.403,0.9475,12.4692,36.1178,-88.8889,-4,_1dn
1636699500000,5.5556,-12.963,0,1,294,-2.25,-2.75,-2.25,105,1597.7123,-47.2053,-2.7541,13.5189,34.7755,-94.4444,-4.75,_1dn
1636699800000,27.5862,9.8723,0,0,1572,-1.75,-4,-3.5,110,5512.3451,-52.6623,6.2027,16.3774,29.9228,-72.4138,-4.5,_1dn
1636700100000,17.2414,0.447,0,1,420,-2,-5.25,-4.75,115,1515.2816,-47.0855,-4.0305,18.9976,26.8566,-82.7586,-7,_4up
1636700400000,20.6897,-1.1494,0,0,575,-1.25,-3.75,-4.25,120,2092.6177,-22.8283,-5.0837,21.3996,29.4842,-79.3103,-4.5,_4up
1636700700000,17.2414,-1.1494,0,1,485,-0.75,-2.5,-4.25,125,1786.3458,-16.1129,-3.3136,24.1466,28.3723,-82.7586,-2.25,_4up
1636701000000,34.4828,10.3448,0,0,346,1.25,-0.75,-2.75,130,1306.4631,23.1617,0.7172,25.1168,40.5925,-65.5172,-0.25,_4up
1636701300000,62.069,24.1379,0,0,925,3,1.75,-1.25,135,2985.1047,82.6178,3.8073,23.6532,54.224,-37.931,1,_1dn
1636701600000,51.7241,2.2989,0,0,526,2.75,1.75,-2.25,140,2240.0335,67.1708,3.9052,21.8305,49.5708,-48.2759,1.5,_1dn
1636701900000,51.7241,-3.4483,0,0,275,1.25,2.5,-2.75,145,1225.3957,80.8892,-3.55,20.1597,49.5708,-46.4286,2,_2dnR
1636702200000,44.8276,-4.5977,0,0,558,-1.5,1.75,-2,150,2499.5566,70.8053,2.3326,19.3437,46.411,-40.9091,2.25,_1dn
1636702500000,34.4828,-9.1954,0,0,566,-1.5,1.5,-1.25,155,2469.7485,39.7337,-0.9861,19.0422,42.0272,-50,3,_1dn
1636702800000,44.8276,3.4483,0,0,235,-0.5,0.75,0,160,1061.9315,76.6923,-4.0048,18.7659,47.4428,-35,2.75,_1dn
1636703100000,31.0345,-5.7471,0,0,347,-1,-2.5,-0.5,165,1928.9325,30.5555,-2.5209,18.7539,41.7675,-55,0.5,_4up
1636703400000,10.3448,-18.3908,0,0,819,-1.75,-3.25,-1.25,170,4074.8724,-28.8759,0.508,20.307,34.93,-85,0.75,_4up
1636703700000,27.5862,4.5977,0,0,966,-1.5,-2,0.5,175,3855.4125,11.9857,1.2877,22.0394,41.8529,-61.9048,3.25,_4up
1636704000000,95.6522,51.1244,0,0,2519,3.25,2,3.75,180,6443.8987,143.0996,11.5616,20.4379,58.65,-0,5.75,_1dn
1636704300000,75,8.9205,0,0,2194,4.25,2.5,4,185,4324.2963,119.8656,3.9845,19.9986,57.3589,-25,5,_1dn
1636704600000,57.1429,-18.7888,0,0,1399,1.75,0.5,1.25,190,2368.3486,67.2085,8.8236,18.7843,51.2098,-42.8571,1.25,_1dn
1636704900000,42.8571,-15.4762,0,0,1754,-2.25,0.75,-2,195,2535.5185,33.0093,0.9094,17.6752,46.8285,-57.1429,-1,_1dn
1636705200000,57.1429,4.7619,0,0,1022,-1.25,3,-0.25,200,1446.5382,73.787,1.8347,16.9986,51.3675,-42.8571,1.25,_1dn
1636705500000,39.2857,-7.1429,0,0,834,-1.25,0.5,-1.25,205,1195.5355,27.046,-0.5323,16.3785,46.0114,-60.7143,-1.75,_2dnR
1636705800000,25,-15.4762,0,0,2121,-1,-3.5,-1.75,210,3169.248,-4.6401,2.605,17.2253,42.1737,-75,-5.5,_4up
1636706100000,35.7143,2.381,0,0,1267,-1.5,-2.75,-0.25,215,2102.2413,25.253,1.4928,17.767,45.8679,-64.2857,-4,_4up
1636706400000,35.7143,3.5714,0,0,662,-0.25,-1.5,-1,220,1204.4804,28.5552,-3.3966,18.2635,45.8679,-64.2857,-2.25,_4up
1636706700000,57.1429,14.2857,0,0,954,2.25,1.25,1.75,225,1939.2741,80.6982,1.8334,17.106,53.0125,-42.8571,3.25,_2dnR
1636707000000,75,19.0476,0,0,919,2.75,1.25,4.25,230,1898.2455,117.9195,2.1774,15.9087,58.0464,-25,4.25,_1dn
1636707300000,71.4286,3.5714,0,0,1118,2.5,2.25,2.75,235,2216.8521,99.3586,2.4382,15.3721,56.7206,-28.5714,4.25,_1dn
1636707600000,53.5714,-13.0952,0,0,2397,0,2,-1.5,240,4572.2165,54.6887,6.2486,14.2399,50.4369,-46.4286,0,_1dn
1636707900000,42.8571,-13.0952,0,0,1033,-2.5,0.5,-2.25,245,2034.1058,27.2991,-3.8364,13.3163,47.0269,-57.1429,-2,_1dn
1636708200000,32.1429,-10.7143,0,0,1021,-3,-0.25,-1.75,250,1911.9065,-0.767,-4.6165,13.0639,43.7966,-64,-0.75,_1dn
1636708500000,21.4286,-10.7143,0,0,1744,-2,-2.25,-1.25,255,2950.8365,-22.7519,2.5691,14.0124,40.7436,-76,-3,_3upR
1636708800000,28.5714,1.1905,0,0,954,-1,-3.5,-2,260,1607.2528,6.5469,-3.7607,14.8819,43.6028,-68,-6.25,_2dnR
1636709100000,7.1429,-11.9048,0,1,918,-2,-4.75,-2.25,265,1584.552,-35.3595,-3.5371,16.4236,37.6563,-92,-5.25,_4up
1636709400000,35.4839,11.7512,0,0,1697,0.5,-1.5,0.25,270,3209.3806,18.4092,1.6729,18.3564,45.7304,-60.7143,2,_3upR
1636709700000,29.0323,5.1459,0,0,677,-0.25,-1.5,-1,275,1345.9417,4.649,-6.7597,20.1281,43.6736,-67.8571,1.25,_4up
1636710000000,39.2857,4.6851,0,0,572,1.75,-0.5,-0.5,280,1215.4363,24.2508,-5.7878,21.8884,46.308,-60.7143,1.25,_3upR
1636710300000,50,10.5607,0,0,835,0.75,1.25,-1,285,2060.4275,54.5835,-4.3205,22.5436,50.1251,-50,0.25,_3upR
1636710600000,57.1429,8.3333,0,0,818,1.75,1.5,-2.25,290,2068.9995,84.8521,-0.6618,22.5396,52.577,-42.8571,0,_3upR
1636710900000,46.4286,-4.7619,0,0,505,0.5,2.25,-2.75,295,1380.3354,64.8522,-4.7762,22.536,48.6623,-53.5714,-0.25,_2dnR
1636711200000,57.1429,3.5714,0,0,781,0.5,1.25,-0.25,300,2601.4377,117.1035,0.6681,21.6063,52.519,-15.7895,-0.75,_2dnR
1636711500000,60.7143,5.9524,0,0,844,0.5,2,0.5,305,2703.3183,125.3778,-4.3809,20.7542,53.7816,-10.5263,1.5,_2dnR
1636711800000,46.4286,-8.3333,0,0,1005,0,0.5,0,310,2926.672,63.7715,-4.3809,19.973,48.1899,-31.5789,0.75,_2dnR
1636712100000,50,-2.381,0,0,387,-0.5,0,1.25,315,1243.0881,73.2379,-1.5829,20.0353,49.6185,-26.3158,2.5,_3upR
1636712400000,53.5714,3.5714,0,0,401,-0.25,0,1.25,320,1425.0045,83.2134,-5.2073,19.721,51.0897,-21.0526,3,_2dnR
1636712700000,46.4286,-3.5714,0,0,387,0.25,0,2.25,325,1417.7424,38.9117,-2.6835,20.1851,48.0296,-31.5789,4.5,_2dnR
1636713000000,78.9474,19.2982,0,0,646,0,-0.25,1,330,2453.9345,77.0838,-4.1883,20.6104,51.2172,-30.7692,1.5,_2dnR
1636713300000,68.4211,3.8221,0,0,495,-0.5,-0.75,1,335,2078.1136,14.0908,-4.1883,21.0004,48.0051,-46.1538,0.5,_4up
1636713600000,63.1579,-7.0175,0,0,374,-0.25,0,0.25,340,1938.1898,-26.0639,-9.048,21.3578,46.4173,-77.7778,0,_4up
1636713900000,68.4211,1.7544,0,0,328,-0.25,-0.5,-0.25,345,1737.8123,11.5825,-7.0964,21.9869,48.2834,-66.6667,-1.5,_4up
1636714200000,90.9091,16.7464,0,0,1790,4.5,3.75,3.75,350,6210.8676,207.9508,19.8309,23.1265,68.578,-13.0435,2.5,_1dn
1636714500000,75.7576,-2.605,0,0,1410,3.25,3,3,355,3900.6437,132.0553,3.0867,24.1712,60.909,-34.7826,1,_2dnR
1636714800000,62.963,-13.5802,0,0,868,2.5,2.25,1.75,360,2300.2156,104.417,-1.0251,23.8682,58.075,-43.4783,0.75,_3upR
1636715100000,55.5556,-9.2031,0,0,531,-2.5,2.25,1.25,365,1397.41,82.8791,-2.4564,23.0146,55.2696,-52.1739,0,_4up
1636715400000,60.8696,1.0735,0,0,1142,-0.25,3,3,370,2624.9457,100.0409,2.8557,23.5249,58.5464,-39.1304,2.5,_3upR
1636715700000,69.5652,7.5684,0,0,513,0.75,3.25,2.75,375,1144.2205,106.4458,-6.372,23.9926,60.6432,-31.8182,3.25,_3upR
1636716000000,91.3043,17.3913,0,0,664,2.5,0,4,380,1807.0438,128.19,-3.4139,25.2034,65.4143,-9.0909,0.5,_4up
1636716300000,78.2609,-1.4493,0,0,635,1,0.75,3.75,385,2036.0807,97.3698,-5.0114,26.3134,60.6053,-22.7273,0.75,_4up
1636716600000,82.6087,-1.4493,1,0,387,0.75,1.5,3.75,390,1395.2016,96.5242,-7.7903,27.3308,61.6311,-18.1818,1.75,_4up
1636716900000,100,13.0435,1,0,904,1.5,4,6.25,395,2973.5677,138.0552,-3.1098,29.2575,68.7353,-0,5,_3upR
1636717200000,87.0968,-2.805,1,0,1114,2.25,3.25,6.25,400,3688.7777,128.0869,-4.6367,31.4692,68.7353,-13.3333,3.5,_3upR
1636717500000,100,4.3011,1,0,569,3,4,7.25,405,1859.9007,152.638,-5.4993,33.6018,72.5199,-0,4.25,_1dn
1636717800000,93.75,0.1344,1,0,579,0.75,2.5,2.5,410,1931.3851,127.0693,-6.9686,35.6649,70.6539,-8,-1.25,_1dn
1636718100000,90.9091,-3.9773,1,0,686,1,3.25,4,415,2260.7578,113.9676,-6.1439,37.6669,70.6539,-11.5385,0.25,_1dn
1636718400000,81.8182,-7.0076,1,0,1060,-1,2,3.75,420,3013.7443,86.4051,-0.4147,38.2428,64.7093,-23.0769,0.25,_2dnR
1636718700000,78.7879,-5.0505,0,0,736,-0.75,-0.25,4,425,2165.9156,72.7527,-1.9224,37.995,62.7882,-29.1667,-2,_2dnR
1636719000000,78.7879,-1.0101,0,0,1188,-1,0,3.25,430,3441.2425,65.9719,-5.2774,37.3853,62.7882,-35,-3,_2dnR
1636719300000,74.1935,-3.0629,0,0,704,-0.5,-1.5,2.5,435,1983.335,48.1034,-6.63,37.0326,60.6456,-44.4444,-4.75,_1dn
1636719600000,69.2308,-4.84,0,0,384,-0.25,-1,1.25,440,1126.0923,42.9072,-8.6067,36.7093,60.6456,-44.4444,-1.5,_2dnR
1636719900000,69.2308,-1.6543,0,0,680,-0.25,-1.25,2,445,1996.8183,30.5767,-3.3479,35.544,60.6456,-47.0588,-2,_2dnR
1636720200000,50,-12.8205,0,0,795,-1.25,-1.75,0.25,450,2472.1809,-64.0772,1.4682,33.3143,49.6479,-86.6667,-3.25,_4up
1636720500000,62.5,1.9231,0,0,418,-0.25,-0.5,-0.75,455,1399.2302,11.0775,-0.7347,31.2703,56.528,-64.2857,-4.5,_1dn
1636720800000,60,2.5,0,0,715,0,-0.25,-0.25,460,2700.3359,29.9591,-2.5607,30.025,58.0897,-57.1429,-3.5,_1dn
1636721100000,50,-7.5,0,0,507,0.75,-0.25,-1.75,465,2022.8268,19.1291,-4.9371,28.8835,55.8989,-64.2857,-4.25,_1dn
1636721400000,22.2222,-21.8519,0,0,590,-1,-1.5,-2.5,470,2222.5857,-51.9592,2.2182,26.7098,46.3617,-93.3333,-4,_3upR
1636721700000,5.5556,-20.3704,0,0,897,-2.25,-2.25,-3.5,475,3191.0903,-67.1303,1.4979,25.6775,41.7043,-94.1176,-5.5,_4up
1636722000000,5.5556,-5.5556,0,1,1014,-2,-1.25,-2.75,480,3415.2206,-41.0274,-2.2927,24.7313,41.7043,-92.8571,-3.25,_4up
1636722300000,33.3333,18.5185,0,0,860,0.25,-0.5,-1.25,485,2617.5238,33.2572,4.7272,22.6859,51.39,-50,-0.75,_4up
1636722600000,44.4444,16.6667,0,0,789,1.5,-0.5,-0.75,490,2364.1539,66.3993,-2.5275,21.1391,54.6761,-33.3333,-0.5,_4up
1636722900000,38.8889,0,0,0,1039,1.5,-0.5,-0.75,495,2794.9639,55.2559,-2.3187,20.407,52.7317,-36.3636,1,_4up
1636723200000,55.5556,9.2593,0,0,897,0.75,1.25,0,500,2278.9216,102.5588,-2.2187,20.0625,57.6594,-9.0909,2.75,_4up
1636723500000,100,35.1852,0,0,1451,3,4.25,2.25,505,3350.5156,175.6594,6.123,21.7054,68.4304,-0,5.75,_2dnR
1636723800000,84.2105,4.2885,0,0,1309,2,3.75,2.5,510,2882.3666,125.0977,-1.0438,23.2115,62.6362,-15.7895,5.5,_4up
1636724100000,85,-4.7368,1,0,1851,1.75,2.5,2.25,515,3525.2707,120.8955,2.993,24.592,63.7523,-15,3.25,_4up
1636724400000,85,0.2632,1,0,945,-0.25,2.5,1.75,520,1762.2125,111.1774,-3.7285,25.8575,63.7523,-15,2.5,_3upR
1636724700000,83.3333,-1.1111,1,0,1497,1.25,3,2.75,525,2630.5134,120.8745,2.3111,28.0163,67.2454,-16.6667,3.5,_4up
1636725000000,87.5,2.2222,1,0,1497,1.25,2.75,4,530,2445.7829,115.1632,-6.6593,29.9953,68.3543,-12.5,4.25,_4up
1636725300000,79.1667,-4.1667,0,0,1776,0.75,0.25,4.25,535,2795.0554,93.8255,4.5128,29.7946,63.6525,-20.8333,2.25,_4up
1636725600000,96.4286,8.7302,1,0,2286,1.75,3,6.5,540,3241.9061,142.1062,7.2458,30.8585,72.0438,-3.5714,3.75,_4up
1636725900000,93.75,3.9683,1,0,2304,2.25,3.5,5.75,545,3124.7013,143.513,2.7073,32.4594,74.4563,-7.1429,4,_1dn
